osmid,name,highway,oneway,reversed,length,lanes,geometry,bridge,maxspeed,width
168459325,вулиця Євгена Петрушевича,primary,True,False,52.292,2,"LINESTRING (24.6112993 49.9645845, 24.6111584 49.9644883, 24.6110741 49.9644308, 24.6110655 49.9644249, 24.6108936 49.9641996)",,50,
482307921,вулиця Євгена Петрушевича,primary,False,True,45.703,2,"LINESTRING (24.6112993 49.9645845, 24.6112485 49.9643992, 24.6112263 49.9641768)",,50,
"[645933772, 645933773, 482307919]",вулиця Євгена Петрушевича,primary,False,True,162.412,2,"LINESTRING (24.6112993 49.9645845, 24.6115267 49.9648523, 24.6115396 49.9648676, 24.6118426 49.9651782, 24.6119356 49.9652584, 24.6120036 49.9653033, 24.6122284 49.9654384, 24.6123147 49.965481, 24.6127782 49.965646)",yes,50,
221997226,площа 900-річчя Буська,primary,False,False,15.209,2,"LINESTRING (24.6112193 49.9640401, 24.6112263 49.9641768)",,50,
482307922,вулиця Євгена Петрушевича,tertiary,False,True,80.45,2,"LINESTRING (24.6112193 49.9640401, 24.6111469 49.9633181)",,50,
168459268,вулиця Євгена Петрушевича,tertiary,True,False,80.652,1,"LINESTRING (24.6108675 49.9640208, 24.6111469 49.9633181)",,50,
642952282,площа 900-річчя Буська,primary,True,False,25.255,1,"LINESTRING (24.6108675 49.9640208, 24.6112193 49.9640401)",,50,
482307920,Львівська вулиця,primary,True,False,24.764,1,"LINESTRING (24.6104279 49.9641843, 24.6107276 49.9640728)",,50,7
193347148,Львівська вулиця,primary,False,False,57.566,2,"LINESTRING (24.6104279 49.9641843, 24.60986 49.9644233, 24.6097544 49.9644677)",,,
100904401,вулиця Євгена Петрушевича,tertiary,False,False,59.275,2,"LINESTRING (24.6110293 49.9610049, 24.6112686 49.9614841, 24.6112808 49.9615128)",,,
482307922,вулиця Євгена Петрушевича,tertiary,False,False,80.45,2,"LINESTRING (24.6111469 49.9633181, 24.6112193 49.9640401)",,50,
100904401,вулиця Євгена Петрушевича,tertiary,False,True,203.334,2,"LINESTRING (24.6111469 49.9633181, 24.6111851 49.962968, 24.6112028 49.9628977, 24.6112706 49.9626343, 24.6112829 49.9625863, 24.6114174 49.9620632, 24.6113945 49.9617803, 24.6112808 49.9615128)",,,
168459281,площа 900-річчя Буська,primary,True,False,23.932,1,"LINESTRING (24.6112263 49.9641768, 24.6108936 49.9641996)",,50,
221997226,площа 900-річчя Буська,primary,False,True,15.209,2,"LINESTRING (24.6112263 49.9641768, 24.6112193 49.9640401)",,50,
482307921,вулиця Євгена Петрушевича,primary,False,False,45.703,2,"LINESTRING (24.6112263 49.9641768, 24.6112485 49.9643992, 24.6112993 49.9645845)",,50,
168459281,площа 900-річчя Буська,primary,True,False,8.15,1,"LINESTRING (24.6108936 49.9641996, 24.6107798 49.9641959)",,50,
"[151507161, 151507162, 193347148]",Львівська вулиця,primary,False,True,166.65,2,"LINESTRING (24.6038733 49.9647842, 24.6047232 49.9646801, 24.6050092 49.964645, 24.6052793 49.9646399, 24.6053882 49.9646564, 24.6055022 49.9646737, 24.6059653 49.9647786, 24.6061393 49.9648158)",yes,50,
168459276,майдан Незалежності,residential,True,False,73.761,,"LINESTRING (24.613873 49.9658432, 24.6141689 49.965913, 24.6148453 49.9660642)",,,
800270502,,primary,False,False,29.569000000000003,,"LINESTRING (24.613873 49.9658432, 24.6138289 49.9659296, 24.613794 49.9659943, 24.6137362 49.9660941)",,,
644348170,,residential,False,True,22.762,,"LINESTRING (24.6150193 49.9658928, 24.6148453 49.9660642)",,,
644348170,,residential,False,False,22.762,,"LINESTRING (24.6148453 49.9660642, 24.6150193 49.9658928)",,,
644348170,,residential,False,True,50.907,,"LINESTRING (24.6148453 49.9660642, 24.6144348 49.9664382)",,,
644348170,,residential,False,False,50.907,,"LINESTRING (24.6144348 49.9664382, 24.6148453 49.9660642)",,,
645921436,Замкнена вулиця,residential,False,True,33.741,,"LINESTRING (24.6144348 49.9664382, 24.6148118 49.9666206)",,,
800270501,,residential,False,True,34.723,,"LINESTRING (24.6144348 49.9664382, 24.6141671 49.9666987)",,,
643771559,майдан Незалежності,residential,True,False,62.937,,"LINESTRING (24.6144348 49.9664382, 24.6139389 49.966191, 24.6137362 49.9660941)",,,
168459311,вулиця Чайковського,residential,False,False,31.436,,"LINESTRING (24.6137842 49.9665599, 24.6141671 49.9666987)",,,
643768341,площа Ринок,primary,False,False,23.6,2,"LINESTRING (24.6137842 49.9665599, 24.6137724 49.9663478)",,,
643768341,площа Ринок,primary,False,True,48.449,2,"LINESTRING (24.6137842 49.9665599, 24.613806 49.9669147, 24.613793 49.9669949)",,,
168459311,вулиця Чайковського,residential,False,False,35.53,,"LINESTRING (24.6141671 49.9666987, 24.614569 49.9668865)",,,
168459311,вулиця Чайковського,residential,False,True,31.436,,"LINESTRING (24.6141671 49.9666987, 24.6137842 49.9665599)",,,
800270501,,residential,False,False,34.723,,"LINESTRING (24.6141671 49.9666987, 24.6144348 49.9664382)",,,
168459378,Шкільна вулиця,residential,False,False,4.165,,"LINESTRING (24.6146048 49.9673499, 24.6146499 49.9673736)",,,
168459306,площа Ринок,residential,False,False,94.16300000000001,,"LINESTRING (24.6146048 49.9673499, 24.6142373 49.9676932, 24.6138582 49.9680474)",,,
643768347,площа Ринок,residential,False,True,70.211,,"LINESTRING (24.6146048 49.9673499, 24.613949 49.9670631, 24.613793 49.9669949)",,,
168459304,Паркова вулиця,residential,False,False,32.728,,"LINESTRING (24.6130916 49.9677141, 24.6130639 49.967703, 24.6126979 49.9675641)",,,
193347137,Київська вулиця,primary,False,True,130.368,2,"LINESTRING (24.6130916 49.9677141, 24.612673 49.9681125, 24.6126496 49.9681417, 24.6126097 49.9681914, 24.6125792 49.9682543, 24.6125427 49.9683346, 24.6125258 49.9683916, 24.612484 49.9687859)",,,
643768338,площа Ринок,primary,False,False,94.633,2,"LINESTRING (24.6130916 49.9677141, 24.6134397 49.9673756, 24.6137003 49.9671221, 24.6137524 49.9670683, 24.613793 49.9669949)",,,
643768343,площа Ринок,residential,False,True,66.179,,"LINESTRING (24.6130916 49.9677141, 24.6132089 49.9677651, 24.6138582 49.9680474)",,,
643768345,,residential,False,False,50.234,,"LINESTRING (24.6138582 49.9680474, 24.6134552 49.9684174)",,,
168459306,площа Ринок,residential,False,True,94.16300000000001,,"LINESTRING (24.6138582 49.9680474, 24.6142373 49.9676932, 24.6146048 49.9673499)",,,
643768343,площа Ринок,residential,False,False,66.179,,"LINESTRING (24.6138582 49.9680474, 24.6132089 49.9677651, 24.6130916 49.9677141)",,,
168459359,вулиця Буського Братства,residential,False,True,7.179,,"LINESTRING (24.6134552 49.9684174, 24.6133557 49.9684259)",,,
643768345,,residential,False,True,50.234,,"LINESTRING (24.6134552 49.9684174, 24.6138582 49.9680474)",,,
168459359,вулиця Буського Братства,residential,False,False,7.179,,"LINESTRING (24.6133557 49.9684259, 24.6134552 49.9684174)",,,
168459359,вулиця Буського Братства,residential,False,True,74.09,,"LINESTRING (24.6133557 49.9684259, 24.612484 49.9687859)",,,
643745661,,living_street,False,False,54.905,,"LINESTRING (24.6133557 49.9684259, 24.6132722 49.968357, 24.6130067 49.9682699, 24.6130791 49.9680603)",,,
193347137,Київська вулиця,primary,False,False,95.827,2,"LINESTRING (24.6124211 49.9696467, 24.6124751 49.9689861, 24.612484 49.9687859)",,,
493290860,,residential,False,False,115.26599999999999,,"LINESTRING (24.6124211 49.9696467, 24.6123607 49.969655, 24.6119553 49.9696984, 24.6116871 49.9697105, 24.6111211 49.9697294, 24.610928 49.9697139, 24.6108234 49.9696949)",,,
168459304,Паркова вулиця,residential,False,True,103.108,,"LINESTRING (24.6114618 49.9676764, 24.6115047 49.9676005, 24.611557 49.967553, 24.6116374 49.9675186, 24.6117273 49.967497, 24.6120733 49.9674263, 24.612178 49.9674254, 24.6123026 49.9674434, 24.6126979 49.9675641)",,,
168459304,Паркова вулиця,residential,False,False,103.108,,"LINESTRING (24.6126979 49.9675641, 24.6123026 49.9674434, 24.612178 49.9674254, 24.6120733 49.9674263, 24.6117273 49.967497, 24.6116374 49.9675186, 24.611557 49.967553, 24.6115047 49.9676005, 24.6114618 49.9676764)",,,
168459304,Паркова вулиця,residential,False,True,32.728,,"LINESTRING (24.6126979 49.9675641, 24.6130639 49.967703, 24.6130916 49.9677141)",,,
493290861,Паркова вулиця,residential,False,True,165.84900000000002,,"LINESTRING (24.6126979 49.9675641, 24.613409 49.966907, 24.6134171 49.9668241, 24.6133125 49.9667431, 24.6133286 49.9666775, 24.6137206 49.9663863, 24.6137724 49.9663478)",,,
643768341,площа Ринок,primary,False,True,23.6,2,"LINESTRING (24.6137724 49.9663478, 24.6137842 49.9665599)",,,
493290861,Паркова вулиця,residential,False,False,165.849,,"LINESTRING (24.6137724 49.9663478, 24.6137206 49.9663863, 24.6133286 49.9666775, 24.6133125 49.9667431, 24.6134171 49.9668241, 24.613409 49.966907, 24.6126979 49.9675641)",,,
643768341,площа Ринок,primary,False,False,28.338,2,"LINESTRING (24.6137724 49.9663478, 24.6137649 49.9662604, 24.6137362 49.9660941)",,,
642288668,,residential,False,True,70.178,,"LINESTRING (24.6091899 49.9639515, 24.6096929 49.9644115, 24.6097544 49.9644677)",,,
193347148,Львівська вулиця,primary,False,False,218.71800000000002,2,"LINESTRING (24.6097544 49.9644677, 24.6095233 49.9645649, 24.6092597 49.9646761, 24.6089431 49.9647296, 24.6086667 49.9647625, 24.6072322 49.9648511, 24.6072121 49.9648522, 24.6069651 49.9648651, 24.6069115 49.9648679, 24.6068163 49.9648682)",,,
193347148,Львівська вулиця,primary,False,True,57.566,2,"LINESTRING (24.6097544 49.9644677, 24.60986 49.9644233, 24.6104279 49.9641843)",,,
642288668,,residential,False,False,70.178,,"LINESTRING (24.6097544 49.9644677, 24.6096929 49.9644115, 24.6091899 49.9639515)",,,
642289417,,residential,False,True,120.68,,"LINESTRING (24.6064809 49.9637531, 24.6064495 49.9638506, 24.6064165 49.9639532, 24.6063495 49.9641533, 24.6062905 49.9643483, 24.6061805 49.9646899, 24.6061652 49.9647488, 24.6061393 49.9648158)",,,
"[151507161, 151507162, 193347148]",Львівська вулиця,primary,False,False,166.65,2,"LINESTRING (24.6061393 49.9648158, 24.6059653 49.9647786, 24.6055022 49.9646737, 24.6053882 49.9646564, 24.6052793 49.9646399, 24.6050092 49.964645, 24.6047232 49.9646801, 24.6038733 49.9647842)",yes,50,
193347148,Львівська вулиця,primary,False,True,49.178000000000004,2,"LINESTRING (24.6061393 49.9648158, 24.6063542 49.964857, 24.6064822 49.9648681, 24.6066157 49.96487, 24.6067149 49.9648694, 24.6068163 49.9648682)",,,
642289417,,residential,False,False,120.68,,"LINESTRING (24.6061393 49.9648158, 24.6061652 49.9647488, 24.6061805 49.9646899, 24.6062905 49.9643483, 24.6063495 49.9641533, 24.6064165 49.9639532, 24.6064495 49.9638506, 24.6064809 49.9637531)",,,
642952282,площа 900-річчя Буська,primary,True,False,11.557,1,"LINESTRING (24.6107276 49.9640728, 24.6108675 49.9640208)",,50,
221997229,Львівська вулиця,primary,True,False,25.204,1,"LINESTRING (24.6107798 49.9641959, 24.6104279 49.9641843)",,50,6
642952282,площа 900-річчя Буська,primary,True,False,15.472999999999999,1,"LINESTRING (24.6107798 49.9641959, 24.610722 49.9641525, 24.6107099 49.9641154, 24.6107276 49.9640728)",,50,
643745661,,living_street,False,True,54.905,,"LINESTRING (24.6130791 49.9680603, 24.6130067 49.9682699, 24.6132722 49.968357, 24.6133557 49.9684259)",,,
493290860,,residential,False,True,115.26599999999999,,"LINESTRING (24.6108234 49.9696949, 24.610928 49.9697139, 24.6111211 49.9697294, 24.6116871 49.9697105, 24.6119553 49.9696984, 24.6123607 49.969655, 24.6124211 49.9696467)",,,
168459378,Шкільна вулиця,residential,False,True,46.411,,"LINESTRING (24.6151798 49.9676145, 24.6146499 49.9673736)",,,
"[643775824, 645928827]",,residential,False,True,243.20999999999998,,"LINESTRING (24.604846 49.96663, 24.6049923 49.9664912, 24.605262 49.9662435, 24.6060144 49.9654881, 24.6062653 49.9653368, 24.6064597 49.9652197, 24.6066213 49.9650921, 24.6066539 49.9650535, 24.6068175 49.9649056, 24.6068175 49.9648931, 24.6068163 49.9648682)",,,
168459311,вулиця Чайковського,residential,False,True,35.53,,"LINESTRING (24.614569 49.9668865, 24.6141671 49.9666987)",,,
645921430,,living_street,False,True,34.039,,"LINESTRING (24.614569 49.9668865, 24.6148432 49.9666363)",,,
168459311,вулиця Чайковського,residential,False,False,72.141,,"LINESTRING (24.614569 49.9668865, 24.6149139 49.9670633, 24.6148988 49.9671649, 24.6146499 49.9673736)",,,
645921430,,living_street,False,False,34.039,,"LINESTRING (24.6148432 49.9666363, 24.614569 49.9668865)",,,
645921432,Замкнена вулиця,living_street,False,False,20.527,,"LINESTRING (24.6148432 49.9666363, 24.6150693 49.96675)",,,
645921432,Замкнена вулиця,living_street,False,True,2.845,,"LINESTRING (24.6148432 49.9666363, 24.6148118 49.9666206)",,,
645921432,Замкнена вулиця,living_street,False,True,20.527,,"LINESTRING (24.6150693 49.96675, 24.6148432 49.9666363)",,,
645921434,,living_street,False,False,39.107,,"LINESTRING (24.6151471 49.9663428, 24.6148118 49.9666206)",,,
645921432,Замкнена вулиця,living_street,False,False,2.845,,"LINESTRING (24.6148118 49.9666206, 24.6148432 49.9666363)",,,
645921434,,living_street,False,True,39.107,,"LINESTRING (24.6148118 49.9666206, 24.6151471 49.9663428)",,,
645921436,Замкнена вулиця,residential,False,False,33.741,,"LINESTRING (24.6148118 49.9666206, 24.6144348 49.9664382)",,,
193347148,Львівська вулиця,primary,False,False,49.178,2,"LINESTRING (24.6068163 49.9648682, 24.6067149 49.9648694, 24.6066157 49.96487, 24.6064822 49.9648681, 24.6063542 49.964857, 24.6061393 49.9648158)",,,
193347148,Львівська вулиця,primary,False,True,218.718,2,"LINESTRING (24.6068163 49.9648682, 24.6069115 49.9648679, 24.6069651 49.9648651, 24.6072121 49.9648522, 24.6072322 49.9648511, 24.6086667 49.9647625, 24.6089431 49.9647296, 24.6092597 49.9646761, 24.6095233 49.9645649, 24.6097544 49.9644677)",,,
"[643775824, 645928827]",,residential,False,False,243.21,,"LINESTRING (24.6068163 49.9648682, 24.6068175 49.9648931, 24.6068175 49.9649056, 24.6066539 49.9650535, 24.6066213 49.9650921, 24.6064597 49.9652197, 24.6062653 49.9653368, 24.6060144 49.9654881, 24.605262 49.9662435, 24.6049923 49.9664912, 24.604846 49.96663)",,,
100904401,вулиця Євгена Петрушевича,tertiary,False,False,203.33400000000003,2,"LINESTRING (24.6112808 49.9615128, 24.6113945 49.9617803, 24.6114174 49.9620632, 24.6112829 49.9625863, 24.6112706 49.9626343, 24.6112028 49.9628977, 24.6111851 49.962968, 24.6111469 49.9633181)",,,
100904401,вулиця Євгена Петрушевича,tertiary,False,True,59.275,2,"LINESTRING (24.6112808 49.9615128, 24.6112686 49.9614841, 24.6110293 49.9610049)",,,
651996552,,living_street,False,False,95.41199999999999,,"LINESTRING (24.6112808 49.9615128, 24.6113642 49.9614958, 24.6117541 49.9614168, 24.6122262 49.9613651, 24.6125829 49.9613409)",,,
651996552,,living_street,False,True,95.41199999999999,,"LINESTRING (24.6125829 49.9613409, 24.6122262 49.9613651, 24.6117541 49.9614168, 24.6113642 49.9614958, 24.6112808 49.9615128)",,,
168459378,Шкільна вулиця,residential,False,False,46.411,,"LINESTRING (24.6146499 49.9673736, 24.6151798 49.9676145)",,,
168459378,Шкільна вулиця,residential,False,True,4.165,,"LINESTRING (24.6146499 49.9673736, 24.6146048 49.9673499)",,,
168459311,вулиця Чайковського,residential,False,True,72.141,,"LINESTRING (24.6146499 49.9673736, 24.6148988 49.9671649, 24.6149139 49.9670633, 24.614569 49.9668865)",,,
