osmid,ref,name,highway,oneway,reversed,length,maxspeed,geometry,bridge
38881440,О-070201,вулиця Корятовича,tertiary,False,False,54.717,,"LINESTRING (22.4577535 48.8896985, 22.4584377 48.8894991)",
210631530,,вулиця Корятовича,residential,False,True,102.867,,"LINESTRING (22.4577535 48.8896985, 22.4565048 48.8901248)",
167449431,Н-13,вулиця Шевченка,primary,False,False,245.14,50,"LINESTRING (22.4577535 48.8896985, 22.4578339 48.8897607, 22.4593016 48.8913976, 22.4594737 48.8915895)",
417304473,Н-13,вулиця Штефаника,primary,False,True,251.61700000000002,50,"LINESTRING (22.4577535 48.8896985, 22.4576657 48.8896305, 22.4553574 48.8880745)",
167449431,Н-13,вулиця Шевченка,primary,False,True,307.85400000000004,50,"LINESTRING (22.4609642 48.894131, 22.4608689 48.8936488, 22.4608039 48.8934201, 22.4607884 48.8933787, 22.4606291 48.892954, 22.4605742 48.8928077, 22.4605068 48.8926948, 22.4603466 48.8925042, 22.4598706 48.8920151, 22.4594737 48.8915895)",
38881440,О-070201,вулиця Корятовича,tertiary,False,False,187.847,,"LINESTRING (22.4584377 48.8894991, 22.4607055 48.8887051)",
38881440,О-070201,вулиця Корятовича,tertiary,False,True,54.717,,"LINESTRING (22.4584377 48.8894991, 22.4577535 48.8896985)",
38881443,,вулиця Богдана Хмельницького,residential,False,False,265.51099999999997,,"LINESTRING (22.4584377 48.8894991, 22.4595996 48.8906743, 22.4601633 48.8915881)",
153586624,,вулиця Пушкіна,residential,False,True,270.027,,"LINESTRING (22.4584377 48.8894991, 22.4582857 48.8893197, 22.4570572 48.8872486)",
153586606,,вулиця Духновича,residential,False,False,154.53,,"LINESTRING (22.4553574 48.8880745, 22.4570572 48.8872486)",
417304473,Н-13,вулиця Штефаника,primary,False,False,251.61700000000002,50,"LINESTRING (22.4553574 48.8880745, 22.4576657 48.8896305, 22.4577535 48.8896985)",
417304473,Н-13,вулиця Штефаника,primary,False,True,54.185,50,"LINESTRING (22.4553574 48.8880745, 22.4550727 48.8878836, 22.4548605 48.8877136)",
153586606,,вулиця Духновича,residential,False,True,125.861,,"LINESTRING (22.458439 48.8865736, 22.4570572 48.8872486)",
153586617,,Рибарська вулиця,residential,False,False,290.461,,"LINESTRING (22.458439 48.8865736, 22.4594856 48.8873542, 22.4604984 48.8884474, 22.4607055 48.8887051)",
