osmid,ref,highway,oneway,reversed,length,geometry,tunnel
420425007,Т-21-17,secondary,False,False,25.221,"LINESTRING (36.1698542 50.2418306, 36.1698756 50.2416042)",
420425007,Т-21-17,secondary,False,True,116.658,"LINESTRING (36.1698542 50.2418306, 36.1697793 50.2423357, 36.1697044 50.2425928, 36.1696242 50.2428683)",
483167415,,residential,False,False,265.807,"LINESTRING (36.1698542 50.2418306, 36.1709177 50.2419273, 36.1716819 50.2419812, 36.1735652 50.242114)",
483167415,,residential,False,True,265.807,"LINESTRING (36.1735652 50.242114, 36.1716819 50.2419812, 36.1709177 50.2419273, 36.1698542 50.2418306)",
420425007,Т-21-17,secondary,False,False,136.215,"LINESTRING (36.1699156 50.2406062, 36.1699081 50.2393812)",
420425007,Т-21-17,secondary,False,True,111.021,"LINESTRING (36.1699156 50.2406062, 36.1699168 50.240801, 36.1698756 50.2416042)",
483167416,,residential,False,False,77.1,"LINESTRING (36.1699156 50.2406062, 36.1705026 50.2406025, 36.1709997 50.2406053)",
483167416,,residential,False,True,77.1,"LINESTRING (36.1709997 50.2406053, 36.1705026 50.2406025, 36.1699156 50.2406062)",
483167417,,residential,False,False,350.222,"LINESTRING (36.1709997 50.2406053, 36.1711114 50.2404008, 36.1711449 50.2401224, 36.171184 50.2397049, 36.1712007 50.2392409, 36.1711728 50.2385949, 36.171117 50.2382523, 36.1710445 50.2377812, 36.1710222 50.2374742)",
483167417,,residential,False,True,350.222,"LINESTRING (36.1710222 50.2374742, 36.1710445 50.2377812, 36.171117 50.2382523, 36.1711728 50.2385949, 36.1712007 50.2392409, 36.171184 50.2397049, 36.1711449 50.2401224, 36.1711114 50.2404008, 36.1709997 50.2406053)",
483167418,,residential,False,False,124.996,"LINESTRING (36.1684882 50.235969, 36.1667533 50.2361485)",
420425007,Т-21-17,secondary,False,True,35.831,"LINESTRING (36.1684882 50.235969, 36.1685296 50.236139, 36.1685878 50.2362845)",
483167418,,residential,False,True,124.996,"LINESTRING (36.1667533 50.2361485, 36.1684882 50.235969)",
483167420,,residential,False,True,60.221999999999994,"LINESTRING (36.1667533 50.2361485, 36.166829 50.2363566, 36.1669465 50.2366758)",
420425007,Т-21-17,secondary,False,True,136.215,"LINESTRING (36.1699081 50.2393812, 36.1699156 50.2406062)",
420425007,Т-21-17,secondary,False,False,359.808,"LINESTRING (36.1699081 50.2393812, 36.1698942 50.2389468, 36.1698279 50.2386276, 36.1697334 50.2383159, 36.1696013 50.2380237, 36.1689448 50.2370052, 36.1685878 50.2362845)",
483167420,,residential,False,False,404.158,"LINESTRING (36.1699081 50.2393812, 36.1691842 50.239349, 36.1685377 50.2393463, 36.1680356 50.2393481, 36.1679283 50.2392994, 36.1678657 50.2392184, 36.1676719 50.2383585, 36.1673777 50.2376367, 36.1670875 50.2370172)",
