osmid,name,highway,width,oneway,reversed,length,geometry
204517370,вулиця Мічуріна,unclassified,6,False,True,67.856,"LINESTRING (25.2665466 50.8310947, 25.2657515 50.830748)"
450253833,Польова вулиця,residential,,False,True,269.401,"LINESTRING (25.2665466 50.8310947, 25.2644035 50.8331041)"
204517370,вулиця Мічуріна,unclassified,6,False,False,173.292,"LINESTRING (25.2665466 50.8310947, 25.2676962 50.8316081, 25.2685431 50.8320102)"
204517370,вулиця Мічуріна,unclassified,6,False,False,122.553,"LINESTRING (25.2685431 50.8320102, 25.2699195 50.8326877)"
450253876,Весела вулиця,residential,,False,True,279.3,"LINESTRING (25.2685431 50.8320102, 25.2661843 50.8340325)"
204517370,вулиця Мічуріна,unclassified,6,False,True,173.292,"LINESTRING (25.2685431 50.8320102, 25.2676962 50.8316081, 25.2665466 50.8310947)"
204517370,вулиця Мічуріна,unclassified,6,False,True,122.553,"LINESTRING (25.2699195 50.8326877, 25.2685431 50.8320102)"
396319846,Норильська вулиця,residential,3,False,False,284.984,"LINESTRING (25.2699195 50.8326877, 25.2669764 50.8344522)"
"[204517370, 750593635]",вулиця Мічуріна,unclassified,6,False,False,79.39500000000001,"LINESTRING (25.2699195 50.8326877, 25.2703411 50.8329179, 25.2707766 50.8331533)"
396319901,вулиця Шевченка,residential,,False,True,285.297,"LINESTRING (25.2707766 50.8331533, 25.2703064 50.833558, 25.2695762 50.8341391, 25.2684397 50.8348617, 25.2681012 50.835077)"
"[204517370, 750593635]",вулиця Мічуріна,unclassified,6,False,True,79.39500000000001,"LINESTRING (25.2707766 50.8331533, 25.2703411 50.8329179, 25.2699195 50.8326877)"
704628827,Шкільна вулиця,residential,,False,False,105.196,"LINESTRING (25.2681012 50.835077, 25.2669764 50.8344522)"
396319901,вулиця Шевченка,residential,,False,False,285.297,"LINESTRING (25.2681012 50.835077, 25.2684397 50.8348617, 25.2695762 50.8341391, 25.2703064 50.833558, 25.2707766 50.8331533)"
396319846,Норильська вулиця,residential,3,False,True,93.798,"LINESTRING (25.2659981 50.8350265, 25.2669764 50.8344522)"
396319846,Норильська вулиця,residential,3,False,False,93.798,"LINESTRING (25.2669764 50.8344522, 25.2659981 50.8350265)"
396319846,Норильська вулиця,residential,3,False,True,284.984,"LINESTRING (25.2669764 50.8344522, 25.2699195 50.8326877)"
704628827,Шкільна вулиця,residential,,False,False,72.611,"LINESTRING (25.2669764 50.8344522, 25.2661843 50.8340325)"
704628827,Шкільна вулиця,residential,,False,True,105.196,"LINESTRING (25.2669764 50.8344522, 25.2681012 50.835077)"
450253876,Весела вулиця,residential,,False,False,279.3,"LINESTRING (25.2661843 50.8340325, 25.2685431 50.8320102)"
704628827,Шкільна вулиця,residential,,False,False,162.166,"LINESTRING (25.2661843 50.8340325, 25.2644035 50.8331041)"
704628827,Шкільна вулиця,residential,,False,True,72.611,"LINESTRING (25.2661843 50.8340325, 25.2669764 50.8344522)"
450253833,Польова вулиця,residential,,False,False,269.401,"LINESTRING (25.2644035 50.8331041, 25.2665466 50.8310947)"
704628827,Шкільна вулиця,residential,,False,True,162.166,"LINESTRING (25.2644035 50.8331041, 25.2661843 50.8340325)"
204517370,вулиця Мічуріна,unclassified,6,False,False,67.856,"LINESTRING (25.2657515 50.830748, 25.2665466 50.8310947)"
204517370,вулиця Мічуріна,unclassified,6,False,True,163.261,"LINESTRING (25.2657515 50.830748, 25.2643602 50.8300799, 25.2639016 50.8298589)"
204517370,вулиця Мічуріна,unclassified,6,False,False,163.261,"LINESTRING (25.2639016 50.8298589, 25.2643602 50.8300799, 25.2657515 50.830748)"
