osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,junction,maxspeed
41079369,True,2,Н-02,вулиця Енергетиків,primary,False,202.33800000000002,"LINESTRING (31.4611194 49.7544902, 31.461418 49.754396, 31.4617007 49.7542943, 31.4619006 49.7542434, 31.4625342 49.7540387, 31.4630125 49.7538953, 31.4632077 49.7538369, 31.4633106 49.753806, 31.4636673 49.7537186)",,
1166116761,True,2,Н-02,,primary,False,89.648,"LINESTRING (31.4611194 49.7544902, 31.4613544 49.7544916, 31.4616185 49.7545401, 31.461947 49.7546979, 31.4621164 49.7548801)",roundabout,
126188577,True,,,,tertiary,False,20.858,"LINESTRING (31.4621164 49.7548801, 31.4623883 49.7549459)",,
1166116761,True,2,Н-02,,primary,False,43.161,"LINESTRING (31.4621164 49.7548801, 31.4621786 49.75507, 31.462146 49.7552629)",roundabout,
41079364,True,2,Н-02-01,вулиця Енергетиків,secondary,False,227.55900000000003,"LINESTRING (31.4576088 49.7548625, 31.458442 49.7548189, 31.4596547 49.7546934, 31.4607423 49.7545726)",,50
126188584,True,,,вулиця 206-ї Дивізії,tertiary,False,65.616,"LINESTRING (31.4630376 49.7551593, 31.4625265 49.7551807, 31.462146 49.7552629)",,
40945678,True,2,Н-02,,primary,False,18.905,"LINESTRING (31.4607309 49.7556243, 31.4605279 49.7555161)",roundabout,
40945678,True,2,Н-02,,primary,False,107.673,"LINESTRING (31.4620467 49.755414, 31.4617958 49.7555939, 31.461457 49.7556971, 31.4610826 49.7557078, 31.4607309 49.7556243)",roundabout,
72457534,True,,Н-02,,primary,False,174.89300000000003,"LINESTRING (31.4620467 49.755414, 31.4619667 49.7559042, 31.4619171 49.7563207, 31.4619077 49.7566393, 31.4619448 49.756982)",,
1166116761,True,2,Н-02,,primary,False,28.598,"LINESTRING (31.4607423 49.7545726, 31.4611194 49.7544902)",roundabout,
40921075,False,2,Н-02,вулиця Енергетиків,primary,False,33.752,"LINESTRING (31.4666479 49.752492, 31.4662447 49.7526478)",,
40921075,False,2,Н-02,вулиця Енергетиків,primary,True,53.134,"LINESTRING (31.4666479 49.752492, 31.4672654 49.752229)",,
40894104,False,,,Торгова вулиця,residential,True,208.24900000000002,"LINESTRING (31.4666479 49.752492, 31.4666066 49.7524397, 31.4665641 49.7523547, 31.4665235 49.7522849, 31.4663819 49.7520415, 31.4663726 49.7520256, 31.466264 49.7518855, 31.4659472 49.7514284, 31.4655517 49.7509555, 31.4654466 49.7507908)",,
"[1166116761, 40945678]",True,2,Н-02,,primary,False,121.055,"LINESTRING (31.4605279 49.7555161, 31.4603717 49.7553672, 31.4602968 49.7552236, 31.4602785 49.7550726, 31.460318 49.7549233, 31.4604127 49.7547848, 31.4605571 49.7546655, 31.4607423 49.7545726)",roundabout,
72457530,True,2,Н-02-01,вулиця Енергетиків,secondary,False,224.847,"LINESTRING (31.4605279 49.7555161, 31.4601623 49.7553943, 31.4597527 49.7552318, 31.4592383 49.755067, 31.458827 49.7549832, 31.4576088 49.7548625)",,50
1166116762,True,2,Н-02,,primary,False,18.253,"LINESTRING (31.462146 49.7552629, 31.4620467 49.755414)",roundabout,
40921075,False,2,Н-02,вулиця Енергетиків,primary,True,140.699,"LINESTRING (31.4636673 49.7537186, 31.463972 49.7535843, 31.4642148 49.7534773, 31.4646105 49.7533123, 31.4652914 49.7530116)",,
40921077,True,,Н-02,вулиця Енергетиків,primary,False,134.789,"LINESTRING (31.4636673 49.7537186, 31.4629623 49.7543463, 31.462882 49.7544103, 31.4626347 49.7546446, 31.4625858 49.7547078)",,50
40921078,True,,Н-02,,primary,False,175.74699999999999,"LINESTRING (31.4619448 49.756982, 31.4617289 49.7565872, 31.4614531 49.7562578, 31.4610457 49.7558784, 31.4609934 49.7558405, 31.4607309 49.7556243)",,
40921075,False,2,Н-02,вулиця Енергетиків,primary,False,53.134,"LINESTRING (31.4672654 49.752229, 31.4666479 49.752492)",,
40894104,False,,,Торгова вулиця,residential,False,208.24899999999997,"LINESTRING (31.4654466 49.7507908, 31.4655517 49.7509555, 31.4659472 49.7514284, 31.466264 49.7518855, 31.4663726 49.7520256, 31.4663819 49.7520415, 31.4665235 49.7522849, 31.4665641 49.7523547, 31.4666066 49.7524397, 31.4666479 49.752492)",,
78768522,False,,,вулиця Тараса Шевченка,residential,False,90.96799999999999,"LINESTRING (31.4654466 49.7507908, 31.4647091 49.7510058, 31.4643028 49.7511411)",,
40921075,False,2,Н-02,вулиця Енергетиків,primary,True,33.752,"LINESTRING (31.4662447 49.7526478, 31.4666479 49.752492)",,
40921075,False,2,Н-02,вулиця Енергетиків,primary,False,79.54400000000001,"LINESTRING (31.4662447 49.7526478, 31.4658926 49.7527795, 31.4657239 49.7528461, 31.4652914 49.7530116)",,
72878069,False,,,,living_street,False,302.61100000000005,"LINESTRING (31.4662447 49.7526478, 31.4663357 49.75272, 31.4667146 49.7531126, 31.4666337 49.7531529, 31.4664377 49.7532434, 31.466276 49.7532508, 31.4658534 49.7534349, 31.4657853 49.7534176, 31.4653064 49.7536364, 31.4651495 49.7536329, 31.4647003 49.7538408, 31.4646541 49.753905, 31.4646547 49.7539665, 31.4648515 49.7541228, 31.4649961 49.7542378, 31.4651144 49.7543591)",,
72878069,False,,,,living_street,True,302.61100000000005,"LINESTRING (31.4651144 49.7543591, 31.4649961 49.7542378, 31.4648515 49.7541228, 31.4646547 49.7539665, 31.4646541 49.753905, 31.4647003 49.7538408, 31.4651495 49.7536329, 31.4653064 49.7536364, 31.4657853 49.7534176, 31.4658534 49.7534349, 31.466276 49.7532508, 31.4664377 49.7532434, 31.4666337 49.7531529, 31.4667146 49.7531126, 31.4663357 49.75272, 31.4662447 49.7526478)",,
126188577,True,,,,tertiary,False,52.333,"LINESTRING (31.4623883 49.7549459, 31.4630376 49.7551593)",,
1059314822,True,,Н-02,вулиця Енергетиків,primary,False,39.312,"LINESTRING (31.4623883 49.7549459, 31.462146 49.7552629)",,50
78769179,False,1,,Підзамкова вулиця,residential,False,80.61500000000001,"LINESTRING (31.465045 49.7527639, 31.4645196 49.7522462, 31.4644023 49.7521722)",,
78769179,False,1,,Підзамкова вулиця,residential,True,32.744,"LINESTRING (31.465045 49.7527639, 31.4652023 49.7529253, 31.4652493 49.7529695, 31.4652914 49.7530116)",,
683185474,False,,,Підзамкова вулиця,residential,False,82.413,"LINESTRING (31.465045 49.7527639, 31.4647593 49.7528002, 31.4643127 49.752899, 31.4641222 49.752899, 31.4640963 49.7528979, 31.4640468 49.7529167, 31.4639519 49.7529527)",,
807887026,False,1,,вулиця Підстінок,living_street,False,457.715,"LINESTRING (31.4590542 49.7542969, 31.4601871 49.7540196, 31.4605759 49.7539635, 31.4608526 49.7539235, 31.4609684 49.7539012, 31.4615757 49.7535658, 31.4627637 49.7530238, 31.463476 49.7526455, 31.463861 49.7524411, 31.4639341 49.7523971, 31.4644023 49.7521722)",,
78769055,False,,,Пролетарська вулиця,residential,True,48.720000000000006,"LINESTRING (31.4643739 49.7513883, 31.4644757 49.7514915, 31.4645394 49.7516827, 31.4644383 49.7517836)",,
78769055,False,,,Пролетарська вулиця,residential,False,48.72,"LINESTRING (31.4644383 49.7517836, 31.4645394 49.7516827, 31.4644757 49.7514915, 31.4643739 49.7513883)",,
"[99713714, 78769055]",False,,,Пролетарська вулиця,residential,True,212.90499999999997,"LINESTRING (31.4644383 49.7517836, 31.463797 49.7518015, 31.4634037 49.7517667, 31.4630217 49.7517021, 31.4627433 49.7515037, 31.4626362 49.7514055, 31.4624146 49.7513132, 31.4621526 49.7512506, 31.4619494 49.7511979, 31.4617958 49.751155)",,
1160757844,False,,,Пролетарська вулиця,residential,True,44.329,"LINESTRING (31.4644383 49.7517836, 31.4643515 49.752038, 31.4644023 49.7521722)",,
78769179,False,1,,Підзамкова вулиця,residential,True,80.61500000000001,"LINESTRING (31.4644023 49.7521722, 31.4645196 49.7522462, 31.465045 49.7527639)",,
807887026,False,1,,вулиця Підстінок,living_street,True,457.715,"LINESTRING (31.4644023 49.7521722, 31.4639341 49.7523971, 31.463861 49.7524411, 31.463476 49.7526455, 31.4627637 49.7530238, 31.4615757 49.7535658, 31.4609684 49.7539012, 31.4608526 49.7539235, 31.4605759 49.7539635, 31.4601871 49.7540196, 31.4590542 49.7542969)",,
1160757844,False,,,Пролетарська вулиця,residential,False,44.329,"LINESTRING (31.4644023 49.7521722, 31.4643515 49.752038, 31.4644383 49.7517836)",,
40921075,False,2,Н-02,вулиця Енергетиків,primary,False,140.699,"LINESTRING (31.4652914 49.7530116, 31.4646105 49.7533123, 31.4642148 49.7534773, 31.463972 49.7535843, 31.4636673 49.7537186)",,
40921075,False,2,Н-02,вулиця Енергетиків,primary,True,79.544,"LINESTRING (31.4652914 49.7530116, 31.4657239 49.7528461, 31.4658926 49.7527795, 31.4662447 49.7526478)",,
78769179,False,1,,Підзамкова вулиця,residential,False,32.744,"LINESTRING (31.4652914 49.7530116, 31.4652493 49.7529695, 31.4652023 49.7529253, 31.465045 49.7527639)",,
78768522,False,,,вулиця Тараса Шевченка,residential,True,90.96799999999999,"LINESTRING (31.4643028 49.7511411, 31.4647091 49.7510058, 31.4654466 49.7507908)",,
"[99713714, 78769055]",False,,,Пролетарська вулиця,residential,False,212.90500000000003,"LINESTRING (31.4617958 49.751155, 31.4619494 49.7511979, 31.4621526 49.7512506, 31.4624146 49.7513132, 31.4626362 49.7514055, 31.4627433 49.7515037, 31.4630217 49.7517021, 31.4634037 49.7517667, 31.463797 49.7518015, 31.4644383 49.7517836)",,
"[40921077, 1059314822]",True,,Н-02,вулиця Енергетиків,primary,False,30.068,"LINESTRING (31.4625858 49.7547078, 31.4624194 49.7548983, 31.4623883 49.7549459)",,50
126188578,True,,,,primary_link,False,63.482,"LINESTRING (31.4625858 49.7547078, 31.4625902 49.754843, 31.4626953 49.7549724, 31.4630376 49.7551593)",,
683185474,False,,,Підзамкова вулиця,residential,True,82.413,"LINESTRING (31.4639519 49.7529527, 31.4640468 49.7529167, 31.4640963 49.7528979, 31.4641222 49.752899, 31.4643127 49.752899, 31.4647593 49.7528002, 31.465045 49.7527639)",,
