osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,name,ref,junction
"[70994961, 1095853162]",residential,"['50', '10']",False,False,625.351,"LINESTRING (34.002224 44.4042475, 34.002259 44.404278, 34.0023484 44.4043046, 34.002447 44.404336, 34.0025328 44.4043791, 34.0026247 44.4043834, 34.0027542 44.4043597, 34.0029713 44.4043035, 34.0038205 44.4040938, 34.0041453 44.4039671, 34.0043633 44.4038516, 34.0045488 44.4037195, 34.0046793 44.403587, 34.0047767 44.4035083, 34.0048259 44.4034722, 34.0048472 44.4034433, 34.0048477 44.403425, 34.0048482 44.4033847, 34.0048331 44.4033403, 34.0048009 44.4033009, 34.0047506 44.4032513, 34.0046563 44.4031874, 34.0046475 44.4031691, 34.0046839 44.4031466, 34.0048427 44.4031333, 34.0049777 44.4031173, 34.005066 44.4031124, 34.0051864 44.4031461, 34.0056283 44.4032315, 34.0058615 44.4032493, 34.0061001 44.4032074, 34.0063757 44.4031882, 34.0066967 44.4031782, 34.007117 44.4032257, 34.0072401 44.4032422, 34.0073259 44.4032604, 34.0073888 44.4032808, 34.0074131 44.4033047, 34.0074162 44.4033309, 34.0073745 44.403365, 34.0073021 44.4033956, 34.0069345 44.4034577, 34.0066911 44.40356, 34.006671 44.4036162, 34.0066988 44.403669, 34.0067604 44.4036877, 34.0068467 44.4036569, 34.0071008 44.40356)",,,,
783860343,tertiary,60,False,False,299.98,"LINESTRING (34.002224 44.4042475, 34.0022878 44.40435, 34.0023886 44.4044392, 34.0024861 44.4044906, 34.0026992 44.4045586, 34.0028847 44.4045772, 34.0030336 44.4045719, 34.0031057 44.4045592, 34.003197 44.404543, 34.0033015 44.4045364, 34.0034581 44.4045595, 34.0035603 44.4045904, 34.0037277 44.4046523, 34.0038875 44.4047055, 34.0041856 44.4048355, 34.0043213 44.404903, 34.0044564 44.4049668, 34.0047027 44.4051082, 34.0050823 44.40533, 34.0051818 44.4053871, 34.0052854 44.4054465, 34.0053796 44.4054942)",2,Советская улица,,
783860343,tertiary,60,False,True,385.7850000000001,"LINESTRING (34.002224 44.4042475, 34.0022063 44.4041864, 34.002203 44.4040939, 34.0023089 44.4037618, 34.0023062 44.4036354, 34.002211 44.4035328, 34.0020675 44.4034872, 34.0019216 44.4034585, 34.0017756 44.4034365, 34.0015795 44.4034395, 34.0015001 44.4034494, 34.0012853 44.4036458, 34.0012122 44.4037247, 34.0010624 44.4038565, 34.0008736 44.4039742, 34.0007072 44.4040564, 34.000535 44.4041013, 34.0003942 44.4041365, 34.000294 44.4041673, 33.9999621 44.4042714, 33.9997671 44.4043518, 33.9995013 44.4044531, 33.9993213 44.4044936, 33.9990353 44.4044834, 33.9989352 44.4044705)",2,Советская улица,,
783860343,tertiary,60,False,False,385.78499999999997,"LINESTRING (33.9989352 44.4044705, 33.9990353 44.4044834, 33.9993213 44.4044936, 33.9995013 44.4044531, 33.9997671 44.4043518, 33.9999621 44.4042714, 34.000294 44.4041673, 34.0003942 44.4041365, 34.000535 44.4041013, 34.0007072 44.4040564, 34.0008736 44.4039742, 34.0010624 44.4038565, 34.0012122 44.4037247, 34.0012853 44.4036458, 34.0015001 44.4034494, 34.0015795 44.4034395, 34.0017756 44.4034365, 34.0019216 44.4034585, 34.0020675 44.4034872, 34.002211 44.4035328, 34.0023062 44.4036354, 34.0023089 44.4037618, 34.002203 44.4040939, 34.0022063 44.4041864, 34.002224 44.4042475)",2,Советская улица,,
87511951,residential,50,False,True,253.79099999999994,"LINESTRING (34.0071008 44.40356, 34.0070777 44.4036415, 34.0070531 44.4036789, 34.006973 44.403768, 34.0068805 44.4038693, 34.006765 44.4040322, 34.0066926 44.4041698, 34.0066587 44.4042567, 34.0066248 44.4044185, 34.006631 44.4045032, 34.0066911 44.4045417, 34.0067665 44.4045252, 34.0068051 44.4044273, 34.0068223 44.4043561, 34.0068405 44.4042809, 34.0068852 44.404249, 34.0069468 44.4042589, 34.0069622 44.4042963, 34.0069252 44.4044295, 34.0068744 44.4045902, 34.0066371 44.4047465, 34.0065435 44.4048308, 34.0065102 44.4049592)",,,,
"[1095853160, 1095853162, 370344119]",residential,50,False,False,445.5400000000001,"LINESTRING (34.0071008 44.40356, 34.0072003 44.4035409, 34.0072721 44.4035297, 34.0074844 44.4034993, 34.0078008 44.403466, 34.0080957 44.4034319, 34.0088895 44.4036004, 34.0092357 44.4036778, 34.0097239 44.403787, 34.0097936 44.4038039, 34.0100906 44.4038761, 34.0102053 44.4039372, 34.010263 44.4039797, 34.0102976 44.4040389, 34.0103225 44.4040996, 34.010336 44.404247, 34.0103405 44.4042968, 34.0103827 44.4044927, 34.0104122 44.4045805, 34.0104462 44.404664, 34.0105729 44.4048367, 34.0106721 44.405003, 34.0107632 44.4051279, 34.010872 44.4052471, 34.0109762 44.40534, 34.0110067 44.4053976, 34.0110151 44.4054409, 34.011011 44.4054868)",,,,
"[70994961, 1095853162]",residential,"['50', '10']",False,True,625.3510000000001,"LINESTRING (34.0071008 44.40356, 34.0068467 44.4036569, 34.0067604 44.4036877, 34.0066988 44.403669, 34.006671 44.4036162, 34.0066911 44.40356, 34.0069345 44.4034577, 34.0073021 44.4033956, 34.0073745 44.403365, 34.0074162 44.4033309, 34.0074131 44.4033047, 34.0073888 44.4032808, 34.0073259 44.4032604, 34.0072401 44.4032422, 34.007117 44.4032257, 34.0066967 44.4031782, 34.0063757 44.4031882, 34.0061001 44.4032074, 34.0058615 44.4032493, 34.0056283 44.4032315, 34.0051864 44.4031461, 34.005066 44.4031124, 34.0049777 44.4031173, 34.0048427 44.4031333, 34.0046839 44.4031466, 34.0046475 44.4031691, 34.0046563 44.4031874, 34.0047506 44.4032513, 34.0048009 44.4033009, 34.0048331 44.4033403, 34.0048482 44.4033847, 34.0048477 44.403425, 34.0048472 44.4034433, 34.0048259 44.4034722, 34.0047767 44.4035083, 34.0046793 44.403587, 34.0045488 44.4037195, 34.0043633 44.4038516, 34.0041453 44.4039671, 34.0038205 44.4040938, 34.0029713 44.4043035, 34.0027542 44.4043597, 34.0026247 44.4043834, 34.0025328 44.4043791, 34.002447 44.404336, 34.0023484 44.4043046, 34.002259 44.404278, 34.002224 44.4042475)",,,,
70993996,residential,,False,False,468.813,"LINESTRING (34.0065102 44.4049592, 34.0066118 44.4048854, 34.0067381 44.404863, 34.0074183 44.404908, 34.0076116 44.4049354, 34.0076987 44.4049617, 34.0079762 44.4051, 34.0081608 44.4051919, 34.0082599 44.405237, 34.0085615 44.4053033, 34.0089619 44.4054082, 34.0090585 44.4054456, 34.0091299 44.405413, 34.0093387 44.4050424, 34.0095469 44.4046643, 34.0098768 44.4047746, 34.0100391 44.4048196, 34.0101806 44.4048614, 34.0103977 44.4049743, 34.01062 44.4051266, 34.0107357 44.4052223, 34.011011 44.4054868)",,,,
87511951,residential,50,False,False,253.79100000000008,"LINESTRING (34.0065102 44.4049592, 34.0065435 44.4048308, 34.0066371 44.4047465, 34.0068744 44.4045902, 34.0069252 44.4044295, 34.0069622 44.4042963, 34.0069468 44.4042589, 34.0068852 44.404249, 34.0068405 44.4042809, 34.0068223 44.4043561, 34.0068051 44.4044273, 34.0067665 44.4045252, 34.0066911 44.4045417, 34.006631 44.4045032, 34.0066248 44.4044185, 34.0066587 44.4042567, 34.0066926 44.4041698, 34.006765 44.4040322, 34.0068805 44.4038693, 34.006973 44.403768, 34.0070531 44.4036789, 34.0070777 44.4036415, 34.0071008 44.40356)",,,,
1095853161,residential,50,False,True,237.19099999999995,"LINESTRING (34.0065102 44.4049592, 34.0065647 44.4051476, 34.0066413 44.405308, 34.0066914 44.4053628, 34.0067812 44.4054296, 34.006832 44.4055088, 34.0068322 44.4055518, 34.0067879 44.4055643, 34.0066966 44.4055259, 34.0065217 44.4053789, 34.0064287 44.4052306, 34.0063708 44.4051034, 34.0063047 44.4050554, 34.0062136 44.4050374, 34.0061293 44.4050634, 34.0060517 44.4051213, 34.0059383 44.4052543, 34.0058844 44.4053273, 34.0058069 44.4054242, 34.0057167 44.4055359, 34.0056397 44.4056125, 34.0056147 44.4056371)",,,,
