osmid,highway,oneway,reversed,length,geometry,name,lanes
124334335,residential,False,False,57.012,"LINESTRING (26.2407394 50.5225608, 26.2405821 50.5226077, 26.2400091 50.5227783)",,
128622729,secondary,False,True,220.344,"LINESTRING (26.2407394 50.5225608, 26.2406286 50.522374, 26.2401003 50.5214955, 26.239607 50.5207147)",Березнева вулиця,
171461399,residential,False,False,252.60999999999996,"LINESTRING (26.2407394 50.5225608, 26.2428261 50.5219134, 26.2433803 50.5217391, 26.2435062 50.5217072, 26.2437125 50.5217634, 26.2439402 50.5218592)",,
892870518,residential,False,True,56.444,"LINESTRING (26.2484714 50.5211653, 26.2482373 50.52068)",вулиця Михайла Грушевського,
124363628,residential,False,True,99.632,"LINESTRING (26.2484714 50.5211653, 26.2484354 50.5212512, 26.2482684 50.5220513)",вулиця Михайла Грушевського,
892870505,residential,False,False,100.855,"LINESTRING (26.2484714 50.5211653, 26.2486658 50.5211592, 26.2497741 50.5210719, 26.2498884 50.5210629)",Фабрична вулиця,
892870518,residential,False,False,56.444,"LINESTRING (26.2482373 50.52068, 26.2484714 50.5211653)",вулиця Михайла Грушевського,
171461399,residential,False,True,331.719,"LINESTRING (26.2482373 50.52068, 26.2480963 50.5207066, 26.2465994 50.521079, 26.2455216 50.5214044, 26.2440859 50.5218508, 26.2439402 50.5218592)",,
892870518,residential,False,True,125.904,"LINESTRING (26.2482373 50.52068, 26.2481723 50.5205452, 26.2479685 50.5200097, 26.2477697 50.5195879)",вулиця Михайла Грушевського,
124334335,residential,False,False,101.102,"LINESTRING (26.2380796 50.5229192, 26.2377184 50.5230187, 26.2367673 50.5232806)",,
128622713,residential,False,True,231.132,"LINESTRING (26.2380796 50.5229192, 26.2379953 50.5226301, 26.2379751 50.5225441, 26.2379264 50.5225098, 26.2378062 50.5224857, 26.2371954 50.5225613, 26.236763 50.5226309, 26.2363766 50.5226919, 26.2363877 50.5227108, 26.2367673 50.5232806)",,
124334335,residential,False,True,137.45399999999998,"LINESTRING (26.2380796 50.5229192, 26.2383055 50.5228915, 26.2396272 50.522816, 26.2398168 50.5228052, 26.2400091 50.5227783)",,
128501823,residential,False,True,4.406,"LINESTRING (26.2496097 50.522356, 26.2496398 50.5223213)",Костельна вулиця,
707321745,residential,True,False,99.916,"LINESTRING (26.2496097 50.522356, 26.2482607 50.522088)",вулиця Гетьмана Богдана Хмельницького,1
128622712,residential,False,True,114.44,"LINESTRING (26.247546 50.5189545, 26.2460027 50.5192649)",Зелена вулиця,
892870517,residential,False,False,203.883,"LINESTRING (26.247546 50.5189545, 26.2468914 50.5171688)",вулиця Михайла Грушевського,
892870518,residential,False,False,72.185,"LINESTRING (26.247546 50.5189545, 26.2477697 50.5195879)",вулиця Михайла Грушевського,
128622730,secondary,False,True,11.344,"LINESTRING (26.239607 50.5207147, 26.2395428 50.5206212)",Березнева вулиця,
