osmid,oneway,name,highway,reversed,length,ref,geometry,maxspeed,lanes
40292605,False,вулиця Миру,tertiary,False,192.585,,"LINESTRING (26.3401438 49.0056916, 26.342655 49.0051568)",,
40546448,False,,tertiary,False,273.144,О-231801,"LINESTRING (26.3401438 49.0056916, 26.3397833 49.0057758, 26.3365841 49.0064538)",,
256625808,False,Центральна вулиця,primary,False,184.844,Р-48,"LINESTRING (26.3401438 49.0056916, 26.3400877 49.0060458, 26.3400735 49.0062833, 26.3400729 49.0065609, 26.3401217 49.0073512)",50,
40292605,False,вулиця Миру,tertiary,False,180.932,,"LINESTRING (26.342655 49.0051568, 26.3450553 49.0047465)",,
40292605,False,вулиця Миру,tertiary,True,192.585,,"LINESTRING (26.342655 49.0051568, 26.3401438 49.0056916)",,
232985129,False,вулиця Медвецького,residential,False,32.97,,"LINESTRING (26.342655 49.0051568, 26.3428408 49.0048865)",,
52826503,False,Європейська вулиця,residential,True,485.289,,"LINESTRING (26.3401217 49.0073512, 26.3406404 49.0072701, 26.3433265 49.0068199, 26.3454559 49.0062811, 26.3464883 49.0061089)",50,1
256625808,False,Центральна вулиця,primary,False,330.22400000000005,Р-48,"LINESTRING (26.3401217 49.0073512, 26.3401589 49.007748, 26.3401998 49.0079733, 26.3402488 49.0083931, 26.3402891 49.0086966, 26.3404826 49.0095667, 26.3405113 49.0097392, 26.3405762 49.0101298, 26.3406047 49.0103027)",50,
256625808,False,Центральна вулиця,primary,True,184.844,Р-48,"LINESTRING (26.3401217 49.0073512, 26.3400729 49.0065609, 26.3400735 49.0062833, 26.3400877 49.0060458, 26.3401438 49.0056916)",50,
40369703,False,вулиця Героїв Майдану,residential,False,139.696,,"LINESTRING (26.3406047 49.0103027, 26.3408592 49.0102567, 26.3411336 49.0102041, 26.3417315 49.0100896, 26.3424443 49.009953)",50,
256625808,False,Центральна вулиця,primary,False,124.376,Р-48,"LINESTRING (26.3406047 49.0103027, 26.3406499 49.0105456, 26.3407306 49.011065, 26.340739 49.0114167)",50,
256625808,False,Центральна вулиця,primary,True,330.224,Р-48,"LINESTRING (26.3406047 49.0103027, 26.3405762 49.0101298, 26.3405113 49.0097392, 26.3404826 49.0095667, 26.3402891 49.0086966, 26.3402488 49.0083931, 26.3401998 49.0079733, 26.3401589 49.007748, 26.3401217 49.0073512)",50,
256557938,False,Пирогова вулиця,residential,True,110.724,,"LINESTRING (26.3464883 49.0061089, 26.3466514 49.0070989)",50,
52826503,False,Європейська вулиця,residential,False,485.289,,"LINESTRING (26.3464883 49.0061089, 26.3454559 49.0062811, 26.3433265 49.0068199, 26.3406404 49.0072701, 26.3401217 49.0073512)",50,1
256563273,False,вулиця А. Кухара,tertiary,True,252.31300000000002,О-231807,"LINESTRING (26.340739 49.0114167, 26.3416085 49.0115545, 26.3428014 49.011687, 26.3433025 49.0117362, 26.3434955 49.0117402, 26.3436832 49.0117376, 26.3438385 49.0117292, 26.3439351 49.011724, 26.3441456 49.0116959)",50,
256625808,False,Центральна вулиця,primary,False,133.015,Р-48,"LINESTRING (26.340739 49.0114167, 26.3406524 49.0115508, 26.34058 49.0116335, 26.3405076 49.0117109, 26.3403359 49.0118235, 26.3400235 49.012028, 26.3398365 49.0121501, 26.3397009 49.0122498, 26.3396127 49.0123422)",50,
256625808,False,Центральна вулиця,primary,True,124.376,Р-48,"LINESTRING (26.340739 49.0114167, 26.3407306 49.011065, 26.3406499 49.0105456, 26.3406047 49.0103027)",50,
40800557,False,Поштовий провулок,residential,False,291.4480000000001,,"LINESTRING (26.3358727 49.0129593, 26.3379989 49.0124599, 26.3382307 49.0123993, 26.3387727 49.0122114, 26.3388858 49.0122044, 26.3390331 49.0122104, 26.3391833 49.0122369, 26.3395286 49.0123216, 26.3396127 49.0123422)",,
231969433,False,вулиця Тичини,residential,False,131.739,,"LINESTRING (26.3466514 49.0070989, 26.3448895 49.0073595)",,
256557938,False,Пирогова вулиця,residential,False,110.724,,"LINESTRING (26.3466514 49.0070989, 26.3464883 49.0061089)",50,
256557938,False,Пирогова вулиця,residential,True,68.942,,"LINESTRING (26.3466514 49.0070989, 26.3467104 49.0077177)",50,
231969433,False,вулиця Тичини,residential,True,131.739,,"LINESTRING (26.3448895 49.0073595, 26.3466514 49.0070989)",,
256557938,False,Пирогова вулиця,residential,False,68.942,,"LINESTRING (26.3467104 49.0077177, 26.3466514 49.0070989)",50,
256557938,False,Пирогова вулиця,residential,True,57.545,,"LINESTRING (26.3467104 49.0077177, 26.3467597 49.0082342)",50,
256520245,False,вулиця Дружби,residential,True,340.479,,"LINESTRING (26.3467104 49.0077177, 26.3421358 49.0082654, 26.3421182 49.0082673)",,
256557938,False,Пирогова вулиця,residential,False,57.545,,"LINESTRING (26.3467597 49.0082342, 26.3467104 49.0077177)",50,
231969477,False,вулиця Пилипа Орлика,residential,False,441.348,,"LINESTRING (26.3467597 49.0082342, 26.3446715 49.0086111, 26.3442513 49.0086869, 26.3430466 49.0089043, 26.342222 49.0090962, 26.3424288 49.0098932, 26.3424443 49.009953)",,
"[256557938, 40369703]",False,"['Пирогова вулиця', 'вулиця Героїв Майдану']",residential,True,419.362,,"LINESTRING (26.3467597 49.0082342, 26.3468149 49.0086782, 26.3467874 49.0089245, 26.346679 49.0090534, 26.3465958 49.0090986, 26.3464912 49.0091554, 26.3456886 49.009321, 26.3445246 49.0095544, 26.3437728 49.0096985, 26.3430126 49.0098441, 26.3424443 49.009953)",50,
"[256557938, 40369703]",False,"['Пирогова вулиця', 'вулиця Героїв Майдану']",residential,False,419.3620000000001,,"LINESTRING (26.3424443 49.009953, 26.3430126 49.0098441, 26.3437728 49.0096985, 26.3445246 49.0095544, 26.3456886 49.009321, 26.3464912 49.0091554, 26.3465958 49.0090986, 26.346679 49.0090534, 26.3467874 49.0089245, 26.3468149 49.0086782, 26.3467597 49.0082342)",50,
231969477,False,вулиця Пилипа Орлика,residential,True,441.34799999999996,,"LINESTRING (26.3424443 49.009953, 26.3424288 49.0098932, 26.342222 49.0090962, 26.3430466 49.0089043, 26.3442513 49.0086869, 26.3446715 49.0086111, 26.3467597 49.0082342)",,
40369703,False,вулиця Героїв Майдану,residential,True,139.696,,"LINESTRING (26.3424443 49.009953, 26.3417315 49.0100896, 26.3411336 49.0102041, 26.3408592 49.0102567, 26.3406047 49.0103027)",50,
40292605,False,вулиця Миру,tertiary,True,88.96,,"LINESTRING (26.3474054 49.0044882, 26.3461957 49.0045898)",,
40292605,False,вулиця Миру,tertiary,False,88.96,,"LINESTRING (26.3461957 49.0045898, 26.3474054 49.0044882)",,
40292605,False,вулиця Миру,tertiary,True,85.018,,"LINESTRING (26.3461957 49.0045898, 26.3455101 49.0046939, 26.3450553 49.0047465)",,
40292605,False,вулиця Миру,tertiary,True,180.932,,"LINESTRING (26.3450553 49.0047465, 26.342655 49.0051568)",,
40292605,False,вулиця Миру,tertiary,False,85.018,,"LINESTRING (26.3450553 49.0047465, 26.3455101 49.0046939, 26.3461957 49.0045898)",,
232985129,False,вулиця Медвецького,residential,True,32.97,,"LINESTRING (26.3428408 49.0048865, 26.342655 49.0051568)",,
40546448,False,,tertiary,False,122.672,О-231801,"LINESTRING (26.3365841 49.0064538, 26.3349932 49.0068116)",,
40546448,False,,tertiary,True,273.144,О-231801,"LINESTRING (26.3365841 49.0064538, 26.3397833 49.0057758, 26.3401438 49.0056916)",,
256520245,False,вулиця Дружби,residential,False,340.479,,"LINESTRING (26.3421182 49.0082673, 26.3421358 49.0082654, 26.3467104 49.0077177)",,
"[256549456, 256563274, 256563276]",False,вулиця Ярослава Мудрого,residential,False,258.499,,"LINESTRING (26.340827 49.0131534, 26.340576 49.0127483, 26.3404575 49.0125775, 26.3404526 49.0125259, 26.3405908 49.0124893, 26.3406893 49.0124633, 26.3424959 49.0119855, 26.3426035 49.0121759)",,
256563274,False,вулиця Ярослава Мудрого,residential,True,29.248,,"LINESTRING (26.3430973 49.0129569, 26.3429464 49.0127132)",,
256563274,False,вулиця Ярослава Мудрого,residential,False,64.768,,"LINESTRING (26.3426035 49.0121759, 26.3429464 49.0127132)",,
"[256549456, 256563274, 256563276]",False,вулиця Ярослава Мудрого,residential,True,258.499,,"LINESTRING (26.3426035 49.0121759, 26.3424959 49.0119855, 26.3406893 49.0124633, 26.3405908 49.0124893, 26.3404526 49.0125259, 26.3404575 49.0125775, 26.340576 49.0127483, 26.340827 49.0131534)",,
256625809,False,,residential,True,125.913,,"LINESTRING (26.3426035 49.0121759, 26.3431338 49.0120381, 26.3437681 49.0118903, 26.3438818 49.011849, 26.3439918 49.0117945, 26.3441456 49.0116959)",,
256563274,False,вулиця Ярослава Мудрого,residential,False,29.248,,"LINESTRING (26.3429464 49.0127132, 26.3430973 49.0129569)",,
256563274,False,вулиця Ярослава Мудрого,residential,True,64.768,,"LINESTRING (26.3429464 49.0127132, 26.3426035 49.0121759)",,
256568190,False,Подільська вулиця,residential,False,376.49499999999995,,"LINESTRING (26.3382367 49.0091213, 26.3383104 49.0092707, 26.339298 49.0113171, 26.3393236 49.0114121, 26.339323 49.0114952, 26.3392371 49.0117207, 26.3394828 49.0121867, 26.3395755 49.0122977, 26.3396127 49.0123422)",,
40546448,False,,tertiary,True,122.672,О-231801,"LINESTRING (26.3349932 49.0068116, 26.3365841 49.0064538)",,
