osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes
199911467,О-191308,Всіхсвятська вулиця,secondary,50,False,False,192.448,"LINESTRING (33.4838831 50.7394012, 33.4841584 50.7379023, 33.4841533 50.7377367, 33.4841516 50.7376806)",
229384228,,Всіхсвятська вулиця,secondary,,False,True,159.627,"LINESTRING (33.4838831 50.7394012, 33.4838211 50.7396391, 33.4837602 50.7398432, 33.483749 50.7399628, 33.4838015 50.7400765, 33.4845184 50.7406718)",
230963547,О-191308,вулиця Рятувальників,secondary,50,False,True,201.639,"LINESTRING (33.4838831 50.7394012, 33.4847076 50.7392539, 33.4854566 50.73918, 33.4862002 50.7390774, 33.4866599 50.7389708)",
297175651,,вулиця Рятувальників,tertiary,,False,True,227.512,"LINESTRING (33.4838831 50.7394012, 33.481089 50.7400272, 33.4808408 50.740093)",
442988171,,Всіхсвятська вулиця,residential,,False,True,4.213,"LINESTRING (33.4841516 50.7376806, 33.4842033 50.7376615)",
199911467,О-191308,Всіхсвятська вулиця,secondary,50,False,True,192.448,"LINESTRING (33.4841516 50.7376806, 33.4841533 50.7377367, 33.4841584 50.7379023, 33.4838831 50.7394012)",
115573656,Н-07;Р-60,Покровський узвіз,primary,50,False,True,31.677999999999997,"LINESTRING (33.4874824 50.7427426, 33.4876286 50.742652, 33.487829 50.7425622)",
229384228,,Всіхсвятська вулиця,secondary,,False,False,267.111,"LINESTRING (33.4874824 50.7427426, 33.4863454 50.742053, 33.4855057 50.7415907, 33.4851814 50.7413509, 33.4848495 50.7410275)",
497650535,Н-07;Р-60,Соборна вулиця,primary,50,False,False,158.96,"LINESTRING (33.4874824 50.7427426, 33.4874176 50.7428036, 33.4873309 50.743016, 33.4872155 50.7435372, 33.487073 50.7441409)",
230963547,О-191308,вулиця Рятувальників,secondary,50,False,False,25.097,"LINESTRING (33.4930251 50.7392663, 33.4926685 50.739263)",
115573656,Н-07;Р-60,Покровський узвіз,primary,50,False,False,129.186,"LINESTRING (33.4929244 50.7409824, 33.491274 50.7414913)",
115573656,Н-07;Р-60,Покровський узвіз,primary,50,False,True,19.624,"LINESTRING (33.4929244 50.7409824, 33.4931751 50.7409051)",
"[229384235, 1217709518]",,вулиця Петра Калнишевського,"['unclassified', 'residential']",,False,True,449.35900000000004,"LINESTRING (33.4929244 50.7409824, 33.4929773 50.7411147, 33.4928393 50.7415014, 33.4927028 50.7417131, 33.4925753 50.7418383, 33.4917459 50.7418217, 33.4909135 50.7421569, 33.4908355 50.742296, 33.4909744 50.7426694, 33.4912417 50.7432209, 33.4912417 50.7434066, 33.4910711 50.7440855)",
115573656,Н-07;Р-60,Покровський узвіз,primary,50,False,False,31.677999999999997,"LINESTRING (33.487829 50.7425622, 33.4876286 50.742652, 33.4874824 50.7427426)",
115573656,Н-07;Р-60,Покровський узвіз,primary,50,False,True,191.168,"LINESTRING (33.487829 50.7425622, 33.4879963 50.7425021, 33.4883818 50.742384, 33.4902656 50.7418023)",
442882103,,Миколаївська вулиця,residential,,False,True,168.207,"LINESTRING (33.487829 50.7425622, 33.4881246 50.7426961, 33.4897652 50.7434494)",
442882103,,Миколаївська вулиця,residential,,False,False,115.958,"LINESTRING (33.4910711 50.7440855, 33.4897652 50.7434494)",
"[229384235, 1217709518]",,вулиця Петра Калнишевського,"['unclassified', 'residential']",,False,False,449.35900000000004,"LINESTRING (33.4910711 50.7440855, 33.4912417 50.7434066, 33.4912417 50.7432209, 33.4909744 50.7426694, 33.4908355 50.742296, 33.4909135 50.7421569, 33.4917459 50.7418217, 33.4925753 50.7418383, 33.4927028 50.7417131, 33.4928393 50.7415014, 33.4929773 50.7411147, 33.4929244 50.7409824)",
229384235,,вулиця Петра Калнишевського,residential,,False,True,183.663,"LINESTRING (33.4910711 50.7440855, 33.490966 50.7446604, 33.490806 50.7457286)",
