osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,bridge
193442372,1,вулиця Грушевського,residential,False,False,27.928,,"LINESTRING (24.5666739 48.2973701, 24.5668342 48.2971427)",
296763456,,вулиця Данила Галицького,primary,True,False,167.16299999999998,Р-24,"LINESTRING (24.5666739 48.2973701, 24.5662022 48.2972514, 24.5660203 48.2971911, 24.5658075 48.2971021, 24.5656171 48.296998, 24.5654294 48.2968843, 24.5653089 48.2967875, 24.5651761 48.2966701, 24.5650828 48.29655, 24.5650142 48.2964339)",
296763452,,вулиця Данила Галицького,primary,False,False,231.68400000000003,Р-24,"LINESTRING (24.5650142 48.2964339, 24.5649369 48.2963067, 24.5648675 48.2961647, 24.5648043 48.2959919, 24.5647125 48.2956052, 24.5646761 48.2954463, 24.5644682 48.294914, 24.564308 48.294651, 24.5641467 48.2944439)",
296763455,,вулиця Данила Галицького,primary,True,False,162.632,Р-24,"LINESTRING (24.5650142 48.2964339, 24.5652577 48.2966391, 24.5654796 48.2968155, 24.5656703 48.2969306, 24.5658763 48.2970333, 24.5662284 48.297178, 24.5664283 48.2972678, 24.5666739 48.2973701)",
"[621483168, 26039435]",,,residential,False,False,328.46700000000004,,"LINESTRING (24.5641467 48.2944439, 24.5647991 48.2941813, 24.5650045 48.2940967, 24.5651188 48.2939926, 24.5651133 48.2938847, 24.5650055 48.2937705, 24.5648611 48.2936498, 24.5647954 48.2935935, 24.5646083 48.293433, 24.5643377 48.2932564, 24.5641111 48.2931085, 24.5637978 48.2930425, 24.5637674 48.2930391, 24.5629069 48.2929532, 24.5627494 48.2929395, 24.5626027 48.2929268)",
296763452,,вулиця Данила Галицького,primary,False,False,203.938,Р-24,"LINESTRING (24.5641467 48.2944439, 24.5637728 48.2940118, 24.563381 48.2936373, 24.5626027 48.2929268)",
296763452,,вулиця Данила Галицького,primary,False,True,231.68400000000003,Р-24,"LINESTRING (24.5641467 48.2944439, 24.564308 48.294651, 24.5644682 48.294914, 24.5646761 48.2954463, 24.5647125 48.2956052, 24.5648043 48.2959919, 24.5648675 48.2961647, 24.5649369 48.2963067, 24.5650142 48.2964339)",
515578868,,вулиця Данила Галицького,primary,False,False,74.847,Р-24,"LINESTRING (24.5623869 48.2926679, 24.5618712 48.2920888)",
"[26115082, 26115084, 26115086]",,"['вулиця Данила Галицького', 'вулиця Тараса Шевченка']","['residential', 'unclassified']",False,False,166.71099999999998,,"LINESTRING (24.5623869 48.2926679, 24.5616491 48.29294, 24.5615029 48.2930605, 24.5611408 48.2935102, 24.5609409 48.2937486)",yes
621483167,,вулиця Данила Галицького,primary,False,True,32.931,Р-24,"LINESTRING (24.5623869 48.2926679, 24.5624296 48.2927214, 24.5625305 48.2928477, 24.5626027 48.2929268)",
515578868,,вулиця Данила Галицького,primary,False,True,50.433,Р-24,"LINESTRING (24.5612818 48.2906112, 24.5612334 48.2907852, 24.5612146 48.2908789, 24.5612133 48.2909654, 24.5612186 48.2910609)",
