osmid,oneway,lanes,name,highway,width,reversed,length,geometry,ref
259202706,True,2,Трифонова вулиця,residential,6,False,152.013,"LINESTRING (37.2508423 47.7776036, 37.2507258 47.7777354, 37.2506869 47.77778, 37.2498588 47.7787288, 37.249812 47.7787824)",
187287757,False,2,Трифонова вулиця,unclassified,6,True,16.876,"LINESTRING (37.2506531 47.7829618, 37.2506834 47.7831122)",
973589898,False,2,Трифонова вулиця,residential,6,True,21.083,"LINESTRING (37.2506531 47.7829618, 37.2506405 47.7828992, 37.2506153 47.7827739)",
973589900,False,2,Трифонова вулиця,residential,6,False,19.533,"LINESTRING (37.2498457 47.7789566, 37.249812 47.7787824)",
973589898,False,2,Трифонова вулиця,residential,6,False,88.635,"LINESTRING (37.2498457 47.7789566, 37.249886 47.7791652, 37.2499129 47.7793046, 37.2499236 47.7793603, 37.249933 47.7794089, 37.2499982 47.7797471)",
187287741,True,2,Трифонова вулиця,residential,6,False,78.034,"LINESTRING (37.2506945 47.7775458, 37.2512282 47.7769426)",
196898424,False,2,Трифонова вулиця,residential,6,True,12.778,"LINESTRING (37.2506945 47.7775458, 37.2508423 47.7776036)",
984887789,False,2,13 Десантників вулиця,residential,6,False,215.361,"LINESTRING (37.2502264 47.7829836, 37.2499336 47.7830037, 37.249825 47.7830112, 37.2488031 47.7830884, 37.24825 47.7831302, 37.247477 47.7831886, 37.2473617 47.7831976)",
984887790,True,,,residential,,False,37.584,"LINESTRING (37.2502264 47.7829836, 37.2503552 47.7829317, 37.2504209 47.7829002, 37.2504328 47.7828939, 37.2505201 47.7828479, 37.2505684 47.7828164, 37.2506153 47.7827739)",
187287757,False,2,Трифонова вулиця,unclassified,6,False,16.876,"LINESTRING (37.2506834 47.7831122, 37.2506531 47.7829618)",
187287757,False,2,Трифонова вулиця,unclassified,6,True,122.99,"LINESTRING (37.2506834 47.7831122, 37.250796 47.7836853, 37.2508734 47.7840791, 37.2508983 47.7842088)",
984887790,True,,,residential,,False,37.366,"LINESTRING (37.2506834 47.7831122, 37.25061 47.7830741, 37.2505496 47.7830543, 37.2504866 47.783039, 37.2503686 47.7830101, 37.2502264 47.7829836)",
973589898,False,2,Трифонова вулиця,residential,6,False,21.083,"LINESTRING (37.2506153 47.7827739, 37.2506405 47.7828992, 37.2506531 47.7829618)",
973589898,False,2,Трифонова вулиця,residential,6,True,339.709,"LINESTRING (37.2506153 47.7827739, 37.2504428 47.7819162, 37.2503681 47.7815519, 37.25036 47.7815123, 37.2503221 47.7813277, 37.2502941 47.781191, 37.2500923 47.7802063, 37.2500312 47.779908, 37.2499982 47.7797471)",
973589900,False,2,Трифонова вулиця,residential,6,True,18.792,"LINESTRING (37.2497764 47.7786151, 37.249812 47.7787824)",
187287741,True,2,Трифонова вулиця,residential,6,False,137.28,"LINESTRING (37.2497764 47.7786151, 37.2500877 47.7782406, 37.2505355 47.7777278, 37.2506945 47.7775458)",
