osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes
144389648,Т-03-08,Ринкова вулиця,secondary,False,False,167.457,"LINESTRING (24.5202772 51.6691909, 24.5184824 51.6686845, 24.5180648 51.6685703)",,,
144389648,Т-03-08,Ринкова вулиця,secondary,False,True,368.221,"LINESTRING (24.5202772 51.6691909, 24.5209473 51.6694271, 24.522775 51.6701758, 24.5237993 51.6705392, 24.5248065 51.6709418)",,,
319621264,,,unclassified,False,False,173.596,"LINESTRING (24.5202772 51.6691909, 24.5198871 51.6696114, 24.519694 51.6697434, 24.5189151 51.6705002)",,,
144389647,М-19,Центральна вулиця,trunk,False,False,163.924,"LINESTRING (24.5248065 51.6709418, 24.524601 51.6711568, 24.5244 51.671367, 24.5236204 51.6722193)",50,,
144389648,Т-03-08,Ринкова вулиця,secondary,False,False,368.221,"LINESTRING (24.5248065 51.6709418, 24.5237993 51.6705392, 24.522775 51.6701758, 24.5209473 51.6694271, 24.5202772 51.6691909)",,,
"[332027553, 332027554, 382920409]",М-19;Т-03-08,Центральна вулиця,trunk,False,True,227.336,"LINESTRING (24.5248065 51.6709418, 24.5251428 51.6705761, 24.5251797 51.6705359, 24.5255262 51.6701588, 24.5264392 51.6691657)",50,yes,
144389647,М-19,Центральна вулиця,trunk,False,True,86.839,"LINESTRING (24.5229991 51.6728986, 24.5236204 51.6722193)",50,,
319621216,,Квітнева вулиця,residential,False,False,153.173,"LINESTRING (24.5229991 51.6728986, 24.5210227 51.6722699)",,,
144389647,М-19,Центральна вулиця,trunk,False,False,122.309,"LINESTRING (24.5229991 51.6728986, 24.522767 51.673167, 24.5221318 51.673858)",50,,
203976520,О-031277,вулиця Богдана Хмельницького,tertiary,False,False,531.173,"LINESTRING (24.5229991 51.6728986, 24.5254239 51.6736912, 24.5288918 51.6748664, 24.529787 51.6751566)",,,
295811251,,Каштанова вулиця,tertiary,False,False,297.737,"LINESTRING (24.5264392 51.6691657, 24.5254999 51.6687827, 24.5246361 51.6683904, 24.5242599 51.6682089, 24.5238419 51.6679911, 24.5230213 51.6675368)",,,
295811253,,Європейська вулиця,tertiary,False,False,223.60700000000003,"LINESTRING (24.5264392 51.6691657, 24.5271963 51.6695041, 24.5281331 51.6698766, 24.5292234 51.6701821)",,,2
