osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,bridge,name
246909410,О-191801,tertiary,50,False,False,86.83,"LINESTRING (33.927816 51.944917, 33.9285092 51.9455706)",,
665857238,,residential,,False,False,99.04599999999999,"LINESTRING (33.927816 51.944917, 33.9272994 51.9449494, 33.9263767 51.9449957)",,
246909410,О-191801,tertiary,50,False,True,88.977,"LINESTRING (33.9291666 51.9462606, 33.9285092 51.9455706)",,
"[246909408, 246909410, 246909411]",О-191801,tertiary,50,False,False,101.936,"LINESTRING (33.9291666 51.9462606, 33.9292224 51.9463273, 33.9293368 51.9465042, 33.9295179 51.9471458)",yes,
665857249,,residential,,False,False,218.88299999999998,"LINESTRING (33.9291666 51.9462606, 33.9294425 51.9461596, 33.9302042 51.946067, 33.9304697 51.945953, 33.9305717 51.9457843, 33.9306602 51.9454785, 33.9307836 51.9450717, 33.9308801 51.9448932)",,
236431181,,residential,,False,False,122.489,"LINESTRING (33.9295179 51.9471458, 33.9298794 51.9482246)",,вулиця Грушевського
246909411,О-191801,tertiary,50,False,False,513.408,"LINESTRING (33.9295179 51.9471458, 33.929901 51.947401, 33.9309488 51.9478378, 33.931934 51.9479535, 33.9331522 51.9480079, 33.9343512 51.9479458, 33.9353406 51.9477269, 33.9355776 51.9476593, 33.9364142 51.9474206)",,
"[246909408, 246909410, 246909411]",О-191801,tertiary,50,False,True,101.936,"LINESTRING (33.9295179 51.9471458, 33.9293368 51.9465042, 33.9292224 51.9463273, 33.9291666 51.9462606)",yes,
246909411,О-191801,tertiary,50,False,True,171.008,"LINESTRING (33.9388063 51.9473143, 33.9381701 51.9471918, 33.9378083 51.9471615, 33.9373623 51.947201, 33.9364142 51.9474206)",,
246909411,О-191801,tertiary,50,False,False,171.008,"LINESTRING (33.9364142 51.9474206, 33.9373623 51.947201, 33.9378083 51.9471615, 33.9381701 51.9471918, 33.9388063 51.9473143)",,
246909411,О-191801,tertiary,50,False,True,513.4079999999999,"LINESTRING (33.9364142 51.9474206, 33.9355776 51.9476593, 33.9353406 51.9477269, 33.9343512 51.9479458, 33.9331522 51.9480079, 33.931934 51.9479535, 33.9309488 51.9478378, 33.929901 51.947401, 33.9295179 51.9471458)",,
665815533,,residential,,False,True,149.875,"LINESTRING (33.9364142 51.9474206, 33.9372209 51.9479171, 33.9372084 51.9481173, 33.9371806 51.9485618)",,
236431181,,residential,,False,True,122.489,"LINESTRING (33.9298794 51.9482246, 33.9295179 51.9471458)",,вулиця Грушевського
236431181,,residential,,False,False,308.034,"LINESTRING (33.9298794 51.9482246, 33.930282 51.9483915, 33.9321917 51.9487255, 33.9341233 51.9490984)",,вулиця Грушевського
236431185,,residential,,False,False,125.757,"LINESTRING (33.9298794 51.9482246, 33.9291179 51.9484874, 33.9286893 51.9487153, 33.9284742 51.9489203)",,
236431181,,residential,,False,True,181.375,"LINESTRING (33.936612 51.9496531, 33.9341233 51.9490984)",,вулиця Грушевського
665788951,,residential,,False,False,29.493,"LINESTRING (33.936612 51.9496531, 33.9370376 51.9496923)",,
236431181,,residential,,False,False,329.84399999999994,"LINESTRING (33.936612 51.9496531, 33.9371806 51.9499323, 33.9374703 51.9501836, 33.9377287 51.950563, 33.9379317 51.9510168, 33.9379021 51.9513713, 33.9377207 51.9519257, 33.9375776 51.9521046, 33.9373689 51.9522678)",,вулиця Грушевського
236431181,,residential,,False,True,329.84400000000005,"LINESTRING (33.9373689 51.9522678, 33.9375776 51.9521046, 33.9377207 51.9519257, 33.9379021 51.9513713, 33.9379317 51.9510168, 33.9377287 51.950563, 33.9374703 51.9501836, 33.9371806 51.9499323, 33.936612 51.9496531)",,вулиця Грушевського
236431185,,residential,,False,False,221.959,"LINESTRING (33.9284742 51.9489203, 33.9273976 51.9508029)",,
236431185,,residential,,False,True,125.757,"LINESTRING (33.9284742 51.9489203, 33.9286893 51.9487153, 33.9291179 51.9484874, 33.9298794 51.9482246)",,
665857172,,unclassified,,False,True,252.015,"LINESTRING (33.9284742 51.9489203, 33.9272672 51.949519, 33.9266288 51.9498431, 33.9258778 51.9504977)",,
236431185,,residential,,False,True,221.959,"LINESTRING (33.9273976 51.9508029, 33.9284742 51.9489203)",,
665857175,,residential,,False,True,110.745,"LINESTRING (33.9273976 51.9508029, 33.926999 51.9507854, 33.9264357 51.950663, 33.9258778 51.9504977)",,
236431181,,residential,,False,False,181.375,"LINESTRING (33.9341233 51.9490984, 33.936612 51.9496531)",,вулиця Грушевського
236431181,,residential,,False,True,308.034,"LINESTRING (33.9341233 51.9490984, 33.9321917 51.9487255, 33.930282 51.9483915, 33.9298794 51.9482246)",,вулиця Грушевського
665788951,,residential,,False,True,29.493,"LINESTRING (33.9370376 51.9496923, 33.936612 51.9496531)",,
665815533,,residential,,False,False,126.088,"LINESTRING (33.9370376 51.9496923, 33.9371806 51.9485618)",,
665788951,,residential,,False,False,188.50900000000001,"LINESTRING (33.9370376 51.9496923, 33.9373469 51.9497207, 33.9391547 51.949939, 33.9397292 51.950036)",,
665815533,,residential,,False,True,126.088,"LINESTRING (33.9371806 51.9485618, 33.9370376 51.9496923)",,
665815533,,residential,,False,False,149.875,"LINESTRING (33.9371806 51.9485618, 33.9372084 51.9481173, 33.9372209 51.9479171, 33.9364142 51.9474206)",,
665815534,,residential,,False,True,434.58299999999997,"LINESTRING (33.9371806 51.9485618, 33.9377198 51.9484428, 33.9381221 51.9481832, 33.9381918 51.9480311, 33.9382938 51.9479634, 33.9391601 51.9478344, 33.9394015 51.9478493, 33.9395195 51.9478956, 33.9395544 51.9480163, 33.9396885 51.9486065, 33.9398119 51.9490429, 33.9398038 51.9493322, 33.939836 51.9496397, 33.9397292 51.950036)",,
665788951,,residential,,False,True,188.509,"LINESTRING (33.9397292 51.950036, 33.9391547 51.949939, 33.9373469 51.9497207, 33.9370376 51.9496923)",,
665815534,,residential,,False,False,434.58299999999997,"LINESTRING (33.9397292 51.950036, 33.939836 51.9496397, 33.9398038 51.9493322, 33.9398119 51.9490429, 33.9396885 51.9486065, 33.9395544 51.9480163, 33.9395195 51.9478956, 33.9394015 51.9478493, 33.9391601 51.9478344, 33.9382938 51.9479634, 33.9381918 51.9480311, 33.9381221 51.9481832, 33.9377198 51.9484428, 33.9371806 51.9485618)",,
665857172,,unclassified,,False,False,252.01500000000001,"LINESTRING (33.9258778 51.9504977, 33.9266288 51.9498431, 33.9272672 51.949519, 33.9284742 51.9489203)",,
665857175,,residential,,False,False,110.745,"LINESTRING (33.9258778 51.9504977, 33.9264357 51.950663, 33.926999 51.9507854, 33.9273976 51.9508029)",,
665857229,,residential,,False,True,114.83,"LINESTRING (33.9269158 51.9459728, 33.9266288 51.9455082, 33.9263767 51.9449957)",,
665857229,,residential,,False,False,114.83,"LINESTRING (33.9263767 51.9449957, 33.9266288 51.9455082, 33.9269158 51.9459728)",,
665857238,,residential,,False,True,99.04599999999999,"LINESTRING (33.9263767 51.9449957, 33.9272994 51.9449494, 33.927816 51.944917)",,
246909410,О-191801,tertiary,50,False,False,88.977,"LINESTRING (33.9285092 51.9455706, 33.9291666 51.9462606)",,
246909410,О-191801,tertiary,50,False,True,86.83,"LINESTRING (33.9285092 51.9455706, 33.927816 51.944917)",,
665857249,,residential,,False,True,218.88299999999998,"LINESTRING (33.9308801 51.9448932, 33.9307836 51.9450717, 33.9306602 51.9454785, 33.9305717 51.9457843, 33.9304697 51.945953, 33.9302042 51.946067, 33.9294425 51.9461596, 33.9291666 51.9462606)",,
