osmid,name,highway,oneway,reversed,length,geometry,width,ref,maxspeed
168840287,Київська вулиця,residential,False,False,117.09,"LINESTRING (23.7339416 49.7206689, 23.7337797 49.7196211)",,,
168832379,вулиця Лесі Українки,residential,False,True,47.355000000000004,"LINESTRING (23.7339416 49.7206689, 23.7337217 49.7208324, 23.733556 49.7210121)",,,
168832381,вулиця Січових Стрільців,residential,False,True,401.17,"LINESTRING (23.7317133 49.7208996, 23.7315875 49.7195414, 23.7315145 49.7188884, 23.7314935 49.7185866, 23.7314797 49.718453, 23.7314728 49.7183402, 23.7314714 49.7182832, 23.7313555 49.7172995)",8,,
417701046,Львівська вулиця,primary,False,False,342.881,"LINESTRING (23.7317133 49.7208996, 23.7310082 49.7209095, 23.7305897 49.7209233, 23.7305881 49.7209233, 23.7295651 49.7209688, 23.7291288 49.7209988, 23.7288445 49.7210229, 23.7285525 49.7210528, 23.7280155 49.7211256, 23.7276212 49.721184, 23.7271027 49.7212638, 23.7269961 49.7212837)",,Н-13,50
417701046,Львівська вулиця,primary,False,True,133.637,"LINESTRING (23.7317133 49.7208996, 23.7321128 49.7208939, 23.7326614 49.7209053, 23.7330931 49.720945, 23.733556 49.7210121)",,Н-13,50
168832379,вулиця Лесі Українки,residential,False,False,47.355000000000004,"LINESTRING (23.733556 49.7210121, 23.7337217 49.7208324, 23.7339416 49.7206689)",,,
417701046,Львівська вулиця,primary,False,False,133.637,"LINESTRING (23.733556 49.7210121, 23.7330931 49.720945, 23.7326614 49.7209053, 23.7321128 49.7208939, 23.7317133 49.7208996)",,Н-13,50
417701046,Львівська вулиця,primary,False,True,109.87899999999999,"LINESTRING (23.733556 49.7210121, 23.7338223 49.7210698, 23.7350134 49.7213098)",,Н-13,50
168832388,вулиця Камʼянка,residential,False,False,195.13000000000002,"LINESTRING (23.7350134 49.7213098, 23.7345798 49.7214999, 23.7341651 49.721701, 23.7339169 49.7218705, 23.7337633 49.7220127, 23.7337141 49.7221417, 23.7336959 49.7223412, 23.7337685 49.7225288, 23.7338955 49.722652)",6,,
417701046,Львівська вулиця,primary,False,False,109.87899999999999,"LINESTRING (23.7350134 49.7213098, 23.7338223 49.7210698, 23.733556 49.7210121)",,Н-13,50
168832380,вулиця Тараса Шевченка,residential,False,False,29.481,"LINESTRING (23.7338955 49.722652, 23.7335056 49.7227342)",6,,
168832388,вулиця Камʼянка,residential,False,True,195.13,"LINESTRING (23.7338955 49.722652, 23.7337685 49.7225288, 23.7336959 49.7223412, 23.7337141 49.7221417, 23.7337633 49.7220127, 23.7339169 49.7218705, 23.7341651 49.721701, 23.7345798 49.7214999, 23.7350134 49.7213098)",6,,
804272265,вулиця Олекси Довбуша,tertiary,False,False,355.19100000000003,"LINESTRING (23.7367416 49.7236023, 23.7363995 49.7235655, 23.7359277 49.7235454, 23.7355777 49.723569, 23.7352404 49.7236136, 23.7346887 49.7237464, 23.7341403 49.7239353, 23.7334352 49.7241798, 23.7331957 49.7242626, 23.7328898 49.72441, 23.7324025 49.7247887)",8,С140304,
168840292,,residential,False,False,109.123,"LINESTRING (23.7324025 49.7247887, 23.7322899 49.724722, 23.731982 49.7244661, 23.7316594 49.7241722, 23.731504 49.7240015)",,,
804272265,вулиця Олекси Довбуша,tertiary,False,True,355.19100000000003,"LINESTRING (23.7324025 49.7247887, 23.7328898 49.72441, 23.7331957 49.7242626, 23.7334352 49.7241798, 23.7341403 49.7239353, 23.7346887 49.7237464, 23.7352404 49.7236136, 23.7355777 49.723569, 23.7359277 49.7235454, 23.7363995 49.7235655, 23.7367416 49.7236023)",8,С140304,
168832376,вулиця Оболонь,residential,False,False,785.8739999999998,"LINESTRING (23.7237782 49.7250343, 23.7254474 49.7244431, 23.725588 49.7243958, 23.7256419 49.7243774, 23.7264394 49.7241318, 23.7267419 49.7240386, 23.7272703 49.7238759, 23.7289087 49.7233712, 23.7293876 49.7232237, 23.7298899 49.723069, 23.7301364 49.7229861, 23.7303187 49.7229249, 23.7311067 49.7226601, 23.7320327 49.7223489, 23.7322634 49.7223137, 23.7324967 49.7223321, 23.7328778 49.7224126, 23.7331551 49.7225081, 23.7333561 49.7226002, 23.7335056 49.7227342)",6,,
168969294,,residential,False,False,13.996,"LINESTRING (23.7311618 49.7173121, 23.7313555 49.7172995)",,,
168969294,,residential,False,True,132.379,"LINESTRING (23.7311618 49.7173121, 23.730945 49.7174058, 23.7308257 49.7174376, 23.7304836 49.7174996, 23.7294856 49.7176572, 23.7294208 49.7176421)",,,
168840296,Буковинська вулиця,residential,False,True,145.309,"LINESTRING (23.7364097 49.7173631, 23.736461 49.7177945, 23.7364463 49.7179011, 23.73645 49.7180718, 23.7364988 49.7183374, 23.7365273 49.7186658)",,,
168840298,Подільська вулиця,residential,False,True,151.101,"LINESTRING (23.7340597 49.7174475, 23.7341115 49.717724, 23.7341323 49.718034, 23.7341711 49.7183608, 23.7341867 49.7185536, 23.7341763 49.718686, 23.7341115 49.7187949)",,,
168969294,,residential,False,False,132.379,"LINESTRING (23.7294208 49.7176421, 23.7294856 49.7176572, 23.7304836 49.7174996, 23.7308257 49.7174376, 23.730945 49.7174058, 23.7311618 49.7173121)",,,
168969294,,residential,False,True,126.41,"LINESTRING (23.7294208 49.7176421, 23.7291176 49.7177125, 23.7283736 49.7179136, 23.7280678 49.7179689, 23.7277574 49.7179905)",,,
168969294,,residential,False,True,125.896,"LINESTRING (23.7277574 49.7179905, 23.7260076 49.718035)",,,
