osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,bridge
170640418,вулиця Юрія Горайського,residential,False,False,372.68100000000004,,"LINESTRING (25.7795343 49.6611713, 25.7797109 49.660946, 25.7816813 49.6601578, 25.7823858 49.6598815, 25.7826 49.6597337, 25.78271 49.6596503, 25.7828066 49.6595635, 25.7829496 49.6593841, 25.7830351 49.6592563, 25.7830788 49.6591137, 25.7831412 49.6589583)",,
170640441,вулиця 22 Січня,residential,False,False,243.96,,"LINESTRING (25.7795343 49.6611713, 25.779891 49.6611452, 25.7804838 49.6611296, 25.7810353 49.661134, 25.7818046 49.6611621, 25.782259 49.6611364, 25.7827542 49.6611263, 25.7829174 49.6611326)",,
170640441,вулиця 22 Січня,residential,False,True,129.663,,"LINESTRING (25.7795343 49.6611713, 25.7793412 49.6612112, 25.7788933 49.6614231, 25.7784326 49.6616411, 25.778012 49.6617816)",,
498306954,,secondary,True,False,69.488,50,"LINESTRING (25.7767386 49.6613501, 25.7758368 49.661127)",,
498306951,,secondary,False,False,104.18299999999999,,"LINESTRING (25.7767386 49.6613501, 25.7774036 49.661513, 25.778012 49.6617816)",,
"[170640432, 505226034, 171094987]",вулиця Незалежності,secondary,False,False,175.825,,"LINESTRING (25.778012 49.6617816, 25.7781119 49.6620422, 25.7781302 49.6621106, 25.7781634 49.662224, 25.7782066 49.6625151, 25.7782992 49.6633484)",,yes
170640441,вулиця 22 Січня,residential,False,False,129.66299999999998,,"LINESTRING (25.778012 49.6617816, 25.7784326 49.6616411, 25.7788933 49.6614231, 25.7793412 49.6612112, 25.7795343 49.6611713)",,
498306951,,secondary,False,True,104.18299999999999,,"LINESTRING (25.778012 49.6617816, 25.7774036 49.661513, 25.7767386 49.6613501)",,
505226034,вулиця Незалежності,secondary,False,False,64.307,,"LINESTRING (25.7782992 49.6633484, 25.7783447 49.6636028, 25.7784116 49.6639221)",,
"[170640432, 505226034, 171094987]",вулиця Незалежності,secondary,False,True,175.825,,"LINESTRING (25.7782992 49.6633484, 25.7782066 49.6625151, 25.7781634 49.662224, 25.7781302 49.6621106, 25.7781119 49.6620422, 25.778012 49.6617816)",,yes
174774563,,secondary,False,True,129.318,50,"LINESTRING (25.7784116 49.6639221, 25.7783248 49.6639314, 25.7779765 49.6639686, 25.7777473 49.664001, 25.7776541 49.6640351, 25.7776044 49.6640742, 25.7775535 49.6641136, 25.7775332 49.6641871, 25.7775323 49.6642669, 25.7775674 49.6646662)",С200623,
505226034,вулиця Незалежності,secondary,False,True,64.307,,"LINESTRING (25.7784116 49.6639221, 25.7783447 49.6636028, 25.7782992 49.6633484)",,
170640472,вулиця Якова Чайки,residential,False,True,51.371,,"LINESTRING (25.7775674 49.6646662, 25.7768765 49.6647822)",,
174774563,,secondary,False,False,129.318,50,"LINESTRING (25.7775674 49.6646662, 25.7775323 49.6642669, 25.7775332 49.6641871, 25.7775535 49.6641136, 25.7776044 49.6640742, 25.7776541 49.6640351, 25.7777473 49.664001, 25.7779765 49.6639686, 25.7783248 49.6639314, 25.7784116 49.6639221)",С200623,
170640472,вулиця Якова Чайки,residential,False,False,51.371,,"LINESTRING (25.7768765 49.6647822, 25.7775674 49.6646662)",,
170640472,вулиця Якова Чайки,residential,False,True,142.041,,"LINESTRING (25.7768765 49.6647822, 25.7763636 49.6648555, 25.7749829 49.6651386)",,
170640472,вулиця Якова Чайки,residential,False,False,142.041,,"LINESTRING (25.7749829 49.6651386, 25.7763636 49.6648555, 25.7768765 49.6647822)",,
"[171553432, 174679029, 171095022]",вулиця Січових Стрільців,secondary,False,"[False, True]",453.108,50,"LINESTRING (25.7749829 49.6651386, 25.7749877 49.6648243, 25.7750094 49.6644197, 25.7750443 49.6637842, 25.7751167 49.6629769, 25.7751676 49.6627252, 25.7752146 49.6625463, 25.7753058 49.662299, 25.7753916 49.6620776, 25.7757488 49.6613251, 25.7757642 49.6612926, 25.7758368 49.661127)",,yes
170700530,вулиця Івана Сірка,residential,False,True,72.068,,"LINESTRING (25.7777065 49.6563331, 25.7784896 49.6567369)",,
170700534,Паркова вулиця,residential,False,True,119.405,,"LINESTRING (25.7777065 49.6563331, 25.7772939 49.6565846, 25.776927 49.6566945, 25.7763561 49.6564462)",,
170700497,вулиця Коперніка,residential,False,True,179.732,,"LINESTRING (25.7763561 49.6564462, 25.7744523 49.657492)",,
170700534,Паркова вулиця,residential,False,False,119.405,,"LINESTRING (25.7763561 49.6564462, 25.776927 49.6566945, 25.7772939 49.6565846, 25.7777065 49.6563331)",,
170700530,вулиця Івана Сірка,residential,False,False,72.068,,"LINESTRING (25.7784896 49.6567369, 25.7777065 49.6563331)",,
170700530,вулиця Івана Сірка,residential,False,True,18.149,,"LINESTRING (25.7784896 49.6567369, 25.7786654 49.6568539)",,
170700490,Довга вулиця,residential,False,True,452.3210000000001,,"LINESTRING (25.7784896 49.6567369, 25.7782927 49.6568881, 25.7780263 49.6570642, 25.7778092 49.6571406, 25.7773671 49.6572369, 25.7769 49.6573693, 25.7767168 49.657428, 25.7766053 49.6574869, 25.7764741 49.6575587, 25.776078 49.6578042, 25.7758752 49.6579103, 25.7753117 49.6581657, 25.775063 49.6582492, 25.774801 49.6583405, 25.7745561 49.6584506, 25.7743904 49.6585338, 25.7741677 49.6586841, 25.7739887 49.6587706, 25.7737559 49.6588595, 25.7734799 49.6589285, 25.7733411 49.6589802)",,
170700519,вулиця Злуки,residential,False,True,247.913,,"LINESTRING (25.7802594 49.6573248, 25.7789357 49.6579587, 25.7789064 49.6580052, 25.7789152 49.6580421, 25.779875 49.6589207)",,
170700497,вулиця Коперніка,residential,False,False,179.732,,"LINESTRING (25.7744523 49.657492, 25.7763561 49.6564462)",,
170640429,вулиця Ярослава Мудрого,residential,False,False,65.30799999999999,,"LINESTRING (25.7816683 49.6585369, 25.7815363 49.6586742, 25.7814834 49.6587528, 25.7813768 49.6590856)",,
170700528,вулиця Княгині Ярославни,residential,False,False,136.531,,"LINESTRING (25.7816683 49.6585369, 25.780514 49.6587266, 25.779875 49.6589207)",,
170700528,вулиця Княгині Ярославни,residential,False,False,24.766,,"LINESTRING (25.779875 49.6589207, 25.7795649 49.6590172)",,
170700519,вулиця Злуки,residential,False,False,247.913,,"LINESTRING (25.779875 49.6589207, 25.7789152 49.6580421, 25.7789064 49.6580052, 25.7789357 49.6579587, 25.7802594 49.6573248)",,
170700528,вулиця Княгині Ярославни,residential,False,True,136.531,,"LINESTRING (25.779875 49.6589207, 25.780514 49.6587266, 25.7816683 49.6585369)",,
170700490,Довга вулиця,residential,False,False,452.32099999999997,,"LINESTRING (25.7733411 49.6589802, 25.7734799 49.6589285, 25.7737559 49.6588595, 25.7739887 49.6587706, 25.7741677 49.6586841, 25.7743904 49.6585338, 25.7745561 49.6584506, 25.774801 49.6583405, 25.775063 49.6582492, 25.7753117 49.6581657, 25.7758752 49.6579103, 25.776078 49.6578042, 25.7764741 49.6575587, 25.7766053 49.6574869, 25.7767168 49.657428, 25.7769 49.6573693, 25.7773671 49.6572369, 25.7778092 49.6571406, 25.7780263 49.6570642, 25.7782927 49.6568881, 25.7784896 49.6567369)",,
170700532,вулиця Гвардійців-Кантемирівців,residential,False,False,216.683,,"LINESTRING (25.7733411 49.6589802, 25.7735771 49.6595462, 25.7739016 49.6602441, 25.7739472 49.6603466, 25.773974 49.6604317, 25.7739794 49.6605063, 25.7739568 49.6608714)",,
170700528,вулиця Княгині Ярославни,residential,False,True,24.766,,"LINESTRING (25.7795649 49.6590172, 25.779875 49.6589207)",,
170700522,вулиця Василя Чучупаки,residential,False,False,109.126,,"LINESTRING (25.7718368 49.6600635, 25.7704457 49.6604537)",,
170700493,,unclassified,False,False,91.411,,"LINESTRING (25.7704457 49.6604537, 25.7708374 49.6612357)",,
170700522,вулиця Василя Чучупаки,residential,False,True,109.126,,"LINESTRING (25.7704457 49.6604537, 25.7718368 49.6600635)",,
170700493,,unclassified,False,True,91.411,,"LINESTRING (25.7708374 49.6612357, 25.7704457 49.6604537)",,
171553431,вулиця Лесі Українки,residential,False,True,229.44699999999997,,"LINESTRING (25.7708374 49.6612357, 25.7712665 49.6611437, 25.7716459 49.6610619, 25.7718777 49.6610151, 25.7721743 49.6609734, 25.7725902 49.6609461, 25.7734403 49.660897, 25.7739568 49.6608714)",С200621,
170640441,вулиця 22 Січня,residential,False,True,243.95999999999998,,"LINESTRING (25.7829174 49.6611326, 25.7827542 49.6611263, 25.782259 49.6611364, 25.7818046 49.6611621, 25.7810353 49.661134, 25.7804838 49.6611296, 25.779891 49.6611452, 25.7795343 49.6611713)",,
171398817,вулиця Богдана Хмельницького,residential,False,True,250.723,,"LINESTRING (25.7829174 49.6611326, 25.7828724 49.6611496, 25.782791 49.661165, 25.7825995 49.661186, 25.7824305 49.6612221, 25.7822562 49.6613067, 25.7821239 49.6613871, 25.7819671 49.6614793, 25.7818592 49.6615228, 25.7816923 49.6615663, 25.7813611 49.6616637, 25.7811247 49.661689, 25.7803237 49.6617863, 25.7802211 49.6617979, 25.7801016 49.6618328, 25.7800692 49.6618817, 25.7800517 49.6619482, 25.7800691 49.6620876)",,
171398817,вулиця Богдана Хмельницького,residential,False,False,250.723,,"LINESTRING (25.7800691 49.6620876, 25.7800517 49.6619482, 25.7800692 49.6618817, 25.7801016 49.6618328, 25.7802211 49.6617979, 25.7803237 49.6617863, 25.7811247 49.661689, 25.7813611 49.6616637, 25.7816923 49.6615663, 25.7818592 49.6615228, 25.7819671 49.6614793, 25.7821239 49.6613871, 25.7822562 49.6613067, 25.7824305 49.6612221, 25.7825995 49.661186, 25.782791 49.661165, 25.7828724 49.6611496, 25.7829174 49.6611326)",,
170640418,вулиця Юрія Горайського,residential,False,True,372.681,,"LINESTRING (25.7831412 49.6589583, 25.7830788 49.6591137, 25.7830351 49.6592563, 25.7829496 49.6593841, 25.7828066 49.6595635, 25.78271 49.6596503, 25.7826 49.6597337, 25.7823858 49.6598815, 25.7816813 49.6601578, 25.7797109 49.660946, 25.7795343 49.6611713)",,
171547287,вулиця Руслана Тимофея,residential,False,True,138.54,,"LINESTRING (25.7831412 49.6589583, 25.7829951 49.6590239, 25.7828402 49.6590701, 25.7825689 49.6591131, 25.7820139 49.6592239, 25.7818775 49.6592423, 25.7817452 49.6592456, 25.7816286 49.6592048, 25.7813768 49.6590856)",,
498306953,вулиця Вʼячеслава Чорновола,secondary,False,False,41.12,50,"LINESTRING (25.776003 49.6607732, 25.7759473 49.6608918, 25.7758368 49.661127)",,
"[498306953, 504903555]",вулиця Вʼячеслава Чорновола,secondary,False,True,479.62000000000006,50,"LINESTRING (25.776003 49.6607732, 25.776208 49.6603369, 25.776372 49.6600827, 25.7765607 49.6598834, 25.7767931 49.659659, 25.7772177 49.6592666, 25.7775296 49.6589391, 25.7777164 49.6586715, 25.7783923 49.6572749, 25.7785338 49.6570372, 25.7786654 49.6568539)",,
767376937,,secondary,True,False,84.876,50,"LINESTRING (25.776003 49.6607732, 25.7761514 49.6608286, 25.7762284 49.6609203, 25.7763183 49.6610514, 25.7764914 49.6611904, 25.7767386 49.6613501)",,
504903555,вулиця Вʼячеслава Чорновола,secondary,False,False,85.535,50,"LINESTRING (25.7793864 49.6562466, 25.7792715 49.6563253, 25.7790723 49.6564649, 25.7788074 49.6566899, 25.7786654 49.6568539)",,
