osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,lanes,width
240198683,,Паркова вулиця,residential,False,True,126.045,"LINESTRING (25.1155776 50.3585632, 25.1170166 50.3578983)",,,
"[240037666, 223207132]",Т-03-02;Т-18-06,вулиця Незалежності,secondary,False,False,62.691,"LINESTRING (25.1198754 50.359101, 25.1201385 50.3589287, 25.120476 50.3586876)",yes,,
240144686,Т-03-02;Т-18-06,вулиця Незалежності,secondary,False,True,77.91300000000001,"LINESTRING (25.1198754 50.359101, 25.119486 50.3593205, 25.1190183 50.3595379)",,,
685046207,,Водна вулиця,residential,False,False,263.5,"LINESTRING (25.1198754 50.359101, 25.120309 50.3594513, 25.1204458 50.3596378, 25.1205316 50.3598893, 25.1205289 50.3599714, 25.1200756 50.3599971, 25.1199764 50.3599441, 25.1198557 50.3599287, 25.119043 50.3600057, 25.1188155 50.3596304)",,,2
240144684,О-030212,вулиця Лесі Українки,tertiary,False,False,230.276,"LINESTRING (25.1173676 50.3602908, 25.1155776 50.3585632)",,,
240144686,Т-03-02;Т-18-06,вулиця Незалежності,secondary,False,False,126.262,"LINESTRING (25.1173676 50.3602908, 25.1188155 50.3596304)",,,
240144686,Т-03-02;Т-18-06,вулиця Незалежності,secondary,False,True,208.937,"LINESTRING (25.1173676 50.3602908, 25.1150032 50.3614113)",,,
199735073,,,unclassified,False,False,301.414,"LINESTRING (25.1173676 50.3602908, 25.1185408 50.3614085, 25.1197481 50.3625361)",,,
144308365,Т-03-02;Т-18-06,Бічна Козацька вулиця,secondary,False,False,209.42999999999998,"LINESTRING (25.1248938 50.3549386, 25.1255116 50.3550997, 25.1263901 50.3553473, 25.126984 50.3554918, 25.1276483 50.3556074)",,,
144308365,Т-03-02;Т-18-06,Бічна Козацька вулиця,secondary,False,True,114.298,"LINESTRING (25.1248938 50.3549386, 25.1241834 50.3545828, 25.1236369 50.3542957)",,,
240200936,,,residential,False,False,255.87100000000004,"LINESTRING (25.1248938 50.3549386, 25.1246825 50.3551338, 25.1245325 50.3552936, 25.1245457 50.3555353, 25.1246074 50.3557011, 25.1251712 50.3562378, 25.1255544 50.3566312, 25.1257305 50.3568167, 25.1258803 50.3569179)",,,
240144690,О-030214,,tertiary,False,False,174.797,"LINESTRING (25.1243525 50.360456, 25.1258274 50.3617153)",,2,7
199735074,,,unclassified,False,False,127.34799999999998,"LINESTRING (25.1243525 50.360456, 25.1245744 50.360329, 25.1249887 50.360179, 25.1252283 50.3600775, 25.1254642 50.3599475, 25.1257231 50.3597354)",,,
199735074,,,unclassified,False,True,400.536,"LINESTRING (25.1243525 50.360456, 25.1236875 50.3607859, 25.1228786 50.3611912, 25.1215065 50.3618184, 25.1197481 50.3625361)",,,
"[240144690, 240130365, 144326242]",О-030214,вулиця Тараса Шевченка,tertiary,False,True,67.57300000000001,"LINESTRING (25.1243525 50.360456, 25.1242584 50.3603703, 25.1239822 50.3601298, 25.1237823 50.3599694)",yes,2,7
240144690,О-030214,,tertiary,False,True,181.854,"LINESTRING (25.1273565 50.363028, 25.1258274 50.3617153)",,2,7
199735059,,вулиця Дружби,residential,False,False,231.091,"LINESTRING (25.1170166 50.3578983, 25.1190183 50.3595379)",,,
240198683,,Паркова вулиця,residential,False,False,126.045,"LINESTRING (25.1170166 50.3578983, 25.1155776 50.3585632)",,,
"[240198682, 240198683, 199735078]",,Паркова вулиця,residential,False,True,359.096,"LINESTRING (25.1170166 50.3578983, 25.1178466 50.3575301, 25.1182208 50.3573859, 25.1190018 50.3570774, 25.119294 50.3569693, 25.1196398 50.3568698, 25.1198774 50.3568825, 25.1201287 50.3569199, 25.121122 50.3570537, 25.1215344 50.3571926)",yes,,
240144681,,вулиця Богдана Хмельницького,unclassified,False,True,157.222,"LINESTRING (25.1232886 50.3580567, 25.1215344 50.3571926)",,,
199735064,,,unclassified,False,False,66.053,"LINESTRING (25.1232886 50.3580567, 25.1232492 50.358151, 25.1231199 50.3584365, 25.1230656 50.3585167, 25.1229425 50.3585964)",,,
240144681,,вулиця Богдана Хмельницького,unclassified,False,False,163.22199999999998,"LINESTRING (25.1232886 50.3580567, 25.123516 50.358148, 25.1236778 50.3582312, 25.1241536 50.3585283, 25.1249186 50.3590834)",,,
144326242,О-030214,вулиця Тараса Шевченка,tertiary,False,False,130.208,"LINESTRING (25.1223542 50.3589161, 25.1235485 50.3598053)",,2,7
144326242,О-030214,вулиця Тараса Шевченка,tertiary,False,True,119.571,"LINESTRING (25.1223542 50.3589161, 25.1211258 50.3581798)",,2,7
199735064,,,unclassified,False,True,54.822,"LINESTRING (25.1223542 50.3589161, 25.1229425 50.3585964)",,,
199735079,,,unclassified,False,False,84.16399999999999,"LINESTRING (25.1223542 50.3589161, 25.1220103 50.3590901, 25.121917 50.3591748, 25.1216389 50.3593979, 25.1215284 50.3594511)",,,
240144681,,вулиця Богдана Хмельницького,unclassified,False,True,163.22199999999998,"LINESTRING (25.1249186 50.3590834, 25.1241536 50.3585283, 25.1236778 50.3582312, 25.123516 50.358148, 25.1232886 50.3580567)",,,
199735059,,вулиця Дружби,residential,False,True,231.091,"LINESTRING (25.1190183 50.3595379, 25.1170166 50.3578983)",,,
240144686,Т-03-02;Т-18-06,вулиця Незалежності,secondary,False,True,17.685,"LINESTRING (25.1190183 50.3595379, 25.1188155 50.3596304)",,,
240144686,Т-03-02;Т-18-06,вулиця Незалежності,secondary,False,False,77.91300000000001,"LINESTRING (25.1190183 50.3595379, 25.119486 50.3593205, 25.1198754 50.359101)",,,
199735074,,,unclassified,False,True,127.34799999999998,"LINESTRING (25.1257231 50.3597354, 25.1254642 50.3599475, 25.1252283 50.3600775, 25.1249887 50.360179, 25.1245744 50.360329, 25.1243525 50.360456)",,,
144326242,О-030214,вулиця Тараса Шевченка,tertiary,False,True,24.658,"LINESTRING (25.1237823 50.3599694, 25.1235485 50.3598053)",,2,7
"[144326242, 240144690, 240130365]",О-030214,вулиця Тараса Шевченка,tertiary,False,False,67.57300000000001,"LINESTRING (25.1237823 50.3599694, 25.1239822 50.3601298, 25.1242584 50.3603703, 25.1243525 50.360456)",yes,2,7
240144685,,Набережна вулиця,residential,False,True,262.166,"LINESTRING (25.1237823 50.3599694, 25.1234646 50.3601153, 25.1232838 50.3601599, 25.1230289 50.3602417, 25.122793 50.3603007, 25.1223879 50.3603552, 25.1222134 50.3603582, 25.122031 50.3603138, 25.1218969 50.3602589, 25.1217444 50.3601722, 25.1212252 50.3597264, 25.121229 50.3596532, 25.121296 50.3595864, 25.1215284 50.3594511)",,,
199735053,,,unclassified,False,True,124.239,"LINESTRING (25.1272318 50.3610477, 25.1258274 50.3617153)",,,
240130364,,Молодіжна вулиця,residential,False,True,101.278,"LINESTRING (25.1272318 50.3610477, 25.126343 50.3603349)",,,
240144686,Т-03-02;Т-18-06,вулиця Незалежності,secondary,False,False,208.937,"LINESTRING (25.1150032 50.3614113, 25.1173676 50.3602908)",,,
199735053,,,unclassified,False,False,124.239,"LINESTRING (25.1258274 50.3617153, 25.1272318 50.3610477)",,,
240144690,О-030214,,tertiary,False,False,181.854,"LINESTRING (25.1258274 50.3617153, 25.1273565 50.363028)",,2,7
240144690,О-030214,,tertiary,False,True,174.797,"LINESTRING (25.1258274 50.3617153, 25.1243525 50.360456)",,2,7
199735073,,,unclassified,False,True,301.414,"LINESTRING (25.1197481 50.3625361, 25.1185408 50.3614085, 25.1173676 50.3602908)",,,
199735074,,,unclassified,False,False,400.536,"LINESTRING (25.1197481 50.3625361, 25.1215065 50.3618184, 25.1228786 50.3611912, 25.1236875 50.3607859, 25.1243525 50.360456)",,,
144308365,Т-03-02;Т-18-06,Бічна Козацька вулиця,secondary,False,True,209.42999999999998,"LINESTRING (25.1276483 50.3556074, 25.126984 50.3554918, 25.1263901 50.3553473, 25.1255116 50.3550997, 25.1248938 50.3549386)",,,
240200945,,,unclassified,False,False,193.00900000000001,"LINESTRING (25.1276483 50.3556074, 25.1273088 50.3557745, 25.1258803 50.3569179)",,,
199735064,,,unclassified,False,False,54.822,"LINESTRING (25.1229425 50.3585964, 25.1223542 50.3589161)",,,
199735064,,,unclassified,False,True,66.053,"LINESTRING (25.1229425 50.3585964, 25.1230656 50.3585167, 25.1231199 50.3584365, 25.1232492 50.358151, 25.1232886 50.3580567)",,,
240144683,,вулиця Горького,residential,False,True,214.091,"LINESTRING (25.1229425 50.3585964, 25.1230957 50.3585933, 25.1234088 50.3586568, 25.1236846 50.358798, 25.1243677 50.3593095, 25.1235485 50.3598053)",,,
223207132,Т-03-02;Т-18-06,вулиця Незалежності,secondary,False,False,72.892,"LINESTRING (25.120476 50.3586876, 25.1211258 50.3581798)",,,
240037675,,Набережна вулиця,residential,False,False,113.054,"LINESTRING (25.120476 50.3586876, 25.1215284 50.3594511)",,,
"[240037666, 223207132]",Т-03-02;Т-18-06,вулиця Незалежності,secondary,False,True,62.691,"LINESTRING (25.120476 50.3586876, 25.1201385 50.3589287, 25.1198754 50.359101)",yes,,
240037675,,Набережна вулиця,residential,False,True,113.054,"LINESTRING (25.1215284 50.3594511, 25.120476 50.3586876)",,,
199735079,,,unclassified,False,True,84.164,"LINESTRING (25.1215284 50.3594511, 25.1216389 50.3593979, 25.121917 50.3591748, 25.1220103 50.3590901, 25.1223542 50.3589161)",,,
240144685,,Набережна вулиця,residential,False,False,262.166,"LINESTRING (25.1215284 50.3594511, 25.121296 50.3595864, 25.121229 50.3596532, 25.1212252 50.3597264, 25.1217444 50.3601722, 25.1218969 50.3602589, 25.122031 50.3603138, 25.1222134 50.3603582, 25.1223879 50.3603552, 25.122793 50.3603007, 25.1230289 50.3602417, 25.1232838 50.3601599, 25.1234646 50.3601153, 25.1237823 50.3599694)",,,
240130364,,Молодіжна вулиця,residential,False,False,101.278,"LINESTRING (25.126343 50.3603349, 25.1272318 50.3610477)",,,
144326242,О-030214,вулиця Тараса Шевченка,tertiary,False,False,24.658,"LINESTRING (25.1235485 50.3598053, 25.1237823 50.3599694)",,2,7
144326242,О-030214,вулиця Тараса Шевченка,tertiary,False,True,130.208,"LINESTRING (25.1235485 50.3598053, 25.1223542 50.3589161)",,2,7
240144683,,вулиця Горького,residential,False,False,214.091,"LINESTRING (25.1235485 50.3598053, 25.1243677 50.3593095, 25.1236846 50.358798, 25.1234088 50.3586568, 25.1230957 50.3585933, 25.1229425 50.3585964)",,,
240200936,,,residential,False,False,165.916,"LINESTRING (25.1258803 50.3569179, 25.1262723 50.3571876, 25.126607 50.3573787, 25.1273206 50.3576794, 25.1276316 50.3577578, 25.1277527 50.3577424)",,,
240200936,,,residential,False,True,255.871,"LINESTRING (25.1258803 50.3569179, 25.1257305 50.3568167, 25.1255544 50.3566312, 25.1251712 50.3562378, 25.1246074 50.3557011, 25.1245457 50.3555353, 25.1245325 50.3552936, 25.1246825 50.3551338, 25.1248938 50.3549386)",,,
240200945,,,unclassified,False,True,193.00900000000001,"LINESTRING (25.1258803 50.3569179, 25.1273088 50.3557745, 25.1276483 50.3556074)",,,
240200936,,,residential,False,True,165.916,"LINESTRING (25.1277527 50.3577424, 25.1276316 50.3577578, 25.1273206 50.3576794, 25.126607 50.3573787, 25.1262723 50.3571876, 25.1258803 50.3569179)",,,
240144686,Т-03-02;Т-18-06,вулиця Незалежності,secondary,False,False,17.685,"LINESTRING (25.1188155 50.3596304, 25.1190183 50.3595379)",,,
240144686,Т-03-02;Т-18-06,вулиця Незалежності,secondary,False,True,126.262,"LINESTRING (25.1188155 50.3596304, 25.1173676 50.3602908)",,,
685046207,,Водна вулиця,residential,False,True,263.5,"LINESTRING (25.1188155 50.3596304, 25.119043 50.3600057, 25.1198557 50.3599287, 25.1199764 50.3599441, 25.1200756 50.3599971, 25.1205289 50.3599714, 25.1205316 50.3598893, 25.1204458 50.3596378, 25.120309 50.3594513, 25.1198754 50.359101)",,,2
