osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,width
116939662,Лісна вулиця,residential,False,False,97.024,"LINESTRING (37.4119701 47.677344, 37.4106759 47.6772989)",,,
"[1009157202, 982798773]","['Алімова вулиця', 'Центральна вулиця']",residential,False,False,201.77999999999997,"LINESTRING (37.4119701 47.677344, 37.4120286 47.6765383, 37.4110928 47.6765155, 37.4105325 47.6765026)",,,
"[116939730, 1009157202]",Алімова вулиця,"['residential', 'unclassified']",False,True,172.80100000000002,"LINESTRING (37.4119701 47.677344, 37.4119306 47.6777816, 37.4111778 47.6783428, 37.4108641 47.6786336)",,,
116939664,Азбукіна вулиця,residential,False,False,215.797,"LINESTRING (37.4126486 47.6742114, 37.4155171 47.6744003)",,,
116939675,,residential,False,True,52.664,"LINESTRING (37.4126486 47.6742114, 37.4126158 47.6746845)",,,
116939662,Лісна вулиця,residential,False,True,97.024,"LINESTRING (37.4106759 47.6772989, 37.4119701 47.677344)",,,
116939675,,residential,False,False,52.664,"LINESTRING (37.4126158 47.6746845, 37.4126486 47.6742114)",,,
"[653945416, 116939657]",Дубова вулиця,residential,False,False,261.153,"LINESTRING (37.4126158 47.6746845, 37.415469 47.6748216, 37.4155171 47.6744003)",,,
116939657,Дубова вулиця,residential,False,True,225.12400000000002,"LINESTRING (37.4126158 47.6746845, 37.4103141 47.6745827, 37.4096145 47.6746011)",,,
299165611,,unclassified,False,True,128.83,"LINESTRING (37.4108641 47.6786336, 37.4091469 47.6785587)",2,,
"[116939730, 1009157202]",Алімова вулиця,"['unclassified', 'residential']",False,False,172.80100000000002,"LINESTRING (37.4108641 47.6786336, 37.4111778 47.6783428, 37.4119306 47.6777816, 37.4119701 47.677344)",,,
"[1009157202, 982798773]","['Алімова вулиця', 'Центральна вулиця']",residential,False,True,201.78,"LINESTRING (37.4105325 47.6765026, 37.4110928 47.6765155, 37.4120286 47.6765383, 37.4119701 47.677344)",,,
116939664,Азбукіна вулиця,residential,False,True,215.797,"LINESTRING (37.4155171 47.6744003, 37.4126486 47.6742114)",,,
653945416,,residential,False,False,41.222,"LINESTRING (37.4155171 47.6744003, 37.415531 47.6740297)",,,
"[653945416, 116939657]",Дубова вулиця,residential,False,True,261.153,"LINESTRING (37.4155171 47.6744003, 37.415469 47.6748216, 37.4126158 47.6746845)",,,
335880669,Студентська вулиця,tertiary,False,True,110.676,"LINESTRING (37.4094973 47.6755933, 37.4096145 47.6746011)",2,С050516,8
335880669,Студентська вулиця,tertiary,False,False,330.779,"LINESTRING (37.4094973 47.6755933, 37.4094438 47.6760457, 37.4094306 47.6761571, 37.4094202 47.6762456, 37.4094109 47.6763239, 37.4093463 47.6768711, 37.4093389 47.6769342, 37.4093275 47.6770308, 37.4092466 47.6777154, 37.4091469 47.6785587)",2,С050516,8
335880669,Студентська вулиця,tertiary,False,False,110.676,"LINESTRING (37.4096145 47.6746011, 37.4094973 47.6755933)",2,С050516,8
116939657,Дубова вулиця,residential,False,False,225.12400000000002,"LINESTRING (37.4096145 47.6746011, 37.4103141 47.6745827, 37.4126158 47.6746845)",,,
299165611,,unclassified,False,False,128.83,"LINESTRING (37.4091469 47.6785587, 37.4108641 47.6786336)",2,,
335880669,Студентська вулиця,tertiary,False,True,330.779,"LINESTRING (37.4091469 47.6785587, 37.4092466 47.6777154, 37.4093275 47.6770308, 37.4093389 47.6769342, 37.4093463 47.6768711, 37.4094109 47.6763239, 37.4094202 47.6762456, 37.4094306 47.6761571, 37.4094438 47.6760457, 37.4094973 47.6755933)",2,С050516,8
653945416,,residential,False,True,41.222,"LINESTRING (37.415531 47.6740297, 37.4155171 47.6744003)",,,
