osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,geometry,bridge
165941269,2,М-06,trunk,90,False,False,139.243,,"LINESTRING (22.8492951 48.5033082, 22.8480131 48.5023881)",
394186125,,О-071001,tertiary,,False,True,136.454,вулиця Духновича,"LINESTRING (22.8492951 48.5033082, 22.8491485 48.5030614, 22.8487265 48.502141)",
165941269,2,М-06,trunk,90,False,True,139.243,,"LINESTRING (22.8480131 48.5023881, 22.8492951 48.5033082)",
150964600,2,,tertiary,,False,False,69.471,вулиця Духновича,"LINESTRING (22.8480131 48.5023881, 22.8481994 48.5024334, 22.8483041 48.5024299, 22.8483845 48.5024139, 22.8484891 48.5023801, 22.8485776 48.5023321, 22.8486313 48.5022735, 22.8487265 48.502141)",
121854764,,О-071001,tertiary,,False,False,47.287,вулиця Духновича,"LINESTRING (22.8469566 48.4982546, 22.8467751 48.4978467)",
121854764,,О-071001,tertiary,,False,True,104.945,вулиця Духновича,"LINESTRING (22.8469566 48.4982546, 22.8473638 48.499159)",
933302659,,О-070703,tertiary,,False,False,218.091,Європейська вулиця,"LINESTRING (22.8469566 48.4982546, 22.8467761 48.4983117, 22.8466419 48.4983868, 22.8449917 48.4997046)",
121854764,,О-071001,tertiary,,False,False,104.256,вулиця Духновича,"LINESTRING (22.8487265 48.502141, 22.8486099 48.5019029, 22.8483185 48.5012433)",
150964600,2,,tertiary,,False,True,69.471,вулиця Духновича,"LINESTRING (22.8487265 48.502141, 22.8486313 48.5022735, 22.8485776 48.5023321, 22.8484891 48.5023801, 22.8483845 48.5024139, 22.8483041 48.5024299, 22.8481994 48.5024334, 22.8480131 48.5023881)",
394186125,,О-071001,tertiary,,False,False,136.454,вулиця Духновича,"LINESTRING (22.8487265 48.502141, 22.8491485 48.5030614, 22.8492951 48.5033082)",
122114985,,,residential,,False,True,185.31099999999998,вулиця Василя Турянчика,"LINESTRING (22.8490528 48.4971555, 22.8478099 48.4976127, 22.8467751 48.4978467)",
121854764,,О-071001,tertiary,,False,True,65.881,вулиця Духновича,"LINESTRING (22.8465187 48.4972791, 22.8467751 48.4978467)",
122114975,,,residential,,False,False,201.973,Тиха вулиця,"LINESTRING (22.8465187 48.4972791, 22.8438919 48.4977981)",
122114975,,,residential,,False,True,201.973,Тиха вулиця,"LINESTRING (22.8438919 48.4977981, 22.8465187 48.4972791)",
121854764,,О-071001,tertiary,,False,False,65.881,вулиця Духновича,"LINESTRING (22.8467751 48.4978467, 22.8465187 48.4972791)",
121854764,,О-071001,tertiary,,False,True,47.287,вулиця Духновича,"LINESTRING (22.8467751 48.4978467, 22.8469566 48.4982546)",
122114985,,,residential,,False,False,185.31099999999998,вулиця Василя Турянчика,"LINESTRING (22.8467751 48.4978467, 22.8478099 48.4976127, 22.8490528 48.4971555)",
122114977,,,residential,50,False,True,237.053,вулиця Олександра Тербана,"LINESTRING (22.8424808 48.4983717, 22.8449917 48.4997046)",
122114964,,,residential,,False,True,244.585,бічна вулиця Духновича,"LINESTRING (22.8504874 48.4984146, 22.8473638 48.499159)",
121854764,,О-071001,tertiary,,False,False,104.945,вулиця Духновича,"LINESTRING (22.8473638 48.499159, 22.8469566 48.4982546)",
121854764,,О-071001,tertiary,,False,True,43.166,вулиця Духновича,"LINESTRING (22.8473638 48.499159, 22.8475313 48.499531)",
122114964,,,residential,,False,False,244.585,бічна вулиця Духновича,"LINESTRING (22.8473638 48.499159, 22.8504874 48.4984146)",
122114977,,,residential,50,False,False,237.053,вулиця Олександра Тербана,"LINESTRING (22.8449917 48.4997046, 22.8424808 48.4983717)",
"[933302659, 933302660, 126707046]",,О-070703,tertiary,,False,False,157.686,Європейська вулиця,"LINESTRING (22.8449917 48.4997046, 22.8444549 48.5001367, 22.8443387 48.5002363, 22.8436352 48.5008014)",
933302659,,О-070703,tertiary,,False,True,218.091,Європейська вулиця,"LINESTRING (22.8449917 48.4997046, 22.8466419 48.4983868, 22.8467761 48.4983117, 22.8469566 48.4982546)",
126707046,,О-070703,tertiary,,False,False,485.913,Європейська вулиця,"LINESTRING (22.8436352 48.5008014, 22.842585 48.5016122, 22.8415594 48.5025129, 22.8405125 48.5035089, 22.8398227 48.5040491, 22.8395667 48.5042352)",
"[933302659, 933302660, 126707046]",,О-070703,tertiary,,False,True,157.686,Європейська вулиця,"LINESTRING (22.8436352 48.5008014, 22.8443387 48.5002363, 22.8444549 48.5001367, 22.8449917 48.4997046)",
"[989298008, 504715164, 504715166]",,,residential,,False,"[False, True]",278.177,вулиця Ілони Зріні,"LINESTRING (22.8436352 48.5008014, 22.8403866 48.5005503, 22.840316 48.5005726, 22.8402837 48.5005743, 22.8401199 48.5005167, 22.8399338 48.5004539)",yes
122114955,,,residential,,False,True,342.945,вулиця Лесі Українки,"LINESTRING (22.8394014 48.5011127, 22.8390634 48.5013846, 22.8388217 48.5017396, 22.8387469 48.5020191, 22.8388703 48.5021613, 22.8393316 48.5024065, 22.8381971 48.5037077)",
121854764,,О-071001,tertiary,,False,False,43.166,вулиця Духновича,"LINESTRING (22.8475313 48.499531, 22.8473638 48.499159)",
121854764,,О-071001,tertiary,,False,True,83.448,вулиця Духновича,"LINESTRING (22.8475313 48.499531, 22.8478613 48.5002489)",
631410092,,,residential,,False,True,117.475,Щаслива вулиця,"LINESTRING (22.8475313 48.499531, 22.8474614 48.4995487, 22.8463697 48.4999024, 22.8462142 48.4999681, 22.846123 48.5000197)",
121854764,,О-071001,tertiary,,False,False,115.59,вулиця Духновича,"LINESTRING (22.8483185 48.5012433, 22.8478613 48.5002489)",
121854764,,О-071001,tertiary,,False,True,104.256,вулиця Духновича,"LINESTRING (22.8483185 48.5012433, 22.8486099 48.5019029, 22.8487265 48.502141)",
394188023,,,residential,,False,False,102.832,Карпатська вулиця,"LINESTRING (22.8483185 48.5012433, 22.8486922 48.5011702, 22.8490833 48.5010933, 22.8493682 48.5010098, 22.849452 48.5009798, 22.8495267 48.5009736, 22.8495921 48.500986, 22.8496154 48.5010138)",
394188023,,,residential,,False,True,102.832,Карпатська вулиця,"LINESTRING (22.8496154 48.5010138, 22.8495921 48.500986, 22.8495267 48.5009736, 22.849452 48.5009798, 22.8493682 48.5010098, 22.8490833 48.5010933, 22.8486922 48.5011702, 22.8483185 48.5012433)",
"[989298008, 504715164, 504715166]",,,residential,,False,"[False, True]",278.177,вулиця Ілони Зріні,"LINESTRING (22.8399338 48.5004539, 22.8401199 48.5005167, 22.8402837 48.5005743, 22.840316 48.5005726, 22.8403866 48.5005503, 22.8436352 48.5008014)",yes
504763550,,,residential,,False,False,116.714,вулиця Лесі Українки,"LINESTRING (22.8395667 48.5042352, 22.8381971 48.5037077)",
126707046,,О-070703,tertiary,,False,True,485.913,Європейська вулиця,"LINESTRING (22.8395667 48.5042352, 22.8398227 48.5040491, 22.8405125 48.5035089, 22.8415594 48.5025129, 22.842585 48.5016122, 22.8436352 48.5008014)",
504763550,,,residential,,False,False,52.933,вулиця Лесі Українки,"LINESTRING (22.8381971 48.5037077, 22.8375869 48.5034564)",
504763550,,,residential,,False,True,116.714,вулиця Лесі Українки,"LINESTRING (22.8381971 48.5037077, 22.8395667 48.5042352)",
122114955,,,residential,,False,False,342.94500000000005,вулиця Лесі Українки,"LINESTRING (22.8381971 48.5037077, 22.8393316 48.5024065, 22.8388703 48.5021613, 22.8387469 48.5020191, 22.8388217 48.5017396, 22.8390634 48.5013846, 22.8394014 48.5011127)",
504763550,,,residential,,False,True,52.933,вулиця Лесі Українки,"LINESTRING (22.8375869 48.5034564, 22.8381971 48.5037077)",
631410092,,,residential,,False,False,117.47500000000001,Щаслива вулиця,"LINESTRING (22.846123 48.5000197, 22.8462142 48.4999681, 22.8463697 48.4999024, 22.8474614 48.4995487, 22.8475313 48.499531)",
121854764,,О-071001,tertiary,,False,False,83.448,вулиця Духновича,"LINESTRING (22.8478613 48.5002489, 22.8475313 48.499531)",
121854764,,О-071001,tertiary,,False,True,115.59,вулиця Духновича,"LINESTRING (22.8478613 48.5002489, 22.8483185 48.5012433)",
989298007,,,residential,,False,False,140.303,Карпатська вулиця,"LINESTRING (22.8478613 48.5002489, 22.8496749 48.4998643)",
989298007,,,residential,,False,True,140.303,Карпатська вулиця,"LINESTRING (22.8496749 48.4998643, 22.8478613 48.5002489)",
