osmid,name,highway,oneway,reversed,length,geometry,lanes,width,ref
112340932,Гарібальді вулиця,residential,False,False,336.15700000000004,"LINESTRING (38.4305419 48.9132945, 38.4309296 48.9134937, 38.4315177 48.9137854, 38.4320388 48.9140138, 38.4327796 48.9142783, 38.4333232 48.9145006, 38.4334889 48.9145727, 38.4335873 48.9146449, 38.4336842 48.9148111, 38.4337163 48.9149542, 38.4337233 48.9151052, 38.4337226 48.915233)",,,
132071424,,tertiary,False,False,136.76,"LINESTRING (38.4305419 48.9132945, 38.4304175 48.9133609, 38.4303083 48.9134495, 38.4302112 48.9135283, 38.4300843 48.91365, 38.4299868 48.913763, 38.429939 48.9138491, 38.4299228 48.9139546, 38.4299266 48.9141112, 38.4299655 48.9142338, 38.4299649 48.914301, 38.4300031 48.9143822)",,,
136178150,Ушакова вулиця,tertiary,False,True,56.675999999999995,"LINESTRING (38.4305419 48.9132945, 38.4306606 48.9132457, 38.4309809 48.9129747, 38.4310096 48.9129026)",,,
136178150,Ушакова вулиця,tertiary,False,False,56.675999999999995,"LINESTRING (38.4310096 48.9129026, 38.4309809 48.9129747, 38.4306606 48.9132457, 38.4305419 48.9132945)",,,
112572321,Дмитра Менделєєва вулиця,tertiary,False,True,98.672,"LINESTRING (38.4254835 48.9149143, 38.4265222 48.9154813)",2,,
98812124,Гетьманська вулиця,residential,False,False,73.993,"LINESTRING (38.4254835 48.9149143, 38.4254184 48.9149769, 38.4249122 48.9154637)",,,
98812124,Гетьманська вулиця,residential,False,True,95.233,"LINESTRING (38.4254835 48.9149143, 38.4258336 48.9146134, 38.426275 48.9142339)",,,
112572321,Дмитра Менделєєва вулиця,tertiary,False,False,115.007,"LINESTRING (38.4254835 48.9149143, 38.4250126 48.9146572, 38.4247096 48.9144918, 38.4242882 48.9142418)",2,,
112572321,Дмитра Менделєєва вулиця,tertiary,False,True,100.60600000000001,"LINESTRING (38.4232587 48.9136411, 38.4233897 48.9137164, 38.4242882 48.9142418)",2,,
131654323,Дмитра Менделєєва вулиця,tertiary,False,False,120.83899999999998,"LINESTRING (38.4232587 48.9136411, 38.4231292 48.9135676, 38.4227045 48.9133052, 38.4222077 48.9129991, 38.4220482 48.9129009)",,,
136180812,,residential,False,False,78.289,"LINESTRING (38.4333074 48.9163151, 38.4324769 48.9158703)",,,
136178151,Канатна вулиця,residential,False,True,114.03800000000001,"LINESTRING (38.4333074 48.9163151, 38.4338827 48.9159241, 38.4343822 48.9155716)",,,
136180819,,residential,False,False,82.571,"LINESTRING (38.4333074 48.9163151, 38.4331908 48.9163806, 38.4328945 48.9165938, 38.4326529 48.9167676, 38.4325321 48.9168544)",,,
98812124,Гетьманська вулиця,residential,False,True,198.847,"LINESTRING (38.4231985 48.9168525, 38.423576 48.9165585, 38.424383 48.9159137, 38.4249122 48.9154637)",,,
132011082,Гетьманська вулиця,living_street,False,True,140.031,"LINESTRING (38.4231985 48.9168525, 38.4227519 48.9171852, 38.4225101 48.9173446, 38.4219671 48.9177014, 38.4218574 48.9177483)",,2,
132013274,Соборна вулиця,residential,False,False,149.489,"LINESTRING (38.4231985 48.9168525, 38.4227084 48.9164922, 38.4224865 48.9163375, 38.4218224 48.9158578)",,,
"[132013274, 894604811]",Соборна вулиця,residential,False,True,109.85399999999998,"LINESTRING (38.4231985 48.9168525, 38.4238446 48.9173511, 38.4240496 48.9175275, 38.4241805 48.9175978)",,,
110695751,Михайла Грушевського вулиця,residential,False,True,79.496,"LINESTRING (38.4250294 48.9199456, 38.4243338 48.9200268, 38.4239572 48.9200668)",,,
