osmid,ref,highway,maxspeed,oneway,reversed,length,bridge,geometry,name
"[264518945, 264518946, 229922444]",Т-19-07,secondary,50,False,False,284.56,yes,"LINESTRING (33.4669514 51.7773343, 33.4672338 51.7773111, 33.4676395 51.7772971, 33.4682904 51.7772926, 33.4686901 51.7773086, 33.4692155 51.777339, 33.4698535 51.7773472, 33.4703762 51.7773042, 33.4707636 51.7772451, 33.471035 51.7771641)",
229922444,Т-19-07,secondary,50,False,True,224.262,,"LINESTRING (33.4669514 51.7773343, 33.4669095 51.7774028, 33.466869 51.7775061, 33.4668489 51.7778852, 33.4668429 51.7779985, 33.4668023 51.7784876, 33.4668619 51.7787948, 33.4670055 51.779333)",
236696841,,tertiary,,False,True,250.41000000000003,,"LINESTRING (33.4669514 51.7773343, 33.4668516 51.7771856, 33.466604 51.7769174, 33.4661937 51.776577, 33.465525 51.7761905, 33.4644938 51.7757225)",
251062649,О-191703,tertiary,50,False,False,209.03300000000002,,"LINESTRING (33.4669514 51.7773343, 33.4667097 51.7773582, 33.4656004 51.7775258, 33.4640347 51.7778512)",
264518946,Т-19-07,secondary,50,False,False,189.67499999999998,,"LINESTRING (33.471035 51.7771641, 33.470968 51.7769147, 33.470795 51.7765609, 33.470422 51.7758139, 33.4703086 51.7755207)",
"[264518945, 264518946, 229922444]",Т-19-07,secondary,50,False,True,284.56,yes,"LINESTRING (33.471035 51.7771641, 33.4707636 51.7772451, 33.4703762 51.7773042, 33.4698535 51.7773472, 33.4692155 51.777339, 33.4686901 51.7773086, 33.4682904 51.7772926, 33.4676395 51.7772971, 33.4672338 51.7773111, 33.4669514 51.7773343)",
251062649,О-191703,tertiary,50,False,False,7.213,,"LINESTRING (33.4608827 51.7786161, 33.4607804 51.7786303)",
231068841,,unclassified,,False,True,231.596,,"LINESTRING (33.4608827 51.7786161, 33.4608176 51.7778977, 33.4608294 51.777357, 33.4608844 51.7770245, 33.4609437 51.7765376)",
251062649,О-191703,tertiary,50,False,True,167.558,,"LINESTRING (33.4608827 51.7786161, 33.4613352 51.7785418, 33.4631559 51.7780806)",
236696841,,tertiary,,False,False,12.705,,"LINESTRING (33.4612779 51.7759358, 33.461453 51.7758995)",
231068841,,unclassified,,False,False,71.02499999999999,,"LINESTRING (33.4612779 51.7759358, 33.46112 51.7761388, 33.4609437 51.7765376)",
231068841,,unclassified,,False,True,69.734,,"LINESTRING (33.4612779 51.7759358, 33.4609303 51.7759497, 33.4606595 51.7759262, 33.4602903 51.7758451)",
229922444,Т-19-07,secondary,50,False,False,136.33100000000002,,"LINESTRING (33.4678117 51.7820128, 33.4678577 51.7818309, 33.4678896 51.7815637, 33.4678459 51.7813895, 33.4675164 51.7808276)",
236696842,,unclassified,,False,False,266.971,,"LINESTRING (33.4678117 51.7820128, 33.4697931 51.7818803, 33.4709305 51.781473, 33.4714996 51.781518)",
236696842,,unclassified,,False,True,35.687,,"LINESTRING (33.4720142 51.7815586, 33.4714996 51.781518)",
236696843,,unclassified,,False,True,30.467,,"LINESTRING (33.4720142 51.7815586, 33.4717303 51.7813483)",
229922444,Т-19-07,secondary,50,False,False,8.845,,"LINESTRING (33.4670272 51.7794114, 33.4670055 51.779333)",
229922444,Т-19-07,secondary,50,False,True,161.079,,"LINESTRING (33.4670272 51.7794114, 33.4672363 51.7800201, 33.467366 51.7804581, 33.4675164 51.7808276)",
236696843,,unclassified,,False,False,298.37899999999996,,"LINESTRING (33.4670272 51.7794114, 33.4674468 51.7796343, 33.4675956 51.7796775, 33.46777 51.7796611, 33.4684129 51.7794132, 33.4686126 51.7793683, 33.4689656 51.7794681, 33.4698254 51.7799371, 33.4704273 51.780383)",
251062649,О-191703,tertiary,50,False,True,65.62,,"LINESTRING (33.4631559 51.7780806, 33.4640347 51.7778512)",
236696844,,residential,,False,False,213.943,,"LINESTRING (33.4631559 51.7780806, 33.4629527 51.7790305, 33.4626297 51.7793764, 33.4623545 51.7796302, 33.4620704 51.7798228)",
251062649,О-191703,tertiary,50,False,False,167.558,,"LINESTRING (33.4631559 51.7780806, 33.4613352 51.7785418, 33.4608827 51.7786161)",
236696841,,tertiary,,False,True,12.705,,"LINESTRING (33.461453 51.7758995, 33.4612779 51.7759358)",
236696841,,tertiary,,False,False,257.03400000000005,,"LINESTRING (33.461453 51.7758995, 33.4617293 51.7755717, 33.4619458 51.7753787, 33.4622337 51.7752981, 33.4625739 51.7752683, 33.4629687 51.7752917, 33.4634322 51.7753564, 33.4638371 51.775457, 33.4640837 51.7755212, 33.4644938 51.7757225)",
320698108,,unclassified,,False,False,169.699,,"LINESTRING (33.461453 51.7758995, 33.462307 51.7761198, 33.4625801 51.7762411, 33.4627447 51.7763733, 33.4633049 51.7768368)",
231068841,,unclassified,,False,False,231.596,,"LINESTRING (33.4609437 51.7765376, 33.4608844 51.7770245, 33.4608294 51.777357, 33.4608176 51.7778977, 33.4608827 51.7786161)",
231068841,,unclassified,,False,True,71.02499999999999,,"LINESTRING (33.4609437 51.7765376, 33.46112 51.7761388, 33.4612779 51.7759358)",
320698093,,unclassified,,False,True,91.82499999999999,,"LINESTRING (33.4609437 51.7765376, 33.4609321 51.7764208, 33.460853 51.7762955, 33.460717 51.7761291, 33.4604693 51.7759678, 33.4602903 51.7758451)",
236696842,,unclassified,,False,False,35.687,,"LINESTRING (33.4714996 51.781518, 33.4720142 51.7815586)",
236696842,,unclassified,,False,True,266.971,,"LINESTRING (33.4714996 51.781518, 33.4709305 51.781473, 33.4697931 51.7818803, 33.4678117 51.7820128)",
807345321,,unclassified,,False,False,9.506,,"LINESTRING (33.4619816 51.7798883, 33.4620704 51.7798228)",Новгород-Сіверська вулиця
251062649,О-191703,tertiary,50,False,True,7.213,,"LINESTRING (33.4607804 51.7786303, 33.4608827 51.7786161)",
287412339,,unclassified,,False,False,162.68900000000002,,"LINESTRING (33.4607804 51.7786303, 33.4609462 51.7789092, 33.4612251 51.779261, 33.461724 51.7796626, 33.4620704 51.7798228)",
807345321,,unclassified,,False,True,9.506,,"LINESTRING (33.4620704 51.7798228, 33.4619816 51.7798883)",Новгород-Сіверська вулиця
236696844,,residential,,False,True,213.94299999999998,,"LINESTRING (33.4620704 51.7798228, 33.4623545 51.7796302, 33.4626297 51.7793764, 33.4629527 51.7790305, 33.4631559 51.7780806)",
287412339,,unclassified,,False,True,162.68900000000002,,"LINESTRING (33.4620704 51.7798228, 33.461724 51.7796626, 33.4612251 51.779261, 33.4609462 51.7789092, 33.4607804 51.7786303)",
287412340,,unclassified,,False,False,290.33400000000006,,"LINESTRING (33.4620704 51.7798228, 33.4629847 51.7800709, 33.4636713 51.7801936, 33.4642667 51.78026, 33.4647496 51.78027, 33.4652968 51.780177, 33.4660638 51.779948)",
287412340,,unclassified,,False,False,94.967,,"LINESTRING (33.4660638 51.779948, 33.466383 51.7798103, 33.4670055 51.779333)",
287412340,,unclassified,,False,True,290.334,,"LINESTRING (33.4660638 51.779948, 33.4652968 51.780177, 33.4647496 51.78027, 33.4642667 51.78026, 33.4636713 51.7801936, 33.4629847 51.7800709, 33.4620704 51.7798228)",
641689007,,unclassified,,False,False,140.809,,"LINESTRING (33.4660638 51.779948, 33.4664932 51.780118, 33.4675164 51.7808276)",
229922444,Т-19-07,secondary,50,False,True,8.845,,"LINESTRING (33.4670055 51.779333, 33.4670272 51.7794114)",
229922444,Т-19-07,secondary,50,False,False,224.26199999999997,,"LINESTRING (33.4670055 51.779333, 33.4668619 51.7787948, 33.4668023 51.7784876, 33.4668429 51.7779985, 33.4668489 51.7778852, 33.466869 51.7775061, 33.4669095 51.7774028, 33.4669514 51.7773343)",
287412340,,unclassified,,False,True,94.967,,"LINESTRING (33.4670055 51.779333, 33.466383 51.7798103, 33.4660638 51.779948)",
