osmid,oneway,ref,highway,reversed,length,maxspeed,geometry,name
"[242327896, 550119875]",False,Т-17-05,secondary,False,748.9020000000002,50,"LINESTRING (35.1377829 50.3354779, 35.144158 50.3361567, 35.1464302 50.3363977, 35.1474956 50.336505, 35.1481918 50.3365822)",
186371314,False,,tertiary,True,22.936,,"LINESTRING (35.1387728 50.3419848, 35.1388701 50.3417881)",Привокзальна вулиця
136914440,False,,unclassified,True,47.946,,"LINESTRING (35.1481918 50.3365822, 35.1482414 50.3363677, 35.1483257 50.3361602)",Польова вулиця
550119875,False,Т-17-05,secondary,False,48.303,50,"LINESTRING (35.1481918 50.3365822, 35.1483292 50.3366205, 35.1485202 50.3367173, 35.1485865 50.336755, 35.1486513 50.3368051, 35.1487383 50.3368313)",
"[242327896, 550119875]",False,Т-17-05,secondary,True,748.902,50,"LINESTRING (35.1481918 50.3365822, 35.1474956 50.336505, 35.1464302 50.3363977, 35.144158 50.3361567, 35.1377829 50.3354779)",
136914443,False,,tertiary,False,466.664,,"LINESTRING (35.1487383 50.3368313, 35.1485127 50.3369478, 35.1475248 50.3373815, 35.1461173 50.3380902, 35.1448361 50.3387942, 35.1441751 50.339126, 35.1440191 50.3392635, 35.1439597 50.3393962, 35.1439077 50.3395716)",Правдинська вулиця
550119875,False,Т-17-05,secondary,True,48.303000000000004,50,"LINESTRING (35.1487383 50.3368313, 35.1486513 50.3368051, 35.1485865 50.336755, 35.1485202 50.3367173, 35.1483292 50.3366205, 35.1481918 50.3365822)",
136914443,False,,tertiary,True,466.664,,"LINESTRING (35.1439077 50.3395716, 35.1439597 50.3393962, 35.1440191 50.3392635, 35.1441751 50.339126, 35.1448361 50.3387942, 35.1461173 50.3380902, 35.1475248 50.3373815, 35.1485127 50.3369478, 35.1487383 50.3368313)",Правдинська вулиця
186371314,False,,tertiary,False,436.03299999999996,,"LINESTRING (35.1439077 50.3395716, 35.1437666 50.3397091, 35.1433358 50.3399082, 35.1404139 50.3411852, 35.1393756 50.3416298, 35.1388701 50.3417881)",Привокзальна вулиця
136914440,False,,unclassified,False,47.946,,"LINESTRING (35.1483257 50.3361602, 35.1482414 50.3363677, 35.1481918 50.3365822)",Польова вулиця
780456080,False,,residential,True,123.29399999999998,,"LINESTRING (35.1372773 50.342223, 35.1378389 50.3420589, 35.13813 50.3420135, 35.1388701 50.3417881)",
186371314,False,,tertiary,False,22.936,,"LINESTRING (35.1388701 50.3417881, 35.1387728 50.3419848)",Привокзальна вулиця
186371314,False,,tertiary,True,436.033,,"LINESTRING (35.1388701 50.3417881, 35.1393756 50.3416298, 35.1404139 50.3411852, 35.1433358 50.3399082, 35.1437666 50.3397091, 35.1439077 50.3395716)",Привокзальна вулиця
780456080,False,,residential,False,123.294,,"LINESTRING (35.1388701 50.3417881, 35.13813 50.3420135, 35.1378389 50.3420589, 35.1372773 50.342223)",
