osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,tunnel,bridge
827748970,2,Т-14-18,Самбірська вулиця,secondary,False,False,30.049,"LINESTRING (22.8526922 49.5346646, 22.8530628 49.5347878)",,
66207077,,Т-14-01,вулиця Василя Стуса,secondary,False,False,356.606,"LINESTRING (22.8526922 49.5346646, 22.8512993 49.5342406, 22.8510443 49.534163, 22.8509402 49.534113, 22.8508574 49.5340413, 22.8506841 49.5337489, 22.8505372 49.533613, 22.8503035 49.5334941, 22.8498629 49.5333502, 22.8498088 49.5333325, 22.8490855 49.5330964, 22.8486853 49.5329561)",,
140291888,,Т-14-18,Добромильська вулиця,secondary,False,False,122.981,"LINESTRING (22.8526922 49.5346646, 22.8526713 49.5347091, 22.852502 49.5350696, 22.8520511 49.5356863)",,
827748973,,Т-14-01,Добромильська вулиця,secondary,False,True,230.57099999999997,"LINESTRING (22.8526922 49.5346646, 22.852799 49.5343002, 22.8529035 49.5337173, 22.8529879 49.5335882, 22.8530862 49.5334738, 22.8537201 49.5327362)",,
231262432,,,вулиця Володимира Івасюка,residential,False,False,176.358,"LINESTRING (22.8537201 49.5327362, 22.8536606 49.5327289, 22.8525217 49.5325887, 22.8519287 49.5324631, 22.8513864 49.5322962)",,
827748973,,Т-14-01,Добромильська вулиця,secondary,False,False,230.571,"LINESTRING (22.8537201 49.5327362, 22.8530862 49.5334738, 22.8529879 49.5335882, 22.8529035 49.5337173, 22.852799 49.5343002, 22.8526922 49.5346646)",,
827748973,,Т-14-01,Добромильська вулиця,secondary,False,True,143.639,"LINESTRING (22.8537201 49.5327362, 22.854661 49.5317314, 22.8547538 49.5316323)",,
231262444,,,вулиця Ярослава Пастернака,residential,False,False,223.703,"LINESTRING (22.855406 49.5353328, 22.8557147 49.5344516, 22.8562982 49.5334102)",,
827748970,2,Т-14-18,Самбірська вулиця,secondary,False,True,182.264,"LINESTRING (22.855406 49.5353328, 22.8553302 49.535338, 22.8551721 49.5353488, 22.8550232 49.535345, 22.8549054 49.5353239, 22.8530628 49.5347878)",,
140291888,,Т-14-18,Добромильська вулиця,secondary,False,False,111.487,"LINESTRING (22.8520511 49.5356863, 22.8514116 49.536599)",,
140291888,,Т-14-18,Добромильська вулиця,secondary,False,True,122.981,"LINESTRING (22.8520511 49.5356863, 22.852502 49.5350696, 22.8526713 49.5347091, 22.8526922 49.5346646)",,
231262463,,,вулиця Івана Франка,residential,False,False,141.681,"LINESTRING (22.8520511 49.5356863, 22.8506636 49.5350389, 22.850457 49.5349425)",,
140291888,,Т-14-18,Добромильська вулиця,secondary,False,False,39.93,"LINESTRING (22.8514116 49.536599, 22.8511756 49.5369238)",,
140291888,,Т-14-18,Добромильська вулиця,secondary,False,True,111.487,"LINESTRING (22.8514116 49.536599, 22.8520511 49.5356863)",,
977958087,,,Шкільна вулиця,residential,False,False,4.681,"LINESTRING (22.8514116 49.536599, 22.8513538 49.5365799)",,
231262442,,,вулиця Павла Полуботка,residential,False,False,237.02100000000002,"LINESTRING (22.8514116 49.536599, 22.8518026 49.5367125, 22.8522311 49.5368165, 22.8523354 49.5368027, 22.8534707 49.537048, 22.8545206 49.5372516)",,
140291888,,Т-14-18,Добромильська вулиця,secondary,False,True,39.93,"LINESTRING (22.8511756 49.5369238, 22.8514116 49.536599)",,
231262397,,,Садова вулиця,residential,False,False,77.34700000000001,"LINESTRING (22.8511756 49.5369238, 22.8512527 49.5370217, 22.8512778 49.537126, 22.8512477 49.5376057)",,
231262432,,,вулиця Володимира Івасюка,residential,False,True,69.529,"LINESTRING (22.8506713 49.5321104, 22.8507398 49.5320699, 22.8510636 49.5320176, 22.8513864 49.5322962)",,
977967407,,,вулиця Володимира Івасюка,residential,False,True,55.650000000000006,"LINESTRING (22.8506713 49.5321104, 22.8510319 49.5321915, 22.8513864 49.5322962)",,
"[472683471, 977967407]",,,"['вулиця Володимира Івасюка', 'Галицька площа']",residential,False,False,152.89,"LINESTRING (22.8506713 49.5321104, 22.8506365 49.5321623, 22.8502397 49.5327547, 22.8499689 49.532778, 22.8492407 49.5326304)",,
472683471,,,Галицька площа,residential,False,False,62.709,"LINESTRING (22.8492407 49.5326304, 22.8490619 49.5325969, 22.8489541 49.5326401, 22.8487126 49.5329241, 22.8486853 49.5329561)",,
"[977967407, 472683471]",,,"['вулиця Володимира Івасюка', 'Галицька площа']",residential,False,True,152.89000000000001,"LINESTRING (22.8492407 49.5326304, 22.8499689 49.532778, 22.8502397 49.5327547, 22.8506365 49.5321623, 22.8506713 49.5321104)",,
"[514310248, 514310249, 472600397]",,,Залізнична вулиця,residential,False,True,373.662,"LINESTRING (22.8492407 49.5326304, 22.8494577 49.5321159, 22.8495015 49.532038, 22.8495509 49.5319629, 22.8495596 49.5318977, 22.8494855 49.5315378, 22.8494811 49.5314148, 22.8493443 49.5311137, 22.8499344 49.5307481, 22.850157 49.5306053, 22.8508195 49.5303129, 22.8511602 49.5301318, 22.8515142 49.5300134)",yes,
66207077,,Т-14-01,вулиця Василя Стуса,secondary,False,True,33.094,"LINESTRING (22.848279 49.5328181, 22.8486853 49.5329561)",,
66207077,,Т-14-01,вулиця Василя Стуса,secondary,False,False,76.351,"LINESTRING (22.848279 49.5328181, 22.8481761 49.5327837, 22.8477076 49.532627, 22.8473386 49.5325035)",,
231262399,,,вулиця Михайла Коцюбинського,residential,False,False,63.257999999999996,"LINESTRING (22.848279 49.5328181, 22.848225 49.5328643, 22.8479525 49.5330974, 22.8479285 49.5331126, 22.8477115 49.5332497)",,
"[231262462, 474835974]",,,"['вулиця Тараса Шевченка', 'бічна вулиця Тараса Шевченка']",residential,False,False,480.31600000000003,"LINESTRING (22.8567875 49.532936, 22.8556576 49.5321157, 22.8549593 49.5326079, 22.8547037 49.5328447, 22.8545908 49.532986, 22.8544076 49.5334793, 22.8542364 49.5337303, 22.8541186 49.5338528, 22.8540752 49.533898, 22.8537402 49.5341263, 22.8535134 49.5342493, 22.8533522 49.5343899, 22.8530628 49.5347878)",,
"[969853898, 969853899, 231262444]",,,вулиця Ярослава Пастернака,residential,False,True,65.53399999999999,"LINESTRING (22.8567875 49.532936, 22.8563965 49.5331859, 22.8563231 49.5333534, 22.8563039 49.5333971, 22.8562982 49.5334102)",,yes
66207077,,Т-14-01,вулиця Василя Стуса,secondary,False,False,33.094,"LINESTRING (22.8486853 49.5329561, 22.848279 49.5328181)",,
66207077,,Т-14-01,вулиця Василя Стуса,secondary,False,True,356.606,"LINESTRING (22.8486853 49.5329561, 22.8490855 49.5330964, 22.8498088 49.5333325, 22.8498629 49.5333502, 22.8503035 49.5334941, 22.8505372 49.533613, 22.8506841 49.5337489, 22.8508574 49.5340413, 22.8509402 49.534113, 22.8510443 49.534163, 22.8512993 49.5342406, 22.8526922 49.5346646)",,
472683471,,,Галицька площа,residential,False,True,62.709,"LINESTRING (22.8486853 49.5329561, 22.8487126 49.5329241, 22.8489541 49.5326401, 22.8490619 49.5325969, 22.8492407 49.5326304)",,
231262399,,,вулиця Михайла Коцюбинського,residential,False,True,63.257999999999996,"LINESTRING (22.8477115 49.5332497, 22.8479285 49.5331126, 22.8479525 49.5330974, 22.848225 49.5328643, 22.848279 49.5328181)",,
231262463,,,вулиця Івана Франка,residential,False,True,158.118,"LINESTRING (22.8477115 49.5332497, 22.8481777 49.5335193, 22.8484053 49.5337418, 22.8486806 49.5339415, 22.8487263 49.5339721, 22.8492773 49.5342269)",,
"[969853898, 969853899, 231262444]",,,вулиця Ярослава Пастернака,residential,False,False,65.534,"LINESTRING (22.8562982 49.5334102, 22.8563039 49.5333971, 22.8563231 49.5333534, 22.8563965 49.5331859, 22.8567875 49.532936)",,yes
231262444,,,вулиця Ярослава Пастернака,residential,False,True,223.703,"LINESTRING (22.8562982 49.5334102, 22.8557147 49.5344516, 22.855406 49.5353328)",,
231262463,,,вулиця Івана Франка,residential,False,False,158.118,"LINESTRING (22.8492773 49.5342269, 22.8487263 49.5339721, 22.8486806 49.5339415, 22.8484053 49.5337418, 22.8481777 49.5335193, 22.8477115 49.5332497)",,
231262463,,,вулиця Івана Франка,residential,False,True,116.885,"LINESTRING (22.8492773 49.5342269, 22.8494652 49.5343179, 22.849795 49.5345669, 22.850457 49.5349425)",,
472683474,,,Шкільна вулиця,residential,False,False,169.92100000000002,"LINESTRING (22.8492773 49.5342269, 22.8490639 49.534422, 22.8487681 49.5347139, 22.8484939 49.5349919, 22.8484662 49.5350438, 22.8484415 49.5350758, 22.8483861 49.5350998, 22.8483029 49.5350978, 22.8480133 49.5350159, 22.8477144 49.5349199)",,
231262463,,,вулиця Івана Франка,residential,False,False,116.885,"LINESTRING (22.850457 49.5349425, 22.849795 49.5345669, 22.8494652 49.5343179, 22.8492773 49.5342269)",,
231262463,,,вулиця Івана Франка,residential,False,True,141.681,"LINESTRING (22.850457 49.5349425, 22.8506636 49.5350389, 22.8520511 49.5356863)",,
472683473,,,Шкільна вулиця,residential,False,True,219.562,"LINESTRING (22.850457 49.5349425, 22.8502324 49.5351618, 22.8497086 49.5356365, 22.849606 49.5357405, 22.849995 49.5359123, 22.8505701 49.5361876, 22.8508623 49.536326)",,
472939799,,,вулиця Павла Полуботка,residential,False,True,143.953,"LINESTRING (22.8561126 49.5371984, 22.8546774 49.5369398, 22.8545206 49.5372516)",,
231262442,,,вулиця Павла Полуботка,residential,False,True,237.02100000000002,"LINESTRING (22.8545206 49.5372516, 22.8534707 49.537048, 22.8523354 49.5368027, 22.8522311 49.5368165, 22.8518026 49.5367125, 22.8514116 49.536599)",,
472939799,,,вулиця Павла Полуботка,residential,False,False,143.953,"LINESTRING (22.8545206 49.5372516, 22.8546774 49.5369398, 22.8561126 49.5371984)",,
231262397,,,Садова вулиця,residential,False,True,77.347,"LINESTRING (22.8512477 49.5376057, 22.8512778 49.537126, 22.8512527 49.5370217, 22.8511756 49.5369238)",,
"[466144851, 66207077, 514310247]",,Т-14-01,"['вулиця Січових Стрільців', 'вулиця Василя Стуса']",secondary,False,True,262.319,"LINESTRING (22.8451353 49.5307323, 22.8458196 49.5311026, 22.8459666 49.531222, 22.8463832 49.5318674, 22.8464044 49.5319002, 22.8464296 49.5319425, 22.846452 49.5319802, 22.8465067 49.5320689, 22.8465409 49.532114, 22.8465733 49.5321509, 22.8466368 49.5322126, 22.8466827 49.5322471, 22.8467611 49.5322933, 22.8468572 49.5323353, 22.846939 49.5323677, 22.8473386 49.5325035)",,yes
472600395,,,Залізнична вулиця,residential,False,True,163.115,"LINESTRING (22.8543597 49.529884, 22.8536047 49.5299162, 22.8529516 49.5300293, 22.8525613 49.530072, 22.852454 49.5301051, 22.8522171 49.5302378)",,
472600396,,,Залізнична вулиця,residential,False,False,56.534,"LINESTRING (22.8522171 49.5302378, 22.8515142 49.5300134)",,
472600395,,,Залізнична вулиця,residential,False,False,163.115,"LINESTRING (22.8522171 49.5302378, 22.852454 49.5301051, 22.8525613 49.530072, 22.8529516 49.5300293, 22.8536047 49.5299162, 22.8543597 49.529884)",,
472600396,,,Залізнична вулиця,residential,False,True,170.619,"LINESTRING (22.8522171 49.5302378, 22.8522376 49.5302441, 22.8531534 49.5305277, 22.854373 49.5308667)",,
472600396,,,Залізнична вулиця,residential,False,True,56.534,"LINESTRING (22.8515142 49.5300134, 22.8522171 49.5302378)",,
