osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,width
135176643,True,1,вулиця Михайла Грушевського,tertiary,False,16.602,"LINESTRING (24.7134417 48.9205062, 24.7135262 48.9206448)",,
88299753,False,,вулиця Площа Ринок,living_street,False,86.309,"LINESTRING (24.7100138 48.9232214, 24.7101137 48.9231982, 24.7110188 48.9229879, 24.7111275 48.9229626)",,
153004980,False,2,Галицька вулиця,living_street,False,72.288,"LINESTRING (24.7100138 48.9232214, 24.7100041 48.9233573, 24.7100004 48.9233923, 24.7099899 48.923654, 24.7099812 48.9238711)",,
"[424277512, 384315402, 1159028965]",False,2,Галицька вулиця,"['living_street', 'residential']",True,230.25599999999997,"LINESTRING (24.7100138 48.9232214, 24.7099888 48.9231253, 24.7099812 48.9230989, 24.7098449 48.9228615, 24.7095263 48.9222758, 24.7094442 48.9221818, 24.7094002 48.9221476, 24.7093708 48.9221287, 24.7093571 48.9221207, 24.7093442 48.922113, 24.7092989 48.922086, 24.7092434 48.9220534, 24.7091061 48.9219706, 24.7090322 48.921926, 24.7089846 48.9218988, 24.7089095 48.9218594, 24.7086912 48.9217503, 24.7083221 48.9215659)",,
135176639,False,2,Галицька вулиця,tertiary,True,83.66199999999999,"LINESTRING (24.7083221 48.9215659, 24.7076435 48.9212533, 24.7075268 48.9212302, 24.7074889 48.9212254, 24.7073597 48.9212091, 24.7073359 48.9212061)",,
"[34790816, 135176644, 1111855685]",True,1,"['вулиця Михайла Грушевського', 'вулиця Сотника Теодора Мартинця']",tertiary,False,268.00999999999993,"LINESTRING (24.7083221 48.9215659, 24.7083874 48.9215048, 24.7088583 48.921064, 24.7092561 48.9207091, 24.7094817 48.9205468, 24.7095389 48.9205176, 24.7096074 48.9205002, 24.7106176 48.9203507, 24.7110884 48.9202814, 24.7110935 48.9202806, 24.7111203 48.9202764, 24.7111524 48.9202718)",,
"[424277512, 384315402, 1159028965]",False,2,Галицька вулиця,"['living_street', 'residential']",False,230.256,"LINESTRING (24.7083221 48.9215659, 24.7086912 48.9217503, 24.7089095 48.9218594, 24.7089846 48.9218988, 24.7090322 48.921926, 24.7091061 48.9219706, 24.7092434 48.9220534, 24.7092989 48.922086, 24.7093442 48.922113, 24.7093571 48.9221207, 24.7093708 48.9221287, 24.7094002 48.9221476, 24.7094442 48.9221818, 24.7095263 48.9222758, 24.7098449 48.9228615, 24.7099812 48.9230989, 24.7099888 48.9231253, 24.7100138 48.9232214)",,
88299776,False,2,вулиця Левка Лукʼяненка,residential,False,129.941,"LINESTRING (24.7142413 48.9218321, 24.7140245 48.9218841, 24.7130311 48.9221227, 24.7126484 48.9222146, 24.7125709 48.9222332)",,
135210936,False,2,вулиця Михайла Грушевського,tertiary,False,45.181000000000004,"LINESTRING (24.7142413 48.9218321, 24.7144364 48.9221436, 24.7144835 48.9222058)",,
135210936,False,2,вулиця Михайла Грушевського,tertiary,True,108.162,"LINESTRING (24.7142413 48.9218321, 24.7141978 48.9217633, 24.7141091 48.9216179, 24.7140898 48.9215863, 24.7136948 48.9209281)",,
43691563,False,2,вулиця Гетьмана Мазепи,tertiary,False,128.121,"LINESTRING (24.7056978 48.9208331, 24.7058176 48.920886, 24.7060232 48.9209763, 24.7062499 48.921041, 24.7067496 48.9211157, 24.706988 48.9211533, 24.7073183 48.9212034, 24.7073359 48.9212061)",,
424109260,False,2,вулиця Гетьмана Мазепи,secondary,False,60.150000000000006,"LINESTRING (24.7056978 48.9208331, 24.7055642 48.9207716, 24.7050236 48.9205227)",50,
424189243,False,3,вулиця Пилипа Орлика,residential,False,97.794,"LINESTRING (24.7056978 48.9208331, 24.7056487 48.9208778, 24.7056245 48.9208999, 24.7051578 48.921325, 24.7050099 48.9214597, 24.7049144 48.9215462)",,
408466930,True,2,вулиця Січових Стрільців,secondary,False,101.842,"LINESTRING (24.7079066 48.9195019, 24.7077893 48.9195328, 24.707651 48.9195881, 24.7073258 48.919718, 24.707282 48.9197374, 24.7069888 48.9198904, 24.7068835 48.9199443, 24.7067539 48.9200106)",,
80608250,False,4,вулиця Незалежності,secondary,False,1.204,"LINESTRING (24.7152533 48.919017, 24.7152695 48.919015)",,
135210937,True,2,вулиця Незалежності,tertiary,False,53.749,"LINESTRING (24.7152533 48.919017, 24.7145458 48.9191493)",,
417885943,True,2,вулиця Січових Стрільців,secondary,False,64.098,"LINESTRING (24.7152533 48.919017, 24.7143834 48.9189427)",,
"[802552505, 407229818]",False,3,вулиця Василіянок,secondary,True,51.486,"LINESTRING (24.7161609 48.9260666, 24.7162 48.9259724, 24.7162299 48.9258928, 24.7162763 48.925758, 24.7163302 48.9256172)",,
417885940,False,3,Дністровська вулиця,tertiary,False,111.345,"LINESTRING (24.7098793 48.9248088, 24.7101858 48.9248574, 24.7102997 48.9248755, 24.7107228 48.9249426, 24.7111871 48.9250163, 24.7113607 48.9250439)",,
417885941,True,2,вулиця Січових Стрільців,secondary,False,119.66300000000001,"LINESTRING (24.7067539 48.9200106, 24.7065492 48.9201701, 24.7063873 48.9202962, 24.7063177 48.9203503, 24.7061518 48.9204792, 24.7058005 48.9207522, 24.7056978 48.9208331)",,
"[88299746, 1158997342]",False,,площа Ринок,living_street,True,127.198,"LINESTRING (24.7111275 48.9229626, 24.7110066 48.9227286, 24.7107549 48.9222417, 24.7106668 48.9220698, 24.7106202 48.9219788, 24.7106166 48.9219521, 24.7106218 48.9219254, 24.7106403 48.9218754)",,
88299753,False,,вулиця Площа Ринок,living_street,True,86.309,"LINESTRING (24.7111275 48.9229626, 24.7110188 48.9229879, 24.7101137 48.9231982, 24.7100138 48.9232214)",,
"[206000825, 152995166]",False,,"['вулиця Олени Степанів', 'Старозамкова вулиця']",living_street,"[False, True]",65.771,"LINESTRING (24.7111275 48.9229626, 24.7114993 48.9234281, 24.7115761 48.9234703)",,
88381574,False,,,residential,False,101.175,"LINESTRING (24.7076571 48.9250064, 24.7076879 48.9251105, 24.7077684 48.9259126)",,
135176645,True,2,вулиця Кардинала Любомира Гузара,residential,False,164.149,"LINESTRING (24.7076571 48.9250064, 24.7077669 48.9249931, 24.7089375 48.9248815, 24.7094365 48.9248275, 24.7096611 48.924806, 24.7097278 48.9247996, 24.7098793 48.9248088)",,
27517033,True,2,вулиця Січових Стрільців,secondary,False,236.13699999999997,"LINESTRING (24.7109335 48.9187646, 24.7108356 48.9187722, 24.7107841 48.9187835, 24.7107225 48.9187968, 24.7103284 48.9188846, 24.7099549 48.9189884, 24.7093998 48.9191262, 24.7091538 48.9191872, 24.7091078 48.9191986, 24.7087008 48.9192999, 24.7086814 48.9193047, 24.7085913 48.9193271, 24.7085117 48.9193469, 24.7079066 48.9195019)",,
123331674,False,,Низова вулиця,residential,False,107.917,"LINESTRING (24.7071325 48.9235976, 24.7072423 48.9235682, 24.7077241 48.923439, 24.7082536 48.9232971, 24.7082913 48.923287, 24.7084949 48.9232324, 24.7085001 48.923231)",,
"[88299338, 156452239]",True,2,вулиця Кардинала Любомира Гузара,residential,False,161.411,"LINESTRING (24.7071325 48.9235976, 24.7071524 48.9236383, 24.7072698 48.9238678, 24.7073609 48.9241298, 24.7074083 48.9242595, 24.7075099 48.9245595, 24.7076359 48.924935, 24.7076571 48.9250064)",,
88299366,False,2,вулиця Пилипа Орлика,residential,True,128.84,"LINESTRING (24.7061881 48.9223475, 24.7060784 48.9222786, 24.7059679 48.9222094, 24.7059105 48.9221734, 24.705769 48.9220845, 24.7054479 48.9218828, 24.705287 48.9217813, 24.7052763 48.9217746, 24.7051016 48.9216643, 24.7049144 48.9215462)",,
