osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry
809604766,улица Туристов,residential,40,6.5,False,True,54.561,"LINESTRING (34.3959183 44.6847635, 34.3961074 44.6842916)"
105474968,Строительная улица,residential,,,False,False,55.980999999999995,"LINESTRING (34.3959183 44.6847635, 34.3961108 44.6848303, 34.3964499 44.6849481, 34.3965566 44.6849813)"
809604766,улица Туристов,residential,40,6.5,False,False,48.5,"LINESTRING (34.3959183 44.6847635, 34.3958439 44.6848217, 34.3954433 44.6850378)"
105474968,Строительная улица,residential,,,False,False,65.799,"LINESTRING (34.3967982 44.6843751, 34.3970182 44.6838044)"
105474972,Строительная улица,residential,,,False,False,163.728,"LINESTRING (34.3967982 44.6843751, 34.3988004 44.6847514)"
105474968,Строительная улица,residential,,,False,True,70.06,"LINESTRING (34.3967982 44.6843751, 34.396794 44.6843852, 34.3966513 44.6847436, 34.3965566 44.6849813)"
105474968,Строительная улица,residential,,,False,False,70.06,"LINESTRING (34.3965566 44.6849813, 34.3966513 44.6847436, 34.396794 44.6843852, 34.3967982 44.6843751)"
105474968,Строительная улица,residential,,,False,True,55.980999999999995,"LINESTRING (34.3965566 44.6849813, 34.3964499 44.6849481, 34.3961108 44.6848303, 34.3959183 44.6847635)"
489999478,Совхозная улица,residential,,,False,False,95.44300000000001,"LINESTRING (34.3965566 44.6849813, 34.3966612 44.6851033, 34.395888 44.6855612)"
105474966,Совхозная улица,residential,,,False,False,137.863,"LINESTRING (34.3928976 44.685147, 34.3935539 44.6851046, 34.3936931 44.6851282, 34.3938124 44.6851941, 34.3938986 44.6853214, 34.3940971 44.6856338, 34.3941408 44.6857054)"
105474966,Совхозная улица,residential,,,False,True,82.13,"LINESTRING (34.3945947 44.6863678, 34.3944356 44.6861886, 34.3941408 44.6857054)"
105474967,Совхозная улица,residential,,,False,False,37.72,"LINESTRING (34.3988004 44.6847514, 34.3986803 44.6850797)"
105474972,Строительная улица,residential,,,False,True,163.728,"LINESTRING (34.3988004 44.6847514, 34.3967982 44.6843751)"
"[105474975, 105474967]","['Пригородная улица', 'Совхозная улица']",residential,RU:urban,,False,True,234.473,"LINESTRING (34.3988004 44.6847514, 34.3990032 44.6841006, 34.3983536 44.6840037, 34.3970182 44.6838044)"
809604766,улица Туристов,residential,40,6.5,False,True,85.773,"LINESTRING (34.3941408 44.6857054, 34.3950283 44.6852617)"
105474966,Совхозная улица,residential,,,False,False,82.13,"LINESTRING (34.3941408 44.6857054, 34.3944356 44.6861886, 34.3945947 44.6863678)"
105474966,Совхозная улица,residential,,,False,True,137.863,"LINESTRING (34.3941408 44.6857054, 34.3940971 44.6856338, 34.3938986 44.6853214, 34.3938124 44.6851941, 34.3936931 44.6851282, 34.3935539 44.6851046, 34.3928976 44.685147)"
"[504387958, 809604766, 504387959]",улица Туристов,residential,40,6.5,False,"[False, True]",310.07,"LINESTRING (34.3941408 44.6857054, 34.3922176 44.6858219, 34.3918318 44.6858638, 34.3914912 44.686027, 34.3912369 44.6862288, 34.3909877 44.6863235, 34.3909124 44.6863841, 34.3907828 44.686413, 34.3906545 44.686399, 34.3905212 44.6863534)"
177859758,улица Туристов,residential,RU:urban,,False,True,74.286,"LINESTRING (34.4019055 44.681763, 34.4013422 44.6822977)"
809604766,улица Туристов,residential,40,6.5,False,True,17.459,"LINESTRING (34.4019055 44.681763, 34.4021256 44.6817757)"
809604766,улица Туристов,residential,40,6.5,False,False,70.795,"LINESTRING (34.4019055 44.681763, 34.4017549 44.6817221, 34.4013229 44.6817666, 34.4011366 44.6818228, 34.4010733 44.6818735)"
177859758,улица Туристов,residential,RU:urban,,False,False,74.286,"LINESTRING (34.4013422 44.6822977, 34.4019055 44.681763)"
177859806,улица Богдана Хмельницкого,residential,,,False,False,116.987,"LINESTRING (34.4014175 44.6826995, 34.4021256 44.6817757)"
177859806,улица Богдана Хмельницкого,residential,,,False,True,116.987,"LINESTRING (34.4021256 44.6817757, 34.4014175 44.6826995)"
809604766,улица Туристов,residential,40,6.5,False,False,17.459,"LINESTRING (34.4021256 44.6817757, 34.4019055 44.681763)"
105474968,Строительная улица,residential,,,False,True,16.864,"LINESTRING (34.3969552 44.6836595, 34.3970182 44.6838044)"
445714067,Пригородная улица,residential,RU:urban,,False,True,56.673,"LINESTRING (34.3969552 44.6836595, 34.3962745 44.6838193)"
445715721,Пригородная улица,residential,RU:urban,,False,False,41.409,"LINESTRING (34.3969552 44.6836595, 34.3967992 44.683304)"
"[493677284, 243871015]","['Крымская улица', 'улица Туристов']",residential,,,False,False,90.26400000000001,"LINESTRING (34.394236 44.6847344, 34.3945461 44.6847878, 34.3950283 44.6852617)"
809604766,улица Туристов,residential,40,6.5,False,False,85.773,"LINESTRING (34.3950283 44.6852617, 34.3941408 44.6857054)"
809604766,улица Туристов,residential,40,6.5,False,True,41.186,"LINESTRING (34.3950283 44.6852617, 34.3954433 44.6850378)"
"[493677284, 243871015]","['Крымская улица', 'улица Туристов']",residential,,,False,True,90.26400000000001,"LINESTRING (34.3950283 44.6852617, 34.3945461 44.6847878, 34.394236 44.6847344)"
445720358,улица Туристов,residential,RU:urban,,False,False,42.824,"LINESTRING (34.4007581 44.6821867, 34.4010733 44.6818735)"
105474967,Совхозная улица,residential,,,False,True,37.72,"LINESTRING (34.3986803 44.6850797, 34.3988004 44.6847514)"
"[489741614, 105474967]",Совхозная улица,residential,,,False,False,90.36200000000001,"LINESTRING (34.3986803 44.6850797, 34.3985669 44.6853515, 34.3984955 44.6853991, 34.398401 44.6854419, 34.3983193 44.6854548, 34.3981721 44.6854388, 34.3981281 44.6854304, 34.3980658 44.6853937, 34.3980368 44.6853441, 34.3980239 44.6852738)"
444972072,,residential,,,False,False,244.19700000000003,"LINESTRING (34.3986803 44.6850797, 34.3987995 44.6851546, 34.3990382 44.6853624, 34.3991452 44.6854047, 34.3998482 44.6854959, 34.4006234 44.685616, 34.4010794 44.6856332, 34.4013824 44.6857114, 34.4015123 44.6857539)"
445714067,Пригородная улица,residential,RU:urban,,False,False,56.673,"LINESTRING (34.3962745 44.6838193, 34.3969552 44.6836595)"
809604766,улица Туристов,residential,40,6.5,False,False,54.154,"LINESTRING (34.3962745 44.6838193, 34.3961074 44.6842916)"
809604766,улица Туристов,residential,40,6.5,False,True,23.483,"LINESTRING (34.3962745 44.6838193, 34.396347 44.6836145)"
445715721,Пригородная улица,residential,RU:urban,,False,True,41.409,"LINESTRING (34.3967992 44.683304, 34.3969552 44.6836595)"
445720358,улица Туристов,residential,RU:urban,,False,True,42.824,"LINESTRING (34.4010733 44.6818735, 34.4007581 44.6821867)"
809604766,улица Туристов,residential,40,6.5,False,False,440.94399999999996,"LINESTRING (34.4010733 44.6818735, 34.3997331 44.6822931, 34.3988407 44.6825258, 34.3978513 44.6826797, 34.3978433 44.6826809, 34.3976981 44.682729, 34.397336 44.6828734, 34.3971616 44.6829318, 34.3968685 44.68303, 34.3965446 44.6831492, 34.3964398 44.6833523, 34.3964234 44.6833986, 34.396347 44.6836145)"
809604766,улица Туристов,residential,40,6.5,False,True,70.795,"LINESTRING (34.4010733 44.6818735, 34.4011366 44.6818228, 34.4013229 44.6817666, 34.4017549 44.6817221, 34.4019055 44.681763)"
445735149,улица Туристов,residential,,,False,False,70.506,"LINESTRING (34.395236 44.6841567, 34.3961074 44.6842916)"
445735149,улица Туристов,residential,,,False,True,70.506,"LINESTRING (34.3961074 44.6842916, 34.395236 44.6841567)"
809604766,улица Туристов,residential,40,6.5,False,False,54.561,"LINESTRING (34.3961074 44.6842916, 34.3959183 44.6847635)"
809604766,улица Туристов,residential,40,6.5,False,True,54.154,"LINESTRING (34.3961074 44.6842916, 34.3962745 44.6838193)"
105474968,Строительная улица,residential,,,False,False,16.864,"LINESTRING (34.3970182 44.6838044, 34.3969552 44.6836595)"
105474968,Строительная улица,residential,,,False,True,65.799,"LINESTRING (34.3970182 44.6838044, 34.3967982 44.6843751)"
"[105474967, 105474975]","['Пригородная улица', 'Совхозная улица']",residential,RU:urban,,False,False,234.473,"LINESTRING (34.3970182 44.6838044, 34.3983536 44.6840037, 34.3990032 44.6841006, 34.3988004 44.6847514)"
"[489741614, 105474967]",Совхозная улица,residential,,,False,True,90.362,"LINESTRING (34.3980239 44.6852738, 34.3980368 44.6853441, 34.3980658 44.6853937, 34.3981281 44.6854304, 34.3981721 44.6854388, 34.3983193 44.6854548, 34.398401 44.6854419, 34.3984955 44.6853991, 34.3985669 44.6853515, 34.3986803 44.6850797)"
489999753,,residential,,,False,True,26.924,"LINESTRING (34.395888 44.6855612, 34.3956437 44.6857299)"
489999478,Совхозная улица,residential,,,False,True,95.44300000000001,"LINESTRING (34.395888 44.6855612, 34.3966612 44.6851033, 34.3965566 44.6849813)"
489999479,улица Туристов,residential,RU:urban,,False,False,68.761,"LINESTRING (34.395888 44.6855612, 34.3957994 44.6854795, 34.3957287 44.6853172, 34.3954433 44.6850378)"
809604766,улица Туристов,residential,40,6.5,False,False,41.186,"LINESTRING (34.3954433 44.6850378, 34.3950283 44.6852617)"
489999479,улица Туристов,residential,RU:urban,,False,True,68.761,"LINESTRING (34.3954433 44.6850378, 34.3957287 44.6853172, 34.3957994 44.6854795, 34.395888 44.6855612)"
809604766,улица Туристов,residential,40,6.5,False,True,48.5,"LINESTRING (34.3954433 44.6850378, 34.3958439 44.6848217, 34.3959183 44.6847635)"
489999753,,residential,,,False,False,26.924,"LINESTRING (34.3956437 44.6857299, 34.395888 44.6855612)"
809604766,улица Туристов,residential,40,6.5,False,False,23.483,"LINESTRING (34.396347 44.6836145, 34.3962745 44.6838193)"
493282805,Пригородная улица,residential,RU:urban,,False,False,63.178,"LINESTRING (34.396347 44.6836145, 34.3961131 44.6836122, 34.3959368 44.683584, 34.3955678 44.6835072)"
809604766,улица Туристов,residential,40,6.5,False,True,440.944,"LINESTRING (34.396347 44.6836145, 34.3964234 44.6833986, 34.3964398 44.6833523, 34.3965446 44.6831492, 34.3968685 44.68303, 34.3971616 44.6829318, 34.397336 44.6828734, 34.3976981 44.682729, 34.3978433 44.6826809, 34.3978513 44.6826797, 34.3988407 44.6825258, 34.3997331 44.6822931, 34.4010733 44.6818735)"
493282805,Пригородная улица,residential,RU:urban,,False,True,63.178,"LINESTRING (34.3955678 44.6835072, 34.3959368 44.683584, 34.3961131 44.6836122, 34.396347 44.6836145)"
"[809604766, 504387958, 504387959]",улица Туристов,residential,40,6.5,False,"[False, True]",310.06999999999994,"LINESTRING (34.3905212 44.6863534, 34.3906545 44.686399, 34.3907828 44.686413, 34.3909124 44.6863841, 34.3909877 44.6863235, 34.3912369 44.6862288, 34.3914912 44.686027, 34.3918318 44.6858638, 34.3922176 44.6858219, 34.3941408 44.6857054)"
444972072,,residential,,,False,True,244.197,"LINESTRING (34.4015123 44.6857539, 34.4013824 44.6857114, 34.4010794 44.6856332, 34.4006234 44.685616, 34.3998482 44.6854959, 34.3991452 44.6854047, 34.3990382 44.6853624, 34.3987995 44.6851546, 34.3986803 44.6850797)"
862926210,Симферопольская улица,residential,,,False,False,212.85599999999997,"LINESTRING (34.4015123 44.6857539, 34.4013369 44.6855829, 34.4011116 44.6854418, 34.4011009 44.6853426, 34.4014599 44.6846889, 34.4014603 44.6844044, 34.4010258 44.684145)"
862926210,Симферопольская улица,residential,,,False,True,212.85599999999997,"LINESTRING (34.4010258 44.684145, 34.4014603 44.6844044, 34.4014599 44.6846889, 34.4011009 44.6853426, 34.4011116 44.6854418, 34.4013369 44.6855829, 34.4015123 44.6857539)"
