osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access
305382420,2,О-070102,вулиця Стефаника,secondary,50,False,True,356.299,"LINESTRING (22.645147 48.2053713, 22.6452912 48.2053342, 22.6454168 48.2052437, 22.6455318 48.2051141, 22.6461354 48.2036589, 22.6467015 48.2024675, 22.6467392 48.2024044)",,
864745743,3,М-24,площа Героїв,trunk,50,False,False,85.969,"LINESTRING (22.645147 48.2053713, 22.6451824 48.205439, 22.6453852 48.2060582, 22.6454069 48.2061243)",,
865750206,2,М-24,площа Героїв,trunk,50,False,False,91.919,"LINESTRING (22.645147 48.2053713, 22.6450643 48.2053191, 22.6449614 48.2052886, 22.6443232 48.2052245, 22.6441465 48.2052067, 22.6439589 48.2051879)",,
61274656,,М-23,площа Ференца Ракоці Ⅱ,trunk,50,False,False,66.963,"LINESTRING (22.648164 48.2063152, 22.6478857 48.2061793, 22.6476462 48.2060756, 22.6473939 48.2060061)",,
127240896,,М-23,вулиця Томаша Есе,trunk,50,False,True,187.376,"LINESTRING (22.648164 48.2063152, 22.648294 48.2063678, 22.6484236 48.2063892, 22.6485691 48.2063751, 22.6506276 48.2061126)",,
864749770,,,площа Ференца Ракоці Ⅱ,residential,50,False,False,51.123000000000005,"LINESTRING (22.648164 48.2063152, 22.6481874 48.2062166, 22.6480965 48.2058618)",,
"[87716937, 863817876]","['2', '3']",М-24,Мукачівська вулиця,trunk,50,False,False,202.728,"LINESTRING (22.6454069 48.2061243, 22.6454369 48.2062078, 22.6455672 48.2065699, 22.6458048 48.207048, 22.6458936 48.2072263, 22.6462122 48.2078654)",,
"[126923653, 864647758, 126923655]",2,М-23,площа Ференца Ракоці Ⅱ,trunk,50,False,True,148.10399999999998,"LINESTRING (22.6454069 48.2061243, 22.6455358 48.2061152, 22.6455506 48.2061141, 22.6459367 48.2060868, 22.6465414 48.2060393, 22.6465766 48.2060365, 22.6470862 48.2059955, 22.6471419 48.2059972, 22.6473939 48.2060061)",yes,discouraged
864745743,3,М-24,площа Героїв,trunk,50,False,True,85.969,"LINESTRING (22.6454069 48.2061243, 22.6453852 48.2060582, 22.6451824 48.205439, 22.645147 48.2053713)",,
86165669,,О-070110,вулиця Сергія Левчука,secondary,50,False,False,55.516,"LINESTRING (22.6512978 48.2060171, 22.6516896 48.206273, 22.6518528 48.2063507)",,
864647759,,М-23,вулиця Томаша Есе,trunk,50,False,False,50.789,"LINESTRING (22.6512978 48.2060171, 22.6508948 48.2060753, 22.6506276 48.2061126)",,
865208390,2,М-23,Мужайська вулиця,trunk,50,False,True,132.863,"LINESTRING (22.6512978 48.2060171, 22.6513625 48.2059425, 22.6514469 48.2057926, 22.6517213 48.2048618)",,
100279664,,,Мукачівський провулок,residential,,False,True,267.99,"LINESTRING (22.6443089 48.2091922, 22.6442576 48.2089831, 22.6440826 48.2082702, 22.6452989 48.208039, 22.6462122 48.2078654)",,
100279664,,,Мукачівський провулок,residential,,False,False,267.99,"LINESTRING (22.6462122 48.2078654, 22.6452989 48.208039, 22.6440826 48.2082702, 22.6442576 48.2089831, 22.6443089 48.2091922)",,
"[87716937, 863817876]","['2', '3']",М-24,Мукачівська вулиця,trunk,50,False,True,202.728,"LINESTRING (22.6462122 48.2078654, 22.6458936 48.2072263, 22.6458048 48.207048, 22.6455672 48.2065699, 22.6454369 48.2062078, 22.6454069 48.2061243)",,
864740523,,,вулиця Іштвана Сечені,residential,,False,False,82.247,"LINESTRING (22.6386808 48.2052091, 22.6396278 48.2055948)",,
61274656,,М-23,площа Ференца Ракоці Ⅱ,trunk,50,False,True,66.963,"LINESTRING (22.6473939 48.2060061, 22.6476462 48.2060756, 22.6478857 48.2061793, 22.648164 48.2063152)",,
"[126923653, 864647758, 126923655]",2,М-23,площа Ференца Ракоці Ⅱ,trunk,50,False,False,148.104,"LINESTRING (22.6473939 48.2060061, 22.6471419 48.2059972, 22.6470862 48.2059955, 22.6465766 48.2060365, 22.6465414 48.2060393, 22.6459367 48.2060868, 22.6455506 48.2061141, 22.6455358 48.2061152, 22.6454069 48.2061243)",yes,discouraged
871646447,,,площа Ференца Ракоці Ⅱ,residential,50,False,True,55.27,"LINESTRING (22.6473939 48.2060061, 22.6475676 48.2059599, 22.6480133 48.2059051, 22.6480965 48.2058618)",,
126923652,,,вулиця Габора Бетлена,residential,50,False,False,95.112,"LINESTRING (22.6485539 48.2027833, 22.6482111 48.2033713, 22.6481348 48.20359)",,
"[127240877, 864636478, 127240879]",,,вулиця Бертолона Ліннера,tertiary,,False,"[False, True]",140.95999999999998,"LINESTRING (22.6485539 48.2027833, 22.6478251 48.2026425, 22.6475699 48.202584, 22.6467392 48.2024044)",yes,
