osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width,bridge
436575029,Т-09-03,вулиця Тараса Шевченка,secondary,False,True,73.68299999999999,"LINESTRING (25.6899308 49.3001876, 25.6895577 49.3000622, 25.6895164 49.3000502, 25.68921 49.299954, 25.689021 49.2998926)",,,
436575030,М-19,вулиця Князя Василька,trunk,False,False,233.271,"LINESTRING (25.6899308 49.3001876, 25.6899689 49.3000216, 25.690012 49.2999481, 25.6900955 49.2998764, 25.6901282 49.2998605, 25.6918903 49.2991312, 25.6924022 49.2989632)",50,6,
226282106,Т-09-03,вулиця Січових Стрільців,secondary,False,False,6.762,"LINESTRING (25.6897992 49.2943603, 25.6897663 49.2944172)",,,
226282107,О201417,вулиця Січових Стрільців,tertiary,False,True,29.863,"LINESTRING (25.6897992 49.2943603, 25.6899658 49.2941147)",,,
626723486,Т-09-03,Застіноцька вулиця,secondary,False,True,35.543,"LINESTRING (25.6897992 49.2943603, 25.68975 49.2942768, 25.6896984 49.2942248, 25.6896199 49.2941696, 25.6895114 49.2941093)",,,
226282106,Т-09-03,вулиця Січових Стрільців,secondary,False,True,6.762,"LINESTRING (25.6897663 49.2944172, 25.6897992 49.2943603)",,,
226282106,Т-09-03,вулиця Січових Стрільців,secondary,False,False,145.768,"LINESTRING (25.6897663 49.2944172, 25.6897125 49.2945037, 25.6896473 49.2946088, 25.6891983 49.2953213, 25.6890243 49.2956353)",,,
226282112,,вулиця 22 Січня,residential,False,False,102.352,"LINESTRING (25.6897663 49.2944172, 25.689904 49.2944647, 25.6903137 49.2946066, 25.6909703 49.2948951)",,,
226282112,,вулиця 22 Січня,residential,False,False,52.29,"LINESTRING (25.6909703 49.2948951, 25.6914539 49.295169, 25.6915117 49.2952056)",,,
226282112,,вулиця 22 Січня,residential,False,True,102.352,"LINESTRING (25.6909703 49.2948951, 25.6903137 49.2946066, 25.689904 49.2944647, 25.6897663 49.2944172)",,,
287827859,,вулиця 22 Січня,residential,False,False,179.73600000000002,"LINESTRING (25.6909703 49.2948951, 25.6911174 49.2947322, 25.6914071 49.2944873, 25.6916967 49.2942494, 25.6919467 49.294093, 25.6922117 49.2939135, 25.6924724 49.2938621, 25.6927192 49.2938481)",,,
226282112,,вулиця 22 Січня,residential,False,True,62.992,"LINESTRING (25.6937754 49.2969632, 25.6933594 49.2965815, 25.6932695 49.2965027)",,,
"[366850720, 366850719]",,вулиця 22 Січня,residential,False,False,152.486,"LINESTRING (25.6937754 49.2969632, 25.6941222 49.2973507, 25.6947312 49.2980669, 25.6947638 49.2980976, 25.6948192 49.2981533)",,,yes
409091696,,вулиця Небесної Сотні,residential,False,False,70.80199999999999,"LINESTRING (25.6937754 49.2969632, 25.6937277 49.2969749, 25.6928612 49.2971868)",,,
"[366850720, 366850719]",,вулиця 22 Січня,residential,False,True,152.486,"LINESTRING (25.6948192 49.2981533, 25.6947638 49.2980976, 25.6947312 49.2980669, 25.6941222 49.2973507, 25.6937754 49.2969632)",,,yes
436575030,М-19,вулиця Князя Василька,trunk,False,False,63.104,"LINESTRING (25.6948192 49.2981533, 25.6954263 49.2979298, 25.6954905 49.2979052, 25.6955756 49.2978727)",50,6,
436575030,М-19,вулиця Князя Василька,trunk,False,True,118.44300000000001,"LINESTRING (25.6948192 49.2981533, 25.6936526 49.2985535, 25.6933736 49.2986492)",50,6,
436575030,М-19,вулиця Князя Василька,trunk,False,True,78.617,"LINESTRING (25.6933736 49.2986492, 25.6924022 49.2989632)",50,6,
226282105,,вулиця Мазепи,residential,False,False,126.642,"LINESTRING (25.6933736 49.2986492, 25.6934198 49.2987094, 25.6935358 49.2988608, 25.6937333 49.2990796, 25.6939544 49.2992702, 25.6941633 49.2994241, 25.694378 49.2995724)",,,
436575030,М-19,вулиця Князя Василька,trunk,False,False,118.44300000000001,"LINESTRING (25.6933736 49.2986492, 25.6936526 49.2985535, 25.6948192 49.2981533)",50,6,
628499906,Т-09-03,вулиця Січових Стрільців,secondary,False,True,9.322,"LINESTRING (25.6860973 49.2990069, 25.6859948 49.2989563)",,,
226282108,Т-09-03,вулиця Тараса Шевченка,secondary,False,False,38.636,"LINESTRING (25.6860973 49.2990069, 25.6861964 49.2990304, 25.6863073 49.2990619, 25.6865947 49.2991312)",,,
249836453,,вулиця Івана Франка,residential,False,False,91.489,"LINESTRING (25.6860973 49.2990069, 25.6860156 49.2992641, 25.6859569 49.299435, 25.6858613 49.2998149)",,,
226284540,,вулиця Маковського,residential,False,False,65.562,"LINESTRING (25.687609 49.2917141, 25.6870361 49.2921702)",,,
226284544,,Підлісна вулиця,residential,False,True,153.933,"LINESTRING (25.687609 49.2917141, 25.6881401 49.291942, 25.6892769 49.292432, 25.6893784 49.2924787)",,,
226284535,,Нова вулиця,residential,False,False,68.303,"LINESTRING (25.6863269 49.291766, 25.6870361 49.2921702)",,,
226284535,,Нова вулиця,residential,False,True,68.303,"LINESTRING (25.6870361 49.2921702, 25.6863269 49.291766)",,,
226284540,,вулиця Маковського,residential,False,True,65.562,"LINESTRING (25.6870361 49.2921702, 25.687609 49.2917141)",,,
556229772,,вулиця Маковського,residential,False,False,8.33,"LINESTRING (25.6870361 49.2921702, 25.6869692 49.2922311)",,,
556229772,,вулиця Маковського,residential,False,True,8.33,"LINESTRING (25.6869692 49.2922311, 25.6870361 49.2921702)",,,
226284534,,Зелена вулиця,residential,False,False,163.431,"LINESTRING (25.6869692 49.2922311, 25.687392 49.2923786, 25.6885625 49.2929083, 25.688858 49.2930299)",,,
556229772,,вулиця Маковського,residential,False,False,115.007,"LINESTRING (25.6869692 49.2922311, 25.6867361 49.2924424, 25.6865132 49.2926348, 25.68635 49.2929592, 25.6863296 49.2930766, 25.6863342 49.2931498)",,,
226284544,,Підлісна вулиця,residential,False,False,153.933,"LINESTRING (25.6893784 49.2924787, 25.6892769 49.292432, 25.6881401 49.291942, 25.687609 49.2917141)",,,
226284571,,Підлісна вулиця,residential,False,False,71.985,"LINESTRING (25.6893784 49.2924787, 25.6892834 49.2925857, 25.688858 49.2930299)",,,
226284534,,Зелена вулиця,residential,False,False,51.613,"LINESTRING (25.688858 49.2930299, 25.6894598 49.2932777)",,,
226284534,,Зелена вулиця,residential,False,True,163.431,"LINESTRING (25.688858 49.2930299, 25.6885625 49.2929083, 25.687392 49.2923786, 25.6869692 49.2922311)",,,
226284571,,Підлісна вулиця,residential,False,True,71.985,"LINESTRING (25.688858 49.2930299, 25.6892834 49.2925857, 25.6893784 49.2924787)",,,
556229772,,вулиця Маковського,residential,False,True,115.007,"LINESTRING (25.6863342 49.2931498, 25.6863296 49.2930766, 25.68635 49.2929592, 25.6865132 49.2926348, 25.6867361 49.2924424, 25.6869692 49.2922311)",,,
626723486,Т-09-03,Застіноцька вулиця,secondary,False,False,258.563,"LINESTRING (25.6863342 49.2931498, 25.6864656 49.2931218, 25.686589 49.2931183, 25.6867768 49.2931489, 25.6872155 49.2932601, 25.6888103 49.29385, 25.6893886 49.2940639, 25.6895114 49.2941093)",,,
626723486,Т-09-03,Застіноцька вулиця,secondary,False,True,66.353,"LINESTRING (25.6863342 49.2931498, 25.6862605 49.2931813, 25.6861585 49.2932539, 25.6860051 49.2934491, 25.6858574 49.2936485)",,,
226284534,,Зелена вулиця,residential,False,True,51.613,"LINESTRING (25.6894598 49.2932777, 25.688858 49.2930299)",,,
226284567,,Вербова вулиця,residential,False,True,260.24999999999994,"LINESTRING (25.698449 49.2967836, 25.6983781 49.2967069, 25.6983464 49.2966727, 25.698094 49.2964971, 25.6979727 49.2964048, 25.697719 49.2962047, 25.697637 49.2961332, 25.6974687 49.2959558, 25.6973864 49.2958731, 25.6972567 49.2957829, 25.6970827 49.2956758, 25.6969219 49.2955498, 25.6968154 49.2954675, 25.6966107 49.2953523, 25.6964536 49.2952627, 25.6964014 49.295243, 25.695958 49.2952571)",,,
436575030,М-19,вулиця Князя Василька,trunk,False,True,241.04200000000003,"LINESTRING (25.698449 49.2967836, 25.6979395 49.2969901, 25.6974599 49.2971636, 25.6968074 49.2974164, 25.696737 49.2974415, 25.6966296 49.2974791, 25.6964976 49.2975254, 25.6963 49.2975996, 25.6955756 49.2978727)",50,6,
