osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,junction
207423524,вулиця Січових Стрільців,residential,False,False,203.703,,"LINESTRING (23.1903089 49.5174679, 23.1928748 49.5182302)",,
315499683,Перемишльська вулиця,secondary,False,False,128.742,Т-14-15,"LINESTRING (23.1903089 49.5174679, 23.1904521 49.5173578, 23.1914389 49.5165722)",,
819991948,вулиця Степана Бандери,primary,False,False,20.994,Н-13,"LINESTRING (23.2028626 49.5170485, 23.2027203 49.5169998, 23.2026129 49.5169523)",,
819991948,вулиця Степана Бандери,primary,False,True,47.408,Н-13,"LINESTRING (23.2028626 49.5170485, 23.202952 49.5170795, 23.2034373 49.5172548)",,
870299179,вулиця Івана Мазепи,residential,True,False,21.68,,"LINESTRING (23.2028626 49.5170485, 23.2027198 49.5170376, 23.2026557 49.5170378, 23.2025634 49.517041)",,
54690165,Торгова вулиця,residential,True,False,60.503,,"LINESTRING (23.1941456 49.5151834, 23.1941402 49.5151271, 23.1941561 49.5150673, 23.1941867 49.5150078, 23.1942482 49.5149231, 23.1944822 49.5146991)",,
200961341,вулиця Генерала Шухевича,residential,False,True,10.581,,"LINESTRING (23.1943527 49.5226356, 23.1942249 49.522589)",,
207425091,вулиця Івана Котляревського,residential,False,False,172.18,,"LINESTRING (23.1943527 49.5226356, 23.1954454 49.5215197, 23.195604 49.5213183)",,
54690161,вулиця Івана Франка,primary,False,False,21.626,Н-13;Т-14-15;Т-14-18,"LINESTRING (23.1993209 49.5164184, 23.1996192 49.5164363)",,
54690161,вулиця Івана Франка,primary,False,True,13.381,Н-13;Т-14-15;Т-14-18,"LINESTRING (23.1993209 49.5164184, 23.1991379 49.5163993)",,
207421467,вулиця Петра Сагайдачного,residential,False,True,108.637,,"LINESTRING (23.1993209 49.5164184, 23.1992835 49.516483, 23.19924 49.5165355, 23.1991089 49.5166686, 23.1985243 49.5172453)",,
207421480,Церковна площа,residential,False,False,48.163,,"LINESTRING (23.1946322 49.5164855, 23.1952591 49.5166337)",,
207421480,Церковна площа,residential,False,True,48.163,,"LINESTRING (23.1952591 49.5166337, 23.1946322 49.5164855)",,
381392721,вулиця Андрея Шептицького,residential,False,True,56.917,,"LINESTRING (23.1952591 49.5166337, 23.1949779 49.5171119)",,
381385405,вулиця Адама Міцкевича,residential,False,False,67.959,,"LINESTRING (23.1952591 49.5166337, 23.1952928 49.516642, 23.1961474 49.516836)",,
337792481,Вежова вулиця,residential,False,False,60.999,,"LINESTRING (23.1961474 49.516836, 23.1958369 49.5173462)",,
381385405,вулиця Адама Міцкевича,residential,False,False,83.34,,"LINESTRING (23.1961474 49.516836, 23.1971124 49.5170918, 23.1972101 49.5171275)",,
381385405,вулиця Адама Міцкевича,residential,False,True,67.959,,"LINESTRING (23.1961474 49.516836, 23.1952928 49.516642, 23.1952591 49.5166337)",,
207421469,Замкова площа,residential,True,False,92.067,,"LINESTRING (23.1973309 49.5169533, 23.1985243 49.5172453)",,
605995232,вулиця Богдана Хмельницького,residential,False,False,21.243,,"LINESTRING (23.1973309 49.5169533, 23.1972101 49.5171275)",,
369191091,вулиця Богдана Хмельницького,residential,False,False,64.155,,"LINESTRING (23.1972101 49.5171275, 23.1968871 49.517665)",,
605995232,вулиця Богдана Хмельницького,residential,False,True,21.243,,"LINESTRING (23.1972101 49.5171275, 23.1973309 49.5169533)",,
381385405,вулиця Адама Міцкевича,residential,False,True,83.34,,"LINESTRING (23.1972101 49.5171275, 23.1971124 49.5170918, 23.1961474 49.516836)",,
381392721,вулиця Андрея Шептицького,residential,False,False,56.917,,"LINESTRING (23.1949779 49.5171119, 23.1952591 49.5166337)",,
381392721,вулиця Андрея Шептицького,residential,False,True,56.763,,"LINESTRING (23.1949779 49.5171119, 23.1946887 49.5175866)",,
793330880,Руська вулиця,residential,False,True,67.262,,"LINESTRING (23.1949779 49.5171119, 23.1958369 49.5173462)",,
