osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,lanes,bridge
237678874,True,Т-06-05,вулиця Княгині Ольги,secondary,False,133.111,"LINESTRING (27.6442558 51.2208074, 27.644264 51.2208954, 27.6442715 51.2209249, 27.6442852 51.2209564, 27.6443061 51.2209868, 27.6443363 51.2210153, 27.6443701 51.2210372, 27.6444132 51.2210553, 27.645782 51.2213784)",,,
255883190,False,Т-06-05,Свято-Миколаївська вулиця,secondary,False,49.553,"LINESTRING (27.6442558 51.2208074, 27.6442895 51.220719, 27.6443346 51.2206341, 27.6444939 51.2203883)",50,,
244656782,False,Т-06-05,Свято-Воздвиженська вулиця,secondary,False,88.172,"LINESTRING (27.6464124 51.2257914, 27.6465214 51.2256726, 27.6465821 51.2256148, 27.6466464 51.2255615, 27.6467877 51.2254602, 27.647204 51.2251763)",50,,
244656782,False,Т-06-05,Свято-Воздвиженська вулиця,secondary,True,135.209,"LINESTRING (27.6464124 51.2257914, 27.6463309 51.2258902, 27.6462494 51.2259912, 27.6458202 51.2265314, 27.6455023 51.2268647)",50,,
435794382,False,О-061622,вулиця Пушкіна,tertiary,False,101.326,"LINESTRING (27.6464124 51.2257914, 27.6460843 51.2256617, 27.645785 51.2255379, 27.6451952 51.2252922)",,,
244656782,False,Т-06-05,Свято-Воздвиженська вулиця,secondary,False,135.209,"LINESTRING (27.6455023 51.2268647, 27.6458202 51.2265314, 27.6462494 51.2259912, 27.6463309 51.2258902, 27.6464124 51.2257914)",50,,
244656782,False,Т-06-05,Свято-Воздвиженська вулиця,secondary,True,49.002,"LINESTRING (27.6455023 51.2268647, 27.6453327 51.2268237, 27.6451846 51.226802, 27.6450387 51.226794, 27.6449412 51.2267939, 27.6448467 51.2268014, 27.6448178 51.2268077)",50,,
292519579,False,,вулиця Гетьмана Виговського,residential,False,66.847,"LINESTRING (27.6559065 51.2239068, 27.6550591 51.2236244)",,,
292519576,False,О-061621,Володимирська вулиця,tertiary,False,52.58,"LINESTRING (27.6559065 51.2239068, 27.6556435 51.2238706, 27.6554019 51.2238461, 27.6551624 51.2238292)",50,2,
255763550,False,О-061321,Промислова вулиця,tertiary,True,31.313,"LINESTRING (27.6449966 51.2196418, 27.6447479 51.2194072)",50,,
255883190,False,Т-06-05,Свято-Миколаївська вулиця,secondary,True,18.644,"LINESTRING (27.6449966 51.2196418, 27.6448926 51.2197963)",50,,
255883190,False,Т-06-05,Свято-Миколаївська вулиця,secondary,False,30.798000000000002,"LINESTRING (27.6449966 51.2196418, 27.6451403 51.2194239, 27.6451658 51.2193859)",50,,
233041553,False,,,residential,True,158.02400000000003,"LINESTRING (27.6419347 51.2210496, 27.6420638 51.2210599, 27.642478 51.2211011, 27.6432047 51.2211765, 27.643346 51.2212051, 27.6434619 51.2212347, 27.6435493 51.2212655, 27.6436286 51.2213, 27.6437008 51.2213326, 27.6437878 51.2213559, 27.6438994 51.2213675, 27.6441146 51.2213588)",,,
233041553,False,,,residential,False,158.024,"LINESTRING (27.6441146 51.2213588, 27.6438994 51.2213675, 27.6437878 51.2213559, 27.6437008 51.2213326, 27.6436286 51.2213, 27.6435493 51.2212655, 27.6434619 51.2212347, 27.643346 51.2212051, 27.6432047 51.2211765, 27.642478 51.2211011, 27.6420638 51.2210599, 27.6419347 51.2210496)",,,
711834090,True,Т-06-05,Свято-Миколаївська вулиця,secondary,False,62.352999999999994,"LINESTRING (27.6441146 51.2213588, 27.6441204 51.2212085, 27.6441524 51.2210745, 27.644191 51.2209614, 27.6442558 51.2208074)",50,,
"[237678874, 711834091]",True,Т-06-05,"['вулиця Княгині Ольги', 'Соборна площа']",secondary,False,95.632,"LINESTRING (27.6471255 51.2217708, 27.6478538 51.2219809, 27.6482693 51.2220979, 27.6483745 51.2221282)",,,
332246592,False,,Інтернаціональна вулиця,residential,False,76.029,"LINESTRING (27.6471255 51.2217708, 27.6472815 51.2213869, 27.6473128 51.2212919, 27.6473549 51.2212143, 27.6474405 51.2211198)",,,
292519576,False,О-061621,Володимирська вулиця,tertiary,True,196.149,"LINESTRING (27.6523513 51.2233152, 27.6536531 51.2236624, 27.6538326 51.2237058, 27.6539904 51.2237328, 27.6541017 51.2237507, 27.6542036 51.2237638, 27.6543102 51.223774, 27.6544168 51.2237803, 27.6548934 51.2238114, 27.6550253 51.2238204)",50,2,
662458861,False,,,residential,True,47.093999999999994,"LINESTRING (27.6523513 51.2233152, 27.6525004 51.2231598, 27.6526367 51.2230434, 27.6527294 51.2229646)",,,
703045267,False,,Кооперативна вулиця,residential,False,48.949,"LINESTRING (27.6523513 51.2233152, 27.6522192 51.2234945, 27.6521395 51.2235887, 27.6520157 51.2237006)",,,
713431080,False,О-061621,Володимирська вулиця,tertiary,False,170.054,"LINESTRING (27.6523513 51.2233152, 27.6517319 51.2231384, 27.6501279 51.2226829)",50,2,
"[244656780, 244656781, 244656782]",False,Т-06-05,Свято-Воздвиженська вулиця,secondary,False,200.657,"LINESTRING (27.6479726 51.2246138, 27.6481918 51.2244172, 27.6486563 51.2239605, 27.6494801 51.2230768)",50,2,yes
244656782,False,Т-06-05,Свято-Воздвиженська вулиця,secondary,True,82.33500000000001,"LINESTRING (27.6479726 51.2246138, 27.6478054 51.2247441, 27.6476271 51.2248729, 27.6472626 51.2251363, 27.647204 51.2251763)",50,,
