osmid,oneway,ref,highway,maxspeed,junction,reversed,length,geometry,name
172203027,True,Н-09,primary,50,roundabout,False,29.927000000000003,"LINESTRING (24.72475 49.122225, 24.7247099 49.1222668, 24.7246808 49.1222914, 24.7246262 49.1223196, 24.7245777 49.1223362, 24.7245348 49.1223385, 24.7244821 49.1223371, 24.7244184 49.1223211)",
172203030,True,Н-09,primary,50,,False,68.011,"LINESTRING (24.72475 49.122225, 24.7248557 49.1223784, 24.7249145 49.1224866, 24.7249485 49.1225491, 24.725103 49.122791)",
297027392,True,Н-09,primary,50,,False,72.58,"LINESTRING (24.7238138 49.1216316, 24.7241385 49.1217815, 24.724391 49.1219294, 24.7245929 49.1220378)",
279399659,True,,tertiary,,,False,147.081,"LINESTRING (24.7278336 49.121985, 24.7279179 49.1220224, 24.7279917 49.1221225, 24.7281279 49.1227414, 24.7281332 49.1228344, 24.7281144 49.1229275, 24.7280618 49.1231316, 24.7280056 49.1232518)",вулиця Осмомисла
233034841,False,,residential,,,False,63.26,"LINESTRING (24.7260959 49.1220343, 24.725643 49.1215487)",
878049252,False,,tertiary,,,False,19.462,"LINESTRING (24.7260959 49.1220343, 24.7258287 49.1220418)",вулиця Івана Франка
234921869,True,,tertiary,,,False,126.689,"LINESTRING (24.7260959 49.1220343, 24.7276148 49.1219751, 24.7278336 49.121985)",вулиця Івана Франка
878049252,False,,tertiary,,,False,34.115,"LINESTRING (24.7258287 49.1220418, 24.725361 49.1220627)",вулиця Івана Франка
878049252,False,,tertiary,,,True,19.462,"LINESTRING (24.7258287 49.1220418, 24.7260959 49.1220343)",вулиця Івана Франка
"[233034778, 474139935]",False,,tertiary,,,True,120.459,"LINESTRING (24.7258287 49.1220418, 24.7258177 49.1221887, 24.7258028 49.1223448, 24.7257952 49.1224244, 24.725748 49.1231238)",
172203027,True,Н-09,primary,50,roundabout,False,31.073999999999998,"LINESTRING (24.7241917 49.1220606, 24.724278 49.122035, 24.7243359 49.1220175, 24.7244428 49.122005, 24.7245229 49.1220146, 24.7245929 49.1220378)",
297027397,True,Н-09,primary,50,,False,55.462,"LINESTRING (24.7241917 49.1220606, 24.7241528 49.1219864, 24.7240933 49.1219044, 24.7240511 49.1218464, 24.7239809 49.1217742, 24.7238991 49.1217015, 24.7238138 49.1216316)",
172317668,False,,residential,,,False,14.729,"LINESTRING (24.725748 49.1231238, 24.7257346 49.1231889, 24.7256938 49.1232501)",
"[233034778, 474139935]",False,,tertiary,,,False,120.45899999999999,"LINESTRING (24.725748 49.1231238, 24.7257952 49.1224244, 24.7258028 49.1223448, 24.7258177 49.1221887, 24.7258287 49.1220418)",
172203026,True,,tertiary,,,False,164.91000000000003,"LINESTRING (24.7280056 49.1232518, 24.7279266 49.1232487, 24.727822 49.12324, 24.7271439 49.1232023, 24.7259179 49.1231342, 24.725748 49.1231238)",
