osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,width,bridge
171672717,False,,вулиця Ярослава Мудрого,tertiary,True,96.292,"LINESTRING (22.7205898 48.4400957, 22.7203874 48.4398651, 22.7203236 48.4397978, 22.7199242 48.4393508)",,,
937791587,False,,Успенська вулиця,residential,False,63.265,"LINESTRING (22.7205898 48.4400957, 22.7204514 48.4400877, 22.720251 48.4400761, 22.7200024 48.4400597, 22.7197364 48.4400396)",,,
93174545,False,,Ужгородська вулиця,tertiary,True,161.527,"LINESTRING (22.7140606 48.4459331, 22.7144089 48.4456338, 22.7148828 48.4452516, 22.7154421 48.4448062)",50,,
124198651,True,,Ринкова вулиця,residential,False,123.313,"LINESTRING (22.7229572 48.4425409, 22.7229751 48.4425209, 22.7231662 48.4423075, 22.7237652 48.4416575, 22.7238347 48.4415975)",,,
"[960188276, 848619902]",False,2,вулиця Олександра Духновича,tertiary,True,120.43199999999999,"LINESTRING (22.7238347 48.4415975, 22.723785 48.4415685, 22.7235853 48.4414464, 22.7231849 48.4412102, 22.7226174 48.4408758)",,,
696367896,False,,вулиця Мігая Мункачі,residential,True,97.06900000000002,"LINESTRING (22.7249059 48.444802, 22.7248588 48.4447234, 22.7246572 48.4443869, 22.724645 48.4443666, 22.7246001 48.4442917, 22.7245608 48.4442262, 22.7244677 48.444075, 22.7244108 48.4439933)",,,
156261527,False,,вулиця Михайла Грушевського,residential,False,122.538,"LINESTRING (22.7220284 48.4450548, 22.7232334 48.4457356, 22.7232931 48.4457694)",,,
156261527,False,,вулиця Михайла Грушевського,residential,True,47.168000000000006,"LINESTRING (22.7220284 48.4450548, 22.7216078 48.4448466, 22.7215159 48.4448011)",,,
157249679,True,,Музикальна вулиця,residential,False,216.909,"LINESTRING (22.7220284 48.4450548, 22.7222274 48.4450638, 22.722434 48.4450774, 22.7225706 48.4450941, 22.7226987 48.4450989, 22.7227346 48.4450987, 22.7231924 48.4450964, 22.7233473 48.4450852, 22.7234834 48.4450692, 22.7235887 48.4450493, 22.7238993 48.4449838, 22.7242441 48.4449179, 22.7248554 48.4448109, 22.7249059 48.444802)",40,5.8,
120310921,False,,вулиця Йосипа Жупана,residential,True,92.23599999999999,"LINESTRING (22.7232931 48.4457694, 22.7232353 48.4458152, 22.7225297 48.4463767, 22.7224923 48.4464065)",,,
156261527,False,,вулиця Михайла Грушевського,residential,True,122.538,"LINESTRING (22.7232931 48.4457694, 22.7232334 48.4457356, 22.7220284 48.4450548)",,,
243832686,False,,Єпархіальна вулиця,residential,True,115.766,"LINESTRING (22.7232931 48.4457694, 22.7233303 48.4457524, 22.7233459 48.4457496, 22.7233772 48.4457441, 22.7234227 48.4457439, 22.724798 48.4460045)",50,,
"[93097666, 243832674]",True,,"['вулиця Мігая Мункачі', 'вулиця Олександра Чулея']",residential,False,271.503,"LINESTRING (22.7244108 48.4439933, 22.7243321 48.4439326, 22.7238974 48.4436481, 22.7238427 48.4436729, 22.723242 48.4439716, 22.7225759 48.4443021, 22.721882 48.4446464, 22.7215985 48.4447686, 22.7215159 48.4448011)",,,
696367896,False,,вулиця Мігая Мункачі,residential,False,97.069,"LINESTRING (22.7244108 48.4439933, 22.7244677 48.444075, 22.7245608 48.4442262, 22.7246001 48.4442917, 22.724645 48.4443666, 22.7246572 48.4443869, 22.7248588 48.4447234, 22.7249059 48.444802)",,,
"[123590971, 93097670]",False,3,"['вулиця Михайла Грушевського', 'Мостова вулиця']",residential,False,112.96499999999999,"LINESTRING (22.7190726 48.4429676, 22.7190332 48.44289, 22.7189841 48.4428206, 22.718832 48.4426393, 22.7188213 48.4426223, 22.7187707 48.4425631, 22.7186652 48.4424617, 22.7186133 48.4424308, 22.7185616 48.4424132, 22.7185012 48.4424099, 22.7184249 48.4424212, 22.7183647 48.4424388, 22.7182987 48.4424689, 22.7182197 48.4425166, 22.7181685 48.4425475, 22.718113 48.442581)",,,
124198651,True,,Ринкова вулиця,residential,False,340.237,"LINESTRING (22.7190726 48.4429676, 22.7192239 48.4429662, 22.7207246 48.4429509, 22.7209203 48.4429494, 22.7209551 48.4429516, 22.7209988 48.4429592, 22.7210411 48.4429703, 22.7214805 48.4431869, 22.7217701 48.4433296, 22.7218047 48.4433415, 22.7218492 48.4433406, 22.721885 48.4433264, 22.7221509 48.44315, 22.7222953 48.4430605, 22.7226446 48.4428441, 22.7227009 48.4427977, 22.7229572 48.4425409)",,,
156261527,False,,вулиця Михайла Грушевського,residential,False,286.494,"LINESTRING (22.7190726 48.4429676, 22.7191138 48.4430569, 22.7192351 48.443361, 22.7193204 48.4435315, 22.7194019 48.4436725, 22.7194647 48.4437616, 22.719512 48.4438317, 22.7195993 48.4439237, 22.7196822 48.44399, 22.7198246 48.4440822, 22.7199919 48.444182, 22.7201152 48.4442416, 22.7201627 48.4442646, 22.7203015 48.4443272, 22.72088 48.4445439, 22.7209774 48.4445782, 22.7211915 48.4446598, 22.7214136 48.4447562, 22.721448 48.4447713, 22.7215159 48.4448011)",,,
120310921,False,,вулиця Йосипа Жупана,residential,False,92.23599999999999,"LINESTRING (22.7224923 48.4464065, 22.7225297 48.4463767, 22.7232353 48.4458152, 22.7232931 48.4457694)",,,
120310901,False,,вулиця Миколи Вітенбергера,residential,False,94.958,"LINESTRING (22.7215159 48.4448011, 22.7214404 48.4448391, 22.7214214 48.444851, 22.7213265 48.4449106, 22.7207545 48.4453639, 22.7207066 48.4453994, 22.7206582 48.4454355)",,,
156261527,False,,вулиця Михайла Грушевського,residential,False,47.168000000000006,"LINESTRING (22.7215159 48.4448011, 22.7216078 48.4448466, 22.7220284 48.4450548)",,,
156261527,False,,вулиця Михайла Грушевського,residential,True,286.494,"LINESTRING (22.7215159 48.4448011, 22.721448 48.4447713, 22.7214136 48.4447562, 22.7211915 48.4446598, 22.7209774 48.4445782, 22.72088 48.4445439, 22.7203015 48.4443272, 22.7201627 48.4442646, 22.7201152 48.4442416, 22.7199919 48.444182, 22.7198246 48.4440822, 22.7196822 48.44399, 22.7195993 48.4439237, 22.719512 48.4438317, 22.7194647 48.4437616, 22.7194019 48.4436725, 22.7193204 48.4435315, 22.7192351 48.443361, 22.7191138 48.4430569, 22.7190726 48.4429676)",,,
243832672,True,,Купальна вулиця,residential,False,28.257,"LINESTRING (22.7246621 48.4438015, 22.7244108 48.4439933)",,,
156261528,True,,вулиця Самуїла Габермана,residential,False,189.8,"LINESTRING (22.7246621 48.4438015, 22.7245296 48.4437043, 22.724455 48.443635, 22.7241569 48.4433101, 22.724052 48.4432156, 22.7239365 48.4431212, 22.7238035 48.4430322, 22.7235839 48.4428987, 22.7233607 48.4427713, 22.7231281 48.4426385, 22.7229572 48.4425409)",,,
93097668,True,,вулиця Івана Парканія,residential,False,346.67699999999996,"LINESTRING (22.7169406 48.4435283, 22.717009 48.4435585, 22.7170385 48.4435714, 22.7173254 48.443719, 22.7196484 48.4449145, 22.720198 48.4451947, 22.7203357 48.4452665, 22.7205833 48.4453956, 22.7206582 48.4454355)",50,,
"[93174545, 93174543, 843050383]",False,2,"['Ужгородська вулиця', 'Центральний міст', 'Мостова вулиця']",tertiary,False,180.058,"LINESTRING (22.7169406 48.4435283, 22.7168527 48.44361, 22.7159012 48.4444364, 22.715788 48.4445286, 22.7154421 48.4448062)",50,,yes
848640826,False,3,Мостова вулиця,tertiary,True,136.303,"LINESTRING (22.7169406 48.4435283, 22.7169811 48.4434934, 22.717157 48.4433417, 22.7177981 48.4428315, 22.7179796 48.4426871, 22.718113 48.442581)",50,,
157213320,False,2,вулиця Рауля Валленберга,tertiary,False,126.15299999999999,"LINESTRING (22.7125569 48.4417231, 22.7126129 48.4417115, 22.7126763 48.4417039, 22.7133416 48.441718, 22.7135673 48.4417228, 22.7142626 48.4417375)",,,
"[123590971, 93097670]",False,3,"['вулиця Михайла Грушевського', 'Мостова вулиця']",residential,True,112.96500000000002,"LINESTRING (22.718113 48.442581, 22.7181685 48.4425475, 22.7182197 48.4425166, 22.7182987 48.4424689, 22.7183647 48.4424388, 22.7184249 48.4424212, 22.7185012 48.4424099, 22.7185616 48.4424132, 22.7186133 48.4424308, 22.7186652 48.4424617, 22.7187707 48.4425631, 22.7188213 48.4426223, 22.718832 48.4426393, 22.7189841 48.4428206, 22.7190332 48.44289, 22.7190726 48.4429676)",,,
848640826,False,3,Мостова вулиця,tertiary,False,136.303,"LINESTRING (22.718113 48.442581, 22.7179796 48.4426871, 22.7177981 48.4428315, 22.717157 48.4433417, 22.7169811 48.4434934, 22.7169406 48.4435283)",50,,
"[157213320, 848640828]",False,"['2', '3']",вулиця Рауля Валленберга,tertiary,True,301.41799999999995,"LINESTRING (22.718113 48.442581, 22.718023 48.4425546, 22.7178834 48.4425347, 22.7170038 48.4424051, 22.7160609 48.4422618, 22.7158016 48.4422135, 22.715643 48.4421773, 22.7154111 48.4420994, 22.7151411 48.441999, 22.7146543 48.44182, 22.7144949 48.4417741, 22.7143719 48.4417471, 22.7142626 48.4417375)",,,
120287659,False,,вулиця Володимира Зайця,residential,False,177.267,"LINESTRING (22.7217848 48.4377323, 22.721849 48.4377343, 22.7232137 48.4377775, 22.7239211 48.4377945, 22.7241855 48.4378009)",,,
120287659,False,,вулиця Володимира Зайця,residential,True,118.24300000000001,"LINESTRING (22.7217848 48.4377323, 22.721723 48.4377299, 22.7202702 48.4376744, 22.7201846 48.4376711)",,,
987320124,False,4,вулиця Миру,tertiary,True,13.763,"LINESTRING (22.7226198 48.4400092, 22.7227456 48.4399178)",,,
120287633,True,2,вулиця Яноша Недецеї,residential,False,275.035,"LINESTRING (22.7226198 48.4400092, 22.7225185 48.4399498, 22.7222072 48.4397505, 22.7221468 48.4396928, 22.7219822 48.43949, 22.72191 48.4394011, 22.7218849 48.4393651, 22.7218615 48.4393316, 22.7218409 48.4392842, 22.7218197 48.4392344, 22.7217641 48.4391038, 22.7217096 48.4389756, 22.7216915 48.4389331, 22.7216823 48.4388898, 22.7216758 48.4388632, 22.7216731 48.4388469, 22.7216708 48.4387626, 22.7216868 48.4386179, 22.7217005 48.4384941, 22.7217164 48.4383506, 22.7217191 48.4383261, 22.7217484 48.4380607, 22.721779 48.4377844, 22.7217848 48.4377323)",,,
848619905,False,3,вулиця Миру,tertiary,False,70.929,"LINESTRING (22.7226198 48.4400092, 22.7221624 48.4403406, 22.7221006 48.4403862, 22.7220178 48.440443, 22.7219672 48.4404776)",,,
"[157213320, 848640828]",False,"['2', '3']",вулиця Рауля Валленберга,tertiary,False,301.418,"LINESTRING (22.7142626 48.4417375, 22.7143719 48.4417471, 22.7144949 48.4417741, 22.7146543 48.44182, 22.7151411 48.441999, 22.7154111 48.4420994, 22.715643 48.4421773, 22.7158016 48.4422135, 22.7160609 48.4422618, 22.7170038 48.4424051, 22.7178834 48.4425347, 22.718023 48.4425546, 22.718113 48.442581)",,,
157213320,False,2,вулиця Рауля Валленберга,tertiary,True,126.15299999999999,"LINESTRING (22.7142626 48.4417375, 22.7135673 48.4417228, 22.7133416 48.441718, 22.7126763 48.4417039, 22.7126129 48.4417115, 22.7125569 48.4417231)",,,
120287659,False,,вулиця Володимира Зайця,residential,False,118.243,"LINESTRING (22.7201846 48.4376711, 22.7202702 48.4376744, 22.721723 48.4377299, 22.7217848 48.4377323)",,,
865961060,False,,вулиця Івана Маргітича,residential,False,189.391,"LINESTRING (22.7201846 48.4376711, 22.7200442 48.4391864, 22.7200178 48.4392507, 22.719995 48.439281, 22.7199737 48.4393094, 22.7199242 48.4393508)",,,
120310901,False,,вулиця Миколи Вітенбергера,residential,True,94.958,"LINESTRING (22.7206582 48.4454355, 22.7207066 48.4453994, 22.7207545 48.4453639, 22.7213265 48.4449106, 22.7214214 48.444851, 22.7214404 48.4448391, 22.7215159 48.4448011)",,,
157218905,True,,вулиця Івана Парканія,residential,False,173.085,"LINESTRING (22.7206582 48.4454355, 22.720692 48.445454, 22.7224923 48.4464065)",,,
120970519,True,,вулиця Героїв Красного Поля,tertiary,False,228.925,"LINESTRING (22.7139808 48.4396988, 22.7139593 48.4397742, 22.7139516 48.4398267, 22.7139489 48.4398859, 22.7139734 48.4401645, 22.7139841 48.4402277, 22.7140052 48.4402821, 22.7141005 48.4404839, 22.7141396 48.4405912, 22.7141503 48.4406665, 22.7142606 48.4416583, 22.7142612 48.4416824, 22.7142626 48.4417375)",,,
864997390,False,2,вулиця Ілони Зріні,secondary,True,72.155,"LINESTRING (22.7139808 48.4396988, 22.714651 48.4397859, 22.7149407 48.4398235)",50,,
124415384,False,,Латорична вулиця,residential,False,93.83500000000001,"LINESTRING (22.7165172 48.4463936, 22.7164467 48.4463444, 22.7156408 48.4457819)",,,
"[708545402, 1148308613]",False,,"['вулиця Олега Куцина', 'вулиця Володимира Фраткіна']",residential,"[False, True]",278.694,"LINESTRING (22.7165172 48.4463936, 22.7165496 48.4463728, 22.7165822 48.4463519, 22.7168429 48.4461845, 22.7169287 48.4461193, 22.7169437 48.4461079, 22.7170373 48.4460121, 22.7170733 48.4459753, 22.7172713 48.4457726, 22.717329 48.4456958, 22.7173579 48.4456376, 22.7173592 48.4456035, 22.7170603 48.4454309, 22.7169228 48.4453688, 22.7167727 48.4453155, 22.7166387 48.4452738, 22.7162534 48.4452007, 22.7161323 48.4451761, 22.7160317 48.4451322, 22.7160082 48.4451191, 22.715989 48.4451084, 22.7158177 48.4450147, 22.7154801 48.4448294, 22.7154421 48.4448062)",,,
120287659,False,,вулиця Володимира Зайця,residential,True,177.267,"LINESTRING (22.7241855 48.4378009, 22.7239211 48.4377945, 22.7232137 48.4377775, 22.721849 48.4377343, 22.7217848 48.4377323)",,,
124415384,False,,Латорична вулиця,residential,True,93.83500000000001,"LINESTRING (22.7156408 48.4457819, 22.7164467 48.4463444, 22.7165172 48.4463936)",,,
987320124,False,4,вулиця Миру,tertiary,False,13.763,"LINESTRING (22.7227456 48.4399178, 22.7226198 48.4400092)",,,
223729837,False,,вулиця Миру,residential,True,34.024,"LINESTRING (22.7227456 48.4399178, 22.7228679 48.4399888, 22.7228803 48.439996, 22.7229681 48.4400485, 22.7230323 48.4401032, 22.7230547 48.4401398)",,,
848619906,False,4,вулиця Миру,tertiary,True,213.42999999999998,"LINESTRING (22.7227456 48.4399178, 22.7228643 48.4398334, 22.7232212 48.4395738, 22.7232971 48.4395185, 22.7237336 48.439201, 22.7239382 48.4390522, 22.7243911 48.4387228, 22.7245016 48.4386488, 22.7246208 48.4385769, 22.7247242 48.4385189)",,,
156261521,False,3,вулиця Олександра Духновича,tertiary,True,65.279,"LINESTRING (22.7226174 48.4408758, 22.7225091 48.4408109, 22.7221359 48.4405831, 22.722082 48.4405494, 22.7219672 48.4404776)",,,
223729837,False,,вулиця Миру,residential,False,93.211,"LINESTRING (22.7226174 48.4408758, 22.7226677 48.4408374, 22.7226952 48.4408171, 22.7229585 48.4406233, 22.7230041 48.4405757, 22.723028 48.4405298, 22.7230539 48.4404661, 22.7230685 48.4404012, 22.7230752 48.4403279, 22.7230712 48.4401948, 22.7230547 48.4401398)",,,
"[960188276, 848619902]",False,2,вулиця Олександра Духновича,tertiary,False,120.43199999999999,"LINESTRING (22.7226174 48.4408758, 22.7231849 48.4412102, 22.7235853 48.4414464, 22.723785 48.4415685, 22.7238347 48.4415975)",,,
243832686,False,,Єпархіальна вулиця,residential,False,115.76599999999999,"LINESTRING (22.724798 48.4460045, 22.7234227 48.4457439, 22.7233772 48.4457441, 22.7233459 48.4457496, 22.7233303 48.4457524, 22.7232931 48.4457694)",50,,
937791587,False,,Успенська вулиця,residential,True,63.26499999999999,"LINESTRING (22.7197364 48.4400396, 22.7200024 48.4400597, 22.720251 48.4400761, 22.7204514 48.4400877, 22.7205898 48.4400957)",,,
39016868,False,,Успенська вулиця,residential,False,68.466,"LINESTRING (22.7181381 48.4398865, 22.718052 48.4398781, 22.7180024 48.4398776, 22.7179239 48.4398768, 22.717788 48.4398832, 22.717629 48.4399047, 22.717425 48.4399499, 22.7173455 48.4399726, 22.7172419 48.4400023)",,,
93174545,False,,Ужгородська вулиця,tertiary,False,161.527,"LINESTRING (22.7154421 48.4448062, 22.7148828 48.4452516, 22.7144089 48.4456338, 22.7140606 48.4459331)",50,,
"[843050383, 93174545, 93174543]",False,2,"['Мостова вулиця', 'Ужгородська вулиця', 'Центральний міст']",tertiary,True,180.058,"LINESTRING (22.7154421 48.4448062, 22.715788 48.4445286, 22.7159012 48.4444364, 22.7168527 48.44361, 22.7169406 48.4435283)",50,,yes
"[708545402, 1148308613]",False,,"['вулиця Олега Куцина', 'вулиця Володимира Фраткіна']",residential,"[False, True]",278.694,"LINESTRING (22.7154421 48.4448062, 22.7154801 48.4448294, 22.7158177 48.4450147, 22.715989 48.4451084, 22.7160082 48.4451191, 22.7160317 48.4451322, 22.7161323 48.4451761, 22.7162534 48.4452007, 22.7166387 48.4452738, 22.7167727 48.4453155, 22.7169228 48.4453688, 22.7170603 48.4454309, 22.7173592 48.4456035, 22.7173579 48.4456376, 22.717329 48.4456958, 22.7172713 48.4457726, 22.7170733 48.4459753, 22.7170373 48.4460121, 22.7169437 48.4461079, 22.7169287 48.4461193, 22.7168429 48.4461845, 22.7165822 48.4463519, 22.7165496 48.4463728, 22.7165172 48.4463936)",,,
223729837,False,,вулиця Миру,residential,False,34.024,"LINESTRING (22.7230547 48.4401398, 22.7230323 48.4401032, 22.7229681 48.4400485, 22.7228803 48.439996, 22.7228679 48.4399888, 22.7227456 48.4399178)",,,
223729837,False,,вулиця Миру,residential,True,93.211,"LINESTRING (22.7230547 48.4401398, 22.7230712 48.4401948, 22.7230752 48.4403279, 22.7230685 48.4404012, 22.7230539 48.4404661, 22.723028 48.4405298, 22.7230041 48.4405757, 22.7229585 48.4406233, 22.7226952 48.4408171, 22.7226677 48.4408374, 22.7226174 48.4408758)",,,
848910328,False,,,residential,False,171.826,"LINESTRING (22.7230547 48.4401398, 22.7230859 48.440145, 22.723172 48.4401594, 22.723249 48.4401785, 22.7233208 48.4401987, 22.7241326 48.4405349, 22.7242945 48.4405839, 22.7243757 48.4406031, 22.7244764 48.4406269, 22.725184 48.4407155)",,,
848910328,False,,,residential,True,171.826,"LINESTRING (22.725184 48.4407155, 22.7244764 48.4406269, 22.7243757 48.4406031, 22.7242945 48.4405839, 22.7241326 48.4405349, 22.7233208 48.4401987, 22.723249 48.4401785, 22.723172 48.4401594, 22.7230859 48.440145, 22.7230547 48.4401398)",,,
