osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge
68742186,True,вулиця Козацький Вал,residential,10,False,355.432,"LINESTRING (34.7968954 50.9080323, 34.7968726 50.9080903, 34.7968104 50.9081594, 34.7959408 50.9085489, 34.7959093 50.9085676, 34.7958924 50.9086246, 34.7959287 50.9086723, 34.796462 50.9091692, 34.796941 50.9096254, 34.7975692 50.9102237, 34.7980821 50.9100904, 34.7981131 50.9101158)",,
168115776,False,Покровська площа,primary,,False,98.392,"LINESTRING (34.7968954 50.9080323, 34.7979377 50.9076568, 34.7981096 50.9075889)",5,
168115776,False,Покровська площа,primary,,True,84.043,"LINESTRING (34.7968954 50.9080323, 34.7963489 50.9081278, 34.7958203 50.9083457)",5,
168115776,False,Покровська площа,primary,,True,98.392,"LINESTRING (34.7981096 50.9075889, 34.7979377 50.9076568, 34.7968954 50.9080323)",5,
1021586914,False,Монастирський провулок,residential,10,False,58.572,"LINESTRING (34.7987993 50.9098154, 34.7986291 50.9098879, 34.7981992 50.9100778, 34.7981131 50.9101158)",,
44730312,True,Нижньовоскресенська вулиця,tertiary,50,False,186.60899999999998,"LINESTRING (34.7973492 50.9104045, 34.7973259 50.910383, 34.7960304 50.9091677, 34.7958494 50.9090185)",,
1021586914,False,Монастирський провулок,residential,10,True,62.452,"LINESTRING (34.7973492 50.9104045, 34.797404 50.9103808, 34.7981131 50.9101158)",,
68742177,False,Сурогінський провулок,residential,10,False,120.36000000000001,"LINESTRING (34.7998166 50.9107932, 34.7997302 50.9108299, 34.7994069 50.910967, 34.7983932 50.9113983)",,
422646514,False,майдан Незалежності,residential,50,False,244.099,"LINESTRING (34.8005361 50.9114847, 34.8006463 50.9114818, 34.8007564 50.9114954, 34.800831 50.9115123, 34.8009706 50.9115585, 34.8011433 50.9116461, 34.8012353 50.9117184, 34.8012883 50.9117961, 34.8013025 50.9118681, 34.8012738 50.9119635, 34.8011667 50.9121535, 34.8010011 50.9123852, 34.8006723 50.9128455, 34.8005856 50.9129982, 34.8004755 50.913286)",,
54690716,False,вулиця Набережна річки Псел,secondary,50,True,164.997,"LINESTRING (34.8004755 50.913286, 34.8000036 50.9132943, 34.7998488 50.913297, 34.7985812 50.9133192, 34.7984228 50.9133219, 34.7982485 50.9133009, 34.7981367 50.9132693)",5,
111317456,False,Нижньовоскресенська вулиця,tertiary,50,True,255.892,"LINESTRING (34.8004755 50.913286, 34.8000519 50.912965, 34.7994658 50.9124139, 34.7987936 50.9117744, 34.7984652 50.9114649, 34.7983932 50.9113983)",,
199247188,False,вулиця Набережна річки Сумка,secondary,50,False,288.15600000000006,"LINESTRING (34.8004755 50.913286, 34.8007131 50.9132853, 34.8014474 50.9132825, 34.8023738 50.9132789, 34.8045856 50.9132703)",6,
