osmid,name,highway,oneway,reversed,length,geometry,maxspeed,junction,lanes,bridge
637941075,вулиця Карпатської Січі,residential,False,True,39.162000000000006,"LINESTRING (23.2902093 48.1772954, 23.2902203 48.1773609, 23.2902512 48.1775022, 23.2902783 48.177581, 23.2903169 48.1776381)",,,,
61376995,вулиця Карпатської Січі,secondary,True,False,30.573,"LINESTRING (23.2941794 48.1736534, 23.2942951 48.1733895)",50,,,
861212138,вулиця Конституції,residential,True,False,23.249,"LINESTRING (23.2941794 48.1736534, 23.293979 48.1734926)",,,,
727581163,,secondary,True,False,3.064,"LINESTRING (23.2963531 48.1767851, 23.2963931 48.176792)",50,circular,,
861203978,вулиця Свободи,secondary,False,False,156.832,"LINESTRING (23.2963531 48.1767851, 23.296358 48.176522, 23.296356 48.1759522, 23.2963357 48.1754614, 23.2963335 48.1753749)",50,,,
917483538,площа Богдана Хмельницького,secondary,False,True,4.877,"LINESTRING (23.2954005 48.1767652, 23.2953372 48.1767533)",50,,,
727581160,площа Богдана Хмельницького,secondary,True,False,65.313,"LINESTRING (23.2954005 48.1767652, 23.2955714 48.1767743, 23.2955831 48.1767749, 23.2959663 48.1767906, 23.2961904 48.1767884, 23.29628 48.1767897)",50,,,
"[431576491, 431576493, 173141983]",вулиця Степана Папа,secondary,True,False,179.593,"LINESTRING (23.2960234 48.172329, 23.2960078 48.1727463, 23.2959926 48.1730535, 23.2959563 48.1734593, 23.2959062 48.1739193, 23.2959032 48.1739418)",50,,"['1', '2']",
"[259336884, 856167221]",вулиця 900-річчя Хуста,secondary,False,True,98.283,"LINESTRING (23.2960234 48.172329, 23.295221 48.1724539, 23.2950564 48.1724797, 23.2947242 48.1724737)",50,,,
"[259336884, 856167221]",вулиця 900-річчя Хуста,secondary,False,False,98.283,"LINESTRING (23.2947242 48.1724737, 23.2950564 48.1724797, 23.295221 48.1724539, 23.2960234 48.172329)",50,,,
431072266,вулиця Свободи,secondary,True,False,137.48499999999999,"LINESTRING (23.2959032 48.1739418, 23.295018 48.1739084, 23.294662 48.1738709, 23.2944893 48.1738274, 23.2943472 48.1737915, 23.2943149 48.1737776, 23.2942839 48.1737608, 23.2942391 48.1737184, 23.2941794 48.1736534)",50,,,
861203978,вулиця Свободи,secondary,False,True,162.858,"LINESTRING (23.2959032 48.1739418, 23.2960241 48.1742583, 23.2960616 48.1743539, 23.2961533 48.1745871, 23.2962069 48.1747236, 23.2962337 48.1748121, 23.2963335 48.1753749)",50,,,
61274649,вулиця Духновича,secondary,False,True,89.621,"LINESTRING (23.2945495 48.1767632, 23.2934237 48.1770565)",50,,,
917483538,площа Богдана Хмельницького,secondary,False,False,13.217,"LINESTRING (23.2945495 48.1767632, 23.2947247 48.1767413)",50,,,
865130413,вулиця Корятовича,residential,False,False,32.638,"LINESTRING (23.2945495 48.1767632, 23.2945375 48.1767312, 23.2944424 48.1764785)",,,,
246651258,вулиця Карпатської України,residential,False,False,177.53,"LINESTRING (23.2905372 48.1746936, 23.288144 48.1746487)",,,,
246651134,вулиця Леонтовича,residential,False,False,87.775,"LINESTRING (23.2923473 48.1801912, 23.2923775 48.1801818, 23.2931621 48.1799154, 23.2932284 48.179893, 23.293321 48.1798698, 23.2934149 48.1798541)",,,,
423849566,Словʼянська вулиця,tertiary,False,True,226.63899999999998,"LINESTRING (23.2923473 48.1801912, 23.29209 48.1799118, 23.2917968 48.1795497, 23.2915203 48.1791552, 23.2913239 48.1788889, 23.290908 48.1783948)",,,,
343682883,вулиця Конституції,residential,False,False,154.462,"LINESTRING (23.2921823 48.1728332, 23.2923693 48.1729082, 23.2926104 48.1730225, 23.2933089 48.1733606, 23.2933894 48.1733982, 23.2934873 48.1734232, 23.2938009 48.1734715, 23.293979 48.1734926)",,,,
"[428184739, 426575204]","['майдан Незалежності', 'вулиця Томаша Масарика']",residential,False,"[False, True]",360.236,"LINESTRING (23.2921823 48.1728332, 23.2920228 48.1729572, 23.2918089 48.1731267, 23.2916134 48.1732983, 23.2915571 48.1733857, 23.2914262 48.1735887, 23.2912166 48.1735514, 23.2910095 48.1735145, 23.2896537 48.1733929, 23.2894129 48.1733839, 23.2879715 48.1733365)",,,,
638504993,вулиця Августина Волошина,secondary,False,True,13.902,"LINESTRING (23.2883515 48.1776484, 23.2881866 48.1775889)",50,,,
173141987,вулиця Вʼячеслава Чорновола,residential,False,False,298.475,"LINESTRING (23.2883515 48.1776484, 23.288312 48.1778769, 23.2883026 48.178054, 23.2883348 48.1782668, 23.2883415 48.1783419, 23.2883671 48.1784422, 23.2884561 48.1789654, 23.2885854 48.1795215, 23.2887721 48.1800781, 23.2887975 48.180304)",,,,
"[638504993, 638512693, 638512694]","['вулиця Августина Волошина', 'вулиця Карпатської Січі']",secondary,False,False,150.89299999999997,"LINESTRING (23.2883515 48.1776484, 23.2884655 48.1776891, 23.2885302 48.1777059, 23.2885916 48.1777215, 23.28872 48.1777517, 23.2887537 48.1777579, 23.2888092 48.1777667, 23.2889906 48.1777875, 23.2891649 48.1777939, 23.2893466 48.1777991, 23.2894874 48.1777866, 23.2896457 48.1777593, 23.2899816 48.1776864, 23.2900561 48.177673, 23.2903169 48.1776381)",50,,,yes
173141985,вулиця Полковника Михайла Колодзінського,residential,False,True,106.20899999999999,"LINESTRING (23.2887975 48.180304, 23.2881855 48.1803597, 23.2877197 48.180422, 23.2874045 48.1805065)",,,,
173141987,вулиця Вʼячеслава Чорновола,residential,False,True,298.475,"LINESTRING (23.2887975 48.180304, 23.2887721 48.1800781, 23.2885854 48.1795215, 23.2884561 48.1789654, 23.2883671 48.1784422, 23.2883415 48.1783419, 23.2883348 48.1782668, 23.2883026 48.178054, 23.288312 48.1778769, 23.2883515 48.1776484)",,,,
"[425703400, 426547211]",Мала вулиця,residential,False,False,53.221000000000004,"LINESTRING (23.2887975 48.180304, 23.2890818 48.1802708, 23.289358 48.1802664, 23.2895109 48.1802655)",,,,yes
246651258,вулиця Карпатської України,residential,False,True,92.989,"LINESTRING (23.2854799 48.1746648, 23.2867335 48.1746429)",,,,
259336899,вулиця Шевченка,secondary,False,False,104.777,"LINESTRING (23.2854799 48.1746648, 23.2854448 48.1747428, 23.2854204 48.1748095, 23.285394 48.174922, 23.2853089 48.1753573, 23.2852657 48.1755949)",50,,,
259336899,вулиця Шевченка,secondary,False,True,79.267,"LINESTRING (23.2854799 48.1746648, 23.2854995 48.1745954, 23.2855124 48.1745517, 23.2855239 48.1744796, 23.2856245 48.1739587)",50,,,
"[430532937, 430532938, 259336899]",вулиця Шевченка,secondary,False,"[False, True]",172.011,"LINESTRING (23.2849944 48.1771311, 23.2850319 48.1768787, 23.285113 48.1763862, 23.2851734 48.1760732, 23.2852018 48.1759196, 23.2852657 48.1755949)",50,,,yes
638504996,вулиця Шевченка,secondary,True,False,22.379,"LINESTRING (23.2849944 48.1771311, 23.285011 48.177181, 23.2850365 48.1772415, 23.2850618 48.1772786, 23.2850928 48.1773203)",50,,,
61300925,Львівська вулиця,secondary,False,False,338.964,"LINESTRING (23.2964699 48.1772463, 23.2965191 48.1775152, 23.2965854 48.178269, 23.2966793 48.179397, 23.296693 48.1802896)",50,,,
727581161,Львівська вулиця,secondary,True,False,36.097,"LINESTRING (23.2964699 48.1772463, 23.2963631 48.1771252, 23.2962911 48.1770253, 23.2962501 48.1769573)",50,,,
61300925,Львівська вулиця,secondary,False,False,46.086,"LINESTRING (23.296693 48.1802896, 23.2967223 48.1807036)",50,,,
61300925,Львівська вулиця,secondary,False,True,338.964,"LINESTRING (23.296693 48.1802896, 23.2966793 48.179397, 23.2965854 48.178269, 23.2965191 48.1775152, 23.2964699 48.1772463)",50,,,
246650974,вулиця Академіка Йосипа Бокшая,residential,False,True,151.53900000000002,"LINESTRING (23.296693 48.1802896, 23.2966238 48.180293, 23.2946495 48.1803101)",,,,
61300925,Львівська вулиця,secondary,False,True,46.086,"LINESTRING (23.2967223 48.1807036, 23.296693 48.1802896)",50,,,
259336899,вулиця Шевченка,secondary,False,False,73.518,"LINESTRING (23.285773 48.173305, 23.2856245 48.1739587)",50,,,
426575204,вулиця Томаша Масарика,residential,False,True,96.907,"LINESTRING (23.285773 48.173305, 23.2860634 48.1733086, 23.286758 48.1733148, 23.2870797 48.1733177)",,,,
