osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,junction
228730644,Лівобережна вулиця,residential,False,False,215.094,"LINESTRING (27.6133501 49.5964528, 27.6128598 49.59657, 27.6119946 49.5966705, 27.6105092 49.5970249)",,,
231626877,Лівобережна вулиця,secondary,False,True,225.781,"LINESTRING (27.6133501 49.5964528, 27.6146787 49.5953954, 27.6150866 49.5951982, 27.6155492 49.5950445)",Т-23-19,,
236466907,вулиця Івана Франка,residential,False,True,166.172,"LINESTRING (27.6133501 49.5964528, 27.613574 49.5964539, 27.6138225 49.5965462, 27.6141317 49.5967073, 27.6145055 49.596827, 27.6146349 49.5968685, 27.6154454 49.5970047)",,,
228730577,вулиця Шапка,residential,False,False,111.446,"LINESTRING (27.62199 49.5953202, 27.6220201 49.5954403, 27.6226671 49.5962146)",,,
228730580,Набережна вулиця,residential,False,False,391.0419999999999,"LINESTRING (27.62199 49.5953202, 27.6217321 49.5956754, 27.6216084 49.5959023, 27.6215144 49.5961312, 27.62118 49.5970597, 27.6210583 49.5972689, 27.6209174 49.5975159, 27.6208544 49.5976742, 27.6208297 49.5978239, 27.6208428 49.5978935, 27.6208924 49.597944, 27.6209047 49.5979564, 27.620985 49.5980063, 27.6210453 49.5981181, 27.6211122 49.5982124, 27.6211657 49.5982883, 27.6212026 49.5984141, 27.6211975 49.598502, 27.6212193 49.5985725, 27.6212979 49.5986365)",,,
"[236635736, 236466905, 236635737]",вулиця Грушевського,secondary,False,False,156.30599999999998,"LINESTRING (27.62199 49.5953202, 27.6214441 49.595171, 27.6213017 49.5951267, 27.6203263 49.5948496, 27.6200281 49.5947268)",Т-23-18,yes,
236635737,вулиця Грушевського,secondary,False,True,37.523,"LINESTRING (27.6195904 49.5945441, 27.6200281 49.5947268)",Т-23-18,,
228716555,вулиця Грушевського,tertiary,False,False,191.448,"LINESTRING (27.6195904 49.5945441, 27.6192543 49.5947973, 27.6186801 49.5953172, 27.617942 49.5958926)",О-231501,,
236466920,,secondary,False,False,108.701,"LINESTRING (27.6195904 49.5945441, 27.6192245 49.5943625, 27.6189672 49.5942398, 27.6186483 49.594111, 27.6184767 49.594078, 27.6183051 49.5940631)",Т-23-18,,
1071030217,Тиха вулиця,residential,False,False,39.922,"LINESTRING (27.6181211 49.5982815, 27.6176216 49.5981263)",,,
228730573,Тиха вулиця,residential,False,True,297.922,"LINESTRING (27.6181211 49.5982815, 27.6181012 49.5983522, 27.6177937 49.599458, 27.617635 49.5996702, 27.617387 49.5999081, 27.6164645 49.6006603)",,,
1071030217,Тиха вулиця,residential,False,True,69.419,"LINESTRING (27.6181211 49.5982815, 27.6187063 49.5984486, 27.6189047 49.5985322, 27.6189649 49.598573)",,,
1071030217,Тиха вулиця,residential,False,False,105.504,"LINESTRING (27.6176216 49.5981263, 27.6162835 49.5977415)",,,
1071030217,Тиха вулиця,residential,False,True,39.922,"LINESTRING (27.6176216 49.5981263, 27.6181211 49.5982815)",,,
228730574,вулиця Шевченка,residential,False,False,418.304,"LINESTRING (27.6176216 49.5981263, 27.6179574 49.5976339, 27.6180067 49.5975446, 27.6180525 49.5973084, 27.6181508 49.5970984, 27.6182655 49.5969231, 27.6183719 49.596834, 27.6184344 49.5967773, 27.6184782 49.5966888, 27.6186673 49.5963934, 27.619361 49.5955425, 27.6198111 49.594986, 27.6200281 49.5947268)",,,
228716555,вулиця Грушевського,tertiary,False,False,38.282,"LINESTRING (27.6162835 49.5977415, 27.6160428 49.5980484)",О-231501,,
228716555,вулиця Грушевського,tertiary,False,True,100.029,"LINESTRING (27.6162835 49.5977415, 27.616923 49.5969431)",О-231501,,
1071030217,Тиха вулиця,residential,False,True,105.504,"LINESTRING (27.6162835 49.5977415, 27.6176216 49.5981263)",,,
228730572,вулиця Щорса,residential,False,False,160.223,"LINESTRING (27.612384 49.5994291, 27.6125958 49.5995223, 27.6132406 49.5997538, 27.6143346 49.6001183)",,,
228730575,вулиця Черняхівського,residential,False,False,432.317,"LINESTRING (27.612384 49.5994291, 27.61247 49.5993375, 27.6125172 49.5992711, 27.6125352 49.599134, 27.6125462 49.5989694, 27.6123775 49.5984808, 27.6123642 49.5983286, 27.6123722 49.5982223, 27.6124171 49.5981856, 27.6125057 49.5981552, 27.6134389 49.5980243, 27.6140044 49.5979086, 27.6143121 49.5978221, 27.614521 49.5977367, 27.6147583 49.5976192, 27.6148443 49.5975981, 27.6149368 49.5976147, 27.6160428 49.5980484)",,,
228716555,вулиця Грушевського,tertiary,False,True,261.022,"LINESTRING (27.6143346 49.6001183, 27.6155794 49.5985986, 27.6160428 49.5980484)",О-231501,,
