osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,width,junction
180139934,False,вулиця Олександра Попова,residential,True,146.06799999999998,"LINESTRING (22.3087764 48.6252814, 22.3082368 48.6245995, 22.3087721 48.6241862)",,,,
180139929,False,вулиця Устима Кармелюка,residential,False,33.32,"LINESTRING (22.3073404 48.6256319, 22.3069051 48.6257156)",,,,
"[180139929, 180139930]",False,вулиця Устима Кармелюка,residential,True,45.831999999999994,"LINESTRING (22.3073404 48.6256319, 22.3076343 48.6255754, 22.3079374 48.6255129)",,,,
180139947,False,вулиця Руслана Ференці,residential,False,92.626,"LINESTRING (22.3073404 48.6256319, 22.3078038 48.626376, 22.3078201 48.6264022)",,,,
263665708,False,вулиця Іоанікія Базиловича,residential,False,78.196,"LINESTRING (22.308346 48.6261622, 22.3079374 48.6255129)",,,,
180139946,False,вулиця Іоанікія Базиловича,residential,False,10.718,"LINESTRING (22.308346 48.6261622, 22.308386 48.6262258, 22.308402 48.6262512)",,,,
180139940,False,,residential,True,45.945,"LINESTRING (22.308402 48.6262512, 22.3078201 48.6264022)",,,,
180139946,False,вулиця Іоанікія Базиловича,residential,True,10.718,"LINESTRING (22.308402 48.6262512, 22.308386 48.6262258, 22.308346 48.6261622)",,,,
180139940,False,,residential,False,45.945,"LINESTRING (22.3078201 48.6264022, 22.308402 48.6262512)",,,,
180139947,False,вулиця Руслана Ференці,residential,False,18.253,"LINESTRING (22.3078201 48.6264022, 22.3078367 48.6264288, 22.3079146 48.626554)",,,,
180139947,False,вулиця Руслана Ференці,residential,True,92.626,"LINESTRING (22.3078201 48.6264022, 22.3078038 48.626376, 22.3073404 48.6256319)",,,,
180139938,False,вулиця Миколи Чернишевського,residential,False,119.81099999999999,"LINESTRING (22.3079146 48.626554, 22.3064308 48.6267064, 22.3063666 48.6267209, 22.3063091 48.6267338)",,,,
180139947,False,вулиця Руслана Ференці,residential,True,18.253,"LINESTRING (22.3079146 48.626554, 22.3078367 48.6264288, 22.3078201 48.6264022)",,,,
160491077,False,вулиця Другетів,secondary,True,78.447,"LINESTRING (22.3063091 48.6267338, 22.3060679 48.6264104, 22.3059934 48.6263309, 22.3058993 48.6262608, 22.3058037 48.626208, 22.3057018 48.6261742)",50,,,
180139938,False,вулиця Миколи Чернишевського,residential,True,119.81099999999999,"LINESTRING (22.3063091 48.6267338, 22.3063666 48.6267209, 22.3064308 48.6267064, 22.3079146 48.626554)",,,,
92782791,False,Цегольнянська вулиця,residential,False,98.94600000000001,"LINESTRING (22.2990159 48.6268462, 22.2995234 48.6261487, 22.2995602 48.6260354)",,,,
263665708,False,вулиця Іоанікія Базиловича,residential,True,78.196,"LINESTRING (22.3079374 48.6255129, 22.308346 48.6261622)",,,,
"[180139929, 180139930]",False,вулиця Устима Кармелюка,residential,False,45.831999999999994,"LINESTRING (22.3079374 48.6255129, 22.3076343 48.6255754, 22.3073404 48.6256319)",,,,
180139930,False,вулиця Устима Кармелюка,residential,True,66.922,"LINESTRING (22.3079374 48.6255129, 22.308244 48.6254451, 22.3083095 48.6254233, 22.3087764 48.6252814)",,,,
47517088,False,Підгірна вулиця,secondary,True,178.453,"LINESTRING (22.3030835 48.6259668, 22.3028031 48.6259375, 22.302563 48.6259236, 22.3022689 48.6259169, 22.3019351 48.6259287, 22.3011319 48.6259934, 22.3008684 48.6260146, 22.3008356 48.6260167, 22.3006688 48.6260229)",50,2,,
170482310,False,Підгірна вулиця,secondary,False,50.08,"LINESTRING (22.3030835 48.6259668, 22.3033072 48.6259862, 22.3037591 48.6260254)",50,,,
75090246,False,Капітульна вулиця,residential,True,17.717,"LINESTRING (22.3018938 48.6227971, 22.301702 48.6228936)",,,,
75090246,False,Капітульна вулиця,residential,False,68.52,"LINESTRING (22.3018938 48.6227971, 22.3020817 48.6227133, 22.3022111 48.6226823, 22.3023259 48.6226864, 22.302584 48.6227045, 22.302777 48.6227129)",,,,
1125492904,False,площа Андрія Бачинського,residential,False,30.121000000000002,"LINESTRING (22.3018938 48.6227971, 22.3019373 48.6228346, 22.301984 48.6228727, 22.3021524 48.6230072)",,,,
97146967,True,Підградська вулиця,residential,False,297.339,"LINESTRING (22.3085313 48.6215108, 22.3085029 48.6215896, 22.3084857 48.6216939, 22.3084882 48.6220845, 22.3084723 48.6222064, 22.3084512 48.6222825, 22.3084409 48.6223194, 22.3083985 48.6223677, 22.3083422 48.6224098, 22.3082676 48.6224349, 22.308109 48.6224649, 22.3076743 48.6225073, 22.307519 48.6225354, 22.307199 48.6226083, 22.3070168 48.6226605, 22.3068507 48.6227218, 22.3067713 48.6227624, 22.3066433 48.6228416, 22.3064455 48.622969, 22.3063659 48.6230102, 22.3062812 48.623042, 22.306137 48.6230718, 22.3059734 48.6230937)",,,,
397369126,False,Підградська вулиця,residential,True,52.94799999999999,"LINESTRING (22.3085313 48.6215108, 22.3085875 48.6214111, 22.3086334 48.6213491, 22.3087045 48.6212716, 22.3087535 48.6212262, 22.3088018 48.6211814, 22.3089112 48.6211133)",,,,
614944052,True,,residential,False,21.314,"LINESTRING (22.3020281 48.6249996, 22.3022111 48.6251483)",,1,,roundabout
"[784788954, 160122677, 714395622]",False,вулиця Олександра Фединця,residential,True,55.17,"LINESTRING (22.3020281 48.6249996, 22.3021197 48.6249622, 22.3021632 48.6249444, 22.302311 48.6248803, 22.3023676 48.6248557, 22.302658 48.6247298)",,,,
75090246,False,Капітульна вулиця,residential,True,78.149,"LINESTRING (22.3056659 48.6209994, 22.3056246 48.6210097, 22.30513 48.62126, 22.3049244 48.6213584, 22.3048051 48.6214097)",,,,
94512390,False,провулок Ботанічний Сад,residential,True,124.654,"LINESTRING (22.3024787 48.620215, 22.3026678 48.6203162, 22.3037835 48.6204556, 22.3039332 48.6204934, 22.3040163 48.6205324, 22.3040513 48.6205604)",,,,
1125492904,False,площа Андрія Бачинського,residential,True,30.121,"LINESTRING (22.3021524 48.6230072, 22.301984 48.6228727, 22.3019373 48.6228346, 22.3018938 48.6227971)",,,,
