osmid,oneway,highway,reversed,length,geometry,name
110297998,False,secondary,True,58.173,"LINESTRING (39.6380543 48.0790238, 39.6380935 48.0791232, 39.6381886 48.0792729, 39.6383738 48.079499)",
110298000,False,secondary,False,167.29000000000002,"LINESTRING (39.6380543 48.0790238, 39.6380563 48.0788141, 39.6381193 48.07869, 39.6382269 48.0785664, 39.6384039 48.0784518, 39.6395767 48.078107)",Тимірязєва вулиця
762119600,False,residential,False,114.75200000000001,"LINESTRING (39.6380543 48.0790238, 39.6376878 48.0791562, 39.6369547 48.0794676, 39.6368443 48.0795366, 39.6367891 48.0795987)",
1196733961,False,tertiary,False,8.45,"LINESTRING (39.6394561 48.0852243, 39.6395693 48.0852168)",Жилова вулиця
1196733961,False,tertiary,True,36.079,"LINESTRING (39.6394561 48.0852243, 39.6389704 48.0852265)",Жилова вулиця
762119596,False,residential,True,182.945,"LINESTRING (39.6394561 48.0852243, 39.6394384 48.0843971, 39.639481 48.0840998, 39.6395981 48.0835864)",
"[762119600, 203475400]",False,residential,"[False, True]",367.839,"LINESTRING (39.6367891 48.0795987, 39.6367896 48.0796672, 39.6368114 48.0797524, 39.6368906 48.0799513, 39.6370277 48.0801684, 39.6382347 48.0814586, 39.6383916 48.0815918, 39.6384355 48.0816072, 39.6384876 48.0816062, 39.6390288 48.0813839, 39.6390811 48.0813624, 39.6397024 48.0811071)",Зої Космодем’янської вулиця
762119600,False,residential,True,114.75200000000001,"LINESTRING (39.6367891 48.0795987, 39.6368443 48.0795366, 39.6369547 48.0794676, 39.6376878 48.0791562, 39.6380543 48.0790238)",
1196733961,False,tertiary,False,14.971,"LINESTRING (39.638769 48.0852316, 39.6389704 48.0852265)",Жилова вулиця
110298000,False,secondary,True,74.306,"LINESTRING (39.6443385 48.0766868, 39.6442046 48.0767834, 39.6441227 48.0768305, 39.6440362 48.076867, 39.6439188 48.0769034, 39.6434856 48.0770132)",Тимірязєва вулиця
1196763679,False,tertiary,False,110.666,"LINESTRING (39.6443385 48.0766868, 39.6443682 48.0768019, 39.6444302 48.0769429, 39.6445292 48.0771334, 39.6446282 48.077309, 39.6447921 48.0776332)",Дзержинського вулиця
109393585,False,residential,True,23.818,"LINESTRING (39.6424921 48.0812639, 39.6423087 48.0810882)",
110255263,True,tertiary,False,171.397,"LINESTRING (39.6424921 48.0812639, 39.6418186 48.0816123, 39.6406678 48.0822076)",Енгельса вулиця
109393579,False,residential,False,104.974,"LINESTRING (39.6414094 48.0802682, 39.6402034 48.0807602)",Зої Космодем’янської вулиця
109393579,False,residential,True,365.505,"LINESTRING (39.6414094 48.0802682, 39.6455102 48.078452)",Зої Космодем’янської вулиця
109393585,False,residential,False,113.037,"LINESTRING (39.6414094 48.0802682, 39.6420082 48.0808102, 39.6423087 48.0810882)",
109393585,False,residential,True,110.16999999999999,"LINESTRING (39.6414094 48.0802682, 39.6408741 48.0797133, 39.64061 48.0794337)",
110298000,False,secondary,True,2.359,"LINESTRING (39.6396058 48.0780985, 39.6395767 48.078107)",Тимірязєва вулиця
762120411,False,residential,False,73.658,"LINESTRING (39.6396058 48.0780985, 39.6401316 48.0786601)",
110298000,False,secondary,False,312.507,"LINESTRING (39.6396058 48.0780985, 39.6424335 48.0772905, 39.6434856 48.0770132)",Тимірязєва вулиця
109393601,False,residential,False,218.293,"LINESTRING (39.6490625 48.0805575, 39.6475383 48.0788791)",Барбюса вулиця
910616173,False,residential,False,83.531,"LINESTRING (39.6490625 48.0805575, 39.6487328 48.0806988, 39.648124 48.0809712)",
109393604,False,residential,False,15.984,"LINESTRING (39.6407846 48.0793497, 39.64061 48.0794337)",40 років ВЛКСМ вулиця
109393604,False,residential,True,353.649,"LINESTRING (39.6407846 48.0793497, 39.6447921 48.0776332)",40 років ВЛКСМ вулиця
762120411,False,residential,True,82.922,"LINESTRING (39.6407846 48.0793497, 39.640185 48.0787207)",
110297998,False,secondary,True,87.669,"LINESTRING (39.6383738 48.079499, 39.6389544 48.0801854)",
886334529,False,residential,True,159.983,"LINESTRING (39.6383738 48.079499, 39.640185 48.0787207)",Спортивна вулиця
110297998,False,secondary,False,58.172999999999995,"LINESTRING (39.6383738 48.079499, 39.6381886 48.0792729, 39.6380935 48.0791232, 39.6380543 48.0790238)",
109393604,False,residential,True,148.707,"LINESTRING (39.6389544 48.0801854, 39.64061 48.0794337)",40 років ВЛКСМ вулиця
110297998,False,secondary,False,87.669,"LINESTRING (39.6389544 48.0801854, 39.6383738 48.079499)",
110297998,False,secondary,True,116.595,"LINESTRING (39.6389544 48.0801854, 39.6391672 48.0804618, 39.6397024 48.0811071)",
1196733961,False,tertiary,True,18.726,"LINESTRING (39.6426897 48.0847093, 39.6424567 48.0847736)",Жилова вулиця
110297998,False,secondary,False,120.301,"LINESTRING (39.6426897 48.0847093, 39.6422872 48.0841787, 39.6419409 48.0837501)",
109393601,False,residential,True,218.293,"LINESTRING (39.6475383 48.0788791, 39.6490625 48.0805575)",Барбюса вулиця
110255263,True,tertiary,False,101.167,"LINESTRING (39.6475383 48.0788791, 39.6464002 48.0793787)",Енгельса вулиця
109393579,False,residential,False,365.505,"LINESTRING (39.6455102 48.078452, 39.6414094 48.0802682)",Зої Космодем’янської вулиця
1196763679,False,tertiary,True,50.718,"LINESTRING (39.6455102 48.078452, 39.6451439 48.0780671)",Дзержинського вулиця
1196763679,False,tertiary,False,101.45700000000001,"LINESTRING (39.6455102 48.078452, 39.6462051 48.0791716, 39.6462506 48.0792187)",Дзержинського вулиця
1196763679,False,tertiary,False,50.718,"LINESTRING (39.6451439 48.0780671, 39.6455102 48.078452)",Дзержинського вулиця
1196763679,False,tertiary,True,54.872,"LINESTRING (39.6451439 48.0780671, 39.6447921 48.0776332)",Дзержинського вулиця
110255263,True,tertiary,False,154.048,"LINESTRING (39.6492608 48.0781078, 39.6475383 48.0788791)",Енгельса вулиця
132606539,False,residential,False,21.603,"LINESTRING (39.6492608 48.0781078, 39.6490782 48.0779566)",
132606544,True,tertiary,False,252.63,"LINESTRING (39.6462506 48.0792187, 39.6490782 48.0779566)",Енгельса вулиця
1196763679,False,tertiary,False,20.977,"LINESTRING (39.6462506 48.0792187, 39.6464002 48.0793787)",Дзержинського вулиця
1196763679,False,tertiary,True,101.45700000000001,"LINESTRING (39.6462506 48.0792187, 39.6462051 48.0791716, 39.6455102 48.078452)",Дзержинського вулиця
109393604,False,residential,False,353.649,"LINESTRING (39.6447921 48.0776332, 39.6407846 48.0793497)",40 років ВЛКСМ вулиця
1196763679,False,tertiary,False,54.872,"LINESTRING (39.6447921 48.0776332, 39.6451439 48.0780671)",Дзержинського вулиця
1196763679,False,tertiary,True,110.666,"LINESTRING (39.6447921 48.0776332, 39.6446282 48.077309, 39.6445292 48.0771334, 39.6444302 48.0769429, 39.6443682 48.0768019, 39.6443385 48.0766868)",Дзержинського вулиця
132606539,False,residential,True,21.603,"LINESTRING (39.6490782 48.0779566, 39.6492608 48.0781078)",
109393585,False,residential,False,23.818,"LINESTRING (39.6423087 48.0810882, 39.6424921 48.0812639)",
109393585,False,residential,True,113.037,"LINESTRING (39.6423087 48.0810882, 39.6420082 48.0808102, 39.6414094 48.0802682)",
132606544,True,tertiary,False,359.562,"LINESTRING (39.6423087 48.0810882, 39.6437148 48.0803326, 39.6438004 48.0802866, 39.6440101 48.0801948, 39.6461124 48.0792723, 39.6462506 48.0792187)",Енгельса вулиця
110297998,False,secondary,True,27.507,"LINESTRING (39.6404721 48.0819976, 39.6406678 48.0822076)",
110297998,False,secondary,False,114.342,"LINESTRING (39.6404721 48.0819976, 39.6404455 48.0819668, 39.6397024 48.0811071)",
