osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,junction
222877437,Підгірна вулиця,residential,False,False,132.119,"LINESTRING (23.184344 48.7175314, 23.1834349 48.7175813, 23.1825899 48.7177628)",,,,
222877444,вулиця Олекси Довбуша,residential,False,False,254.773,"LINESTRING (23.184344 48.7175314, 23.184607 48.7175465, 23.1849361 48.7175632, 23.1877989 48.7173639)",,,,
439155210,вулиця Руслана Бендзяка,secondary,False,False,463.81100000000004,"LINESTRING (23.184344 48.7175314, 23.1843834 48.7174831, 23.1847174 48.7170732, 23.1850204 48.7167123, 23.1850818 48.7166135, 23.1852161 48.7164909, 23.1853584 48.7163702, 23.1856203 48.7161652, 23.1858097 48.716043, 23.1860035 48.7159517, 23.1862866 48.7158562, 23.1866357 48.7157887, 23.1868853 48.7157762, 23.1872345 48.7158026, 23.1876824 48.715858, 23.1882784 48.7159898, 23.1885645 48.7160324, 23.1887215 48.71603, 23.1888691 48.7160096, 23.1890354 48.7159424, 23.1891796 48.71584)",Т-07-18,50,,
"[439155210, 225254571, 225254574]",вулиця Руслана Бендзяка,secondary,False,True,65.917,"LINESTRING (23.1895588 48.715307, 23.1894573 48.7155184, 23.1892813 48.7157342, 23.1892124 48.7158167, 23.1891796 48.71584)",Т-07-18,50,yes,
938636810,,secondary,True,False,19.842000000000002,"LINESTRING (23.1895588 48.715307, 23.1895099 48.7152917, 23.1894706 48.7152672, 23.1894447 48.7152358, 23.1894347 48.7152008, 23.1894416 48.7151654)",Т-07-18,50,,roundabout
406600197,Карпатська вулиця,tertiary,False,False,355.218,"LINESTRING (23.1894416 48.7151654, 23.1891444 48.7151272, 23.1877376 48.715058, 23.1861944 48.7150397, 23.1856782 48.715039, 23.1849199 48.715015, 23.184611 48.715004)",С-070401,,,
417552144,,secondary,True,False,29.228,"LINESTRING (23.1894416 48.7151654, 23.1894648 48.7151331, 23.189502 48.7151072, 23.1895495 48.7150901, 23.1896026 48.7150835, 23.1896563 48.7150881, 23.1897051 48.7151034, 23.1897595 48.7151363)",Т-07-18,50,,roundabout
230064752,Карпатська вулиця,secondary,False,True,10.981,"LINESTRING (23.1899048 48.7151126, 23.1897595 48.7151363)",Т-07-18,50,,
225254553,вулиця Героїв України,residential,False,False,84.423,"LINESTRING (23.1899048 48.7151126, 23.1899065 48.7149886, 23.189915 48.7143534)",,,,
230064752,Карпатська вулиця,secondary,False,False,350.689,"LINESTRING (23.1899048 48.7151126, 23.1903754 48.7150293, 23.1907466 48.7149708, 23.1909773 48.7149584, 23.1911731 48.7149708, 23.191401 48.7149973, 23.192815 48.7153367, 23.1931518 48.7153907, 23.1945273 48.7155636)",Т-07-18,50,,
225254555,Фабрична вулиця,residential,False,False,356.77599999999995,"LINESTRING (23.1947752 48.7143822, 23.1935414 48.7143895, 23.1935148 48.7143902, 23.1924454 48.7144166, 23.1918853 48.7144026, 23.189915 48.7143534)",,,,
225254557,вулиця Січових Стрільців,residential,False,False,133.045,"LINESTRING (23.1947752 48.7143822, 23.1947634 48.7147451, 23.1946751 48.7151126, 23.1945589 48.7154671, 23.1945273 48.7155636)",,,,
225254557,вулиця Січових Стрільців,residential,False,True,133.045,"LINESTRING (23.1945273 48.7155636, 23.1945589 48.7154671, 23.1946751 48.7151126, 23.1947634 48.7147451, 23.1947752 48.7143822)",,,,
230064752,Карпатська вулиця,secondary,False,True,350.689,"LINESTRING (23.1945273 48.7155636, 23.1931518 48.7153907, 23.192815 48.7153367, 23.191401 48.7149973, 23.1911731 48.7149708, 23.1909773 48.7149584, 23.1907466 48.7149708, 23.1903754 48.7150293, 23.1899048 48.7151126)",Т-07-18,50,,
225254553,вулиця Героїв України,residential,False,True,219.362,"LINESTRING (23.1858403 48.7143307, 23.1871905 48.7143335, 23.18883 48.7143494)",,,,
238286897,,residential,False,False,83.729,"LINESTRING (23.18883 48.7143494, 23.1888618 48.7135967)",,,,
225254553,вулиця Героїв України,residential,False,False,219.362,"LINESTRING (23.18883 48.7143494, 23.1871905 48.7143335, 23.1858403 48.7143307)",,,,
225254553,вулиця Героїв України,residential,False,True,79.60600000000001,"LINESTRING (23.18883 48.7143494, 23.1889588 48.7143495, 23.1897737 48.7143528, 23.189915 48.7143534)",,,,
222877444,вулиця Олекси Довбуша,residential,False,True,114.549,"LINESTRING (23.1893522 48.7172592, 23.1877989 48.7173639)",,,,
222877444,вулиця Олекси Довбуша,residential,False,False,114.549,"LINESTRING (23.1877989 48.7173639, 23.1893522 48.7172592)",,,,
222877439,,residential,False,True,97.21,"LINESTRING (23.1877989 48.7173639, 23.1880645 48.7176674, 23.1882759 48.7179633, 23.1884298 48.7181317)",,,,
222877444,вулиця Олекси Довбуша,residential,False,True,254.773,"LINESTRING (23.1877989 48.7173639, 23.1849361 48.7175632, 23.184607 48.7175465, 23.184344 48.7175314)",,,,
222877437,Підгірна вулиця,residential,False,True,132.119,"LINESTRING (23.1825899 48.7177628, 23.1834349 48.7175813, 23.184344 48.7175314)",,,,
