osmid,highway,oneway,reversed,length,name,geometry,bridge
"[140226960, 143038858]",residential,False,False,479.42699999999996,Першотравнева вулиця,"LINESTRING (38.0698987 47.8803944, 38.0693688 47.8803171, 38.0687533 47.880157, 38.0681364 47.8797432, 38.0680827 47.8795058, 38.0684904 47.8790488, 38.0699536 47.8796417, 38.0710385 47.8800814, 38.0710539 47.8802316)",
239860313,tertiary,False,True,88.116,Першотравнева вулиця,"LINESTRING (38.0698987 47.8803944, 38.070175 47.8803548, 38.0709716 47.8802343, 38.0710539 47.8802316)",
239860313,tertiary,False,False,288.654,Першотравнева вулиця,"LINESTRING (38.0698987 47.8803944, 38.0696827 47.8804655, 38.069577 47.8805481, 38.0695267 47.8806765, 38.069271 47.8811253, 38.0691718 47.8812993, 38.0688023 47.8819058, 38.0682598 47.8826972)",
"[772383744, 239860313, 203136291, 772383743]",tertiary,False,False,818.525,Першотравнева вулиця,"LINESTRING (38.080957 47.8784935, 38.0802628 47.8788833, 38.0792087 47.879342, 38.078797 47.8794931, 38.0783719 47.8796524, 38.0771514 47.8800922, 38.0759739 47.8805131, 38.0756963 47.8806149, 38.0752244 47.8807879, 38.074893 47.8808154, 38.0744665 47.8807794, 38.074213 47.8807345, 38.0741418 47.8807219, 38.073534 47.8806141, 38.0720096 47.880344, 38.0713015 47.8802235, 38.0710539 47.8802316)",yes
139875776,residential,False,True,274.066,Гірничорятувальна вулиця,"LINESTRING (38.071339 47.8837049, 38.0746419 47.8847859)",
140227947,residential,False,False,106.039,,"LINESTRING (38.071339 47.8837049, 38.0707289 47.8845663)",
139875776,residential,False,False,255.504,Гірничорятувальна вулиця,"LINESTRING (38.071339 47.8837049, 38.0683265 47.882719, 38.0682598 47.8826972)",
"[140227947, 139875787]",residential,False,True,382.424,,"LINESTRING (38.071339 47.8837049, 38.0719395 47.8828803, 38.0753088 47.8839994)",
139875813,residential,False,False,264.049,Кооперативна вулиця,"LINESTRING (38.0739085 47.8856114, 38.0707289 47.8845663)",
139875822,residential,False,True,106.848,Гоголя вулиця,"LINESTRING (38.0739085 47.8856114, 38.0746419 47.8847859)",
139875776,residential,False,True,255.504,Гірничорятувальна вулиця,"LINESTRING (38.0682598 47.8826972, 38.0683265 47.882719, 38.071339 47.8837049)",
239860313,tertiary,False,True,288.654,Першотравнева вулиця,"LINESTRING (38.0682598 47.8826972, 38.0688023 47.8819058, 38.0691718 47.8812993, 38.069271 47.8811253, 38.0695267 47.8806765, 38.069577 47.8805481, 38.0696827 47.8804655, 38.0698987 47.8803944)",
139875813,residential,False,True,264.049,Кооперативна вулиця,"LINESTRING (38.0707289 47.8845663, 38.0739085 47.8856114)",
140227947,residential,False,False,96.559,,"LINESTRING (38.0707289 47.8845663, 38.0702019 47.8853595)",
140227947,residential,False,True,106.039,,"LINESTRING (38.0707289 47.8845663, 38.071339 47.8837049)",
139875776,residential,False,False,274.066,Гірничорятувальна вулиця,"LINESTRING (38.0746419 47.8847859, 38.071339 47.8837049)",
139875776,residential,False,True,215.536,Гірничорятувальна вулиця,"LINESTRING (38.0746419 47.8847859, 38.0772395 47.885636)",
139875822,residential,False,False,106.848,Гоголя вулиця,"LINESTRING (38.0746419 47.8847859, 38.0739085 47.8856114)",
139875822,residential,False,True,100.606,Гоголя вулиця,"LINESTRING (38.0746419 47.8847859, 38.0753088 47.8839994)",
139875822,residential,False,False,100.606,Гоголя вулиця,"LINESTRING (38.0753088 47.8839994, 38.0746419 47.8847859)",
"[139875787, 140227947]",residential,False,False,382.424,,"LINESTRING (38.0753088 47.8839994, 38.0719395 47.8828803, 38.071339 47.8837049)",
"[139875800, 139875787]",residential,False,True,318.86199999999997,,"LINESTRING (38.0753088 47.8839994, 38.077615 47.8847654, 38.0780227 47.885046, 38.077534 47.8857205)",
139875776,residential,False,False,215.536,Гірничорятувальна вулиця,"LINESTRING (38.0772395 47.885636, 38.0746419 47.8847859)",
139875800,residential,False,False,23.886,,"LINESTRING (38.0772395 47.885636, 38.077534 47.8857205)",
140227947,residential,False,True,96.559,,"LINESTRING (38.0702019 47.8853595, 38.0707289 47.8845663)",
139875800,residential,False,True,23.886,,"LINESTRING (38.077534 47.8857205, 38.0772395 47.885636)",
"[139875800, 139875787]",residential,False,False,318.86199999999997,,"LINESTRING (38.077534 47.8857205, 38.0780227 47.885046, 38.077615 47.8847654, 38.0753088 47.8839994)",
"[140226960, 143038858]",residential,False,True,479.427,Першотравнева вулиця,"LINESTRING (38.0710539 47.8802316, 38.0710385 47.8800814, 38.0699536 47.8796417, 38.0684904 47.8790488, 38.0680827 47.8795058, 38.0681364 47.8797432, 38.0687533 47.880157, 38.0693688 47.8803171, 38.0698987 47.8803944)",
239860313,tertiary,False,False,88.116,Першотравнева вулиця,"LINESTRING (38.0710539 47.8802316, 38.0709716 47.8802343, 38.070175 47.8803548, 38.0698987 47.8803944)",
"[772383744, 239860313, 203136291, 772383743]",tertiary,False,True,818.5250000000001,Першотравнева вулиця,"LINESTRING (38.0710539 47.8802316, 38.0713015 47.8802235, 38.0720096 47.880344, 38.073534 47.8806141, 38.0741418 47.8807219, 38.074213 47.8807345, 38.0744665 47.8807794, 38.074893 47.8808154, 38.0752244 47.8807879, 38.0756963 47.8806149, 38.0759739 47.8805131, 38.0771514 47.8800922, 38.0783719 47.8796524, 38.078797 47.8794931, 38.0792087 47.879342, 38.0802628 47.8788833, 38.080957 47.8784935)",yes
