osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,bridge
229040855,Центральна вулиця,residential,False,False,103.02799999999999,"LINESTRING (29.617061 45.8401434, 29.6169223 45.8406973, 29.6168218 45.8410548)",,,,
322738741,,tertiary,False,False,100.249,"LINESTRING (29.617061 45.8401434, 29.6168559 45.8401376, 29.6157773 45.8402414)",О-160204,,,
229040874,вулиця Героїв України,residential,False,True,151.089,"LINESTRING (29.6209935 45.8359788, 29.6192097 45.8365281)",,,,
346141479,,trunk,False,True,204.061,"LINESTRING (29.6209935 45.8359788, 29.6223464 45.8375534)",М-15,2,50,
229040862,вулиця 23 Вересня,residential,False,True,61.713,"LINESTRING (29.6192097 45.8365281, 29.619559 45.8370269)",,,,
229040874,вулиця Героїв України,residential,False,False,151.089,"LINESTRING (29.6192097 45.8365281, 29.6209935 45.8359788)",,,,
229040874,вулиця Героїв України,residential,False,True,53.812,"LINESTRING (29.6192097 45.8365281, 29.6185902 45.836747)",,,,
229040862,вулиця 23 Вересня,residential,False,False,61.713,"LINESTRING (29.619559 45.8370269, 29.6192097 45.8365281)",,,,
707030179,,residential,False,False,81.25,"LINESTRING (29.619559 45.8370269, 29.6185902 45.836747)",,,,
229040862,вулиця 23 Вересня,residential,False,True,156.88800000000003,"LINESTRING (29.619559 45.8370269, 29.6199506 45.8375381, 29.6204474 45.8381826, 29.6205534 45.8382499)",,,,
229040860,вулиця Героїв України,residential,False,True,144.916,"LINESTRING (29.6165066 45.8365904, 29.6146911 45.8369044)",,,,
322738743,Центральна вулиця,tertiary,False,False,49.236000000000004,"LINESTRING (29.6165066 45.8365904, 29.6165627 45.8366822, 29.6166711 45.8370168)",О-160204,,,
322738743,Центральна вулиця,tertiary,False,False,228.125,"LINESTRING (29.6166711 45.8370168, 29.617139 45.8385019, 29.6172062 45.8388143, 29.6172317 45.8390288)",О-160204,,,
322738743,Центральна вулиця,tertiary,False,True,49.236000000000004,"LINESTRING (29.6166711 45.8370168, 29.6165627 45.8366822, 29.6165066 45.8365904)",О-160204,,,
"[746528872, 746528873, 229040874]",вулиця Героїв України,residential,False,False,151.861,"LINESTRING (29.6166711 45.8370168, 29.617806 45.8368498, 29.6180806 45.8368345, 29.6185902 45.836747)",,,,yes
229040860,вулиця Героїв України,residential,False,False,101.352,"LINESTRING (29.6134105 45.8370909, 29.6146911 45.8369044)",,,,
707030180,Гімназична вулиця,residential,False,True,328.135,"LINESTRING (29.6134105 45.8370909, 29.6143918 45.8399616)",,,,
229040864,,residential,False,False,159.033,"LINESTRING (29.6223464 45.8375534, 29.6205534 45.8382499)",,,,
346141479,,trunk,False,False,204.061,"LINESTRING (29.6223464 45.8375534, 29.6209935 45.8359788)",М-15,2,50,
346141479,,trunk,False,True,26.143,"LINESTRING (29.6223464 45.8375534, 29.6225475 45.8377422)",М-15,2,50,
229040876,,residential,False,True,5.925,"LINESTRING (29.6225475 45.8377422, 29.6226185 45.8377224)",,,,
346141479,,trunk,False,False,26.143,"LINESTRING (29.6225475 45.8377422, 29.6223464 45.8375534)",М-15,2,50,
229040864,,residential,False,True,159.033,"LINESTRING (29.6205534 45.8382499, 29.6223464 45.8375534)",,,,
229040862,вулиця 23 Вересня,residential,False,False,156.888,"LINESTRING (29.6205534 45.8382499, 29.6204474 45.8381826, 29.6199506 45.8375381, 29.619559 45.8370269)",,,,
229040862,вулиця 23 Вересня,residential,False,True,144.064,"LINESTRING (29.6205534 45.8382499, 29.6206858 45.8383659, 29.6208057 45.8386791, 29.6208151 45.8387717, 29.620794 45.8392504, 29.6208033 45.8395018)",,,,
