osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,bridge
27010938,True,2,Н-33,primary,False,85.126,"LINESTRING (30.4493453 46.063423, 30.4495263 46.0632954, 30.4497584 46.0631091, 30.4500879 46.0628571)",,
224718508,True,2,Н-33,primary,False,158.125,"LINESTRING (30.4508657 46.0622607, 30.4513661 46.0626431, 30.4522472 46.0633111)",Приморська вулиця,
27010938,True,2,Н-33,primary,False,67.632,"LINESTRING (30.4485882 46.0637261, 30.4489038 46.0636248, 30.4490379 46.0635684, 30.4493453 46.063423)",,
"[1200699881, 1200699882, 27010941]",False,,Н-33,primary,False,354.27900000000005,"LINESTRING (30.4485882 46.0637261, 30.4483128 46.0637955, 30.4476822 46.0639495, 30.4473301 46.0640355, 30.4469058 46.064131, 30.4461107 46.06431, 30.4453816 46.0645054, 30.4450113 46.0646208, 30.4447816 46.0646975, 30.4443003 46.0648559)",Піонерська вулиця,yes
56446193,True,2,Н-33,primary,False,98.152,"LINESTRING (30.4498345 46.0638927, 30.4497443 46.0638747, 30.4495053 46.0638269, 30.4492669 46.0637896, 30.4489911 46.063756, 30.4485882 46.0637261)",Піонерська вулиця,
98264633,True,,,primary_link,False,71.386,"LINESTRING (30.4498345 46.0638927, 30.4495451 46.0637864, 30.4494207 46.0637001, 30.4493755 46.0636469, 30.4493319 46.0635681, 30.4493245 46.0635055, 30.4493453 46.063423)",,
143561710,True,2,Н-33,primary,False,89.47300000000001,"LINESTRING (30.4500879 46.0628571, 30.4507261 46.0623553, 30.4508657 46.0622607)",,
217280802,False,,,residential,False,76.283,"LINESTRING (30.4527193 46.0647371, 30.4533849 46.0642298)",,
4424804,False,2,Н-33,primary,False,134.687,"LINESTRING (30.4533849 46.0642298, 30.4522472 46.0633111)",Приморська вулиця,
217280802,False,,,residential,True,76.283,"LINESTRING (30.4533849 46.0642298, 30.4527193 46.0647371)",,
4424804,False,2,Н-33,primary,True,190.685,"LINESTRING (30.4533849 46.0642298, 30.4535815 46.0643886, 30.4544206 46.0651536, 30.4548763 46.0655965)",Приморська вулиця,
4424804,False,2,Н-33,primary,True,134.687,"LINESTRING (30.4522472 46.0633111, 30.4533849 46.0642298)",Приморська вулиця,
"[56446193, 236728421]",True,2,Н-33,primary,False,227.17600000000002,"LINESTRING (30.4522472 46.0633111, 30.4517273 46.0636852, 30.4511649 46.0640889, 30.4509627 46.0641098, 30.4508601 46.0641204, 30.4504782 46.064054, 30.4498345 46.0638927)",Піонерська вулиця,
4424804,False,2,Н-33,primary,False,190.685,"LINESTRING (30.4548763 46.0655965, 30.4544206 46.0651536, 30.4535815 46.0643886, 30.4533849 46.0642298)",Приморська вулиця,
305540909,False,,,residential,False,163.86,"LINESTRING (30.4548763 46.0655965, 30.4552374 46.0653872, 30.4556491 46.0650534, 30.455668 46.0650381, 30.4557403 46.0649794, 30.4563421 46.0645341)",Затишна алея,
305540909,False,,,residential,True,163.86,"LINESTRING (30.4563421 46.0645341, 30.4557403 46.0649794, 30.455668 46.0650381, 30.4556491 46.0650534, 30.4552374 46.0653872, 30.4548763 46.0655965)",Затишна алея,
"[1200699881, 1200699882, 27010941]",False,,Н-33,primary,True,354.279,"LINESTRING (30.4443003 46.0648559, 30.4447816 46.0646975, 30.4450113 46.0646208, 30.4453816 46.0645054, 30.4461107 46.06431, 30.4469058 46.064131, 30.4473301 46.0640355, 30.4476822 46.0639495, 30.4483128 46.0637955, 30.4485882 46.0637261)",Піонерська вулиця,yes
