osmid,highway,oneway,reversed,length,ref,bridge,geometry
261728610,residential,False,False,35.927,,,"LINESTRING (39.0188859 48.3092133, 39.0193297 48.3093447)"
262054997,residential,False,False,33.671,,,"LINESTRING (39.0188859 48.3092133, 39.0191235 48.308955)"
"[36806689, 535180934, 535180935]",primary,False,False,425.255,Н-21,yes,"LINESTRING (39.0188859 48.3092133, 39.0189157 48.3096061, 39.0188111 48.3100604, 39.0184195 48.3110248, 39.0182618 48.3114131, 39.0177261 48.3129425)"
36806689,primary,False,True,101.097,Н-21,,"LINESTRING (39.0188859 48.3092133, 39.0187571 48.3089635, 39.0185962 48.3087494, 39.0182529 48.308414)"
45057691,residential,False,True,346.83099999999996,,,"LINESTRING (39.0188859 48.3092133, 39.0152542 48.3088814, 39.0142477 48.3087568)"
262054973,residential,False,True,25.562,,,"LINESTRING (39.0182529 48.308414, 39.0185532 48.3085278)"
36806689,primary,False,False,101.097,Н-21,,"LINESTRING (39.0182529 48.308414, 39.0185962 48.3087494, 39.0187571 48.3089635, 39.0188859 48.3092133)"
36806689,primary,False,True,169.239,Н-21,,"LINESTRING (39.0182529 48.308414, 39.0175877 48.3080572, 39.0163847 48.3075384)"
262054993,residential,False,True,83.361,,,"LINESTRING (39.0251807 48.3078385, 39.0250523 48.3085833)"
262054934,residential,False,True,295.613,,,"LINESTRING (39.0251807 48.3078385, 39.0242538 48.3077973, 39.0238736 48.3062801, 39.023853 48.3057778)"
261728610,residential,False,False,135.287,,,"LINESTRING (39.0232326 48.3084592, 39.0250523 48.3085833)"
261728610,residential,False,True,98.943,,,"LINESTRING (39.0232326 48.3084592, 39.0231626 48.3089635, 39.0228526 48.3092867)"
261728610,residential,False,True,135.287,,,"LINESTRING (39.0250523 48.3085833, 39.0232326 48.3084592)"
262054993,residential,False,False,83.361,,,"LINESTRING (39.0250523 48.3085833, 39.0251807 48.3078385)"
262054993,residential,False,True,128.293,,,"LINESTRING (39.0250523 48.3085833, 39.0249281 48.3097341)"
261728610,residential,False,False,96.505,,,"LINESTRING (39.0193297 48.3093447, 39.0206304 48.3094141)"
261728610,residential,False,True,35.927,,,"LINESTRING (39.0193297 48.3093447, 39.0188859 48.3092133)"
262054953,residential,False,True,42.375,,,"LINESTRING (39.0193297 48.3093447, 39.0193419 48.3089637)"
262054953,residential,False,False,242.096,,,"LINESTRING (39.0193297 48.3093447, 39.0193701 48.3102295, 39.0189694 48.3108992, 39.018825 48.3114623)"
261728610,residential,False,False,98.943,,,"LINESTRING (39.0228526 48.3092867, 39.0231626 48.3089635, 39.0232326 48.3084592)"
261728610,residential,False,True,168.626,,,"LINESTRING (39.0228526 48.3092867, 39.0223111 48.3093592, 39.0219262 48.3094833, 39.0206304 48.3094141)"
262055012,residential,False,False,173.715,,,"LINESTRING (39.0228526 48.3092867, 39.0232578 48.3096442, 39.0249281 48.3097341)"
262054951,residential,False,False,86.812,,,"LINESTRING (39.0179822 48.3050424, 39.0190816 48.3053158)"
262055023,residential,False,True,35.436,,,"LINESTRING (39.0179822 48.3050424, 39.0177562 48.3053234)"
262054951,residential,False,True,86.812,,,"LINESTRING (39.0190816 48.3053158, 39.0179822 48.3050424)"
262054932,residential,False,True,144.03,,,"LINESTRING (39.0190816 48.3053158, 39.0191536 48.3056275, 39.0192203 48.3059111, 39.0190405 48.3061264, 39.0190559 48.3064305, 39.0189933 48.3065666)"
262055023,residential,False,False,35.436,,,"LINESTRING (39.0177562 48.3053234, 39.0179822 48.3050424)"
262054931,residential,False,False,134.108,,,"LINESTRING (39.0177562 48.3053234, 39.0174375 48.3053459, 39.0167028 48.3056705, 39.0161061 48.305757)"
262055023,residential,False,True,90.55199999999999,,,"LINESTRING (39.0177562 48.3053234, 39.0176021 48.305812, 39.0177089 48.306119)"
262054982,residential,False,True,56.874,,,"LINESTRING (39.0161061 48.305757, 39.0167329 48.3060533)"
262054931,residential,False,False,159.851,,,"LINESTRING (39.0161061 48.305757, 39.0155007 48.3058448, 39.0150383 48.3060874, 39.014802 48.3062959, 39.0149407 48.3063984, 39.0146892 48.306563)"
262054931,residential,False,True,134.108,,,"LINESTRING (39.0161061 48.305757, 39.0167028 48.3056705, 39.0174375 48.3053459, 39.0177562 48.3053234)"
262054934,residential,False,False,295.613,,,"LINESTRING (39.023853 48.3057778, 39.0238736 48.3062801, 39.0242538 48.3077973, 39.0251807 48.3078385)"
262054982,residential,False,False,56.874,,,"LINESTRING (39.0167329 48.3060533, 39.0161061 48.305757)"
262054982,residential,False,True,105.54599999999999,,,"LINESTRING (39.0167329 48.3060533, 39.016548 48.3064805, 39.017016 48.3068777)"
262054986,residential,False,False,77.415,,,"LINESTRING (39.0167329 48.3060533, 39.0170874 48.3059713, 39.0175652 48.3060465, 39.0177089 48.306119)"
262054989,residential,False,False,107.244,,,"LINESTRING (39.0177089 48.306119, 39.0189933 48.3065666)"
262054989,residential,False,True,98.709,,,"LINESTRING (39.0177089 48.306119, 39.017016 48.3068777)"
262054986,residential,False,True,77.415,,,"LINESTRING (39.0177089 48.306119, 39.0175652 48.3060465, 39.0170874 48.3059713, 39.0167329 48.3060533)"
262055023,residential,False,False,90.55199999999999,,,"LINESTRING (39.0177089 48.306119, 39.0176021 48.305812, 39.0177562 48.3053234)"
262055017,residential,False,True,84.985,,,"LINESTRING (39.0137363 48.3061359, 39.0146892 48.306563)"
262055022,residential,False,True,24.898,,,"LINESTRING (39.0137363 48.3061359, 39.0134951 48.3062921)"
36806689,primary,False,False,92.195,Н-21,,"LINESTRING (39.0134951 48.3062921, 39.014541 48.3067432)"
262055022,residential,False,False,24.898,,,"LINESTRING (39.0134951 48.3062921, 39.0137363 48.3061359)"
262054931,residential,False,False,22.839,,,"LINESTRING (39.0146892 48.306563, 39.014541 48.3067432)"
262055017,residential,False,False,84.985,,,"LINESTRING (39.0146892 48.306563, 39.0137363 48.3061359)"
262054931,residential,False,True,159.851,,,"LINESTRING (39.0146892 48.306563, 39.0149407 48.3063984, 39.014802 48.3062959, 39.0150383 48.3060874, 39.0155007 48.3058448, 39.0161061 48.305757)"
262055017,residential,False,True,165.329,,,"LINESTRING (39.0146892 48.306563, 39.0156807 48.3069799, 39.0166106 48.3073216)"
262054989,residential,False,True,107.244,,,"LINESTRING (39.0189933 48.3065666, 39.0177089 48.306119)"
262054932,residential,False,False,144.03,,,"LINESTRING (39.0189933 48.3065666, 39.0190559 48.3064305, 39.0190405 48.3061264, 39.0192203 48.3059111, 39.0191536 48.3056275, 39.0190816 48.3053158)"
262054932,residential,False,True,225.26,,,"LINESTRING (39.0189933 48.3065666, 39.0189018 48.3069158, 39.0189121 48.3077974, 39.0185679 48.3082108, 39.0185532 48.3085278)"
36806689,primary,False,False,162.519,Н-21,,"LINESTRING (39.014541 48.3067432, 39.0163847 48.3075384)"
36806689,primary,False,True,92.195,Н-21,,"LINESTRING (39.014541 48.3067432, 39.0134951 48.3062921)"
262054931,residential,False,True,22.839,,,"LINESTRING (39.014541 48.3067432, 39.0146892 48.306563)"
262054989,residential,False,False,98.709,,,"LINESTRING (39.017016 48.3068777, 39.0177089 48.306119)"
262054989,residential,False,True,57.753,,,"LINESTRING (39.017016 48.3068777, 39.0166106 48.3073216)"
262054982,residential,False,False,105.54599999999999,,,"LINESTRING (39.017016 48.3068777, 39.016548 48.3064805, 39.0167329 48.3060533)"
262054989,residential,False,False,57.753,,,"LINESTRING (39.0166106 48.3073216, 39.017016 48.3068777)"
262054989,residential,False,True,29.331,,,"LINESTRING (39.0166106 48.3073216, 39.0163847 48.3075384)"
262055017,residential,False,False,165.329,,,"LINESTRING (39.0166106 48.3073216, 39.0156807 48.3069799, 39.0146892 48.306563)"
36806689,primary,False,True,162.519,Н-21,,"LINESTRING (39.0163847 48.3075384, 39.014541 48.3067432)"
262054989,residential,False,False,29.331,,,"LINESTRING (39.0163847 48.3075384, 39.0166106 48.3073216)"
36806689,primary,False,False,169.239,Н-21,,"LINESTRING (39.0163847 48.3075384, 39.0175877 48.3080572, 39.0182529 48.308414)"
262054973,residential,False,False,25.562,,,"LINESTRING (39.0185532 48.3085278, 39.0182529 48.308414)"
262054973,residential,False,True,63.525,,,"LINESTRING (39.0185532 48.3085278, 39.0191235 48.308955)"
262054932,residential,False,False,225.26,,,"LINESTRING (39.0185532 48.3085278, 39.0185679 48.3082108, 39.0189121 48.3077974, 39.0189018 48.3069158, 39.0189933 48.3065666)"
262054960,residential,False,True,101.697,,,"LINESTRING (39.0142477 48.3087568, 39.0138753 48.3096372)"
45057691,residential,False,False,346.83099999999996,,,"LINESTRING (39.0142477 48.3087568, 39.0152542 48.3088814, 39.0188859 48.3092133)"
262054973,residential,False,False,63.525,,,"LINESTRING (39.0191235 48.308955, 39.0185532 48.3085278)"
262054997,residential,False,False,16.181,,,"LINESTRING (39.0191235 48.308955, 39.0193419 48.3089637)"
262054997,residential,False,True,33.671,,,"LINESTRING (39.0191235 48.308955, 39.0188859 48.3092133)"
262054953,residential,False,False,42.375,,,"LINESTRING (39.0193419 48.3089637, 39.0193297 48.3093447)"
262054997,residential,False,True,16.181,,,"LINESTRING (39.0193419 48.3089637, 39.0191235 48.308955)"
262054997,residential,False,False,123.661,,,"LINESTRING (39.0193419 48.3089637, 39.0203205 48.3090028, 39.0206304 48.3094141)"
261728610,residential,False,True,96.505,,,"LINESTRING (39.0206304 48.3094141, 39.0193297 48.3093447)"
261728610,residential,False,False,168.626,,,"LINESTRING (39.0206304 48.3094141, 39.0219262 48.3094833, 39.0223111 48.3093592, 39.0228526 48.3092867)"
262054997,residential,False,True,123.661,,,"LINESTRING (39.0206304 48.3094141, 39.0203205 48.3090028, 39.0193419 48.3089637)"
262054960,residential,False,False,101.697,,,"LINESTRING (39.0138753 48.3096372, 39.0142477 48.3087568)"
