osmid,highway,oneway,reversed,length,ref,bridge,geometry
262054935,residential,False,False,342.33599999999996,,,"LINESTRING (39.0138753 48.3096372, 39.0146527 48.3098643, 39.0156771 48.3104249, 39.0156117 48.3106375, 39.0156989 48.3109226, 39.016251 48.3109564, 39.0167015 48.3106906, 39.0172246 48.3107583)"
262054993,residential,False,False,128.293,,,"LINESTRING (39.0249281 48.3097341, 39.0250523 48.3085833)"
262054993,residential,False,True,125.409,,,"LINESTRING (39.0249281 48.3097341, 39.0245961 48.3108401)"
262055012,residential,False,True,173.715,,,"LINESTRING (39.0249281 48.3097341, 39.0232578 48.3096442, 39.0228526 48.3092867)"
262054971,residential,False,False,133.416,,,"LINESTRING (39.0228064 48.3106892, 39.0245961 48.3108401)"
262054935,residential,False,True,342.336,,,"LINESTRING (39.0172246 48.3107583, 39.0167015 48.3106906, 39.016251 48.3109564, 39.0156989 48.3109226, 39.0156117 48.3106375, 39.0156771 48.3104249, 39.0146527 48.3098643, 39.0138753 48.3096372)"
262054971,residential,False,True,133.416,,,"LINESTRING (39.0245961 48.3108401, 39.0228064 48.3106892)"
262054993,residential,False,False,125.409,,,"LINESTRING (39.0245961 48.3108401, 39.0249281 48.3097341)"
262054993,residential,False,True,117.006,,,"LINESTRING (39.0245961 48.3108401, 39.0243622 48.3118808)"
262054975,residential,False,True,178.916,,,"LINESTRING (39.018825 48.3114623, 39.0212291 48.3116424)"
262054953,residential,False,False,201.614,,,"LINESTRING (39.018825 48.3114623, 39.0185127 48.3126655, 39.0179678 48.3128491, 39.0177261 48.3129425)"
262054953,residential,False,True,242.096,,,"LINESTRING (39.018825 48.3114623, 39.0189694 48.3108992, 39.0193701 48.3102295, 39.0193297 48.3093447)"
262054975,residential,False,False,233.215,,,"LINESTRING (39.0243622 48.3118808, 39.0212291 48.3116424)"
262054993,residential,False,False,117.006,,,"LINESTRING (39.0243622 48.3118808, 39.0245961 48.3108401)"
262054953,residential,False,False,55.789,,,"LINESTRING (39.0177261 48.3129425, 39.0170715 48.3131919)"
262054953,residential,False,True,201.614,,,"LINESTRING (39.0177261 48.3129425, 39.0179678 48.3128491, 39.0185127 48.3126655, 39.018825 48.3114623)"
"[36806689, 535180934, 535180935]",primary,False,True,425.25500000000005,Н-21,yes,"LINESTRING (39.0177261 48.3129425, 39.0182618 48.3114131, 39.0184195 48.3110248, 39.0188111 48.3100604, 39.0189157 48.3096061, 39.0188859 48.3092133)"
262054953,residential,False,True,55.789,,,"LINESTRING (39.0170715 48.3131919, 39.0177261 48.3129425)"
262054975,residential,False,False,178.916,,,"LINESTRING (39.0212291 48.3116424, 39.018825 48.3114623)"
262054975,residential,False,True,233.215,,,"LINESTRING (39.0212291 48.3116424, 39.0243622 48.3118808)"
535314217,residential,False,False,89.683,,,"LINESTRING (39.0212291 48.3116424, 39.0214614 48.3108508)"
535314217,residential,False,True,89.683,,,"LINESTRING (39.0214614 48.3108508, 39.0212291 48.3116424)"
