osmid,highway,oneway,reversed,length,name,ref,geometry
197564546,residential,False,True,134.509,,,"LINESTRING (33.2505598 49.3882337, 33.2491506 49.3890223)"
197564519,residential,False,False,86.292,Українська вулиця,,"LINESTRING (33.248353 49.3884455, 33.2491506 49.3890223)"
197564530,residential,False,False,121.317,провулок Івана Піддубного,,"LINESTRING (33.2561239 49.3890296, 33.257128 49.3899032)"
421259929,residential,False,False,150.535,вулиця Олени Пчілки,,"LINESTRING (33.2561239 49.3890296, 33.2544456 49.3898292)"
197564519,residential,False,False,109.609,Українська вулиця,,"LINESTRING (33.2491506 49.3890223, 33.2501344 49.3897717)"
197564519,residential,False,True,86.292,Українська вулиця,,"LINESTRING (33.2491506 49.3890223, 33.248353 49.3884455)"
197564546,residential,False,False,134.509,,,"LINESTRING (33.2491506 49.3890223, 33.2505598 49.3882337)"
197564519,residential,False,True,109.609,Українська вулиця,,"LINESTRING (33.2501344 49.3897717, 33.2491506 49.3890223)"
421259946,secondary,False,False,263.805,Центральна вулиця,О-1703036,"LINESTRING (33.2501344 49.3897717, 33.2527322 49.3889195, 33.2533857 49.3886995)"
421259946,secondary,False,True,216.655,Центральна вулиця,О-1703036,"LINESTRING (33.2501344 49.3897717, 33.2478903 49.3904888, 33.2474473 49.3906303)"
197564517,residential,False,True,14.694,вулиця Юності,,"LINESTRING (33.2544456 49.3898292, 33.2545417 49.3899456)"
421259929,residential,False,True,150.535,вулиця Олени Пчілки,,"LINESTRING (33.2544456 49.3898292, 33.2561239 49.3890296)"
197564517,residential,False,False,147.226,вулиця Юності,,"LINESTRING (33.2544456 49.3898292, 33.2538435 49.3892148, 33.2534775 49.3888069, 33.2533857 49.3886995)"
197564530,residential,False,True,121.317,провулок Івана Піддубного,,"LINESTRING (33.257128 49.3899032, 33.2561239 49.3890296)"
421259931,residential,False,True,13.659,Набережна вулиця,,"LINESTRING (33.257128 49.3899032, 33.256974 49.3899742)"
197564517,residential,False,False,14.694,вулиця Юності,,"LINESTRING (33.2545417 49.3899456, 33.2544456 49.3898292)"
197564517,residential,False,True,108.242,вулиця Юності,,"LINESTRING (33.2545417 49.3899456, 33.2552874 49.3907894)"
421259934,residential,False,True,512.347,Дружний провулок,,"LINESTRING (33.2545417 49.3899456, 33.2535295 49.3904166, 33.2531825 49.3902515, 33.2494052 49.3923104, 33.2490236 49.3924978)"
421259931,residential,False,False,13.659,Набережна вулиця,,"LINESTRING (33.256974 49.3899742, 33.257128 49.3899032)"
421259931,residential,False,True,152.046,Набережна вулиця,,"LINESTRING (33.256974 49.3899742, 33.2552874 49.3907894)"
197564577,residential,False,False,237.0,вулиця Феодосія Рогового,,"LINESTRING (33.2474473 49.3906303, 33.2488332 49.392305, 33.2490236 49.3924978)"
421259946,secondary,False,False,216.655,Центральна вулиця,О-1703036,"LINESTRING (33.2474473 49.3906303, 33.2478903 49.3904888, 33.2501344 49.3897717)"
197564517,residential,False,False,108.242,вулиця Юності,,"LINESTRING (33.2552874 49.3907894, 33.2545417 49.3899456)"
421259931,residential,False,False,152.046,Набережна вулиця,,"LINESTRING (33.2552874 49.3907894, 33.256974 49.3899742)"
421259931,residential,False,True,471.724,Набережна вулиця,,"LINESTRING (33.2552874 49.3907894, 33.250346 49.3935558)"
