osmid,ref,highway,oneway,reversed,length,geometry,name,junction,maxspeed
982931405,Т-05-09,secondary,False,False,196.98399999999998,"LINESTRING (37.4013258 47.7222321, 37.401181 47.7224559, 37.4001586 47.7234093, 37.3999813 47.72352, 37.3997496 47.7236271)",,,
116715022,,residential,False,True,267.45,"LINESTRING (37.4066957 47.7233178, 37.4101528 47.7227042)",8 Березня вулиця,,
333787506,,tertiary,False,False,41.824,"LINESTRING (37.4066957 47.7233178, 37.4066688 47.7236935)",Миру вулиця,,
333787506,,tertiary,False,True,28.674,"LINESTRING (37.4066957 47.7233178, 37.4067134 47.7230602)",Миру вулиця,,
116715040,,tertiary,True,False,47.64,"LINESTRING (37.4062421 47.7299473, 37.4063486 47.7299746, 37.4064154 47.7300328, 37.4064255 47.7301167, 37.4063811 47.7301758, 37.4063222 47.7302077, 37.4062103 47.7302239)",,roundabout,
333787506,,tertiary,False,True,45.595,"LINESTRING (37.4062421 47.7299473, 37.4062724 47.7297255, 37.4062519 47.7295387)",Миру вулиця,,
116715040,,tertiary,True,False,23.815,"LINESTRING (37.4062103 47.7302239, 37.4061245 47.7302067, 37.4060517 47.7301611, 37.4060239 47.7301175, 37.4060227 47.7300779)",,roundabout,
116715059,,tertiary,False,False,29.98,"LINESTRING (37.4062103 47.7302239, 37.4061889 47.7304378, 37.4061858 47.730493)",,,
116715037,,residential,False,False,109.648,"LINESTRING (37.4012355 47.7240227, 37.399774 47.7240987)",8 Березня вулиця,,
116715037,,residential,False,True,149.789,"LINESTRING (37.4012355 47.7240227, 37.4032285 47.7238917)",8 Березня вулиця,,
333787527,,residential,False,True,101.349,"LINESTRING (37.4012355 47.7240227, 37.4014758 47.7249197)",Паркова вулиця,,
333787506,,tertiary,False,False,42.554,"LINESTRING (37.406538 47.7251972, 37.4065196 47.7255797)",Миру вулиця,,
116715019,,residential,False,False,285.373,"LINESTRING (37.406538 47.7251972, 37.4067092 47.7252, 37.4077046 47.7252476, 37.4103483 47.7253223)",Гагаріна вулиця,,
333787506,,tertiary,False,True,167.49099999999999,"LINESTRING (37.406538 47.7251972, 37.4065999 47.7245459, 37.4066406 47.724026, 37.4066688 47.7236935)",Миру вулиця,,
