osmid,lanes,highway,oneway,reversed,length,name,geometry
332478275,2,tertiary,False,False,348.681,,"LINESTRING (37.3716433 48.0572415, 37.3731333 48.0542681)"
332478275,2,tertiary,False,True,9.732,,"LINESTRING (37.3716433 48.0572415, 37.3716031 48.0573248)"
224616237,,tertiary,False,False,54.06999999999999,Центральна вулиця,"LINESTRING (37.3716433 48.0572415, 37.3712601 48.0571332, 37.3710734 48.057064, 37.3709964 48.0570235)"
332478275,2,tertiary,False,False,373.208,,"LINESTRING (37.3700461 48.0605149, 37.3707032 48.0592834, 37.371351 48.0578734, 37.3716031 48.0573248)"
224616237,,tertiary,False,False,310.349,Центральна вулиця,"LINESTRING (37.3708078 48.0568928, 37.3704277 48.0563791, 37.369334 48.0542851)"
224616237,,tertiary,False,True,20.28,Центральна вулиця,"LINESTRING (37.3708078 48.0568928, 37.3709285 48.0569878, 37.3709964 48.0570235)"
224619956,,residential,False,True,142.073,Репіна вулиця,"LINESTRING (37.3708078 48.0568928, 37.3704229 48.0569493, 37.3689075 48.057003)"
224619982,,residential,False,False,39.662,Електровозна вулиця,"LINESTRING (37.3660609 48.0523472, 37.3664182 48.0525117, 37.3664801 48.052564)"
224619986,,residential,False,False,83.065,Стадіонний провулок,"LINESTRING (37.3759483 48.0523031, 37.3767934 48.0527919)"
224619998,,residential,False,True,90.09,Островського вулиця,"LINESTRING (37.3759483 48.0523031, 37.3751423 48.0529082)"
224619992,,residential,False,False,65.041,Тургенєва провулок,"LINESTRING (37.369106 48.0524815, 37.3699777 48.0525326)"
224619992,,residential,False,True,53.519999999999996,Тургенєва провулок,"LINESTRING (37.369106 48.0524815, 37.368937 48.0524878, 37.3688056 48.0525039, 37.3684207 48.0526115)"
224619992,,residential,False,False,73.751,Тургенєва провулок,"LINESTRING (37.3699777 48.0525326, 37.3709661 48.0525909)"
224619992,,residential,False,True,65.041,Тургенєва провулок,"LINESTRING (37.3699777 48.0525326, 37.369106 48.0524815)"
224619982,,residential,False,False,218.33999999999997,Електровозна вулиця,"LINESTRING (37.3664801 48.052564, 37.366569 48.0527028, 37.3675033 48.0544044)"
224619982,,residential,False,True,39.662,Електровозна вулиця,"LINESTRING (37.3664801 48.052564, 37.3664182 48.0525117, 37.3660609 48.0523472)"
224619992,,residential,False,False,81.681,Тургенєва провулок,"LINESTRING (37.3709661 48.0525909, 37.3720591 48.0526671)"
224619992,,residential,False,True,73.751,Тургенєва провулок,"LINESTRING (37.3709661 48.0525909, 37.3699777 48.0525326)"
330818794,,residential,False,False,180.121,1-го Мая вулиця,"LINESTRING (37.3709661 48.0525909, 37.3704279 48.054019, 37.3703406 48.0541093, 37.370284 48.0541211)"
224619978,,residential,False,False,48.893,Калиновий провулок,"LINESTRING (37.37452 48.0525613, 37.3738991 48.0527065)"
224619978,,residential,False,True,60.228,Калиновий провулок,"LINESTRING (37.37452 48.0525613, 37.3751423 48.0529082)"
224619992,,residential,False,False,70.139,Тургенєва провулок,"LINESTRING (37.3720591 48.0526671, 37.3729992 48.0527217)"
224619992,,residential,False,True,81.681,Тургенєва провулок,"LINESTRING (37.3720591 48.0526671, 37.3709661 48.0525909)"
224616237,,tertiary,False,True,164.689,Центральна вулиця,"LINESTRING (37.3684207 48.0526115, 37.369173 48.0540046)"
224619992,,residential,False,False,53.519999999999996,Тургенєва провулок,"LINESTRING (37.3684207 48.0526115, 37.3688056 48.0525039, 37.368937 48.0524878, 37.369106 48.0524815)"
224619992,,residential,False,True,70.139,Тургенєва провулок,"LINESTRING (37.3729992 48.0527217, 37.3720591 48.0526671)"
612083798,,residential,False,True,300.23699999999997,Желєзнодорожна вулиця,"LINESTRING (37.3729992 48.0527217, 37.3731588 48.0530095, 37.3731615 48.0530767, 37.3722482 48.0548974, 37.3721033 48.0550139, 37.3719721 48.0552524)"
224619978,,residential,False,False,60.228,Калиновий провулок,"LINESTRING (37.3751423 48.0529082, 37.37452 48.0525613)"
224619978,,residential,False,True,84.532,Калиновий провулок,"LINESTRING (37.3751423 48.0529082, 37.3759644 48.0534335)"
224619998,,residential,False,False,90.09,Островського вулиця,"LINESTRING (37.3751423 48.0529082, 37.3759483 48.0523031)"
224619998,,residential,False,True,101.473,Островського вулиця,"LINESTRING (37.3751423 48.0529082, 37.3742813 48.0536164)"
224619986,,residential,False,True,124.664,Стадіонний провулок,"LINESTRING (37.3780394 48.0535424, 37.3767934 48.0527919)"
224619989,,residential,False,False,92.431,Володимирська вулиця,"LINESTRING (37.3780394 48.0535424, 37.3772276 48.0541721)"
224619989,,residential,False,True,100.08,Володимирська вулиця,"LINESTRING (37.3780394 48.0535424, 37.3789184 48.0528606)"
224619998,,residential,False,False,101.473,Островського вулиця,"LINESTRING (37.3742813 48.0536164, 37.3751423 48.0529082)"
875616833,,residential,False,True,81.916,Мостовий провулок,"LINESTRING (37.3742813 48.0536164, 37.375102 48.0541081)"
330535075,,unclassified,False,False,67.75399999999999,,"LINESTRING (37.3742813 48.0536164, 37.3740292 48.0535913, 37.3738468 48.0535931, 37.373659 48.0536307, 37.3734029 48.0537034)"
224616237,,tertiary,False,False,164.689,Центральна вулиця,"LINESTRING (37.369173 48.0540046, 37.3684207 48.0526115)"
224616237,,tertiary,False,True,33.407,Центральна вулиця,"LINESTRING (37.369173 48.0540046, 37.369334 48.0542851)"
224619977,,residential,False,False,131.824,Центральний провулок,"LINESTRING (37.369173 48.0540046, 37.3675033 48.0544044)"
224619978,,residential,False,False,124.741,Калиновий провулок,"LINESTRING (37.3772276 48.0541721, 37.3759644 48.0534335)"
224619989,,residential,False,False,97.748,Володимирська вулиця,"LINESTRING (37.3772276 48.0541721, 37.3763694 48.0548382)"
224619989,,residential,False,True,92.431,Володимирська вулиця,"LINESTRING (37.3772276 48.0541721, 37.3780394 48.0535424)"
332478275,2,tertiary,False,False,65.912,,"LINESTRING (37.3731333 48.0542681, 37.3734029 48.0537034)"
332478275,2,tertiary,False,True,348.681,,"LINESTRING (37.3731333 48.0542681, 37.3716433 48.0572415)"
723886907,,residential,False,False,216.258,Визволителів Донбасу проспект,"LINESTRING (37.3731333 48.0542681, 37.3753333 48.0555409)"
224616237,,tertiary,False,False,33.407,Центральна вулиця,"LINESTRING (37.369334 48.0542851, 37.369173 48.0540046)"
224616237,,tertiary,False,True,310.349,Центральна вулиця,"LINESTRING (37.369334 48.0542851, 37.3704277 48.0563791, 37.3708078 48.0568928)"
1076852854,,residential,False,True,73.094,,"LINESTRING (37.369334 48.0542851, 37.3697725 48.0541865, 37.370284 48.0541211)"
224619977,,residential,False,True,131.824,Центральний провулок,"LINESTRING (37.3675033 48.0544044, 37.369173 48.0540046)"
224619982,,residential,False,False,307.222,Електровозна вулиця,"LINESTRING (37.3675033 48.0544044, 37.3689075 48.057003)"
224619977,,residential,False,False,119.10300000000001,Центральний провулок,"LINESTRING (37.3675033 48.0544044, 37.3666088 48.054615, 37.3660053 48.0547836)"
224619982,,residential,False,True,218.33999999999997,Електровозна вулиця,"LINESTRING (37.3675033 48.0544044, 37.366569 48.0527028, 37.3664801 48.052564)"
224619984,,residential,False,False,239.923,Середня вулиця,"LINESTRING (37.3660053 48.0547836, 37.3670326 48.0568291)"
224619977,,residential,False,True,119.10300000000001,Центральний провулок,"LINESTRING (37.3660053 48.0547836, 37.3666088 48.054615, 37.3675033 48.0544044)"
224619989,,residential,False,False,104.789,Володимирська вулиця,"LINESTRING (37.3763694 48.0548382, 37.3754534 48.0555546)"
224619989,,residential,False,True,97.748,Володимирська вулиця,"LINESTRING (37.3763694 48.0548382, 37.3772276 48.0541721)"
875616833,,residential,False,False,124.356,Мостовий провулок,"LINESTRING (37.3763694 48.0548382, 37.375102 48.0541081)"
875616833,,residential,False,True,210.796,Мостовий провулок,"LINESTRING (37.3763694 48.0548382, 37.3785205 48.0560737)"
224619989,,residential,False,False,105.299,Володимирська вулиця,"LINESTRING (37.3753787 48.055617, 37.3744586 48.0563371)"
224619989,,residential,False,True,8.886,Володимирська вулиця,"LINESTRING (37.3753787 48.055617, 37.3754534 48.0555546)"
723886906,,residential,True,False,9.11,Визволителів Донбасу проспект,"LINESTRING (37.3753787 48.055617, 37.3753333 48.0555409)"
224619953,,residential,False,True,106.225,Донецька вулиця,"LINESTRING (37.3785205 48.0560737, 37.3775898 48.0567987)"
875616833,,residential,False,False,210.796,Мостовий провулок,"LINESTRING (37.3785205 48.0560737, 37.3763694 48.0548382)"
224619956,,residential,False,False,9.906,Репіна вулиця,"LINESTRING (37.3670326 48.0568291, 37.3671634 48.0568462)"
224619984,,residential,False,True,239.923,Середня вулиця,"LINESTRING (37.3670326 48.0568291, 37.3660053 48.0547836)"
224619956,,residential,False,True,9.906,Репіна вулиця,"LINESTRING (37.3671634 48.0568462, 37.3670326 48.0568291)"
224619964,,residential,False,False,89.101,,"LINESTRING (37.3671634 48.0568462, 37.3669052 48.0576287)"
224619956,,residential,False,False,130.831,Репіна вулиця,"LINESTRING (37.3671634 48.0568462, 37.3679902 48.0569313, 37.3684877 48.056977, 37.3689075 48.057003)"
224619953,,residential,False,False,8.415,Донецька вулиця,"LINESTRING (37.3775176 48.056857, 37.3775898 48.0567987)"
224619953,,residential,False,True,108.263,Донецька вулиця,"LINESTRING (37.3775176 48.056857, 37.3765638 48.0575929)"
723886906,,residential,True,False,210.434,Визволителів Донбасу проспект,"LINESTRING (37.3775176 48.056857, 37.3753787 48.055617)"
224619957,,unclassified,False,False,68.027,,"LINESTRING (37.3689075 48.057003, 37.3688753 48.0576144)"
224619982,,residential,False,True,307.222,Електровозна вулиця,"LINESTRING (37.3689075 48.057003, 37.3675033 48.0544044)"
224619956,,residential,False,False,142.073,Репіна вулиця,"LINESTRING (37.3689075 48.057003, 37.3704229 48.0569493, 37.3708078 48.0568928)"
224619956,,residential,False,True,130.831,Репіна вулиця,"LINESTRING (37.3689075 48.057003, 37.3684877 48.056977, 37.3679902 48.0569313, 37.3671634 48.0568462)"
332478275,2,tertiary,False,False,9.732,,"LINESTRING (37.3716031 48.0573248, 37.3716433 48.0572415)"
224619985,,residential,False,True,87.429,Шахтарської Слави вулиця,"LINESTRING (37.3716031 48.0573248, 37.3722658 48.0577159, 37.3724923 48.0578394)"
332478275,2,tertiary,False,True,373.20799999999997,,"LINESTRING (37.3716031 48.0573248, 37.371351 48.0578734, 37.3707032 48.0592834, 37.3700461 48.0605149)"
224619964,,residential,False,True,89.101,,"LINESTRING (37.3669052 48.0576287, 37.3671634 48.0568462)"
613157595,,residential,False,False,87.909,Молодіжна вулиця,"LINESTRING (37.3669052 48.0576287, 37.3680651 48.0577836)"
224619985,,residential,False,True,211.398,Шахтарської Слави вулиця,"LINESTRING (37.3724923 48.0578394, 37.3746501 48.0590781)"
224619989,,residential,False,True,124.32,Володимирська вулиця,"LINESTRING (37.3724923 48.0578394, 37.3735933 48.0569977)"
224619985,,residential,False,False,87.429,Шахтарської Слави вулиця,"LINESTRING (37.3724923 48.0578394, 37.3722658 48.0577159, 37.3716031 48.0573248)"
224619953,,residential,False,False,122.94,Донецька вулиця,"LINESTRING (37.3746501 48.0590781, 37.3757243 48.0582373)"
224619985,,residential,False,False,211.398,Шахтарської Слави вулиця,"LINESTRING (37.3746501 48.0590781, 37.3724923 48.0578394)"
224619985,,residential,False,True,186.636,Шахтарської Слави вулиця,"LINESTRING (37.3746501 48.0590781, 37.3765598 48.0601681)"
224619952,,residential,False,True,123.372,Шевченка вулиця,"LINESTRING (37.3765598 48.0601681, 37.3776287 48.0593192)"
224619985,,residential,False,False,186.636,Шахтарської Слави вулиця,"LINESTRING (37.3765598 48.0601681, 37.3746501 48.0590781)"
224619978,,residential,False,True,48.893,Калиновий провулок,"LINESTRING (37.3738991 48.0527065, 37.37452 48.0525613)"
332478275,2,tertiary,False,True,116.825,,"LINESTRING (37.3738991 48.0527065, 37.3734029 48.0537034)"
224619989,,residential,False,False,100.08,Володимирська вулиця,"LINESTRING (37.3789184 48.0528606, 37.3780394 48.0535424)"
332478275,2,tertiary,False,False,116.825,,"LINESTRING (37.3734029 48.0537034, 37.3738991 48.0527065)"
332478275,2,tertiary,False,True,65.912,,"LINESTRING (37.3734029 48.0537034, 37.3731333 48.0542681)"
330535075,,unclassified,False,True,67.75399999999999,,"LINESTRING (37.3734029 48.0537034, 37.373659 48.0536307, 37.3738468 48.0535931, 37.3740292 48.0535913, 37.3742813 48.0536164)"
"[330818794, 1076852866]",,"['residential', 'unclassified']",False,False,220.39600000000002,1-го Мая вулиця,"LINESTRING (37.370284 48.0541211, 37.3704511 48.0542323, 37.3708279 48.054408, 37.3710787 48.0544958, 37.371249 48.0546204, 37.3712477 48.0546724, 37.3709882 48.055056, 37.3719721 48.0552524)"
330818794,,residential,False,True,180.12099999999998,1-го Мая вулиця,"LINESTRING (37.370284 48.0541211, 37.3703406 48.0541093, 37.3704279 48.054019, 37.3709661 48.0525909)"
1076852854,,residential,False,False,73.094,,"LINESTRING (37.370284 48.0541211, 37.3697725 48.0541865, 37.369334 48.0542851)"
612083798,,residential,False,False,300.237,Желєзнодорожна вулиця,"LINESTRING (37.3719721 48.0552524, 37.3721033 48.0550139, 37.3722482 48.0548974, 37.3731615 48.0530767, 37.3731588 48.0530095, 37.3729992 48.0527217)"
612083801,,unclassified,False,True,219.30399999999997,,"LINESTRING (37.3719721 48.0552524, 37.3720014 48.0553662, 37.3719765 48.0554748, 37.3716192 48.0562608, 37.3715079 48.0564195, 37.3712571 48.0565728, 37.371009 48.0567386, 37.3709808 48.0567897, 37.3709964 48.0570235)"
"[1076852866, 330818794]",,"['unclassified', 'residential']",False,True,220.396,1-го Мая вулиця,"LINESTRING (37.3719721 48.0552524, 37.3709882 48.055056, 37.3712477 48.0546724, 37.371249 48.0546204, 37.3710787 48.0544958, 37.3708279 48.054408, 37.3704511 48.0542323, 37.370284 48.0541211)"
224619989,,residential,False,False,97.63,Володимирська вулиця,"LINESTRING (37.3744586 48.0563371, 37.3735933 48.0569977)"
224619989,,residential,False,True,105.299,Володимирська вулиця,"LINESTRING (37.3744586 48.0563371, 37.3753787 48.055617)"
612083802,,residential,False,False,209.713,Прокоф’єва провулок,"LINESTRING (37.3744586 48.0563371, 37.3765638 48.0575929)"
224619953,,residential,False,False,108.263,Донецька вулиця,"LINESTRING (37.3765638 48.0575929, 37.3775176 48.056857)"
224619953,,residential,False,True,95.011,Донецька вулиця,"LINESTRING (37.3765638 48.0575929, 37.3757243 48.0582373)"
612083802,,residential,False,False,184.836,Прокоф’єва провулок,"LINESTRING (37.3765638 48.0575929, 37.3784508 48.0586757)"
612083802,,residential,False,True,209.713,Прокоф’єва провулок,"LINESTRING (37.3765638 48.0575929, 37.3744586 48.0563371)"
224619952,,residential,False,False,22.346,Шевченка вулиця,"LINESTRING (37.3784508 48.0586757, 37.3782555 48.0588285)"
612083802,,residential,False,True,184.836,Прокоф’єва провулок,"LINESTRING (37.3784508 48.0586757, 37.3765638 48.0575929)"
224619986,,residential,False,False,124.664,Стадіонний провулок,"LINESTRING (37.3767934 48.0527919, 37.3780394 48.0535424)"
