osmid,lanes,name,highway,width,oneway,reversed,length,geometry,ref,maxspeed
48095246,2,вулиця Героїв Майдану,residential,5,False,False,148.759,"LINESTRING (30.2154525 50.5505713, 30.2158288 50.5501596, 30.2164621 50.5493976)",,
48223552,,Санаторний провулок,residential,,False,True,243.834,"LINESTRING (30.2154525 50.5505713, 30.2144989 50.5502286, 30.2137359 50.5499222, 30.2133692 50.5497809, 30.2124785 50.5494598)",,
1047837936,,провулок Героїв Майдану,residential,,False,False,80.97399999999999,"LINESTRING (30.2154525 50.5505713, 30.2157558 50.5506804, 30.2164382 50.5509427)",,
1018802568,2,вулиця Володимира Вернадського,residential,,False,False,66.481,"LINESTRING (30.2172894 50.5496824, 30.2165982 50.5494455, 30.2164621 50.5493976)",,
48095246,2,вулиця Героїв Майдану,residential,5,False,True,148.759,"LINESTRING (30.2164621 50.5493976, 30.2158288 50.5501596, 30.2154525 50.5505713)",,
1018802568,2,вулиця Володимира Вернадського,residential,,False,True,66.481,"LINESTRING (30.2164621 50.5493976, 30.2165982 50.5494455, 30.2172894 50.5496824)",,
923627315,2,вулиця Нове Шосе,trunk,,False,False,8.32,"LINESTRING (30.2056314 50.5508565, 30.2055308 50.5508176)",М-07,50
312421918,,бульвар Богдана Хмельницького,residential,,True,False,35.992000000000004,"LINESTRING (30.2056314 50.5508565, 30.2055563 50.5509324, 30.2054227 50.5510737, 30.2053671 50.5511332)",,
890923384,2,вулиця Нове Шосе,trunk,,False,True,321.507,"LINESTRING (30.2056314 50.5508565, 30.2058624 50.5509447, 30.2063651 50.5511353, 30.2095428 50.5523342)",М-07,50
890871419,2,бульвар Богдана Хмельницького,residential,,True,False,33.575,"LINESTRING (30.2055308 50.5508176, 30.2057853 50.5505626)",,
923627315,2,вулиця Нове Шосе,trunk,,False,True,8.32,"LINESTRING (30.2055308 50.5508176, 30.2056314 50.5508565)",М-07,50
312406377,,вулиця Володимира Вернадського,residential,,False,False,177.18,"LINESTRING (30.209208 50.5468745, 30.2070441 50.5460694)",,
618614596,2,вулиця Островського,residential,,False,True,8.024,"LINESTRING (30.209208 50.5468745, 30.2093054 50.5469116)",,
618614995,,,residential,,False,True,19.372,"LINESTRING (30.2097658 50.5524154, 30.2096274 50.5525658)",,
890923384,2,вулиця Нове Шосе,trunk,,False,False,18.159,"LINESTRING (30.2097658 50.5524154, 30.2095428 50.5523342)",М-07,50
23289205,2,вулиця Нове Шосе,trunk,,False,True,457.47900000000004,"LINESTRING (30.2097658 50.5524154, 30.2111662 50.5529421, 30.2121594 50.5533034, 30.2122948 50.5533527, 30.2128271 50.5535586, 30.2141479 50.5540695, 30.2153363 50.5545127)",М-07,50
48223549,2,Польова вулиця,residential,,False,True,217.733,"LINESTRING (30.2097658 50.5524154, 30.2099752 50.5521978, 30.2106681 50.5514486, 30.2109398 50.5511617, 30.2112174 50.5508758, 30.2113058 50.5507875, 30.2113566 50.5507385)",,
48223548,2,бульвар Богдана Хмельницького,residential,,True,False,91.276,"LINESTRING (30.207077 50.5491794, 30.2077275 50.5484702)",,
923627317,2,вулиця Енергетиків,residential,6,False,True,8.736,"LINESTRING (30.207077 50.5491794, 30.2071846 50.5492181)",,
48223549,2,Польова вулиця,residential,,False,False,69.554,"LINESTRING (30.2144369 50.5473448, 30.2139455 50.5478868)",,
48223549,2,Польова вулиця,residential,,False,True,143.732,"LINESTRING (30.2124785 50.5494598, 30.2135275 50.5483523)",,
48223549,2,Польова вулиця,residential,,False,False,162.791,"LINESTRING (30.2124785 50.5494598, 30.212154 50.5498311, 30.2116026 50.5504572, 30.2115539 50.5505103, 30.2114215 50.5506661, 30.2113566 50.5507385)",,
48223552,,Санаторний провулок,residential,,False,False,243.834,"LINESTRING (30.2124785 50.5494598, 30.2133692 50.5497809, 30.2137359 50.5499222, 30.2144989 50.5502286, 30.2154525 50.5505713)",,
48095241,2,вулиця Енергетиків,residential,6,False,False,339.88200000000006,"LINESTRING (30.2113566 50.5507385, 30.2112312 50.5506888, 30.209522 50.550085, 30.2092432 50.5499785, 30.2091506 50.5499432, 30.2090576 50.5499077, 30.2089722 50.5498751, 30.2086211 50.5497532, 30.2084831 50.5497027, 30.208338 50.5496487, 30.2081501 50.5495776, 30.2080061 50.5495295, 30.2076804 50.5494002, 30.2073007 50.5492569, 30.2071846 50.5492181)",,
48223549,2,Польова вулиця,residential,,False,False,217.733,"LINESTRING (30.2113566 50.5507385, 30.2113058 50.5507875, 30.2112174 50.5508758, 30.2109398 50.5511617, 30.2106681 50.5514486, 30.2099752 50.5521978, 30.2097658 50.5524154)",,
48223549,2,Польова вулиця,residential,,False,True,162.791,"LINESTRING (30.2113566 50.5507385, 30.2114215 50.5506661, 30.2115539 50.5505103, 30.2116026 50.5504572, 30.212154 50.5498311, 30.2124785 50.5494598)",,
48223549,2,Польова вулиця,residential,,False,False,143.732,"LINESTRING (30.2135275 50.5483523, 30.2124785 50.5494598)",,
48223549,2,Польова вулиця,residential,,False,True,59.595,"LINESTRING (30.2135275 50.5483523, 30.2139455 50.5478868)",,
