osmid,lanes,name,highway,oneway,reversed,length,geometry,width
144803198,2,Capitol Loop,residential,False,True,311.168,"LINESTRING (171.3803829 7.0915654, 171.3804638 7.0915476, 171.3804759 7.0915409, 171.3804863 7.0915306, 171.380496 7.091517, 171.3805986 7.091153, 171.3806096 7.0911315, 171.3806365 7.0910884, 171.3806704 7.0910505, 171.3807104 7.0910188, 171.3807551 7.0909944, 171.3808035 7.0909778, 171.3808539 7.0909696, 171.380905 7.0909701, 171.3809553 7.0909791, 171.3812151 7.0910509, 171.3813648 7.0911102, 171.3815029 7.0911928, 171.3816512 7.0912979, 171.3817942 7.0914083, 171.3819222 7.091493, 171.3820573 7.091566, 171.3825641 7.0917937, 171.3825913 7.0918041, 171.3826197 7.0918101)",
144807539,2,Lagoon Road,primary,False,False,72.96800000000002,"LINESTRING (171.3803829 7.0915654, 171.3804434 7.0918497, 171.3804521 7.0919821, 171.3804504 7.0920453, 171.3804458 7.0920946, 171.3804355 7.09217, 171.3804231 7.0922124)",
144807539,2,Lagoon Road,primary,False,True,56.658,"LINESTRING (171.3803829 7.0915654, 171.3803652 7.0914969, 171.3802384 7.0910765)",
142960240,1,Lagoon Road,primary,True,False,223.86199999999997,"LINESTRING (171.3802384 7.0910765, 171.3801453 7.0908626, 171.3799956 7.0903645, 171.3797336 7.0895381, 171.3795965 7.0891682)",
144807539,2,Lagoon Road,primary,False,False,56.658,"LINESTRING (171.3802384 7.0910765, 171.3803652 7.0914969, 171.3803829 7.0915654)",
87621863,2,Loop Street,living_street,False,False,85.203,"LINESTRING (171.3798607 7.0947838, 171.3802769 7.0948734, 171.3806132 7.0949553)",
144807539,2,Lagoon Road,primary,False,True,39.182,"LINESTRING (171.3798607 7.0947838, 171.3798542 7.0947471, 171.3798255 7.0945885, 171.3798001 7.0944366)",
144803215,2,,residential,False,False,9.318,"LINESTRING (171.3796624 7.0891158, 171.3795965 7.0891682)",
87621858,2,,residential,False,False,46.2,"LINESTRING (171.3796624 7.0891158, 171.3796739 7.0890842, 171.3796773 7.0890564, 171.3796959 7.088703)",
144803152,1,Lagoon Road,primary,True,False,227.472,"LINESTRING (171.3796624 7.0891158, 171.379692 7.0891787, 171.3797214 7.0892512, 171.3798063 7.0895142, 171.3800433 7.0902857, 171.380084 7.0904265, 171.3802014 7.0908402, 171.3802384 7.0910765)",2
144807588,2,,living_street,False,True,39.598,"LINESTRING (171.3824957 7.0923029, 171.3825192 7.0923563, 171.3825399 7.0923933, 171.3825607 7.0924193, 171.3825671 7.0924247, 171.3825828 7.0924379, 171.3826861 7.0924832, 171.3827633 7.092511)",
144807598,2,,living_street,False,False,229.828,"LINESTRING (171.3824957 7.0923029, 171.3823803 7.0923062, 171.3821684 7.0923063, 171.3816319 7.0922317, 171.3813704 7.0921891, 171.3811894 7.0921771, 171.3811666 7.0921771, 171.3809794 7.0921931, 171.3804231 7.0922124)",
292324034,2,,living_street,False,True,56.577,"LINESTRING (171.3824957 7.0923029, 171.3825607 7.0919853, 171.3826197 7.0918101)",
87621863,2,Loop Street,living_street,False,False,215.841,"LINESTRING (171.3814294 7.0936077, 171.3812202 7.0935678, 171.3810123 7.0935326, 171.3809574 7.0935279, 171.3809312 7.0935273, 171.3809118 7.0935292, 171.3808829 7.0935339, 171.3808601 7.0935425, 171.380832 7.0935585, 171.3808031 7.0935877, 171.3807843 7.0936258, 171.3807723 7.0937376, 171.3807656 7.0937722, 171.3807629 7.0937954, 171.3807562 7.093812, 171.3807408 7.0938313, 171.3806992 7.0938612, 171.3806657 7.0938805, 171.3806248 7.0938952, 171.3805644 7.0938978, 171.3804672 7.0938992, 171.3804384 7.0939045, 171.3804095 7.0939158, 171.3803706 7.0939392, 171.3802506 7.0940104, 171.3802151 7.0940209, 171.3801822 7.094023, 171.3800588 7.0940216, 171.3797432 7.0940114)",
87621863,2,Loop Street,living_street,False,True,222.08100000000002,"LINESTRING (171.3814294 7.0936077, 171.3815998 7.0938233, 171.3816306 7.0938447, 171.3818009 7.0939631, 171.3818277 7.0939937, 171.3818371 7.0940136, 171.3818432 7.0940409, 171.3818452 7.0940615, 171.3818438 7.0940855, 171.3818358 7.0941015, 171.3817198 7.0942633, 171.3816956 7.0943224, 171.3816447 7.0945187, 171.3816306 7.0945826, 171.3816145 7.0946318, 171.3815897 7.0946705, 171.3815368 7.0947249, 171.3814536 7.0947949, 171.3813483 7.0948701, 171.3812309 7.094936, 171.3811424 7.0949825, 171.3810962 7.0949991, 171.3810465 7.0950071, 171.3809922 7.0950078)",
87621866,2,,living_street,False,False,222.427,"LINESTRING (171.3814294 7.0936077, 171.3815755 7.0934241, 171.3816172 7.0933695, 171.38164 7.0933529, 171.3816661 7.0933442, 171.3817064 7.0933442, 171.3817312 7.0933482, 171.3817526 7.0933602, 171.3817942 7.0933856, 171.3818895 7.093446, 171.3819223 7.093466, 171.3819511 7.09347, 171.381988 7.0934706, 171.3820074 7.0934686, 171.3820262 7.0934607, 171.3820591 7.0934307, 171.3820785 7.0934128, 171.3821396 7.0933722, 171.3822709 7.0932904, 171.3823393 7.0932305, 171.3823789 7.0931952, 171.3824272 7.0931486, 171.3824728 7.093106, 171.3825285 7.0930675, 171.3825633 7.0930462, 171.3825754 7.0930285, 171.3825828 7.0930051, 171.3827633 7.092511)",
144803138,2,Capitol Loop,residential,False,False,48.79899999999999,"LINESTRING (171.3801237 7.0886094, 171.3800149 7.0886114, 171.3799334 7.0886231, 171.3798239 7.0886537, 171.3796959 7.088703)",
144803198,2,Capitol Loop,residential,False,False,599.1369999999998,"LINESTRING (171.3801237 7.0886094, 171.3802636 7.0886667, 171.3806721 7.0888429, 171.3807542 7.0888787, 171.3811709 7.0890587, 171.3814314 7.0891658, 171.3815716 7.0892151, 171.3816371 7.0892366, 171.3817074 7.0892597, 171.3824131 7.0894952, 171.3826152 7.089591, 171.3827478 7.0896568, 171.3830779 7.0898413, 171.383252 7.0899498, 171.3832827 7.0899806, 171.3833082 7.0900157, 171.3833279 7.0900544, 171.3833412 7.0900956, 171.3833479 7.0901384, 171.3833478 7.0901817, 171.3833408 7.0902244, 171.3832728 7.0904833, 171.3832361 7.0906526, 171.3831414 7.0910133, 171.383087 7.0911696, 171.3830006 7.0913589, 171.3827941 7.0917278, 171.3827767 7.091751, 171.3827558 7.0917711, 171.3827319 7.0917876)",
144803198,2,Capitol Loop,residential,False,True,51.382000000000005,"LINESTRING (171.3801237 7.0886094, 171.3798427 7.0884864, 171.3796988 7.0884204)",
144803137,2,Capitol Loop,residential,False,False,30.272,"LINESTRING (171.3796959 7.088703, 171.3794501 7.0888239)",
144803202,2,,residential,False,False,31.425,"LINESTRING (171.3796959 7.088703, 171.3796988 7.0884204)",
87621858,2,,residential,False,True,46.199999999999996,"LINESTRING (171.3796959 7.088703, 171.3796773 7.0890564, 171.3796739 7.0890842, 171.3796624 7.0891158)",
144803138,2,Capitol Loop,residential,False,True,48.79899999999999,"LINESTRING (171.3796959 7.088703, 171.3798239 7.0886537, 171.3799334 7.0886231, 171.3800149 7.0886114, 171.3801237 7.0886094)",
87621863,2,Loop Street,living_street,False,False,222.08099999999996,"LINESTRING (171.3809922 7.0950078, 171.3810465 7.0950071, 171.3810962 7.0949991, 171.3811424 7.0949825, 171.3812309 7.094936, 171.3813483 7.0948701, 171.3814536 7.0947949, 171.3815368 7.0947249, 171.3815897 7.0946705, 171.3816145 7.0946318, 171.3816306 7.0945826, 171.3816447 7.0945187, 171.3816956 7.0943224, 171.3817198 7.0942633, 171.3818358 7.0941015, 171.3818438 7.0940855, 171.3818452 7.0940615, 171.3818432 7.0940409, 171.3818371 7.0940136, 171.3818277 7.0939937, 171.3818009 7.0939631, 171.3816306 7.0938447, 171.3815998 7.0938233, 171.3814294 7.0936077)",
87621863,2,Loop Street,living_street,False,True,42.226,"LINESTRING (171.3809922 7.0950078, 171.380668 7.0949626, 171.3806132 7.0949553)",
653217232,,,residential,False,True,58.254,"LINESTRING (171.3809922 7.0950078, 171.3808474 7.0951062, 171.3807347 7.0951728, 171.3805635 7.0953119)",
