osmid,oneway,lanes,ref,highway,reversed,length,geometry,maxspeed,name,width,junction
173131023,True,2,RN21,primary,False,42.552,"LINESTRING (-10.0570339 28.9859163, -10.0571995 28.9862705)",,,,
89902635,True,1,,primary_link,False,44.690000000000005,"LINESTRING (-10.0570339 28.9859163, -10.0570352 28.98606, -10.0570279 28.9861046, -10.0570158 28.9861515, -10.056999 28.9861814, -10.0569675 28.9862172, -10.0568955 28.9862766)",,,,
142598249,False,2,RN21,primary,False,4.919,"LINESTRING (-10.056863 28.9856408, -10.0568351 28.9856039)",60,,,
173131023,True,2,RN21,primary,False,34.854,"LINESTRING (-10.056863 28.9856408, -10.0570339 28.9859163)",,,,
85058155,False,2,RN21,primary,False,50.755,"LINESTRING (-10.0579009 28.9865298, -10.0583247 28.9867961)",60,Avenue Hassan II شارع الحسن الثاني,,
89345132,True,2,RN21,primary,False,44.272,"LINESTRING (-10.0579009 28.9865298, -10.057561 28.986265)",,Avenue Hassan II شارع الحسن الثاني,,
90116397,False,,,tertiary,False,19.022,"LINESTRING (-10.059251 28.9858756, -10.05932 28.9858034, -10.0593781 28.9857456)",,,,
179742096,False,2,,primary,True,182.422,"LINESTRING (-10.059251 28.9858756, -10.0593237 28.9858481, -10.0594198 28.9858364, -10.0594397 28.9858365, -10.0595806 28.9858374, -10.0601503 28.9858975, -10.0604909 28.9859204, -10.0611121 28.985962)",60,Avenue 3 Mars,,
1242661892,False,2,,primary,False,136.66,"LINESTRING (-10.059251 28.9858756, -10.0591804 28.9859182, -10.0591434 28.9859497, -10.0589646 28.9861269, -10.0587694 28.9863363, -10.05849 28.9866276, -10.0583247 28.9867961)",60,,,
85058155,False,2,RN21,primary,True,50.755,"LINESTRING (-10.0583247 28.9867961, -10.0579009 28.9865298)",60,Avenue Hassan II شارع الحسن الثاني,,
85058155,False,2,RN21,primary,False,172.904,"LINESTRING (-10.0583247 28.9867961, -10.0585791 28.9869551, -10.059411 28.9874585, -10.0597808 28.987688)",60,Avenue Hassan II شارع الحسن الثاني,,
196926367,False,2,,primary,False,114.195,"LINESTRING (-10.0583247 28.9867961, -10.0580362 28.9871486, -10.057953 28.9872519, -10.057855 28.9873789, -10.0576974 28.9875819, -10.0576859 28.9875967, -10.0576522 28.9876378)",40,Avenue Mohamed VI شارع محمد السادس,,
1242661892,False,2,,primary,True,136.66,"LINESTRING (-10.0583247 28.9867961, -10.05849 28.9866276, -10.0587694 28.9863363, -10.0589646 28.9861269, -10.0591434 28.9859497, -10.0591804 28.9859182, -10.059251 28.9858756)",60,,,
89902612,False,,,residential,False,71.4,"LINESTRING (-10.0598026 28.9836537, -10.0593654 28.9841695)",,,,
270494377,False,,,tertiary,True,28.76,"LINESTRING (-10.0598026 28.9836537, -10.0600486 28.9837972)",,,3,
270494377,False,,,tertiary,False,58.42999999999999,"LINESTRING (-10.0598026 28.9836537, -10.0595163 28.9834812, -10.0592947 28.9833743)",,,3,
270494377,False,,,tertiary,False,28.76,"LINESTRING (-10.0600486 28.9837972, -10.0598026 28.9836537)",,,3,
90116404,True,,,tertiary,False,20.262000000000004,"LINESTRING (-10.0600486 28.9837972, -10.0600364 28.9838257, -10.0600366 28.983856, -10.0600491 28.9838843, -10.0600724 28.9839069, -10.0601033 28.9839207, -10.0601378 28.983924)",,,,roundabout
97540742,False,,,residential,False,37.443,"LINESTRING (-10.0592947 28.9833743, -10.0589745 28.9835612)",,,,
270494377,False,,,tertiary,False,122.112,"LINESTRING (-10.0592947 28.9833743, -10.0592092 28.9833125, -10.0591636 28.9832586, -10.0591166 28.9831729, -10.0589933 28.9828855, -10.0589839 28.9827975, -10.0589892 28.982584, -10.0590196 28.9823554)",,,3,
270494377,False,,,tertiary,True,58.42999999999999,"LINESTRING (-10.0592947 28.9833743, -10.0595163 28.9834812, -10.0598026 28.9836537)",,,3,
89345127,True,2,RN21,primary,False,17.84,"LINESTRING (-10.0575083 28.9862239, -10.0574657 28.986209, -10.0574201 28.9862047, -10.0573749 28.9862114, -10.0573334 28.9862284)",40,,,roundabout
89902577,True,2,RN21,primary,False,90.31,"LINESTRING (-10.0575083 28.9862239, -10.057107 28.9858835, -10.056863 28.9856408)",,,,
4591990,True,2,RN21,primary,False,35.355,"LINESTRING (-10.0575484 28.9864522, -10.0579009 28.9865298)",,Avenue Hassan II شارع الحسن الثاني,,
89345127,True,2,RN21,primary,False,22.555999999999997,"LINESTRING (-10.0575484 28.9864522, -10.0575713 28.986425, -10.0575865 28.9863939, -10.0575932 28.9863606, -10.057591 28.9863269, -10.0575801 28.9862944, -10.057561 28.986265)",40,,,roundabout
89345127,True,2,RN21,primary,False,2.522,"LINESTRING (-10.057561 28.986265, -10.0575441 28.9862478)",40,,,roundabout
311068654,False,4,,secondary,True,39.185,"LINESTRING (-10.0573764 28.9870245, -10.0573599 28.9873766)",,Boulevard Almasira,,
89345128,True,2,,secondary,False,64.114,"LINESTRING (-10.0573764 28.9870245, -10.0575082 28.9865934, -10.057531 28.9864646)",,Bulevar Almasira,,
89902562,False,2,,tertiary,False,65.561,"LINESTRING (-10.0525611 28.9854496, -10.0532209 28.9855701)",,Avenue des Forces Armées Royales شارع الجيش الملكي,,
313297409,False,2,,tertiary,False,28.719,"LINESTRING (-10.0525611 28.9854496, -10.0524949 28.9851979)",,,,
313297409,False,2,,tertiary,True,29.798,"LINESTRING (-10.0525611 28.9854496, -10.0526181 28.9857129)",,,,
85058155,False,2,RN21,primary,True,80.017,"LINESTRING (-10.0611122 28.9885247, -10.0604358 28.9881151)",60,Avenue Hassan II شارع الحسن الثاني,,
85058155,False,2,RN21,primary,False,105.724,"LINESTRING (-10.0611122 28.9885247, -10.0613616 28.9886772, -10.0615869 28.9888109, -10.0620081 28.9890631)",60,Avenue Hassan II شارع الحسن الثاني,,
311069411,False,,,residential,False,192.20000000000002,"LINESTRING (-10.0611122 28.9885247, -10.0608775 28.9888579, -10.0606965 28.9891429, -10.0604698 28.9895371, -10.0601495 28.9900333)",,,,
89902591,False,2,,tertiary,False,6.361,"LINESTRING (-10.060203 28.9900662, -10.0601495 28.9900333)",,Boulevard Al Massira Al Khadra,,
89902591,False,2,,tertiary,True,97.767,"LINESTRING (-10.060203 28.9900662, -10.0604184 28.9902065, -10.0606502 28.9903505, -10.0610188 28.9905798)",,Boulevard Al Massira Al Khadra,,
89902548,False,,,residential,False,61.018,"LINESTRING (-10.0570768 28.990772, -10.0565512 28.9904724)",,,,
370048831,False,2,,tertiary,False,21.17,"LINESTRING (-10.0570768 28.990772, -10.0570953 28.9905823)",,Boulevard Moulay Rachid شارع مولاي رشيد,,
