osmid,oneway,highway,reversed,length,geometry,name,maxspeed,junction
88378223,True,residential,False,101.004,"LINESTRING (-9.7667558 31.5087494, -9.7666177 31.5088139, -9.7666051 31.5088191, -9.766155 31.5090067, -9.7658126 31.5091711)",,,
88378297,True,residential,False,82.066,"LINESTRING (-9.7652016 31.508646, -9.7652656 31.508836, -9.7654571 31.5093511)",,,
745511189,False,residential,False,151.692,"LINESTRING (-9.7652016 31.508646, -9.7642858 31.5078365, -9.7640439 31.5077147)",Rue Al Moukaouma,60,
103512654,False,tertiary,True,104.064,"LINESTRING (-9.766969 31.5101908, -9.7667315 31.5103039, -9.7665411 31.5103946, -9.7662311 31.5105463, -9.7660141 31.5106524)",Avenue Lalla Aicha,60,
103513222,False,residential,False,157.716,"LINESTRING (-9.766969 31.5101908, -9.7668776 31.5101098, -9.7664758 31.5097538, -9.7658126 31.5091711)",Rue Al Moukaouma,60,
192562017,False,residential,True,115.41899999999998,"LINESTRING (-9.7671538 31.5109449, -9.7670807 31.5108989, -9.7669463 31.5108211, -9.7668972 31.5108046, -9.7668093 31.5107924, -9.7664624 31.5107533, -9.7662058 31.5107243, -9.7661097 31.5107078, -9.7660141 31.5106524)",,60,
182898944,False,tertiary,False,9.263,"LINESTRING (-9.7596897 31.5112579, -9.7597813 31.5112869)",,,
182898944,False,tertiary,True,19.856,"LINESTRING (-9.7596897 31.5112579, -9.7595569 31.5112157, -9.7594934 31.5111956)",,,
690445806,True,secondary,False,377.608,"LINESTRING (-9.7596897 31.5112579, -9.7594797 31.5117074, -9.7590968 31.5125273, -9.7590082 31.5127169, -9.7587825 31.5132002, -9.7585814 31.5136308, -9.7582251 31.5144159)",Avenue El Aqaba,60,
101494110,False,tertiary,False,132.756,"LINESTRING (-9.7656443 31.5162625, -9.7656624 31.5160947, -9.765663 31.5159673, -9.7656199 31.5156669, -9.7655368 31.5153911, -9.7654536 31.5150887)",Avenue Moulay Youssef شارع مولاي يوسف,,
102777938,True,tertiary,False,66.30300000000001,"LINESTRING (-9.7656443 31.5162625, -9.7654798 31.5161897, -9.7653897 31.516109, -9.7652203 31.5159448, -9.7651436 31.5158586)",Avenue Al Massira Al Khadra,60,
101494110,False,tertiary,True,78.924,"LINESTRING (-9.7641851 31.5121217, -9.7643287 31.5122662, -9.7647016 31.5126782)",Avenue Moulay Youssef شارع مولاي يوسف,,
102409045,False,tertiary,False,190.918,"LINESTRING (-9.7641851 31.5121217, -9.7639887 31.512275, -9.7637952 31.512426, -9.7627021 31.5132834)",Avenue Lalla Aicha,,
1094246811,False,tertiary,False,79.053,"LINESTRING (-9.7641851 31.5121217, -9.7643241 31.5119926, -9.7645544 31.5118105, -9.7647848 31.5116283)",Avenue Lalla Aicha,60,
103512654,False,tertiary,False,104.064,"LINESTRING (-9.7660141 31.5106524, -9.7662311 31.5105463, -9.7665411 31.5103946, -9.7667315 31.5103039, -9.766969 31.5101908)",Avenue Lalla Aicha,60,
103512654,False,tertiary,True,82.42499999999998,"LINESTRING (-9.7660141 31.5106524, -9.7657526 31.5108543, -9.7655043 31.511046, -9.765465 31.5110778, -9.7653727 31.5111528)",Avenue Lalla Aicha,60,
192562017,False,residential,False,115.419,"LINESTRING (-9.7660141 31.5106524, -9.7661097 31.5107078, -9.7662058 31.5107243, -9.7664624 31.5107533, -9.7668093 31.5107924, -9.7668972 31.5108046, -9.7669463 31.5108211, -9.7670807 31.5108989, -9.7671538 31.5109449)",,60,
103512655,False,tertiary,False,63.583,"LINESTRING (-9.7618964 31.5125013, -9.7614571 31.5120692)",Avenue de Fes,,
102676308,False,tertiary,True,70.983,"LINESTRING (-9.7618964 31.5125013, -9.7615974 31.5127311, -9.7614877 31.5128154, -9.7613403 31.5129288)",Avenue de Rabat شارع الرباط,,
103512655,False,tertiary,True,115.757,"LINESTRING (-9.7618964 31.5125013, -9.7622029 31.5128104, -9.7627021 31.5132834)",Avenue de Fes,,
103512655,False,tertiary,True,9.516,"LINESTRING (-9.7599596 31.5106526, -9.7600283 31.510715)",Avenue de Fes,,
690445806,True,secondary,False,72.006,"LINESTRING (-9.7599596 31.5106526, -9.7596897 31.5112579)",Avenue El Aqaba,60,
102409045,False,tertiary,False,26.059,"LINESTRING (-9.7627021 31.5132834, -9.7625019 31.513444)",Avenue Lalla Aicha,,
102409045,False,tertiary,True,190.91799999999998,"LINESTRING (-9.7627021 31.5132834, -9.7637952 31.512426, -9.7639887 31.512275, -9.7641851 31.5121217)",Avenue Lalla Aicha,,
103512655,False,tertiary,False,115.757,"LINESTRING (-9.7627021 31.5132834, -9.7622029 31.5128104, -9.7618964 31.5125013)",Avenue de Fes,,
103512655,False,tertiary,False,61.887,"LINESTRING (-9.7614571 31.5120692, -9.7610077 31.5116655)",Avenue de Fes,,
103512655,False,tertiary,True,63.583,"LINESTRING (-9.7614571 31.5120692, -9.7618964 31.5125013)",Avenue de Fes,,
102676306,False,residential,False,95.659,"LINESTRING (-9.7614571 31.5120692, -9.7611038 31.512363, -9.7608711 31.5125785, -9.7608295 31.5125903, -9.7607893 31.5125777, -9.7607293 31.512526)",,,
743464799,False,tertiary,True,13.342,"LINESTRING (-9.7573244 31.5161697, -9.7571909 31.5161317)",Avenue Allal El Fassi شارع علال الفاسي,,
725726128,True,secondary,False,9.016,"LINESTRING (-9.7573244 31.5161697, -9.7573205 31.5161804, -9.7573198 31.5162023, -9.7573249 31.5162222, -9.7573428 31.5162452)",Avenue El Aqaba,60,roundabout
725726126,True,secondary,False,8.636,"LINESTRING (-9.7575157 31.5162202, -9.7575189 31.5161815, -9.7575017 31.5161455)",Avenue El Aqaba,60,roundabout
103512655,False,tertiary,False,9.516,"LINESTRING (-9.7600283 31.510715, -9.7599596 31.5106526)",Avenue de Fes,,
103512655,False,tertiary,True,140.682,"LINESTRING (-9.7600283 31.510715, -9.7604393 31.5111096, -9.7610077 31.5116655)",Avenue de Fes,,
725726125,True,secondary,False,129.599,"LINESTRING (-9.7600283 31.510715, -9.7602836 31.5101291, -9.7604269 31.5096026)",Avenue El Aqaba,60,
182898944,False,tertiary,True,9.263,"LINESTRING (-9.7597813 31.5112869, -9.7596897 31.5112579)",,,
725726125,True,secondary,False,29.95,"LINESTRING (-9.7597813 31.5112869, -9.7598884 31.5110335)",Avenue El Aqaba,60,
28221920,False,residential,False,165.848,"LINESTRING (-9.7640439 31.5077147, -9.7640979 31.5079293, -9.7645827 31.5091323)",Avenue El Aquasse,,
745511189,False,residential,True,151.692,"LINESTRING (-9.7640439 31.5077147, -9.7642858 31.5078365, -9.7652016 31.508646)",Rue Al Moukaouma,60,
88378284,False,tertiary,False,34.114,"LINESTRING (-9.7568558 31.5076553, -9.7570353 31.5079212)",,,
103677547,False,tertiary,True,16.332,"LINESTRING (-9.7568558 31.5076553, -9.7569946 31.5075683)",Avenue Allal El Fassi شارع علال الفاسي,,
725726125,True,secondary,False,14.877,"LINESTRING (-9.7606477 31.5084343, -9.760674 31.5083024)",Avenue El Aqaba,60,
731569000,True,residential,False,10.651,"LINESTRING (-9.7606477 31.5084343, -9.7607582 31.5084516)",Boulevard de l`Hopital,60,
103512655,False,tertiary,True,61.887,"LINESTRING (-9.7610077 31.5116655, -9.7614571 31.5120692)",Avenue de Fes,,
88378266,False,residential,True,248.127,"LINESTRING (-9.7610077 31.5116655, -9.7616984 31.5111247, -9.762942 31.5101622)",,,
103512655,False,tertiary,False,140.682,"LINESTRING (-9.7610077 31.5116655, -9.7604393 31.5111096, -9.7600283 31.510715)",Avenue de Fes,,
88378263,False,residential,False,8.716,"LINESTRING (-9.7604269 31.5096026, -9.7603375 31.5095843)",,,
725726125,True,secondary,False,96.327,"LINESTRING (-9.7604269 31.5096026, -9.7605199 31.5090906, -9.7605888 31.5087474)",Avenue El Aqaba,60,
316171270,False,residential,False,85.474,"LINESTRING (-9.7623726 31.5161774, -9.7614711 31.5161614)",Rue Ichbilia,60,
88378250,False,residential,True,66.815,"LINESTRING (-9.7623726 31.5161774, -9.7619402 31.5157406, -9.761918 31.5157182)",,,
316171270,False,residential,True,67.047,"LINESTRING (-9.7623726 31.5161774, -9.7626474 31.5161777, -9.7630799 31.5161785)",Rue Ichbilia,60,
745511190,False,residential,True,39.197,"LINESTRING (-9.7654571 31.5093511, -9.7658126 31.5091711)",,,
192562027,True,residential,False,154.035,"LINESTRING (-9.7654571 31.5093511, -9.7659796 31.5105656, -9.7660141 31.5106524)",,60,
731741326,True,residential,False,20.532,"LINESTRING (-9.7631781 31.5138937, -9.7633122 31.5137487)",,,
102777938,True,tertiary,False,17.032,"LINESTRING (-9.7631781 31.5138937, -9.7630991 31.5138291, -9.7630671 31.5138141, -9.7630338 31.5138098)",Avenue Al Massira Al Khadra,60,
103677544,False,tertiary,False,60.729,"LINESTRING (-9.7625454 31.5141573, -9.7621403 31.5137342)",,,
103677544,False,tertiary,True,27.543,"LINESTRING (-9.7625454 31.5141573, -9.7627407 31.5143407)",,,
731569000,True,residential,False,10.406,"LINESTRING (-9.7605397 31.5084176, -9.7606477 31.5084343)",Boulevard de l`Hopital,60,
690445806,True,secondary,False,131.143,"LINESTRING (-9.7605397 31.5084176, -9.7604303 31.5090776, -9.7603375 31.5095843)",Avenue El Aqaba,60,
88378250,False,residential,False,32.443,"LINESTRING (-9.7614926 31.5152885, -9.7617133 31.5155115)",,,
103677558,False,tertiary,False,47.123,"LINESTRING (-9.7614926 31.5152885, -9.7618622 31.5150051)",Avenue Moulay Idriss I,,
103677558,False,tertiary,True,5.125,"LINESTRING (-9.7614926 31.5152885, -9.7614528 31.5153197)",Avenue Moulay Idriss I,,
