osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,junction,geometry
38499490,True,2,P3602,Boulevard Mustapha El Maani,tertiary,False,30.121,,,"LINESTRING (-7.5832481 33.2669014, -7.5829325 33.2669626)"
407392688,True,3,RN9;RN12;RP3602,Boulevard Mohamed V شارع محمد الخامس,primary,False,20.163,60,,"LINESTRING (-7.5832481 33.2669014, -7.5833396 33.2670658)"
594703231,True,2,RN9;RN12;RP3602;RR318,,primary,False,4.531,,roundabout,"LINESTRING (-7.5825403 33.2651755, -7.5825293 33.2652152)"
119104996,False,2,,Zankat Ras Al Khayma,residential,False,61.586,,,"LINESTRING (-7.5766383 33.2663065, -7.5759798 33.2663665)"
119105009,False,2,,,tertiary,False,6.812,,,"LINESTRING (-7.5766383 33.2663065, -7.5766268 33.266246)"
119105009,False,2,,,tertiary,True,22.108,,,"LINESTRING (-7.5766383 33.2663065, -7.5766695 33.2665036)"
119105009,False,2,,,tertiary,False,65.158,,,"LINESTRING (-7.5764872 33.2653271, -7.5763899 33.2647468)"
119105009,False,2,,,tertiary,True,28.845,,,"LINESTRING (-7.5764872 33.2653271, -7.5765248 33.2655846)"
119105036,False,2,,Avenue Abdelah Guennon,residential,False,43.388,,,"LINESTRING (-7.5764872 33.2653271, -7.5760242 33.2653759)"
"[119104973, 579879887]",False,2,,,residential,False,133.237,,,"LINESTRING (-7.5764872 33.2653271, -7.5767966 33.2652945, -7.5768361 33.2652839, -7.5768475 33.2652701, -7.5768549 33.2652474, -7.5768606 33.2652068, -7.5767567 33.2643898)"
323358745,False,2,,Boulevard Rachidi,residential,False,74.342,,,"LINESTRING (-7.5758625 33.2708069, -7.5764787 33.271233)"
119105064,False,2,,,residential,True,72.985,,,"LINESTRING (-7.5758625 33.2708069, -7.5761502 33.2705804, -7.5764331 33.2703561)"
119105017,True,1,,,residential,False,64.412,,,"LINESTRING (-7.5855751 33.265795, -7.5862154 33.2655738)"
119105002,True,2,,,residential,False,38.865,,roundabout,"LINESTRING (-7.5855751 33.265795, -7.5855732 33.2657767, -7.5855692 33.2657586, -7.585563 33.2657409, -7.5855547 33.2657239, -7.5855445 33.2657076, -7.5855323 33.2656922, -7.5855184 33.265678, -7.5855029 33.265665, -7.5854859 33.2656533, -7.5854675 33.2656431, -7.5854481 33.2656345, -7.5854277 33.2656276, -7.5854066 33.2656224, -7.585385 33.265619, -7.5853631 33.2656174, -7.5853411 33.2656176, -7.5853192 33.2656197, -7.5852977 33.2656236, -7.5852768 33.2656292)"
119105006,False,,,,residential,False,71.187,,,"LINESTRING (-7.5777528 33.2704172, -7.5772633 33.2709095)"
119105026,False,,,,residential,False,36.854,,,"LINESTRING (-7.5777528 33.2704172, -7.5774436 33.2702098)"
119105026,False,,,,residential,True,9.147,,,"LINESTRING (-7.5777528 33.2704172, -7.5778299 33.2704683)"
119104995,False,2,,,residential,False,41.725,,,"LINESTRING (-7.5865048 33.2708798, -7.5863573 33.2705254)"
119105044,True,1,,,residential,False,61.566,,,"LINESTRING (-7.5865048 33.2708798, -7.5859009 33.271107)"
119104982,False,2,,,tertiary,False,30.791,,,"LINESTRING (-7.5796752 33.2656976, -7.5796354 33.2654227)"
119104982,False,2,,,tertiary,True,16.581,,,"LINESTRING (-7.5796752 33.2656976, -7.5797014 33.2658451)"
119105067,False,2,,Passage Iskandaria,residential,False,73.491,,,"LINESTRING (-7.5796752 33.2656976, -7.5788925 33.2657899)"
579879913,False,2,,Passage Qatar,residential,False,35.454,,,"LINESTRING (-7.5770469 33.2664579, -7.5766695 33.2665036)"
