osmid,oneway,lanes,name,highway,reversed,length,ref,maxspeed,junction,geometry
342538074,True,1,Rue Beyrouth زنقة بيروت,residential,False,77.152,,,,"LINESTRING (-6.8386223 34.0217505, -6.8383039 34.0211088)"
455786719,True,4,Avenue Hassan II شارع الحسن الثاني,primary,False,67.529,RN1,60,,"LINESTRING (-6.8386223 34.0217505, -6.8379464 34.021985)"
4061177,True,2,Rue Melilia زنقة مليلية,tertiary,False,26.284,,,,"LINESTRING (-6.8313959 34.0222155, -6.8313229 34.022444)"
1100961768,True,2,,tertiary,False,22.072999999999997,,,roundabout,"LINESTRING (-6.8313959 34.0222155, -6.8314335 34.0222188, -6.8314878 34.0222172, -6.8315535 34.0222077, -6.8316006 34.0221952, -6.8316288 34.0221841)"
590097942,True,2,Avenue Patrice Lumumba شارع باتريس لومومبا,residential,False,69.133,,,,"LINESTRING (-6.8315716 34.0219365, -6.8316126 34.0213157)"
4061050,True,2,,tertiary,False,32.242,,,roundabout,"LINESTRING (-6.8315716 34.0219365, -6.83152 34.0219371, -6.8314576 34.0219443, -6.8314107 34.0219576, -6.8313704 34.0219743, -6.8313342 34.0219943, -6.8313014 34.0220221, -6.8312853 34.0220615)"
731077374,True,2,Rue Soekarno زنقة سوكارنو,tertiary,False,32.639,,,,"LINESTRING (-6.8365615 34.0195539, -6.8368588 34.0193944)"
609006739,True,2,Rue Beyrouth زنقة بيروت,residential,False,68.08,,,,"LINESTRING (-6.8378773 34.0197311, -6.8376389 34.019207, -6.8376102 34.0191606)"
55645537,True,2,Rue du Caire زنقة القاهرة,residential,False,67.163,,,,"LINESTRING (-6.8363504 34.019183, -6.8356217 34.0191887)"
159215542,True,2,Avenue Mohamed V شارع محمد الخامس,secondary,False,45.735,RR401,,,"LINESTRING (-6.8363504 34.019183, -6.8364102 34.0192576, -6.8365615 34.0195539)"
35034742,True,2,Avenue Chellah شارع شالة,tertiary,False,75.192,,,,"LINESTRING (-6.8303219 34.0208119, -6.8306878 34.0214163)"
726015230,False,2,Avenue Moulay Rachid شارع مولاي رشيد,residential,True,13.077,,,,"LINESTRING (-6.8303219 34.0208119, -6.8302267 34.0208991)"
4061177,True,2,Rue Melilia زنقة مليلية,tertiary,False,71.661,,,,"LINESTRING (-6.8312856 34.0225797, -6.8310857 34.0232025)"
159739125,True,,Rue Nador زنقة الناظور,residential,False,119.55699999999999,,,,"LINESTRING (-6.8312856 34.0225797, -6.8317427 34.0232527, -6.8319109 34.0235216)"
155793703,True,,Rue Debdou زنقة دبدو,residential,False,52.532,,,,"LINESTRING (-6.8319109 34.0235216, -6.8323932 34.0232698)"
159739125,True,,Rue Nador زنقة الناظور,residential,False,81.65299999999999,,,,"LINESTRING (-6.8319109 34.0235216, -6.8321961 34.0240179, -6.8322918 34.0241846)"
155789362,True,,Avenue Chellah شارع شالة,residential,False,114.717,,,,"LINESTRING (-6.8323932 34.0232698, -6.8317355 34.0223939)"
534562730,True,2,Avenue Allal Ben Abdellah شارع علال بن عبد الله,secondary,False,93.859,,,,"LINESTRING (-6.835316 34.0199768, -6.8358764 34.0206816)"
965582930,True,2,Avenue Al Mansour Addahbi شارع المنصور الذهبي,tertiary,False,125.816,,,,"LINESTRING (-6.835316 34.0199768, -6.8357773 34.0197873, -6.8365029 34.0195344, -6.8365615 34.0195539)"
28335468,True,,Rue Ksar El Kebir زنقة القصر الكبير,residential,False,121.929,,,,"LINESTRING (-6.8297936 34.023759, -6.8286714 34.0243398)"
965613759,True,4,Avenue Moulay Ismail شارع مولاي اسماعيل,tertiary,False,105.156,,,,"LINESTRING (-6.8297936 34.023759, -6.8298387 34.0238083, -6.8303673 34.024388, -6.8303945 34.0244219, -6.8304189 34.0244658, -6.8304309 34.0244984, -6.8304384 34.0245319)"
610285109,True,1,,residential,False,95.20599999999999,,,,"LINESTRING (-6.8287267 34.0179414, -6.8288972 34.017956, -6.8289158 34.0179583, -6.8297492 34.0180622)"
35034742,True,2,Avenue Chellah شارع شالة,tertiary,False,139.44299999999998,,,,"LINESTRING (-6.8293235 34.0190839, -6.8297535 34.0197709, -6.8300057 34.0202031)"
607200450,True,2,Rue Mohamed Jazouli زنقة محمد الجزولي,residential,False,37.032,,,,"LINESTRING (-6.8293235 34.0190839, -6.8294056 34.0190431, -6.829668 34.0189125)"
4050081,True,2,Avenue Mohamed V شارع محمد الخامس,secondary,False,62.984,RR401,,,"LINESTRING (-6.8379464 34.021985, -6.8376774 34.0214643)"
731077375,False,,Avenue Mohamed V شارع محمد الخامس,secondary,False,8.392,,,,"LINESTRING (-6.8379464 34.021985, -6.8379737 34.022057)"
"[583981506, 455786719]",True,"['2', '4']",Avenue Hassan II شارع الحسن الثاني,primary,False,105.288,RN1,60,,"LINESTRING (-6.8379464 34.021985, -6.8370977 34.0222795, -6.8370418 34.0223014, -6.8369022 34.0223671)"
34918906,True,1,,residential,False,34.884,,,,"LINESTRING (-6.8367439 34.0221844, -6.8364016 34.0223183)"
534562730,True,2,Avenue Allal Ben Abdellah شارع علال بن عبد الله,secondary,False,21.188,,,,"LINESTRING (-6.8367439 34.0221844, -6.836751 34.0222388, -6.8367464 34.0222699, -6.8367367 34.0223217, -6.8367187 34.0223716)"
1101278863,True,4,,primary,False,30.657,RN1,40,roundabout,"LINESTRING (-6.8367994 34.022651, -6.836847 34.0226448, -6.836892 34.0226342, -6.8369277 34.0226155, -6.8369536 34.0225988, -6.8369776 34.0225691, -6.8369926 34.0225356, -6.8369968 34.0225148, -6.8369975 34.0224937, -6.8369947 34.0224727)"
34918910,True,,Rue Yougoslavie زنقة يوغوسلافيا,residential,False,9.595,,,,"LINESTRING (-6.8364016 34.0223183, -6.8364873 34.0223673)"
