osmid,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed
43565720,residential,False,False,216.811,"LINESTRING (-4.8664485 33.8551211, -4.8668584 33.8548583, -4.8670198 33.8547391, -4.8672223 33.8545431, -4.8673846 33.8543905, -4.8677511 33.8539958, -4.867919 33.8538314, -4.8680618 33.8537173)",,,
174195014,secondary,False,False,118.479,"LINESTRING (-4.8664485 33.8551211, -4.8667435 33.8553361, -4.8670238 33.855522, -4.8672827 33.8557392, -4.8673675 33.8558556)",2,RR402,60
727721316,residential,True,False,26.302,"LINESTRING (-4.8680618 33.8537173, -4.8683314 33.853641)",,,
43565720,residential,False,True,216.81099999999998,"LINESTRING (-4.8680618 33.8537173, -4.867919 33.8538314, -4.8677511 33.8539958, -4.8673846 33.8543905, -4.8672223 33.8545431, -4.8670198 33.8547391, -4.8668584 33.8548583, -4.8664485 33.8551211)",,,
727721313,residential,True,False,50.925,"LINESTRING (-4.8683314 33.853641, -4.8685956 33.854043)",,,
727721314,residential,False,True,12.255,"LINESTRING (-4.8683314 33.853641, -4.8682764 33.8535407)",,,
727721316,residential,True,False,21.269,"LINESTRING (-4.8683314 33.853641, -4.8685328 33.8535482)",,,
147221589,residential,False,False,65.59700000000001,"LINESTRING (-4.8689 33.8532122, -4.8690556 33.8530774, -4.8691409 33.852991, -4.8693634 33.8527656)",,,
727721315,residential,True,False,68.463,"LINESTRING (-4.8689 33.8532122, -4.8687404 33.853269, -4.8684078 33.8534661, -4.8682764 33.8535407)",,,
147221589,residential,False,False,132.495,"LINESTRING (-4.8693634 33.8527656, -4.8695464 33.852682, -4.8696725 33.852633, -4.8699206 33.8525818, -4.8703927 33.8525116, -4.8707441 33.8525172)",,,
147221589,residential,False,True,65.597,"LINESTRING (-4.8693634 33.8527656, -4.8691409 33.852991, -4.8690556 33.8530774, -4.8689 33.8532122)",,,
147221597,residential,False,False,111.65200000000002,"LINESTRING (-4.8693634 33.8527656, -4.8694713 33.8526263, -4.8695666 33.8525617, -4.8696913 33.8525106, -4.8699515 33.8524314, -4.8700869 33.8524002, -4.8702116 33.8523535, -4.8703927 33.8522978)",,,
210604266,residential,False,False,10.061,"LINESTRING (-4.8739104 33.8539706, -4.8738822 33.8538832)",,,
147221592,residential,False,False,93.99,"LINESTRING (-4.8739104 33.8539706, -4.8738273 33.8541989, -4.8737682 33.8543894, -4.8737656 33.8544874, -4.8737843 33.8545676, -4.8738728 33.8547859)",,,
147221592,residential,False,True,205.729,"LINESTRING (-4.8739104 33.8539706, -4.8740539 33.8539316, -4.8742792 33.8538723, -4.8743556 33.8538002, -4.8744023 33.8537062, -4.8744455 33.8535385, -4.8745045 33.8533447, -4.874593 33.85322, -4.874766 33.8531142, -4.8752487 33.8529123, -4.875454 33.8528346)",,,
703453215,residential,False,True,12.687,"LINESTRING (-4.8690033 33.8492227, -4.8688826 33.8492772)",,,
724593685,residential,False,False,17.647,"LINESTRING (-4.8690033 33.8492227, -4.869179 33.8491603)",,,
703453215,residential,False,False,38.124,"LINESTRING (-4.8690033 33.8492227, -4.8688799 33.8490662, -4.8687847 33.8490255, -4.8687071 33.8490077)",,,
147221600,residential,False,False,9.144,"LINESTRING (-4.8713522 33.8565962, -4.8714465 33.8566213)",,,
727727828,residential,False,False,75.858,"LINESTRING (-4.8713522 33.8565962, -4.8714012 33.8563729, -4.8714535 33.8561446, -4.8715004 33.8559252)",,,
147221584,residential,False,False,120.226,"LINESTRING (-4.8709254 33.8516443, -4.8708433 33.8516284, -4.8707038 33.851585, -4.8705496 33.8515248, -4.8704048 33.8515048, -4.8703323 33.8515193, -4.8702814 33.851556, -4.8701473 33.8516785, -4.8700158 33.8518111, -4.8698898 33.8519436)",,,
147221584,residential,False,True,242.818,"LINESTRING (-4.8709254 33.8516443, -4.8709683 33.8516073, -4.8709667 33.8515805, -4.8708902 33.8514001, -4.8707198 33.8510916, -4.8706689 33.8508755, -4.8706676 33.8508265, -4.8706475 33.8507374, -4.8705791 33.8500012, -4.8705811 33.8498213, -4.8706086 33.8496554, -4.8706489 33.8495306)",,,
210604283,residential,False,False,91.227,"LINESTRING (-4.8709254 33.8516443, -4.8708768 33.8518411, -4.8708299 33.8519314, -4.870795 33.8519882, -4.8707454 33.8520405, -4.8706555 33.8521073, -4.8705576 33.8521853, -4.8704651 33.8522588, -4.8703927 33.8522978)",,,
157960817,unclassified,False,True,47.792,"LINESTRING (-4.8706447 33.8480464, -4.8706697 33.8484757)",,,
210604275,residential,False,True,50.217,"LINESTRING (-4.8706447 33.8480464, -4.871188 33.8480275)",,,
157960817,unclassified,False,False,66.219,"LINESTRING (-4.8707025 33.8490706, -4.8706697 33.8484757)",,,
724593685,residential,False,True,51.381,"LINESTRING (-4.8707025 33.8490706, -4.8701513 33.8491335)",,,
724593686,unclassified,False,False,11.196,"LINESTRING (-4.8707025 33.8490706, -4.8708232 33.8490801)",,,
210604291,residential,False,False,23.049,"LINESTRING (-4.8745327 33.8495134, -4.87446 33.8497117)",,,
724593686,unclassified,False,False,55.598,"LINESTRING (-4.8745327 33.8495134, -4.8751187 33.8496281)",,,
724593686,unclassified,False,True,106.785,"LINESTRING (-4.8745327 33.8495134, -4.8734102 33.8492828)",,,
147221587,residential,False,False,85.358,"LINESTRING (-4.869922 33.8554508, -4.8707883 33.8557186)",,,
147221587,residential,False,True,63.817,"LINESTRING (-4.869922 33.8554508, -4.8695825 33.8559507)",,,
157960818,residential,False,True,130.357,"LINESTRING (-4.869922 33.8554508, -4.8701446 33.8551345, -4.8704785 33.85466, -4.8706274 33.8544354)",,,
727721317,residential,False,False,144.91500000000002,"LINESTRING (-4.869922 33.8554508, -4.869277 33.8548318, -4.8688951 33.8544653)",,,
724593686,unclassified,False,True,55.598,"LINESTRING (-4.8751187 33.8496281, -4.8745327 33.8495134)",,,
147221587,residential,False,True,69.654,"LINESTRING (-4.8715004 33.8559252, -4.8707883 33.8557186)",,,
727727828,residential,False,False,63.916,"LINESTRING (-4.8715004 33.8559252, -4.8715433 33.8557715, -4.871605 33.8555666, -4.8717083 33.8553795)",,,
727727828,residential,False,True,75.858,"LINESTRING (-4.8715004 33.8559252, -4.8714535 33.8561446, -4.8714012 33.8563729, -4.8713522 33.8565962)",,,
157960818,residential,False,False,30.297,"LINESTRING (-4.8707856 33.8541967, -4.8706274 33.8544354)",,,
210604303,residential,False,True,72.371,"LINESTRING (-4.8707856 33.8541967, -4.870105 33.853874)",,,
