osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,bridge,junction
586400479,False,2,RR610,secondary,60,False,20.384,"LINESTRING (-3.4521459 35.0475262, -3.4522987 35.0473922)",,,
586400479,False,2,RR610,secondary,60,True,7.187,"LINESTRING (-3.4521459 35.0475262, -3.452094 35.0475749)",,,
586400467,False,,,residential,,True,18.035,"LINESTRING (-3.4521459 35.0475262, -3.4522149 35.0475201, -3.4522645 35.0475015, -3.4523276 35.0474696)",,,
586400499,False,,,residential,,True,4.408,"LINESTRING (-3.4523402 35.0454797, -3.4523309 35.0454408)",,,
"[153732001, 586400478]",False,2,RR610,secondary,60,False,145.321,"LINESTRING (-3.4523402 35.0454797, -3.4523698 35.0454409, -3.4524052 35.0454095, -3.4524677 35.0453775, -3.4525015 35.0453613, -3.4525353 35.0453481, -3.4530162 35.0452422, -3.4538329 35.0450816)",,,
153732001,False,2,RR610,secondary,60,True,69.39699999999999,"LINESTRING (-3.4523402 35.0454797, -3.4523134 35.0456575, -3.4523182 35.0457519, -3.4523349 35.0458578, -3.4523886 35.0460975)",,,
600799428,False,2,RR610,secondary,60,False,4.522,"LINESTRING (-3.4568111 35.0478896, -3.4568256 35.0479285)",,,
734559448,True,1,RR610,secondary,60,False,19.025,"LINESTRING (-3.4568111 35.0478896, -3.4568012 35.0477187)",,,
600815185,False,,,residential,,False,67.648,"LINESTRING (-3.4595052 35.0495981, -3.4588057 35.0498035)",,,
182082938,False,2,RR610,secondary,60,False,16.39,"LINESTRING (-3.4595052 35.0495981, -3.4595534 35.0496292, -3.4596406 35.0496951)",,,
182082938,False,2,RR610,secondary,60,True,31.593,"LINESTRING (-3.4595052 35.0495981, -3.4593362 35.0494744, -3.4592464 35.0494088)",,,
144113629,False,2,RR610,secondary,,False,64.198,"LINESTRING (-3.455734 35.0447162, -3.456064 35.0448379, -3.4563777 35.044952)",,,
586400478,False,2,RR610,secondary,60,True,50.033,"LINESTRING (-3.455734 35.0447162, -3.4554973 35.0447665, -3.4553095 35.0448032, -3.4552013 35.0448268)",,,
734643297,False,2,RR610,secondary,60,True,70.59800000000001,"LINESTRING (-3.455734 35.0447162, -3.4558064 35.0446556, -3.4558895 35.0445765, -3.4560558 35.0443767, -3.4561921 35.0442059)",,,
135987965,False,2,RR610,secondary,60,True,1.799,"LINESTRING (-3.4567281 35.0474753, -3.4567352 35.0474602)",,,
734559445,True,1,RR610,secondary,60,False,16.51,"LINESTRING (-3.4567281 35.0474753, -3.4566951 35.0476213)",,,
135987965,False,2,RR610,secondary,60,False,19.276,"LINESTRING (-3.4563777 35.044952, -3.4564139 35.0451228)",,,
135987965,False,2,RR610,secondary,60,True,85.053,"LINESTRING (-3.4563777 35.044952, -3.4563644 35.0448658, -3.4563521 35.0447474, -3.4563401 35.0446589, -3.4563187 35.0445546, -3.4562731 35.0443921, -3.4561921 35.0442059)",,,
144113629,False,2,RR610,secondary,,True,64.198,"LINESTRING (-3.4563777 35.044952, -3.456064 35.0448379, -3.455734 35.0447162)",,,
144803517,False,,,residential,,True,72.423,"LINESTRING (-3.4563777 35.044952, -3.4565288 35.0449818, -3.4571676 35.0449481)",,,
153732001,False,2,RR610,secondary,60,False,32.243,"LINESTRING (-3.4526762 35.0468515, -3.4525703 35.0465748)",,,
586400469,False,,,residential,,True,30.402,"LINESTRING (-3.4526762 35.0468515, -3.4528425 35.0470886)",,,
"[153732001, 586400479]",False,2,RR610,secondary,60,True,71.531,"LINESTRING (-3.4526762 35.0468515, -3.4526752 35.0469075, -3.4526692 35.0469511, -3.4526469 35.0470142, -3.4525676 35.0471446, -3.452467 35.0472522, -3.4523886 35.0473225, -3.4522987 35.0473922)",,,
583798236,False,4,RR511,secondary,60,True,94.413,"LINESTRING (-3.4561921 35.0442059, -3.4558117 35.043416)",,,
135987961,False,2,RP6203,tertiary,60,False,110.61699999999999,"LINESTRING (-3.4561921 35.0442059, -3.4562248 35.0441631, -3.4562717 35.0441099, -3.4563428 35.0440413, -3.4565252 35.0439002, -3.456727 35.0437442, -3.4569503 35.0435713, -3.4570347 35.043493)",,,
135987965,False,2,RR610,secondary,60,False,85.053,"LINESTRING (-3.4561921 35.0442059, -3.4562731 35.0443921, -3.4563187 35.0445546, -3.4563401 35.0446589, -3.4563521 35.0447474, -3.4563644 35.0448658, -3.4563777 35.044952)",,,
734643297,False,2,RR610,secondary,60,False,70.598,"LINESTRING (-3.4561921 35.0442059, -3.4560558 35.0443767, -3.4558895 35.0445765, -3.4558064 35.0446556, -3.455734 35.0447162)",,,
1055057192,False,,,residential,,False,58.064,"LINESTRING (-3.4556562 35.0453083, -3.4557809 35.0458204)",,,
144803492,False,,,residential,,False,34.061,"LINESTRING (-3.4556562 35.0453083, -3.4558486 35.0452666, -3.4560155 35.0452232)",,,
144803492,False,,,residential,,True,27.976,"LINESTRING (-3.4556562 35.0453083, -3.4555214 35.0453369, -3.4553572 35.0453662)",,,
144803991,False,,,unclassified,,True,9.11,"LINESTRING (-3.4499592 35.0452298, -3.450041 35.045277)",,,
144803482,False,,,residential,,False,86.669,"LINESTRING (-3.4499592 35.0452298, -3.4504728 35.0451145, -3.4508765 35.0450212)",,,
163144162,False,,,residential,,False,49.588,"LINESTRING (-3.4546043 35.0427805, -3.4544969 35.0423433)",,,
163144162,False,,,residential,,True,32.379,"LINESTRING (-3.4546043 35.0427805, -3.4546718 35.0430664)",,,
144803475,False,,,residential,,True,78.22200000000001,"LINESTRING (-3.4546043 35.0427805, -3.4549964 35.0426828, -3.4554175 35.0425544)",,,
586400501,False,,,residential,,True,30.662,"LINESTRING (-3.4525849 35.0440295, -3.4526431 35.0437579)",,,
144917292,False,,,residential,,False,66.32,"LINESTRING (-3.4525849 35.0440295, -3.4531911 35.0438672, -3.4532683 35.0438282)",,,
144917292,False,,,residential,,True,54.209,"LINESTRING (-3.4525849 35.0440295, -3.4523436 35.0440385, -3.4520902 35.0440923, -3.4520012 35.0441118)",,,
586400499,False,,,residential,,False,76.268,"LINESTRING (-3.4525849 35.0440295, -3.4525126 35.0443514, -3.4524322 35.0447039)",,,
144803511,False,,,residential,,True,10.807,"LINESTRING (-3.4574362 35.0421098, -3.4573212 35.0420857)",,,
144803481,False,,,residential,,False,88.316,"LINESTRING (-3.4574362 35.0421098, -3.4574861 35.0422356, -3.4575371 35.042374, -3.4576189 35.0425798, -3.4576906 35.0427308, -3.4577584 35.0428582)",,,
144803511,False,,,residential,,False,70.93,"LINESTRING (-3.4574362 35.0421098, -3.4580058 35.0421022, -3.458215 35.0421104)",,,
144803488,False,,,residential,,False,24.636,"LINESTRING (-3.455561 35.0460906, -3.4555024 35.0458743)",,,
144917272,True,,,residential,,False,89.707,"LINESTRING (-3.455561 35.0460906, -3.455864 35.0460236, -3.4561657 35.0459545, -3.4565145 35.0458875)",,,
144803517,False,,,residential,,False,72.423,"LINESTRING (-3.4571676 35.0449481, -3.4565288 35.0449818, -3.4563777 35.044952)",,,
583798247,False,,,residential,,True,43.881,"LINESTRING (-3.4571676 35.0449481, -3.4575042 35.0449103, -3.4576463 35.0449047)",,,
