osmid,highway,oneway,reversed,length,geometry,junction,lanes,ref,maxspeed
470073597,residential,False,False,136.997,"LINESTRING (-7.674091 33.415823, -7.673682 33.4170068)",,,,
470073597,residential,False,True,8.772,"LINESTRING (-7.674091 33.415823, -7.674118 33.4157474)",,,,
470073627,residential,True,False,124.112,"LINESTRING (-7.674091 33.415823, -7.6748192 33.4159993, -7.6753726 33.4161414)",,,,
470073498,residential,False,False,92.18,"LINESTRING (-7.6743263 33.4213395, -7.6738644 33.4206056)",,,,
470073638,residential,True,False,9.063,"LINESTRING (-7.6743263 33.4213395, -7.674261 33.4214001)",roundabout,,,
470073511,residential,False,True,103.145,"LINESTRING (-7.6726923 33.4220501, -7.6730116 33.4211616)",,,,
470073598,residential,False,False,71.126,"LINESTRING (-7.6726923 33.4220501, -7.6719582 33.4218664)",,,,
470073598,residential,False,True,140.759,"LINESTRING (-7.6726923 33.4220501, -7.6741442 33.4224161)",,,,
470073509,residential,False,True,91.19,"LINESTRING (-7.6744182 33.4212958, -7.6739489 33.4205753)",,,,
470073638,residential,True,False,9.841,"LINESTRING (-7.6744182 33.4212958, -7.674383 33.421309, -7.6743263 33.4213395)",roundabout,,,
470073511,residential,False,False,103.145,"LINESTRING (-7.6730116 33.4211616, -7.6726923 33.4220501)",,,,
470073511,residential,False,True,9.306,"LINESTRING (-7.6730116 33.4211616, -7.6730457 33.4210829)",,,,
470073541,residential,True,False,118.972,"LINESTRING (-7.6730116 33.4211616, -7.6742367 33.4214766)",,,,
470073535,residential,True,False,10.844,"LINESTRING (-7.677398 33.4222856, -7.6775131 33.4222688)",,,,
470073512,residential,False,True,12.042,"LINESTRING (-7.6728153 33.4178003, -7.672888 33.41789)",,,,
470073512,residential,False,False,30.914,"LINESTRING (-7.6728153 33.4178003, -7.6726922 33.4177097, -7.6725595 33.4176224)",,,,
470073565,residential,True,False,119.392,"LINESTRING (-7.675968 33.421816, -7.6747378 33.421502)",,,,
470073593,residential,False,True,9.859,"LINESTRING (-7.675968 33.421816, -7.6759386 33.4219012)",,,,
470073517,residential,True,False,7.848,"LINESTRING (-7.6761538 33.4162152, -7.6761203 33.4161504)",roundabout,,,
470073578,residential,True,False,199.051,"LINESTRING (-7.6761538 33.4162152, -7.6763944 33.4160821, -7.6766096 33.4159652, -7.6771253 33.415706, -7.6779809 33.4152784)",,,,
470073498,residential,False,False,99.314,"LINESTRING (-7.6730914 33.4194207, -7.6725742 33.4186388)",,,,
470073498,residential,False,True,82.028,"LINESTRING (-7.6730914 33.4194207, -7.6734996 33.420075)",,,,
470073650,residential,False,False,8.716,"LINESTRING (-7.6730914 33.4194207, -7.67317 33.4193778)",,,,
470073650,residential,False,True,185.472,"LINESTRING (-7.6730914 33.4194207, -7.6729269 33.4195075, -7.6728491 33.4195601, -7.6727875 33.4196082, -7.6727244 33.4196866, -7.6726668 33.4198041, -7.6722878 33.4208891)",,,,
470073565,residential,True,False,142.12,"LINESTRING (-7.6774333 33.4221873, -7.675968 33.421816)",,,,
594767938,residential,True,False,11.411999999999999,"LINESTRING (-7.6774333 33.4221873, -7.6774168 33.422235, -7.677398 33.4222856)",,,,
470073569,residential,True,False,66.696,"LINESTRING (-7.674118 33.4157474, -7.6734339 33.4155638)",,,,
470073597,residential,False,False,8.772,"LINESTRING (-7.674118 33.4157474, -7.674091 33.415823)",,,,
470073597,residential,False,True,113.079,"LINESTRING (-7.674118 33.4157474, -7.6744598 33.4147713)",,,,
470073597,residential,False,True,43.852999999999994,"LINESTRING (-7.6736391 33.417393, -7.6736203 33.4173023, -7.6736203 33.4172038, -7.6736444 33.4171086, -7.673682 33.4170068)",,,,
470073607,residential,True,False,88.867,"LINESTRING (-7.6736391 33.417393, -7.6731227 33.4176459, -7.6728153 33.4178003)",,,,
470073541,residential,True,False,72.214,"LINESTRING (-7.6722707 33.4209632, -7.6730116 33.4211616)",,,,
470073650,residential,False,False,8.391,"LINESTRING (-7.6722707 33.4209632, -7.6722878 33.4208891)",,,,
470073650,residential,False,True,104.535,"LINESTRING (-7.6722707 33.4209632, -7.6719582 33.4218664)",,,,
470073644,residential,False,False,83.631,"LINESTRING (-7.6744125 33.4216981, -7.6741442 33.4224161)",,,,
470073638,residential,True,False,31.352999999999998,"LINESTRING (-7.6744125 33.4216981, -7.6745433 33.4217003, -7.6746295 33.4216689, -7.6747058 33.4215994)",roundabout,,,
470073597,residential,False,False,113.079,"LINESTRING (-7.6744598 33.4147713, -7.674118 33.4157474)",,,,
470073597,residential,False,True,94.319,"LINESTRING (-7.6744598 33.4147713, -7.6747683 33.4139631)",,,,
470073582,residential,False,True,227.73200000000003,"LINESTRING (-7.6744598 33.4147713, -7.6747066 33.4148194, -7.6753463 33.4149683, -7.6763012 33.4152314, -7.6765265 33.4153041, -7.6766552 33.415368, -7.676737 33.415462)",,,,
470073507,residential,False,True,161.197,"LINESTRING (-7.6757052 33.4209441, -7.6762108 33.4195572)",,,,
470073556,residential,False,False,109.286,"LINESTRING (-7.6757052 33.4209441, -7.674576 33.4206654)",,,,
470073556,residential,False,True,96.882,"LINESTRING (-7.6757052 33.4209441, -7.6767057 33.4211927)",,,,
470073506,residential,True,False,118.176,"LINESTRING (-7.674261 33.4214001, -7.6730457 33.4210829)",,,,
470073638,residential,True,False,8.804,"LINESTRING (-7.674261 33.4214001, -7.6742535 33.4214283, -7.6742367 33.4214766)",roundabout,,,
470073507,residential,False,False,161.197,"LINESTRING (-7.6762108 33.4195572, -7.6757052 33.4209441)",,,,
470073650,residential,False,False,96.589,"LINESTRING (-7.6762108 33.4195572, -7.6772072 33.419808)",,,,
470073650,residential,False,True,111.356,"LINESTRING (-7.6762108 33.4195572, -7.6750612 33.4192705)",,,,
470073569,residential,True,False,113.918,"LINESTRING (-7.6752934 33.4160424, -7.674118 33.4157474)",,,,
470073629,residential,False,True,159.587,"LINESTRING (-7.6752934 33.4160424, -7.675353 33.4158941, -7.6753744 33.4158515, -7.6754174 33.415818, -7.6754764 33.4157911, -7.6755649 33.4157821, -7.6757151 33.4157788, -7.6758344 33.4157653, -7.6759538 33.4157541, -7.6760893 33.415743, -7.6762193 33.4157139, -7.6763816 33.4156478, -7.676737 33.415462)",,,,
470073541,residential,True,False,68.552,"LINESTRING (-7.6715568 33.420805, -7.6722707 33.4209632)",,,,
690063715,residential,True,False,11.465,"LINESTRING (-7.6715568 33.420805, -7.6715913 33.420706)",,,,
470073638,residential,True,False,31.468000000000004,"LINESTRING (-7.6742367 33.4214766, -7.6742528 33.4215648, -7.6742992 33.4216326, -7.674366 33.4216785, -7.6744125 33.4216981)",roundabout,,,
690063715,residential,True,False,191.31,"LINESTRING (-7.6715913 33.420706, -7.6716904 33.4204186, -7.6719747 33.4196216, -7.6720854 33.4193194, -7.6721109 33.4192355, -7.6721129 33.4191728, -7.6721015 33.4191308, -7.672082 33.4190983, -7.6720519 33.4190608)",,,,
470073597,residential,False,True,136.997,"LINESTRING (-7.673682 33.4170068, -7.674091 33.415823)",,,,
470073572,residential,False,False,184.067,"LINESTRING (-7.673682 33.4170068, -7.6737746 33.4169594, -7.6753726 33.4161414)",,,,
470073597,residential,False,False,43.852999999999994,"LINESTRING (-7.673682 33.4170068, -7.6736444 33.4171086, -7.6736203 33.4172038, -7.6736203 33.4173023, -7.6736391 33.417393)",,,,
470073589,residential,True,False,39.845,"LINESTRING (-7.6765654 33.4163642, -7.6761544 33.4162607)",,,,
470073540,residential,False,False,160.853,"LINESTRING (-7.6772072 33.419808, -7.6767057 33.4211927)",,,,
470073650,residential,False,True,96.589,"LINESTRING (-7.6772072 33.419808, -7.6762108 33.4195572)",,,,
470073556,residential,False,True,109.286,"LINESTRING (-7.674576 33.4206654, -7.6757052 33.4209441)",,,,
470073587,residential,False,True,161.511,"LINESTRING (-7.674576 33.4206654, -7.6750612 33.4192705)",,,,
470073556,residential,False,False,59.815,"LINESTRING (-7.674576 33.4206654, -7.6743351 33.4206089, -7.6742117 33.4205809, -7.6741058 33.4205664, -7.674028 33.4205608, -7.6739489 33.4205753)",,,,
690063706,secondary,True,False,39.868,"LINESTRING (-7.6725595 33.4176224, -7.6726822 33.4172788)",,2,RR323,80
470073512,residential,False,True,30.914,"LINESTRING (-7.6725595 33.4176224, -7.6726922 33.4177097, -7.6728153 33.4178003)",,,,
470073627,residential,True,False,37.688,"LINESTRING (-7.6753726 33.4161414, -7.6757607 33.4162411)",,,,
470073572,residential,False,True,184.067,"LINESTRING (-7.6753726 33.4161414, -7.6737746 33.4169594, -7.673682 33.4170068)",,,,
470073498,residential,False,True,99.314,"LINESTRING (-7.6725742 33.4186388, -7.6730914 33.4194207)",,,,
470073512,residential,False,False,12.089,"LINESTRING (-7.6725742 33.4186388, -7.6726882 33.4185862)",,,,
470073512,residential,False,True,38.062,"LINESTRING (-7.6725742 33.4186388, -7.6723771 33.4186825, -7.6721739 33.4187116)",,,,
470073517,residential,True,False,8.414,"LINESTRING (-7.6757607 33.4162411, -7.6757708 33.4163163)",roundabout,,,
470073509,residential,False,False,91.19,"LINESTRING (-7.6739489 33.4205753, -7.6744182 33.4212958)",,,,
470073509,residential,False,True,151.513,"LINESTRING (-7.6739489 33.4205753, -7.67317 33.4193778)",,,,
470073556,residential,False,False,8.535,"LINESTRING (-7.6739489 33.4205753, -7.6738644 33.4206056)",,,,
470073556,residential,False,True,59.815,"LINESTRING (-7.6739489 33.4205753, -7.674028 33.4205608, -7.6741058 33.4205664, -7.6742117 33.4205809, -7.6743351 33.4206089, -7.674576 33.4206654)",,,,
470073556,residential,False,False,96.622,"LINESTRING (-7.6776967 33.421459, -7.6767057 33.4211927)",,,,
470073556,residential,False,True,9.325,"LINESTRING (-7.6776967 33.421459, -7.6777886 33.4214929)",,,,
594767938,residential,True,False,84.593,"LINESTRING (-7.6776967 33.421459, -7.6774333 33.4221873)",,,,
470073602,residential,True,False,47.392,"LINESTRING (-7.676117 33.4163489, -7.6766133 33.4164491)",,,,
470073517,residential,True,False,10.506,"LINESTRING (-7.676117 33.4163489, -7.676139 33.4163163, -7.6761544 33.4162607)",roundabout,,,
470073638,residential,True,False,43.233000000000004,"LINESTRING (-7.6747378 33.421502, -7.6747247 33.4214306, -7.6746876 33.4213721, -7.6746243 33.4213229, -7.6745528 33.4212964, -7.6744826 33.4212906, -7.6744182 33.4212958)",roundabout,,,
