osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,width,geometry
578495621,2,A0401,trunk,80,False,False,89.245,,"LINESTRING (105.941095 49.4916294, 105.9410562 49.4908272)"
141032944,1,,residential,60,False,False,68.098,4,"LINESTRING (105.941095 49.4916294, 105.9408757 49.4916305, 105.940627 49.4916323, 105.9401523 49.4916387)"
578495621,2,A0401,trunk,80,False,True,191.28900000000002,,"LINESTRING (105.941095 49.4916294, 105.9410992 49.4922375, 105.9411367 49.4928791, 105.9411486 49.4930825, 105.9411642 49.4933489)"
142264957,2,,residential,60,False,False,30.002,6,"LINESTRING (105.9416259 49.4894198, 105.941574 49.4891521)"
142264957,2,,residential,60,False,True,48.484,6,"LINESTRING (105.9416259 49.4894198, 105.9417169 49.4898518)"
142264957,2,,residential,60,False,False,148.195,6,"LINESTRING (105.9429361 49.4911932, 105.9422742 49.4908008, 105.942088 49.4906666, 105.9419627 49.4905699, 105.9418588 49.4904384, 105.9417881 49.4901462)"
141028240,2,,residential,60,False,True,37.054,6,"LINESTRING (105.9409993 49.4886706, 105.94119 49.4886727, 105.9415122 49.4886763)"
142274071,,,residential,,False,True,120.739,,"LINESTRING (105.9409993 49.4886706, 105.9407527 49.4886186, 105.9399132 49.4884418, 105.9394093 49.4883356)"
209213061,2,A0401,trunk,80,False,True,239.839,,"LINESTRING (105.9409993 49.4886706, 105.9410473 49.4904887, 105.9410562 49.4908272)"
140834598,2,,residential,60,False,False,147.777,7,"LINESTRING (105.935954 49.4887846, 105.9354662 49.4886789, 105.9340132 49.4883642)"
140834601,2,,secondary,60,False,True,163.719,7,"LINESTRING (105.935954 49.4887846, 105.9358992 49.4888897, 105.9355472 49.4896023, 105.935257 49.4901856)"
140834599,1,,residential,60,False,False,12.035,7,"LINESTRING (105.93394 49.4928002, 105.933775 49.4927851)"
140834601,2,,secondary,60,False,False,184.256,7,"LINESTRING (105.93394 49.4928002, 105.9341743 49.4923351, 105.9347333 49.4912253)"
140834606,1,,secondary,60,False,True,183.56,,"LINESTRING (105.93394 49.4928002, 105.9340929 49.4928579, 105.9341749 49.4928748, 105.9352389 49.4930936, 105.9363472 49.4933216)"
578495621,2,A0401,trunk,80,False,False,95.755,,"LINESTRING (105.9412067 49.4942096, 105.9411642 49.4933489)"
578495621,2,A0401,trunk,80,False,True,16.619,,"LINESTRING (105.9412067 49.4942096, 105.941234 49.494358)"
142264957,2,,residential,60,False,False,33.137,6,"LINESTRING (105.9417881 49.4901462, 105.9417169 49.4898518)"
142264957,2,,residential,60,False,True,148.195,6,"LINESTRING (105.9417881 49.4901462, 105.9418588 49.4904384, 105.9419627 49.4905699, 105.942088 49.4906666, 105.9422742 49.4908008, 105.9429361 49.4911932)"
141032947,1,,residential,60,False,False,60.26,4,"LINESTRING (105.939034 49.488256, 105.938771 49.4887703)"
142274071,,,residential,,False,False,28.517,,"LINESTRING (105.939034 49.488256, 105.9394093 49.4883356)"
141032947,1,,residential,60,False,False,81.39,4,"LINESTRING (105.9381269 49.4900498, 105.937747 49.4907389)"
141032947,1,,residential,60,False,True,149.688,4,"LINESTRING (105.9381269 49.4900498, 105.938771 49.4887703)"
141032950,1,,residential,60,False,True,94.22200000000001,4,"LINESTRING (105.9381269 49.4900498, 105.938462 49.490257, 105.939148 49.490449, 105.9392391 49.4904662)"
141032944,1,,residential,60,False,True,32.274,4,"LINESTRING (105.937747 49.4907389, 105.9381711 49.4908303)"
141032947,1,,residential,60,False,True,81.39,4,"LINESTRING (105.937747 49.4907389, 105.9381269 49.4900498)"
