osmid,ref,highway,oneway,reversed,length,name,geometry,access
232683829,D45,residential,False,True,46.278,,"LINESTRING (18.5173026 3.0633528, 18.517571 3.0630344)",
232686049,,secondary,False,False,57.217,Route Mbanza,"LINESTRING (18.5173026 3.0633528, 18.5172002 3.0638571)",
232677954,,secondary,False,False,47.043,,"LINESTRING (18.5173026 3.0633528, 18.5173139 3.0631568, 18.5173516 3.0629332)",
232677951,,residential,False,True,120.648,,"LINESTRING (18.5185225 3.0635582, 18.5179335 3.0632398, 18.517571 3.0630344)",
232683829,D45,residential,False,False,46.278,,"LINESTRING (18.517571 3.0630344, 18.5173026 3.0633528)",
232677951,,residential,False,False,120.648,,"LINESTRING (18.517571 3.0630344, 18.5179335 3.0632398, 18.5185225 3.0635582)",
232683829,D45,residential,False,True,119.511,,"LINESTRING (18.517571 3.0630344, 18.5178061 3.0627563, 18.5181597 3.0624803, 18.5183963 3.0623655)",
232677954,,secondary,False,False,113.55600000000001,,"LINESTRING (18.5177377 3.0619006, 18.5177717 3.0616306, 18.5177806 3.0612792, 18.5178575 3.0609985, 18.5179049 3.060903)",
232677954,,secondary,False,True,123.056,,"LINESTRING (18.5177377 3.0619006, 18.517651 3.0621717, 18.5175446 3.0623586, 18.517364 3.06286, 18.5173516 3.0629332)",
232679007,,residential,False,False,155.395,,"LINESTRING (18.5177377 3.0619006, 18.5175634 3.0617935, 18.5172453 3.0615778, 18.5170082 3.0614614, 18.5169512 3.0614353, 18.5167916 3.0613623, 18.5166434 3.0612183, 18.5165501 3.0611794)",
232679007,,residential,False,True,89.94,,"LINESTRING (18.5177377 3.0619006, 18.5182795 3.0622461, 18.5183963 3.0623655)",
232679007,,residential,False,False,89.94,,"LINESTRING (18.5183963 3.0623655, 18.5182795 3.0622461, 18.5177377 3.0619006)",
232683829,D45,residential,False,False,119.511,,"LINESTRING (18.5183963 3.0623655, 18.5181597 3.0624803, 18.5178061 3.0627563, 18.517571 3.0630344)",
