osmid,ref,name,highway,oneway,reversed,length,lanes,bridge,geometry,maxspeed,width,tunnel
134927982,RN 1,Rue Louverture,primary,False,False,3.141,,,"LINESTRING (-72.7015068 19.1028543, -72.7015051 19.1028825)",,,
"[152653250, 152654394, 152654398]",,Rue Franck Adé,unclassified,False,False,97.339,2,yes,"LINESTRING (-72.7015068 19.1028543, -72.7014679 19.1028486, -72.7014241 19.1028384, -72.7008136 19.1026868, -72.7006103 19.1026345)",,,
153248557,RN 1,Rue Louverture,primary,False,True,115.43,,,"LINESTRING (-72.7015068 19.1028543, -72.7015119 19.1028258, -72.7015269 19.1026414, -72.7015339 19.102555, -72.701568 19.1021637, -72.7015979 19.1018199)",,,
30051736,,Rue Pétion,unclassified,False,False,16.259,,,"LINESTRING (-72.7000175 19.1024647, -72.6999583 19.1025998)",,,
48452567,,Rue Pétion,residential,False,False,56.182,2,,"LINESTRING (-72.7000175 19.1024647, -72.7001089 19.1022271, -72.700133 19.1021684, -72.7002046 19.1019914)",,,
152654394,,Rue Franck Adé,unclassified,False,True,65.09,2,,"LINESTRING (-72.7000175 19.1024647, -72.7002386 19.1025315, -72.7006103 19.1026345)",,,
30051736,,Rue Pétion,unclassified,False,False,66.906,,,"LINESTRING (-72.6989387 19.1055236, -72.6989572 19.1056129, -72.6989641 19.1058158, -72.6989484 19.1059787, -72.698942 19.1061227)",,,
30051736,,Rue Pétion,unclassified,False,True,73.50899999999999,,,"LINESTRING (-72.6989387 19.1055236, -72.6989265 19.1054296, -72.6989271 19.1053476, -72.698954 19.1052183, -72.6989771 19.1051243, -72.6990051 19.1050065, -72.6990424 19.1048758)",,,
49335106,,Rue Dartiguenave 2,residential,False,True,24.933999999999997,,,"LINESTRING (-72.6989387 19.1055236, -72.6988021 19.1055149, -72.6987026 19.1055022)",,,
49335184,,,residential,False,True,87.86200000000001,,,"LINESTRING (-72.6989387 19.1055236, -72.6992883 19.1055348, -72.699475 19.105519, -72.6996309 19.1055009, -72.6997683 19.1055344)",,,
152532948,,Route de Fleurenceau,residential,False,False,15.381,2,,"LINESTRING (-72.6951832 19.1015784, -72.6951117 19.1016991)",,,
152532948,,Route de Fleurenceau,residential,False,True,23.154,2,,"LINESTRING (-72.6951832 19.1015784, -72.6952797 19.1013912)",,,
30051778,,Rue Briand,unclassified,False,False,104.327,2,,"LINESTRING (-72.6951832 19.1015784, -72.695233 19.1016063, -72.6954175 19.1017045, -72.6955403 19.1017732, -72.6956379 19.1018295, -72.6957172 19.1018673, -72.6958036 19.1019055, -72.6958974 19.1019429, -72.6960663 19.1020022)",,,
170366793,,Route de Fleurenceau,residential,False,True,49.354,2,,"LINESTRING (-72.6962199 19.0996927, -72.696441 19.0993011)",,,
48374802,,Rue Labossière,residential,False,False,101.331,1,,"LINESTRING (-72.6962199 19.0996927, -72.6960191 19.0996285, -72.695657 19.0995284, -72.6955015 19.0994866, -72.6952949 19.0994359)",,,
"[170366793, 152680621]",,Route de Fleurenceau,residential,False,False,16.701999999999998,2,yes,"LINESTRING (-72.6962199 19.0996927, -72.6961964 19.0997344, -72.696168 19.0998338)",,,
152126299,RN 1,Rue Louverture,primary,False,True,18.752,,,"LINESTRING (-72.7021069 19.1000255, -72.7021801 19.0998717)",,,
"[152126299, 253478111]",RN 1,Rue Louverture,primary,False,False,67.53,,,"LINESTRING (-72.7021069 19.1000255, -72.7019871 19.1003128, -72.7018885 19.1005964)",20,,
152126299,RN 1,Rue Louverture,primary,False,True,12.969,,,"LINESTRING (-72.703113 19.09859, -72.7032018 19.098509)",,,
152126299,RN 1,Rue Louverture,primary,False,False,63.937,,,"LINESTRING (-72.703113 19.09859, -72.7029573 19.0987667, -72.7029115 19.0988153, -72.7027244 19.0990324)",,,
147201344,RN 1,Rue Louverture,primary,False,False,21.532,,,"LINESTRING (-72.7013053 19.10541, -72.7012915 19.1056032)",,,
134927982,RN 1,Rue Louverture,primary,False,True,281.839,,,"LINESTRING (-72.7013053 19.10541, -72.7013422 19.1049978, -72.7013711 19.1046457, -72.7014057 19.104137, -72.7014214 19.1039248, -72.7014239 19.1038852, -72.7014402 19.1036321, -72.7015051 19.1028825)",,,
152516010,,Place Dartiguenave 2,unclassified,False,True,117.772,1,,"LINESTRING (-72.7013053 19.10541, -72.7018349 19.1054008, -72.7018713 19.1054002, -72.7022572 19.105391, -72.7023197 19.1054078, -72.7024026 19.1054668)",,,
313069103,,,unclassified,False,True,154.25499999999997,,,"LINESTRING (-72.7013053 19.10541, -72.7012406 19.1054143, -72.7009182 19.105422, -72.7008417 19.1054321, -72.700804 19.105443, -72.7007293 19.105447, -72.7006139 19.1054556, -72.7004973 19.1054642, -72.7004816 19.1055137, -72.7003378 19.1055158, -72.7002343 19.1055263, -72.7001557 19.1055369, -72.7000689 19.1055409, -72.7000015 19.1055421, -72.6998832 19.1055625)",,,
129701705,RN 1,Rue Louverture,primary,False,False,22.981,,,"LINESTRING (-72.7040654 19.0978138, -72.7038922 19.09794)",,,
129701705,RN 1,Rue Louverture,primary,False,True,23.872,,,"LINESTRING (-72.7040654 19.0978138, -72.7042563 19.0976974)",,,
30051736,,Rue Pétion,unclassified,False,False,133.665,,,"LINESTRING (-72.6995834 19.1034833, -72.6994536 19.1037925, -72.6994443 19.1038128, -72.6993863 19.1039575, -72.6993758 19.1039843, -72.6993625 19.104015, -72.6993281 19.1041035, -72.6991657 19.1045218, -72.6991325 19.1046072)",,,
30051736,,Rue Pétion,unclassified,False,True,105.855,,,"LINESTRING (-72.6995834 19.1034833, -72.6997255 19.1031655, -72.6999583 19.1025998)",,,
30051778,,Rue Briand,unclassified,False,True,108.676,2,,"LINESTRING (-72.6995834 19.1034833, -72.6993924 19.1034284, -72.6992316 19.1033701, -72.6989405 19.1032491, -72.6986307 19.1031069)",,,
49336948,,Impasse Méhové,residential,False,True,100.80799999999999,1,,"LINESTRING (-72.6995834 19.1034833, -72.6996232 19.1034909, -72.6997209 19.1035074, -72.6998678 19.1035324, -72.7001202 19.1035871, -72.7005217 19.1036717)",,,
"[169980560, 169980562, 48830580]",,"['Avenue Maurepas', 'Rue Christophe']",tertiary,False,False,183.811,2,,"LINESTRING (-72.7035665 19.1043042, -72.703322 19.1046141, -72.7030925 19.1049051, -72.7028932 19.1051578, -72.7028288 19.1052394, -72.7027744 19.1053291, -72.70273 19.1053689, -72.7026814 19.1053928, -72.7025453 19.1054299, -72.7024026 19.1054668)",,,
195105336,,Ruelle W. Destin,residential,False,True,78.33399999999999,,,"LINESTRING (-72.7035665 19.1043042, -72.7036338 19.104354, -72.703647 19.1043789, -72.7036524 19.1044117, -72.7036436 19.1044546, -72.7035787 19.1046414, -72.7035098 19.1048735, -72.7034929 19.1049304, -72.7034879 19.1049521)",,,
170366793,,Route de Fleurenceau,residential,False,False,18.465,2,,"LINESTRING (-72.6969797 19.0983621, -72.6968952 19.0985077)",,,
170366793,,Route de Fleurenceau,residential,False,True,34.477,2,,"LINESTRING (-72.6969797 19.0983621, -72.6971397 19.0980914)",,,
49335148,,Rue Anacaona,residential,False,True,311.015,1,,"LINESTRING (-72.6969797 19.0983621, -72.6970422 19.0983887, -72.6972101 19.0984614, -72.6974577 19.098562, -72.697671 19.0986454, -72.6979401 19.0987389, -72.6982108 19.0987946, -72.6984181 19.0988392, -72.6986835 19.0989072, -72.6988457 19.0989325, -72.6990498 19.0989509, -72.6991833 19.098967, -72.6993264 19.0989871, -72.6996599 19.0990567, -72.6998219 19.0990853)",,,
48452568,,Rue des Lauriers,residential,False,True,2.61,1,,"LINESTRING (-72.7006112 19.1009455, -72.7006351 19.1009519)",,,
153248581,,Ruelle Desir,residential,False,False,24.098,1,,"LINESTRING (-72.7006112 19.1009455, -72.7004019 19.1008569)",,,
48452567,,Rue Pétion,residential,False,True,102.06700000000001,2,,"LINESTRING (-72.7006112 19.1009455, -72.7005933 19.1010016, -72.7003861 19.1015277, -72.7002754 19.1018067)",,,
48452567,,Rue Pétion,residential,False,True,21.844,2,,"LINESTRING (-72.7002754 19.1018067, -72.7002046 19.1019914)",,,
48452567,,Rue Pétion,residential,False,False,102.067,2,,"LINESTRING (-72.7002754 19.1018067, -72.7003861 19.1015277, -72.7005933 19.1010016, -72.7006112 19.1009455)",,,
49335162,,Rue Emille Miot,residential,False,False,126.11900000000001,1,,"LINESTRING (-72.7002754 19.1018067, -72.7001985 19.1017839, -72.7000378 19.101761, -72.6998003 19.1017564, -72.6992724 19.1017484, -72.6990945 19.1017439, -72.6990808 19.1017433)",,,
48452569,,Ruelle Marceau Désinor,residential,False,False,48.291999999999994,1,,"LINESTRING (-72.6981695 19.100251, -72.6981511 19.1003288, -72.6981202 19.1004498, -72.698078 19.100605, -72.698056 19.1006717)",,,
153248581,,Ruelle Desir,residential,False,False,215.387,1,,"LINESTRING (-72.6981695 19.100251, -72.6978783 19.1001819, -72.697478 19.1000943, -72.6973376 19.1000628, -72.6970853 19.1000138, -72.696168 19.0998338)",,,
153248581,,Ruelle Desir,residential,False,True,114.07399999999998,1,,"LINESTRING (-72.6981695 19.100251, -72.6984634 19.100321, -72.6987666 19.1003932, -72.6992239 19.1004953)",,,
48374822,,Cité Vernat,residential,False,True,25.894,1,,"LINESTRING (-72.6974504 19.1044325, -72.6974934 19.1042032)",,,
48374822,,Cité Vernat,residential,False,False,71.358,1,,"LINESTRING (-72.6974504 19.1044325, -72.6973366 19.1047193, -72.6972057 19.1050311)",,,
314273101,,Rue Enaillo Nonez,residential,False,False,174.574,1,,"LINESTRING (-72.6974504 19.1044325, -72.6978776 19.1045479, -72.6983097 19.1046574, -72.6984313 19.1046857, -72.6985728 19.1047317, -72.6987777 19.1047826, -72.6989537 19.1048383, -72.6989948 19.1048596, -72.6990424 19.1048758)",40,,
"[314273101, 49335166]",,Rue Enaillo Nonez,residential,False,True,109.792,1,,"LINESTRING (-72.6974504 19.1044325, -72.6971995 19.1043438, -72.6971044 19.104316, -72.6970563 19.104322, -72.697039 19.1043558, -72.6970029 19.1044428, -72.696937 19.1044494, -72.6968389 19.1044319, -72.696688 19.1043717, -72.6965422 19.1043084)",40,,
49335184,,,residential,False,False,13.677,,,"LINESTRING (-72.70001 19.1055903, -72.6998832 19.1055625)",,,
147467555,,Rue Savannah,residential,False,True,65.542,2,,"LINESTRING (-72.70001 19.1055903, -72.6999925 19.1061795)",,,
49335188,,Dartiguenave 1,residential,False,False,134.678,,,"LINESTRING (-72.70001 19.1055903, -72.7004855 19.1056012, -72.7008299 19.1056091, -72.7012915 19.1056032)",,,
170366793,,Route de Fleurenceau,residential,False,False,49.354,2,,"LINESTRING (-72.696441 19.0993011, -72.6962199 19.0996927)",,,
170366793,,Route de Fleurenceau,residential,False,True,16.876,2,,"LINESTRING (-72.696441 19.0993011, -72.6964895 19.0992156, -72.696516 19.0991669)",,,
"[48469254, 973783934, 973783935]",,Impasse Sacré-Cœur,residential,False,False,181.51899999999998,1,yes,"LINESTRING (-72.696441 19.0993011, -72.6957774 19.0990352, -72.6955133 19.0989285, -72.6954699 19.0989113, -72.6950303 19.0987371, -72.6948498 19.0986655)",,,
170372334,,Impasse Saget 1,residential,False,True,165.225,,,"LINESTRING (-72.7032745 19.1013279, -72.7029337 19.1012434, -72.7027621 19.101207, -72.7025933 19.1011839, -72.7024785 19.1011713, -72.7023646 19.1011446, -72.7021415 19.1010876, -72.7017457 19.1009877)",,,
315063048,,Impasse Mathis,residential,False,True,24.718,,,"LINESTRING (-72.7032745 19.1013279, -72.7032346 19.1015178, -72.7032271 19.1015456)",,,
195105336,,Ruelle W. Destin,residential,False,False,78.33399999999997,,,"LINESTRING (-72.7034879 19.1049521, -72.7034929 19.1049304, -72.7035098 19.1048735, -72.7035787 19.1046414, -72.7036436 19.1044546, -72.7036524 19.1044117, -72.703647 19.1043789, -72.7036338 19.104354, -72.7035665 19.1043042)",,,
253478111,RN 1,Rue Louverture,primary,False,False,46.025,,,"LINESTRING (-72.7018885 19.1005964, -72.7018287 19.1007603, -72.7017457 19.1009877)",20,,
"[152126299, 253478111]",RN 1,Rue Louverture,primary,False,True,67.53,,,"LINESTRING (-72.7018885 19.1005964, -72.7019871 19.1003128, -72.7021069 19.1000255)",20,,
253478111,RN 1,Rue Louverture,primary,False,False,22.055,,,"LINESTRING (-72.7017457 19.1009877, -72.7016964 19.1011805)",20,,
170372334,,Impasse Saget 1,residential,False,False,165.22500000000002,,,"LINESTRING (-72.7017457 19.1009877, -72.7021415 19.1010876, -72.7023646 19.1011446, -72.7024785 19.1011713, -72.7025933 19.1011839, -72.7027621 19.101207, -72.7029337 19.1012434, -72.7032745 19.1013279)",,,
253478111,RN 1,Rue Louverture,primary,False,True,46.025,,,"LINESTRING (-72.7017457 19.1009877, -72.7018287 19.1007603, -72.7018885 19.1005964)",20,,
48519110,,Impasse Metellus,residential,False,True,37.821999999999996,1,,"LINESTRING (-72.6979905 19.1017203, -72.6979542 19.1018896, -72.6979334 19.1019305, -72.697831 19.1018907, -72.6978126 19.1018903)",,,
195105338,,Ruelle des Princes,residential,False,False,74.077,,,"LINESTRING (-72.6979905 19.1017203, -72.697995 19.1017041, -72.6979997 19.101695, -72.6980117 19.1016818, -72.6980673 19.1015905, -72.6981008 19.1015753, -72.6981457 19.1015585, -72.698187 19.101551, -72.6986055 19.1015734)",,,
476110304,,,residential,False,True,124.235,1,,"LINESTRING (-72.6979905 19.1017203, -72.6978664 19.1016786, -72.6976755 19.1016042, -72.6973509 19.1014778, -72.6972731 19.1014476, -72.6971872 19.1014141, -72.6971173 19.1013869, -72.6970235 19.1013504, -72.696895 19.1013003)",,,
152532948,,Route de Fleurenceau,residential,False,True,22.316,2,,"LINESTRING (-72.6955305 19.1009567, -72.6956378 19.1007835)",,,
