osmid,oneway,ref,name,highway,reversed,length,bridge,geometry
185957646,False,Z4033,Tarakandi - Sarishabari Road,secondary,False,45.443,,"LINESTRING (89.8300406 24.7512501, 89.8296955 24.7509878)"
185957646,False,Z4033,Tarakandi - Sarishabari Road,secondary,True,43.771,,"LINESTRING (89.8300406 24.7512501, 89.8303368 24.7515375)"
244933657,False,,,residential,False,87.695,,"LINESTRING (89.8300406 24.7512501, 89.8306379 24.7506776)"
"[949991608, 949991609]",False,,,unclassified,"[False, True]",162.66000000000003,yes,"LINESTRING (89.8300406 24.7512501, 89.8297865 24.7514595, 89.8295612 24.7517201, 89.8293681 24.7518736, 89.8288156 24.752178)"
185957646,False,Z4033,Tarakandi - Sarishabari Road,secondary,True,155.115,,"LINESTRING (89.8323285 24.7532633, 89.8334642 24.7542026)"
185957646,False,Z4033,Tarakandi - Sarishabari Road,secondary,False,79.534,,"LINESTRING (89.8323285 24.7532633, 89.8321262 24.753096, 89.8317718 24.7527579)"
244933647,False,,,tertiary,True,45.577,,"LINESTRING (89.8306379 24.7506776, 89.8309552 24.7509691)"
244933657,False,,,residential,True,87.695,,"LINESTRING (89.8306379 24.7506776, 89.8300406 24.7512501)"
244933647,False,,,tertiary,False,199.119,,"LINESTRING (89.8306379 24.7506776, 89.8305461 24.7505873, 89.8306408 24.7489217)"
244933647,False,,,tertiary,False,94.198,,"LINESTRING (89.8318104 24.7511713, 89.8311362 24.7511354, 89.8309552 24.7509691)"
244933647,False,,,tertiary,True,177.285,,"LINESTRING (89.8318104 24.7511713, 89.8317887 24.7519726, 89.8318289 24.7523623, 89.8318155 24.7526181, 89.8317718 24.7527579)"
244933656,False,,,unclassified,True,162.98,,"LINESTRING (89.8318104 24.7511713, 89.8319355 24.7510307, 89.8320106 24.7509868, 89.8322198 24.7509698, 89.8322896 24.7509113, 89.8323647 24.7507505, 89.8324512 24.7507157, 89.8326872 24.7506865, 89.8330225 24.7505501, 89.8331295 24.7504862)"
244933647,False,,,tertiary,False,335.569,,"LINESTRING (89.8306408 24.7489217, 89.8310236 24.7478446, 89.8312576 24.7474906, 89.8313991 24.7473111, 89.8314749 24.747135, 89.8315117 24.746841, 89.831501 24.7464318, 89.8314554 24.7460761)"
244933647,False,,,tertiary,True,199.119,,"LINESTRING (89.8306408 24.7489217, 89.8305461 24.7505873, 89.8306379 24.7506776)"
282843989,False,,,tertiary,False,103.815,,"LINESTRING (89.8306408 24.7489217, 89.8303446 24.7487707, 89.8299491 24.7485341, 89.8297825 24.748411)"
282843989,False,,,tertiary,True,306.241,,"LINESTRING (89.8306408 24.7489217, 89.8308071 24.7489806, 89.83255 24.7500794, 89.8331295 24.7504862)"
185957646,False,Z4033,Tarakandi - Sarishabari Road,secondary,False,198.673,,"LINESTRING (89.8317718 24.7527579, 89.8306778 24.7518684, 89.8303368 24.7515375)"
185957646,False,Z4033,Tarakandi - Sarishabari Road,secondary,True,79.534,,"LINESTRING (89.8317718 24.7527579, 89.8321262 24.753096, 89.8323285 24.7532633)"
244933647,False,,,tertiary,False,177.285,,"LINESTRING (89.8317718 24.7527579, 89.8318155 24.7526181, 89.8318289 24.7523623, 89.8317887 24.7519726, 89.8318104 24.7511713)"
185957646,False,Z4033,Tarakandi - Sarishabari Road,secondary,True,45.443,,"LINESTRING (89.8296955 24.7509878, 89.8300406 24.7512501)"
244933650,False,,,residential,False,105.74499999999999,,"LINESTRING (89.8296955 24.7509878, 89.8297656 24.750904, 89.8298112 24.7507798, 89.8298166 24.750697, 89.8298709 24.7505549, 89.8299212 24.7503316, 89.8299614 24.7500807)"
