osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,maxspeed
179997804,False,Cantonment Road,secondary,True,14.267,"LINESTRING (89.2399757 25.7569662, 89.240092 25.7568921)",,,
179997804,False,Cantonment Road,secondary,False,165.065,"LINESTRING (89.2399757 25.7569662, 89.2388463 25.7571536, 89.2383766 25.7573075)",,,
306026129,False,,residential,True,334.9030000000001,"LINESTRING (89.2399757 25.7569662, 89.2400125 25.7570781, 89.2400154 25.7571983, 89.2400182 25.7574513, 89.240036 25.7579184, 89.2401271 25.7588415, 89.2399658 25.7589045, 89.239843 25.7589381, 89.2395962 25.7589743, 89.2393401 25.7589646, 89.2390839 25.7589888, 89.238915 25.7590547)",,,
179997804,False,Cantonment Road,secondary,False,133.447,"LINESTRING (89.2420113 25.7560757, 89.2408082 25.7565916)",,,
180009784,False,Pourobazar Road,trunk,False,215.768,"LINESTRING (89.2420113 25.7560757, 89.2440559 25.7554639)",N517,,
61788712,False,ধাপ,trunk,True,455.913,"LINESTRING (89.2420113 25.7560757, 89.2419888 25.7569957, 89.2419432 25.7576649, 89.2418037 25.7582036, 89.2415382 25.7589651, 89.2413111 25.7596578, 89.2412639 25.7597913, 89.241204 25.7599333, 89.2411039 25.7600454)",N517,,
180051388,False,,residential,False,168.115,"LINESTRING (89.2420113 25.7560757, 89.242053 25.7556615, 89.2420449 25.7551062, 89.2420193 25.7548314, 89.2419537 25.7545732)",,,
61788712,False,ধাপ,trunk,True,107.627,"LINESTRING (89.2399452 25.7602239, 89.2388849 25.7603819)",N517,,
61788712,False,ধাপ,trunk,False,117.724,"LINESTRING (89.2399452 25.7602239, 89.2406985 25.76011, 89.2411039 25.7600454)",N517,,
169841137,False,Gangachara Road,secondary,True,153.35899999999998,"LINESTRING (89.2399452 25.7602239, 89.239253 25.7611107, 89.239121 25.7613809)",,2,20
179997804,False,Cantonment Road,secondary,False,7.933,"LINESTRING (89.2370448 25.7577543, 89.2369671 25.7577682)",,,
179997804,False,Cantonment Road,secondary,True,95.849,"LINESTRING (89.2370448 25.7577543, 89.2379334 25.7574341)",,,
179997998,False,Kotki Para Road,residential,True,146.803,"LINESTRING (89.2370448 25.7577543, 89.236718 25.7564673)",,,
180008457,False,,residential,False,73.446,"LINESTRING (89.2404712 25.7534634, 89.2404098 25.7528052)",,,
180008457,False,,residential,True,20.891,"LINESTRING (89.2404712 25.7534634, 89.240419 25.7536453)",,,
180008499,False,Kachari Bazar Road,residential,True,101.221,"LINESTRING (89.2404712 25.7534634, 89.2409276 25.7536251, 89.2412427 25.7536736, 89.2414426 25.7536588)",,,
180008457,False,,residential,False,20.891,"LINESTRING (89.240419 25.7536453, 89.2404712 25.7534634)",,,
180008457,False,,residential,True,79.925,"LINESTRING (89.240419 25.7536453, 89.2405629 25.7543523)",,,
181156897,False,,living_street,True,48.255,"LINESTRING (89.240419 25.7536453, 89.2399705 25.7538039)",,,
180008457,False,,residential,False,12.372,"LINESTRING (89.2406053 25.7546304, 89.240594 25.7545196)",,,
180008457,False,,residential,True,38.495,"LINESTRING (89.2406053 25.7546304, 89.2405329 25.7549704)",,,
181156959,False,,living_street,True,120.786,"LINESTRING (89.2406053 25.7546304, 89.2401996 25.7547359, 89.2401355 25.7547927, 89.2394542 25.7549111)",,,
179997804,False,Cantonment Road,secondary,False,79.127,"LINESTRING (89.2408082 25.7565916, 89.240092 25.7568921)",,,
179997804,False,Cantonment Road,secondary,True,133.447,"LINESTRING (89.2408082 25.7565916, 89.2420113 25.7560757)",,,
180008457,False,,residential,False,41.819,"LINESTRING (89.2408082 25.7565916, 89.2406594 25.7562402)",,,
181155537,False,,living_street,True,41.517,"LINESTRING (89.2408082 25.7565916, 89.2409423 25.7569449)",,,
61788712,False,ধাপ,trunk,False,107.627,"LINESTRING (89.2388849 25.7603819, 89.2399452 25.7602239)",N517,,
61788712,False,ধাপ,trunk,True,192.90300000000002,"LINESTRING (89.2388849 25.7603819, 89.2384512 25.7604498, 89.2375781 25.760692, 89.2370438 25.7608771)",N517,,
180019018,False,,residential,False,148.299,"LINESTRING (89.2388849 25.7603819, 89.238906 25.7600246, 89.2389269 25.7599055, 89.2389432 25.7598126, 89.2389471 25.7597811, 89.2389647 25.7596396, 89.2389364 25.7591724, 89.238915 25.7590547)",,,
179997804,False,Cantonment Road,secondary,True,7.933,"LINESTRING (89.2369671 25.7577682, 89.2370448 25.7577543)",,,
