osmid,oneway,ref,highway,junction,reversed,length,geometry,lanes,name,bridge
659897590,False,,residential,,False,57.328,"LINESTRING (89.1726941 23.5466532, 89.1727363 23.5466428, 89.1728255 23.5466237, 89.1728664 23.54662, 89.1729341 23.5466139, 89.1729898 23.5466065, 89.1730334 23.5465936, 89.1732375 23.5465291)",,,
659897590,False,,residential,,True,89.82199999999999,"LINESTRING (89.1726941 23.5466532, 89.1725895 23.5466544, 89.1725452 23.5466581, 89.1724661 23.5466643, 89.1723843 23.5466815, 89.1722877 23.5466913, 89.1722113 23.5467085, 89.1721094 23.5467282, 89.1719927 23.5467442, 89.171825 23.5467737)",,,
659897593,False,,residential,,True,120.592,"LINESTRING (89.1726941 23.5466532, 89.1727155 23.5463458, 89.1727316 23.5457705, 89.1727756 23.5455736)",,,
659897594,False,,residential,,True,70.495,"LINESTRING (89.1748952 23.5429282, 89.1747326 23.542312)",,,
659897603,False,,unclassified,,False,59.784,"LINESTRING (89.1748952 23.5429282, 89.1749418 23.5429286, 89.1750249 23.5429249, 89.1751074 23.5429071, 89.1752496 23.5428671, 89.1753025 23.5428505, 89.1754596 23.5427979)",,,
659897603,False,,unclassified,,True,235.17600000000002,"LINESTRING (89.1748952 23.5429282, 89.1746588 23.5429464, 89.174404 23.5429587, 89.1742645 23.5429722, 89.1741183 23.5429882, 89.1740204 23.5429993, 89.1738367 23.5430263, 89.1735309 23.5430693, 89.1730468 23.5431775, 89.1726235 23.5432685)",,,
532667275,False,N703,trunk,,False,72.921,"LINESTRING (89.1723341 23.5416986, 89.1721924 23.5410558)",2,Sher-E-Bangla Road,
532667275,False,N703,trunk,,True,100.27600000000001,"LINESTRING (89.1723341 23.5416986, 89.1724443 23.5421967, 89.1725149 23.5425849)",2,Sher-E-Bangla Road,
659897595,False,,residential,,False,343.582,"LINESTRING (89.1723341 23.5416986, 89.1733378 23.5414698, 89.1733807 23.5414563, 89.1734719 23.5414354, 89.1735269 23.5414243, 89.1735752 23.5414182, 89.1736316 23.5414243, 89.1736918 23.5414268, 89.1737737 23.5414108, 89.1738783 23.5413751, 89.1740392 23.5413124, 89.1744014 23.5411981, 89.1744342 23.5411898, 89.1744643 23.5411906, 89.1744845 23.5412039, 89.1744992 23.5412227, 89.1747138 23.5422185)",,,
659897597,False,,residential,,False,217.304,"LINESTRING (89.1687219 23.543475, 89.1688773 23.5440025, 89.1689712 23.5441427, 89.1690195 23.5441894, 89.1690516 23.54423, 89.1692072 23.5445742, 89.1693319 23.5448152, 89.1693494 23.5449418, 89.1693588 23.54505, 89.1693624 23.5450724, 89.1693671 23.5450835, 89.1693762 23.5450893, 89.1694835 23.5450825, 89.1695016 23.545085, 89.1695177 23.5450936, 89.169524 23.5451309, 89.1695303 23.5451689)",,,
659897600,False,,unclassified,,False,33.900000000000006,"LINESTRING (89.1687219 23.543475, 89.1686869 23.5434886, 89.1685554 23.5435304, 89.1684106 23.543582)",,,
659897600,False,,unclassified,,True,238.62900000000002,"LINESTRING (89.1687219 23.543475, 89.1688451 23.5434271, 89.1692045 23.5433054, 89.1696686 23.5432206, 89.1697678 23.5431751, 89.1699515 23.5431345, 89.1701299 23.5431136, 89.1702399 23.5431111, 89.1703539 23.5431357, 89.1704437 23.54318, 89.1704893 23.5432193, 89.1705953 23.5433337, 89.1706596 23.5434013, 89.17072 23.5434726, 89.1707951 23.5435575)",,,
470731804,False,,residential,,False,136.399,"LINESTRING (89.1749805 23.5409045, 89.1750336 23.5411373, 89.1751891 23.5417533, 89.1752661 23.5421028)",,,
470731804,False,,residential,,True,60.400000000000006,"LINESTRING (89.1749805 23.5409045, 89.1749424 23.5407377, 89.1748598 23.5403727)",,,
659897571,False,N703,trunk,,False,102.639,"LINESTRING (89.1765471 23.5445447, 89.1775058 23.5442626)",2,H.S.S Road,
659897571,False,N703,trunk,,True,53.59,"LINESTRING (89.1765471 23.5445447, 89.176045 23.5446875)",2,H.S.S Road,
659897589,False,,unclassified,,False,229.184,"LINESTRING (89.1765471 23.5445447, 89.1766517 23.544814, 89.1767295 23.5449086, 89.1767737 23.5450488, 89.1767952 23.5451902, 89.1768099 23.5452504, 89.1769561 23.5458393, 89.1770554 23.5463827, 89.1770772 23.5465328)",,,
659897571,False,N703,trunk,,False,139.052,"LINESTRING (89.1740338 23.5453143, 89.1746468 23.5450918, 89.1753173 23.5448927)",2,H.S.S Road,
659897571,False,N703,trunk,,True,127.81499999999998,"LINESTRING (89.1740338 23.5453143, 89.1737321 23.5454385, 89.1733419 23.5455983, 89.1731661 23.5456708, 89.173011 23.545729, 89.1729704 23.5457373, 89.1729422 23.5457422, 89.1729103 23.5457425, 89.1728772 23.54574)",2,H.S.S Road,
659897590,False,,residential,,True,199.15800000000002,"LINESTRING (89.1740338 23.5453143, 89.1740902 23.5454791, 89.1741438 23.5456377, 89.1741438 23.545725, 89.1741371 23.545859, 89.1741224 23.5460311, 89.1741009 23.5461061, 89.1740982 23.5461983, 89.1740365 23.5463016, 89.1739346 23.5463335, 89.1738971 23.5463397, 89.1737925 23.5463594, 89.1736905 23.5463704, 89.1736275 23.5463999, 89.1732375 23.5465291)",,,
57046377,False,N704,trunk,,False,72.217,"LINESTRING (89.1732375 23.5465291, 89.1734529 23.5468792, 89.1735572 23.5471075)",2,,
57046377,False,N704,trunk,,True,95.15100000000001,"LINESTRING (89.1732375 23.5465291, 89.1732169 23.5464956, 89.1730452 23.546112, 89.1728772 23.54574)",2,,
659897590,False,,residential,,False,199.158,"LINESTRING (89.1732375 23.5465291, 89.1736275 23.5463999, 89.1736905 23.5463704, 89.1737925 23.5463594, 89.1738971 23.5463397, 89.1739346 23.5463335, 89.1740365 23.5463016, 89.1740982 23.5461983, 89.1741009 23.5461061, 89.1741224 23.5460311, 89.1741371 23.545859, 89.1741438 23.545725, 89.1741438 23.5456377, 89.1740902 23.5454791, 89.1740338 23.5453143)",,,
659897590,False,,residential,,True,57.327999999999996,"LINESTRING (89.1732375 23.5465291, 89.1730334 23.5465936, 89.1729898 23.5466065, 89.1729341 23.5466139, 89.1728664 23.54662, 89.1728255 23.5466237, 89.1727363 23.5466428, 89.1726941 23.5466532)",,,
659897591,False,,residential,,True,68.79400000000001,"LINESTRING (89.1707656 23.5481531, 89.1706999 23.5478359, 89.1705858 23.5475592)",,,
275871336,False,,tertiary,,False,133.088,"LINESTRING (89.1705858 23.5475592, 89.1706038 23.5475552, 89.1711188 23.5474274, 89.1718162 23.5473782, 89.1718696 23.5473703)",,,
275871336,False,,tertiary,,True,122.062,"LINESTRING (89.1705858 23.5475592, 89.1702498 23.5476339, 89.1699977 23.5477077, 89.1697402 23.547865, 89.1695112 23.5480089)",,,
659897591,False,,residential,,False,68.79400000000001,"LINESTRING (89.1705858 23.5475592, 89.1706999 23.5478359, 89.1707656 23.5481531)",,,
659897591,False,,residential,,True,149.06199999999998,"LINESTRING (89.1705858 23.5475592, 89.1704558 23.5471745, 89.1704705 23.5471216, 89.1704839 23.5470343, 89.1704839 23.5469175, 89.1704839 23.5468266, 89.1705 23.5466139, 89.1704625 23.5464073, 89.1704625 23.5462426)",,,
659897591,False,,residential,,False,149.062,"LINESTRING (89.1704625 23.5462426, 89.1704625 23.5464073, 89.1705 23.5466139, 89.1704839 23.5468266, 89.1704839 23.5469175, 89.1704839 23.5470343, 89.1704705 23.5471216, 89.1704558 23.5471745, 89.1705858 23.5475592)",,,
659897591,False,,residential,,True,143.82299999999998,"LINESTRING (89.1704625 23.5462426, 89.1705054 23.5462106, 89.1705886 23.5461836, 89.1706905 23.5461516, 89.1709936 23.5460668, 89.1710499 23.5460606, 89.1711827 23.5460471, 89.171357 23.5460483, 89.1715018 23.5460495, 89.1716386 23.5460631, 89.1717084 23.5460963, 89.1717285 23.5461233, 89.1717473 23.5461959)",,,
470731804,False,,residential,,False,79.957,"LINESTRING (89.1752661 23.5421028, 89.1753554 23.5425082, 89.1754104 23.5426865, 89.175456 23.542791, 89.1754596 23.5427979)",,,
470731804,False,,residential,,True,136.399,"LINESTRING (89.1752661 23.5421028, 89.1751891 23.5417533, 89.1750336 23.5411373, 89.1749805 23.5409045)",,,
659897605,False,,unclassified,,True,57.85699999999999,"LINESTRING (89.1752661 23.5421028, 89.1749136 23.542162, 89.1748465 23.542178, 89.1747138 23.5422185)",,,
659897605,False,,unclassified,,True,10.572,"LINESTRING (89.1747138 23.5422185, 89.1747326 23.542312)",,,
659897595,False,,residential,,True,343.58199999999994,"LINESTRING (89.1747138 23.5422185, 89.1744992 23.5412227, 89.1744845 23.5412039, 89.1744643 23.5411906, 89.1744342 23.5411898, 89.1744014 23.5411981, 89.1740392 23.5413124, 89.1738783 23.5413751, 89.1737737 23.5414108, 89.1736918 23.5414268, 89.1736316 23.5414243, 89.1735752 23.5414182, 89.1735269 23.5414243, 89.1734719 23.5414354, 89.1733807 23.5414563, 89.1733378 23.5414698, 89.1723341 23.5416986)",,,
659897605,False,,unclassified,,False,57.857,"LINESTRING (89.1747138 23.5422185, 89.1748465 23.542178, 89.1749136 23.542162, 89.1752661 23.5421028)",,,
659897594,False,,residential,,False,70.495,"LINESTRING (89.1747326 23.542312, 89.1748952 23.5429282)",,,
659897605,False,,unclassified,,False,10.572,"LINESTRING (89.1747326 23.542312, 89.1747138 23.5422185)",,,
659897605,False,,unclassified,,True,228.606,"LINESTRING (89.1747326 23.542312, 89.1743249 23.5424103, 89.1737153 23.5424707, 89.1734053 23.5425125, 89.1728544 23.5425722, 89.1725149 23.5425849)",,,
532667275,False,N703,trunk,,True,76.815,"LINESTRING (89.1725149 23.5425849, 89.1726235 23.5432685)",2,Sher-E-Bangla Road,
532667275,False,N703,trunk,,False,100.27600000000001,"LINESTRING (89.1725149 23.5425849, 89.1724443 23.5421967, 89.1723341 23.5416986)",2,Sher-E-Bangla Road,
659897596,False,,residential,,True,161.80599999999998,"LINESTRING (89.1725149 23.5425849, 89.1722978 23.5426728, 89.1722052 23.5426839, 89.1721127 23.5426931, 89.172045 23.5427097, 89.1720041 23.5427263, 89.1719672 23.5427441, 89.1719317 23.5427491, 89.1718975 23.5427448, 89.1717567 23.5427116, 89.171695 23.5427042, 89.1715139 23.5427042, 89.1714039 23.5427116, 89.1712792 23.5427411, 89.1712028 23.5427607, 89.1710794 23.5428111, 89.1709923 23.5428444)",,,
659897605,False,,unclassified,,False,228.606,"LINESTRING (89.1725149 23.5425849, 89.1728544 23.5425722, 89.1734053 23.5425125, 89.1737153 23.5424707, 89.1743249 23.5424103, 89.1747326 23.542312)",,,
659897598,False,,unclassified,,False,205.10399999999996,"LINESTRING (89.1688813 23.5426796, 89.1689953 23.5426562, 89.1691013 23.5426243, 89.1692542 23.5425948, 89.1693601 23.5425702, 89.169466 23.5425517, 89.1695559 23.542553, 89.1696954 23.5425788, 89.169863 23.5426562, 89.1699448 23.5426882, 89.1700427 23.5427018, 89.170095 23.5427017, 89.1701956 23.5426599, 89.1702761 23.5425997, 89.1703445 23.5425653, 89.1703968 23.5425345, 89.1704451 23.542505, 89.1705134 23.5424534, 89.1705537 23.5424214, 89.1705765 23.5424017, 89.1706925 23.5422948)",,,
659897599,False,,unclassified,,False,66.245,"LINESTRING (89.1688813 23.5426796, 89.1689242 23.5425886, 89.1689403 23.5424976, 89.1689564 23.5424054, 89.1689752 23.542344, 89.1690141 23.5420993)",,,
659897599,False,,unclassified,,True,119.077,"LINESTRING (89.1688813 23.5426796, 89.1688505 23.5427214, 89.1688089 23.5427558, 89.1687579 23.5428038, 89.1686641 23.5428554, 89.168589 23.5429169, 89.1685393 23.5429833, 89.1684937 23.5430423, 89.1684683 23.5431001, 89.168424 23.5431837, 89.1684025 23.543255, 89.1684025 23.5433091, 89.1684052 23.5433829, 89.1684133 23.5434665, 89.1684106 23.543582)",,,
532667275,False,N703,trunk,,False,10.899,"LINESTRING (89.1721924 23.5410558, 89.1721708 23.5409598)",2,Sher-E-Bangla Road,
532667275,False,N703,trunk,,True,72.921,"LINESTRING (89.1721924 23.5410558, 89.1723341 23.5416986)",2,Sher-E-Bangla Road,
659897606,False,,unclassified,,False,283.64900000000006,"LINESTRING (89.1721924 23.5410558, 89.1726793 23.5409866, 89.1732694 23.540871, 89.1735604 23.5408145, 89.1736516 23.5407923, 89.1737737 23.5407604, 89.1739266 23.5407161, 89.1741076 23.5406706, 89.1743074 23.5405944, 89.174526 23.540501, 89.1748598 23.5403727)",,,
532667275,False,N703,trunk,,True,10.899,"LINESTRING (89.1721708 23.5409598, 89.1721924 23.5410558)",2,Sher-E-Bangla Road,
532667275,False,N703,trunk,,False,74.054,"LINESTRING (89.1721708 23.5409598, 89.1720611 23.540464, 89.1720259 23.5403072)",2,Sher-E-Bangla Road,
659897607,False,,unclassified,,True,207.41899999999998,"LINESTRING (89.1721708 23.5409598, 89.1720249 23.5409866, 89.1717003 23.5410641, 89.1715595 23.5411096, 89.171471 23.5411219, 89.171416 23.5411292, 89.171361 23.5411267, 89.1710653 23.5411526, 89.1710358 23.5411538, 89.1709688 23.5411612, 89.1709178 23.5411698, 89.1708145 23.5411968, 89.1707441 23.5412128, 89.1706516 23.5412399, 89.1705872 23.5412522, 89.1705416 23.5412602, 89.1704772 23.541278, 89.1702104 23.5414009)",,,
659897599,False,,unclassified,,True,66.245,"LINESTRING (89.1690141 23.5420993, 89.1689752 23.542344, 89.1689564 23.5424054, 89.1689403 23.5424976, 89.1689242 23.5425886, 89.1688813 23.5426796)",,,
659897607,False,,unclassified,,False,146.802,"LINESTRING (89.1690141 23.5420993, 89.1690852 23.5420145, 89.1691321 23.541969, 89.1692032 23.5419112, 89.1692649 23.5418829, 89.1693293 23.5418509, 89.1694285 23.5417882, 89.1695827 23.5416628, 89.1698362 23.5415337, 89.1702104 23.5414009)",,,
659897579,False,,unclassified,,False,193.21300000000002,"LINESTRING (89.1707964 23.54415, 89.1709211 23.5441365, 89.1709895 23.5441168, 89.17107 23.5440959, 89.1711424 23.5440959, 89.1711934 23.5441107, 89.1712484 23.5441193, 89.1713047 23.5441144, 89.171412 23.5440923, 89.1715059 23.544075, 89.1716386 23.5440591, 89.1718237 23.544032, 89.172112 23.5439558, 89.1723146 23.543909, 89.1724379 23.5438857, 89.1726489 23.5438512)",,,
659897608,False,,unclassified,,False,107.619,"LINESTRING (89.1707964 23.54415, 89.1708582 23.544353, 89.1709319 23.5445423, 89.1710673 23.5449185, 89.1711318 23.5450671)",,,
659897608,False,,unclassified,,True,66.02199999999999,"LINESTRING (89.1707964 23.54415, 89.1707763 23.5437886, 89.170787 23.5436115, 89.1707951 23.5435575)",,,
659897600,False,,unclassified,,False,238.62900000000002,"LINESTRING (89.1707951 23.5435575, 89.17072 23.5434726, 89.1706596 23.5434013, 89.1705953 23.5433337, 89.1704893 23.5432193, 89.1704437 23.54318, 89.1703539 23.5431357, 89.1702399 23.5431111, 89.1701299 23.5431136, 89.1699515 23.5431345, 89.1697678 23.5431751, 89.1696686 23.5432206, 89.1692045 23.5433054, 89.1688451 23.5434271, 89.1687219 23.543475)",,,
659897608,False,,unclassified,,False,66.02199999999999,"LINESTRING (89.1707951 23.5435575, 89.170787 23.5436115, 89.1707763 23.5437886, 89.1707964 23.54415)",,,
659897608,False,,unclassified,,True,94.55199999999999,"LINESTRING (89.1707951 23.5435575, 89.1708219 23.5434825, 89.1709734 23.5433915, 89.1710512 23.5433362, 89.1710941 23.5432464, 89.1710954 23.5431333, 89.1709923 23.5428444)",,,
659897608,False,,unclassified,,True,68.328,"LINESTRING (89.1709923 23.5428444, 89.1706925 23.5422948)",,,
659897596,False,,residential,,False,161.80600000000004,"LINESTRING (89.1709923 23.5428444, 89.1710794 23.5428111, 89.1712028 23.5427607, 89.1712792 23.5427411, 89.1714039 23.5427116, 89.1715139 23.5427042, 89.171695 23.5427042, 89.1717567 23.5427116, 89.1718975 23.5427448, 89.1719317 23.5427491, 89.1719672 23.5427441, 89.1720041 23.5427263, 89.172045 23.5427097, 89.1721127 23.5426931, 89.1722052 23.5426839, 89.1722978 23.5426728, 89.1725149 23.5425849)",,,
659897608,False,,unclassified,,False,94.55199999999998,"LINESTRING (89.1709923 23.5428444, 89.1710954 23.5431333, 89.1710941 23.5432464, 89.1710512 23.5433362, 89.1709734 23.5433915, 89.1708219 23.5434825, 89.1707951 23.5435575)",,,
659897608,False,,unclassified,,False,68.328,"LINESTRING (89.1706925 23.5422948, 89.1709923 23.5428444)",,,
659897598,False,,unclassified,,True,205.10399999999998,"LINESTRING (89.1706925 23.5422948, 89.1705765 23.5424017, 89.1705537 23.5424214, 89.1705134 23.5424534, 89.1704451 23.542505, 89.1703968 23.5425345, 89.1703445 23.5425653, 89.1702761 23.5425997, 89.1701956 23.5426599, 89.170095 23.5427017, 89.1700427 23.5427018, 89.1699448 23.5426882, 89.169863 23.5426562, 89.1696954 23.5425788, 89.1695559 23.542553, 89.169466 23.5425517, 89.1693601 23.5425702, 89.1692542 23.5425948, 89.1691013 23.5426243, 89.1689953 23.5426562, 89.1688813 23.5426796)",,,
659897608,False,,unclassified,,True,111.065,"LINESTRING (89.1706925 23.5422948, 89.1704303 23.5418731, 89.1702104 23.5414009)",,,
470731804,False,,residential,,False,78.87399999999998,"LINESTRING (89.1754596 23.5427979, 89.175507 23.5428893, 89.1756022 23.5430565, 89.175676 23.5432078, 89.1757216 23.5433147, 89.1757484 23.5434069, 89.1757539 23.5434502)",,,
470731804,False,,residential,,True,79.957,"LINESTRING (89.1754596 23.5427979, 89.175456 23.542791, 89.1754104 23.5426865, 89.1753554 23.5425082, 89.1752661 23.5421028)",,,
659897603,False,,unclassified,,True,59.784,"LINESTRING (89.1754596 23.5427979, 89.1753025 23.5428505, 89.1752496 23.5428671, 89.1751074 23.5429071, 89.1750249 23.5429249, 89.1749418 23.5429286, 89.1748952 23.5429282)",,,
