osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,bridge,tunnel
115493132,unclassified,False,False,48.282,"LINESTRING (136.8282849 35.1743534, 136.8281998 35.1739248)",,,,,
115493132,unclassified,False,True,70.007,"LINESTRING (136.8282849 35.1743534, 136.82839 35.1749771)",,,,,
547309223,residential,False,True,69.151,"LINESTRING (136.8282849 35.1743534, 136.8290266 35.1742149)",,,,,
115492761,unclassified,False,True,27.298,"LINESTRING (136.825688 35.1714562, 136.825642 35.1716988)",,,,,
115492962,unclassified,False,False,62.859,"LINESTRING (136.825688 35.1714562, 136.8258169 35.1709008)",,,,,
115492963,residential,False,True,14.939,"LINESTRING (136.825688 35.1714562, 136.8255267 35.171482)",,,,,
115493291,unclassified,False,True,6.764,"LINESTRING (136.8296888 35.1752485, 136.8297632 35.1752473)",,,,,
115494215,unclassified,False,True,33.299,"LINESTRING (136.8296888 35.1752485, 136.8293225 35.1752542)",,,,,
115492887,unclassified,False,False,51.304,"LINESTRING (136.8197515 35.167908, 136.8197491 35.167877, 136.8197165 35.1674475)",,,,,
115494164,unclassified,False,False,34.608999999999995,"LINESTRING (136.8197515 35.167908, 136.8197621 35.1680743, 136.8197524 35.1682188)",,,,,
115493097,unclassified,False,True,34.042,"LINESTRING (136.8254609 35.1685773, 136.8254258 35.1682725)",,,,,
649794104,unclassified,False,False,86.475,"LINESTRING (136.8254609 35.1685773, 136.8246599 35.168635, 136.8245651 35.1687271)",,,,,
649794104,unclassified,False,True,62.729,"LINESTRING (136.8254609 35.1685773, 136.8257636 35.1685594, 136.8259165 35.168555, 136.8261498 35.1685649)",,,,,
115493798,unclassified,False,False,7.655,"LINESTRING (136.8229658 35.1738967, 136.8229395 35.1738313)",,,,,
115493798,unclassified,False,True,33.258,"LINESTRING (136.8229658 35.1738967, 136.8230802 35.1741808)",,,,,
661930917,residential,False,True,70.22899999999998,"LINESTRING (136.8229658 35.1738967, 136.8227052 35.173987, 136.8225228 35.1740413, 136.8225034 35.1740013, 136.8222667 35.1740457)",,,,,
115493114,unclassified,False,False,8.564,"LINESTRING (136.8205082 35.170653, 136.8205064 35.170576)",,,,,
115494195,unclassified,False,True,201.079,"LINESTRING (136.8205082 35.170653, 136.8227109 35.1704856)",,,,,
115493477,unclassified,False,True,55.507000000000005,"LINESTRING (136.8205082 35.170653, 136.8205115 35.1707986, 136.8205195 35.1711521)",,,,,
115493745,unclassified,False,True,100.545,"LINESTRING (136.8292091 35.173378, 136.8281166 35.1735199)",,,,,
115493946,unclassified,False,False,31.423,"LINESTRING (136.8292091 35.173378, 136.8291573 35.1730986)",,,,,
115494132,unclassified,False,False,45.569,"LINESTRING (136.8292091 35.173378, 136.8292841 35.1737832)",,,,,
115492967,tertiary,False,False,42.086,"LINESTRING (136.8237426 35.1688744, 136.8237822 35.1692515)",,,,,
115492967,tertiary,False,True,10.493,"LINESTRING (136.8237426 35.1688744, 136.823734 35.1687803)",,,,,
115482789,primary,False,False,194.95800000000003,"LINESTRING (136.8271835 35.1690316, 136.8269855 35.1687096, 136.8268694 35.1684832, 136.8267801 35.168291, 136.8265365 35.1676378, 136.8264914 35.1673815)",2,59,名古屋中環状線,,
115482789,primary,False,True,236.07000000000002,"LINESTRING (136.8271835 35.1690316, 136.8273488 35.1692515, 136.8275815 35.1695319, 136.8280202 35.1699314, 136.8285087 35.1703798, 136.8288452 35.1706546)",2,59,名古屋中環状線,,
"[115492758, 889565757, 889565758]",unclassified,False,False,35.397,"LINESTRING (136.8271835 35.1690316, 136.8271237 35.1690351, 136.8270076 35.169042, 136.8267951 35.1690546)",,,,yes,
115492853,unclassified,False,True,82.052,"LINESTRING (136.8270329 35.1716917, 136.8279356 35.1716871)",,,,,
115492891,unclassified,False,True,88.168,"LINESTRING (136.8270329 35.1716917, 136.8270279 35.1708988)",,,,,
115493142,unclassified,False,False,80.979,"LINESTRING (136.8270329 35.1716917, 136.826142 35.1716963)",,,,,
115493882,unclassified,False,True,84.91,"LINESTRING (136.8270329 35.1716917, 136.8270377 35.1724553)",,,,,
115493796,unclassified,False,True,74.189,"LINESTRING (136.8252435 35.166511, 136.8253182 35.1671754)",,,,,
650870935,residential,False,True,65.845,"LINESTRING (136.8252435 35.166511, 136.825966 35.1664685)",,,,,
650870935,residential,False,False,54.34,"LINESTRING (136.8252435 35.166511, 136.8249125 35.1665295, 136.8246471 35.1665444)",,,,,
115493051,unclassified,False,False,49.195,"LINESTRING (136.8284484 35.1707585, 136.8279347 35.1708978)",,,,,
115493051,unclassified,False,True,27.148,"LINESTRING (136.8284484 35.1707585, 136.8286394 35.1709462)",,,,,
547309235,residential,False,False,72.251,"LINESTRING (136.8284484 35.1707585, 136.8279368 35.1702612)",,,,,
