osmid,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,name,tunnel,bridge
142567065,tertiary,30,False,False,33.564,,"LINESTRING (130.5580118 33.3923345, 130.5581006 33.3920419)",,,,
142567065,tertiary,30,False,True,31.656,,"LINESTRING (130.5580118 33.3923345, 130.557678 33.3922764)",,,,
142667082,unclassified,,False,False,65.931,1.5,"LINESTRING (130.5580118 33.3923345, 130.5579031 33.3925836, 130.5578012 33.3927463, 130.5577308 33.3927594, 130.5576315 33.392746)",,,,
62202970,residential,,False,True,40.432,,"LINESTRING (130.5545535 33.3944601, 130.5549842 33.394514)",,,,
142567347,unclassified,,False,False,48.174,,"LINESTRING (130.5545535 33.3944601, 130.5545468 33.3940269)",,,,
62202970,residential,,False,False,167.65400000000002,,"LINESTRING (130.5545535 33.3944601, 130.5539462 33.3943987, 130.5530477 33.3943382, 130.5530124 33.394327, 130.5529782 33.394324, 130.5529344 33.3943153, 130.5527593 33.3943047)",,,,
142566990,unclassified,,False,True,57.906,,"LINESTRING (130.5517644 33.3944954, 130.5517161 33.3950146)",,,,
142592086,trunk,40,False,False,88.852,2,"LINESTRING (130.5517644 33.3944954, 130.5521861 33.3947008, 130.5526105 33.3948672)",500,国道500号,,
142592086,trunk,40,False,True,59.081,2,"LINESTRING (130.5517644 33.3944954, 130.5513847 33.3943472, 130.5511783 33.3942906)",500,国道500号,,
678810464,primary,30,False,False,76.509,2,"LINESTRING (130.5581576 33.3967732, 130.5579685 33.3961035)",88,久留米小郡線,,
678810466,trunk,40,False,False,115.096,2,"LINESTRING (130.5581576 33.3967732, 130.5593319 33.3971052)",500,国道500号,,
678810466,trunk,40,False,True,17.918,2,"LINESTRING (130.5581576 33.3967732, 130.5579772 33.3967159)",500,国道500号,,
1205098449,primary,30,False,True,121.976,2,"LINESTRING (130.5581576 33.3967732, 130.558458 33.3978411)",88,久留米小郡線,,
142567841,residential,,False,True,206.676,,"LINESTRING (130.5603188 33.3919854, 130.5599463 33.3920092, 130.5597961 33.3919891, 130.5593212 33.3919847, 130.5586824 33.3919788, 130.5581006 33.3920419)",,,,
