osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,tunnel,geometry
"[825816481, 100234345, 122702619, 122702540]",2,151,国道151号,trunk,False,False,319.915,yes,yes,"LINESTRING (137.8119804 35.324746, 137.8121327 35.3253064, 137.8122728 35.3256657, 137.8123573 35.3258556, 137.8127519 35.3266461, 137.8128699 35.3275112)"
"[122702656, 102656996, 100234343, 102656999, 122702540]",2,151,国道151号,trunk,False,"[False, True]",382.01800000000003,yes,,"LINESTRING (137.8119804 35.324746, 137.811907 35.324454, 137.8118494 35.3242643, 137.811809 35.3240747, 137.8118089 35.3238225, 137.8118553 35.323598, 137.8119246 35.3233895, 137.8122525 35.3226502, 137.812658 35.3217459, 137.8127743 35.3214565)"
1029892091,,244,温田停車場早稲田線,secondary,False,True,30.362,,,"LINESTRING (137.8127743 35.3214565, 137.8124601 35.3213625)"
"[122702656, 102656996, 102656999, 100234343, 122702540]",2,151,国道151号,trunk,False,"[False, True]",382.018,yes,,"LINESTRING (137.8127743 35.3214565, 137.812658 35.3217459, 137.8122525 35.3226502, 137.8119246 35.3233895, 137.8118553 35.323598, 137.8118089 35.3238225, 137.811809 35.3240747, 137.8118494 35.3242643, 137.811907 35.324454, 137.8119804 35.324746)"
100234343,2,151,国道151号,trunk,False,True,144.195,,,"LINESTRING (137.8127743 35.3214565, 137.8129744 35.3210418, 137.8131974 35.3204698, 137.8132251 35.3203736, 137.8132677 35.3202256)"
122730628,,,,residential,False,True,72.331,,,"LINESTRING (137.8194004 35.3232225, 137.8193944 35.3233658, 137.8193948 35.3234308, 137.8193909 35.3236147, 137.8194365 35.3237161, 137.8195753 35.3238147)"
122730889,,244,温田停車場早稲田線,secondary,False,False,134.84,,,"LINESTRING (137.8194004 35.3232225, 137.8191911 35.3231941, 137.8185593 35.3229965, 137.8180598 35.3229155, 137.8179733 35.3229015)"
122730889,,244,温田停車場早稲田線,secondary,False,True,93.653,,,"LINESTRING (137.8194004 35.3232225, 137.8202692 35.3232761, 137.8204302 35.3232769)"
"[122704052, 122730678]",,,,"['unclassified', 'tertiary']",False,"[False, True]",208.92800000000003,,,"LINESTRING (137.8179733 35.3229015, 137.817954 35.3229669, 137.8177024 35.3238187, 137.8177344 35.3238899, 137.8176876 35.3240775, 137.8177626 35.3242406, 137.8177569 35.3242998, 137.8175049 35.3246827)"
"[122730889, 1029892091, 1029892092]",,244,温田停車場早稲田線,secondary,False,False,640.5360000000001,yes,,"LINESTRING (137.8179733 35.3229015, 137.8178741 35.3229038, 137.8174833 35.3229131, 137.8164748 35.3231407, 137.8148333 35.3235083, 137.814396 35.3236472, 137.8142538 35.3236947, 137.8141214 35.3237308, 137.8140108 35.3237318, 137.8139085 35.3237167, 137.813815 35.3236791, 137.8133227 35.3234138, 137.8131789 35.3233339, 137.8130829 35.3232805, 137.8130499 35.3232622, 137.8129214 35.3231442, 137.8128489 35.3230046, 137.8127699 35.3228242, 137.8126361 35.322633, 137.8123657 35.3223353, 137.8122906 35.3222049, 137.8122405 35.3220952, 137.8122401 35.3220048, 137.8122413 35.3219631)"
122730889,,244,温田停車場早稲田線,secondary,False,True,134.84,,,"LINESTRING (137.8179733 35.3229015, 137.8180598 35.3229155, 137.8185593 35.3229965, 137.8191911 35.3231941, 137.8194004 35.3232225)"
1029892091,,244,温田停車場早稲田線,secondary,False,False,30.362,,,"LINESTRING (137.8124601 35.3213625, 137.8127743 35.3214565)"
1029892091,,244,温田停車場早稲田線,secondary,False,True,69.793,,,"LINESTRING (137.8124601 35.3213625, 137.8123766 35.3215337, 137.8123157 35.3217193, 137.8122552 35.3219119, 137.8122413 35.3219631)"
122730709,,,,residential,False,False,111.79899999999999,,,"LINESTRING (137.8204302 35.3232769, 137.8203564 35.3233496, 137.8201638 35.3235637, 137.8198952 35.3238487, 137.8197882 35.3238856, 137.8196732 35.3238671, 137.8195753 35.3238147)"
122730889,,244,温田停車場早稲田線,secondary,False,False,93.653,,,"LINESTRING (137.8204302 35.3232769, 137.8202692 35.3232761, 137.8194004 35.3232225)"
122730889,,244,温田停車場早稲田線,secondary,False,True,73.126,,,"LINESTRING (137.8204302 35.3232769, 137.8207668 35.3232797, 137.821228 35.323351)"
122730889,,244,温田停車場早稲田線,secondary,False,False,73.126,,,"LINESTRING (137.821228 35.323351, 137.8207668 35.3232797, 137.8204302 35.3232769)"
122703441,,,,residential,False,True,198.25300000000004,,,"LINESTRING (137.8195753 35.3238147, 137.819485 35.323908, 137.819478 35.323996, 137.819489 35.324036, 137.819533 35.324099, 137.819691 35.324252, 137.8198089 35.3245227, 137.8198782 35.3246717, 137.8199176 35.32473, 137.8199759 35.3247579, 137.8200407 35.324771, 137.8205211 35.3248599, 137.820645 35.3248932, 137.8207596 35.3249851)"
122730628,,,,residential,False,False,72.331,,,"LINESTRING (137.8195753 35.3238147, 137.8194365 35.3237161, 137.8193909 35.3236147, 137.8193948 35.3234308, 137.8193944 35.3233658, 137.8194004 35.3232225)"
122730709,,,,residential,False,True,111.79899999999999,,,"LINESTRING (137.8195753 35.3238147, 137.8196732 35.3238671, 137.8197882 35.3238856, 137.8198952 35.3238487, 137.8201638 35.3235637, 137.8203564 35.3233496, 137.8204302 35.3232769)"
122703812,,,,unclassified,False,True,186.393,,,"LINESTRING (137.8175049 35.3246827, 137.8174381 35.3247179, 137.8173716 35.3247533, 137.8172539 35.3247755, 137.817171 35.3247787, 137.8171169 35.32481, 137.8170987 35.3248683, 137.8171032 35.3249291, 137.817144 35.3250525, 137.8172085 35.3253029, 137.8172388 35.3253963, 137.817215 35.325542, 137.8172044 35.3255961, 137.8172038 35.3256335, 137.8172057 35.3256701, 137.8172343 35.325731, 137.8174418 35.3259252, 137.8174675 35.3259539, 137.8174947 35.3260418)"
