osmid,highway,oneway,reversed,length,ref,name,geometry,maxspeed,bridge,tunnel
264426595,residential,False,False,55.644,,,"LINESTRING (140.2452793 35.2883821, 140.2458567 35.2885503)",,,
368692477,secondary,False,False,133.367,172,大多喜里見線,"LINESTRING (140.2452793 35.2883821, 140.2454257 35.2881137, 140.2460173 35.2873476)",,,
368692477,secondary,False,True,36.81,172,大多喜里見線,"LINESTRING (140.2452793 35.2883821, 140.2452332 35.288491, 140.2451812 35.2886597, 140.2451687 35.2887003)",,,
126484126,unclassified,True,False,75.024,,,"LINESTRING (140.2452609 35.2837274, 140.2454847 35.2830779)",,,
38944464,secondary,False,False,181.68900000000002,231,大多喜停車場線,"LINESTRING (140.2452609 35.2837274, 140.246419 35.2839363, 140.2472221 35.2840526)",,,
399370360,secondary,False,False,97.135,231,大多喜停車場線,"LINESTRING (140.2472221 35.2840526, 140.2473926 35.2831902)",,,
38944464,secondary,False,True,181.68900000000002,231,大多喜停車場線,"LINESTRING (140.2472221 35.2840526, 140.246419 35.2839363, 140.2452609 35.2837274)",,,
38944466,tertiary,False,False,101.976,,,"LINESTRING (140.2472221 35.2840526, 140.2472133 35.2840926, 140.2472232 35.2841216, 140.2472766 35.2841375, 140.2479095 35.2842539, 140.248115 35.2843022, 140.2481718 35.284338, 140.2481892 35.2843724)",,,
368692477,secondary,False,True,7.415,172,大多喜里見線,"LINESTRING (140.2451687 35.2887003, 140.245151 35.2887654)",,,
38944465,tertiary,False,True,286.002,,,"LINESTRING (140.2451687 35.2887003, 140.2450675 35.2886807, 140.2450171 35.2886709, 140.2446923 35.288543, 140.2444616 35.2883876, 140.2443127 35.2882573, 140.2442484 35.2880614, 140.2441947 35.2878085, 140.2441263 35.2873706, 140.2441344 35.2872754, 140.2442444 35.2869415, 140.2442577 35.2868266, 140.2441753 35.2865644)",30,,
368692477,secondary,False,False,36.81,172,大多喜里見線,"LINESTRING (140.2451687 35.2887003, 140.2451812 35.2886597, 140.2452332 35.288491, 140.2452793 35.2883821)",,,
399383058,secondary,False,False,41.611,172,大多喜里見線,"LINESTRING (140.24791 35.2849179, 140.2482882 35.2851294)",,,
734114711,secondary,False,True,164.572,172,大多喜里見線,"LINESTRING (140.24791 35.2849179, 140.2469239 35.2861599)",,,
38944466,tertiary,False,True,66.19600000000001,,,"LINESTRING (140.24791 35.2849179, 140.2481738 35.2844693, 140.2481815 35.2844247, 140.2481892 35.2843724)",,,
38944466,tertiary,False,False,66.196,,,"LINESTRING (140.2481892 35.2843724, 140.2481815 35.2844247, 140.2481738 35.2844693, 140.24791 35.2849179)",,,
38944466,tertiary,False,True,101.97600000000001,,,"LINESTRING (140.2481892 35.2843724, 140.2481718 35.284338, 140.248115 35.2843022, 140.2479095 35.2842539, 140.2472766 35.2841375, 140.2472232 35.2841216, 140.2472133 35.2840926, 140.2472221 35.2840526)",,,
126483186,unclassified,False,False,109.013,,,"LINESTRING (140.2481892 35.2843724, 140.2482738 35.2842612, 140.2484343 35.2838113, 140.2484555 35.2834308)",,,
126483708,residential,False,False,70.624,,,"LINESTRING (140.2475128 35.28209, 140.2476076 35.2814596)",,,
126483692,unclassified,False,False,82.994,,,"LINESTRING (140.2475128 35.28209, 140.2475983 35.2820455, 140.2484112 35.2820506)",,,
399370360,secondary,False,False,40.814,231,大多喜停車場線,"LINESTRING (140.2475128 35.28209, 140.2474821 35.2820651, 140.2474501 35.2820495, 140.2470815 35.2820339)",,,
399370360,secondary,False,True,81.75500000000001,231,大多喜停車場線,"LINESTRING (140.2475128 35.28209, 140.2475303 35.2821316, 140.2474458 35.2828194)",,,
126482862,residential,False,True,87.55099999999999,,,"LINESTRING (140.2483321 35.2807272, 140.2483609 35.2808176, 140.2484007 35.281155, 140.2484111 35.2815099)",,,
405407027,residential,False,False,71.467,,,"LINESTRING (140.2488106 35.2808695, 140.2489438 35.2810855, 140.2489918 35.2812545, 140.2489988 35.2813555, 140.2489106 35.2814592)",,,
126482829,residential,False,False,56.17,,,"LINESTRING (140.2429937 35.2810669, 140.2428684 35.2810932, 140.2426211 35.2812165, 140.242534 35.281238, 140.242511 35.281284, 140.242511 35.281323)",,,
126484818,secondary,False,True,46.682,231,大多喜停車場線,"LINESTRING (140.2429937 35.2810669, 140.2430648 35.2811814, 140.2431727 35.2812582, 140.2433682 35.281329)",,,
126482829,residential,False,True,56.17,,,"LINESTRING (140.242511 35.281323, 140.242511 35.281284, 140.242534 35.281238, 140.2426211 35.2812165, 140.2428684 35.2810932, 140.2429937 35.2810669)",,,
126483708,residential,False,True,70.624,,,"LINESTRING (140.2476076 35.2814596, 140.2475128 35.28209)",,,
126484049,residential,False,False,73.149,,,"LINESTRING (140.2476076 35.2814596, 140.2484111 35.2815099)",,,
320329631,residential,False,True,116.155,,,"LINESTRING (140.2476076 35.2814596, 140.2476623 35.281117, 140.2477078 35.2809421, 140.2477985 35.2806965, 140.2478383 35.2806469, 140.2477843 35.2805865, 140.2476262 35.2805994)",,,
126483109,unclassified,False,True,45.689,,,"LINESTRING (140.2489106 35.2814592, 140.2484111 35.2815099)",,,
405407027,residential,False,True,71.467,,,"LINESTRING (140.2489106 35.2814592, 140.2489988 35.2813555, 140.2489918 35.2812545, 140.2489438 35.2810855, 140.2488106 35.2808695)",,,
126483109,unclassified,False,False,45.689,,,"LINESTRING (140.2484111 35.2815099, 140.2489106 35.2814592)",,,
126483186,unclassified,False,True,60.123,,,"LINESTRING (140.2484111 35.2815099, 140.2484112 35.2820506)",,,
126484049,residential,False,True,73.149,,,"LINESTRING (140.2484111 35.2815099, 140.2476076 35.2814596)",,,
126482862,residential,False,False,87.55099999999999,,,"LINESTRING (140.2484111 35.2815099, 140.2484007 35.281155, 140.2483609 35.2808176, 140.2483321 35.2807272)",,,
"[399370360, 126484818, 126482532]",secondary,False,False,230.48399999999998,231,大多喜停車場線,"LINESTRING (140.2457792 35.2819649, 140.2454353 35.281905, 140.2452375 35.2818781, 140.245079 35.2818382, 140.2449611 35.2818041, 140.2448011 35.2817539, 140.2442108 35.2815701, 140.2433682 35.281329)",,yes,
399370360,secondary,False,True,118.511,231,大多喜停車場線,"LINESTRING (140.2457792 35.2819649, 140.2464733 35.2820174, 140.2470815 35.2820339)",,,
126483186,unclassified,False,False,60.123,,,"LINESTRING (140.2484112 35.2820506, 140.2484111 35.2815099)",,,
126483186,unclassified,False,True,33.995,,,"LINESTRING (140.2484112 35.2820506, 140.2484155 35.2823563)",,,
126483692,unclassified,False,True,82.994,,,"LINESTRING (140.2484112 35.2820506, 140.2475983 35.2820455, 140.2475128 35.28209)",,,
126483186,unclassified,False,False,33.995,,,"LINESTRING (140.2484155 35.2823563, 140.2484112 35.2820506)",,,
126483186,unclassified,False,True,56.367,,,"LINESTRING (140.2484155 35.2823563, 140.2484103 35.2828632)",,,
126482833,residential,False,True,138.528,,,"LINESTRING (140.2484155 35.2823563, 140.2485429 35.2823571, 140.2486799 35.2823958, 140.2487437 35.2824293, 140.2488415 35.2825339, 140.249215 35.283256, 140.2492389 35.2832978)",,,
126483344,residential,False,True,78.405,,,"LINESTRING (140.2465854 35.2827571, 140.2474458 35.2828194)",,,
126483344,residential,False,False,78.405,,,"LINESTRING (140.2474458 35.2828194, 140.2465854 35.2827571)",,,
399370360,secondary,False,True,41.513,231,大多喜停車場線,"LINESTRING (140.2474458 35.2828194, 140.2473926 35.2831902)",,,
126483768,unclassified,False,False,87.809,,,"LINESTRING (140.2474458 35.2828194, 140.2478335 35.2828577, 140.2481022 35.2828616, 140.2484103 35.2828632)",,,
399370360,secondary,False,False,81.75500000000001,231,大多喜停車場線,"LINESTRING (140.2474458 35.2828194, 140.2475303 35.2821316, 140.2475128 35.28209)",,,
126483186,unclassified,False,False,56.367,,,"LINESTRING (140.2484103 35.2828632, 140.2484155 35.2823563)",,,
126483186,unclassified,False,True,63.248,,,"LINESTRING (140.2484103 35.2828632, 140.2484555 35.2834308)",,,
126483768,unclassified,False,True,87.809,,,"LINESTRING (140.2484103 35.2828632, 140.2481022 35.2828616, 140.2478335 35.2828577, 140.2474458 35.2828194)",,,
126484126,unclassified,True,False,126.62100000000001,,,"LINESTRING (140.2454847 35.2830779, 140.2455918 35.2826993, 140.2457792 35.2819649)",,,
320329932,residential,False,False,174.454,,,"LINESTRING (140.2454847 35.2830779, 140.2459073 35.2831429, 140.2466771 35.2831801, 140.2467898 35.283156, 140.2473926 35.2831902)",,,
126483186,unclassified,False,False,63.248,,,"LINESTRING (140.2484555 35.2834308, 140.2484103 35.2828632)",,,
126483186,unclassified,False,True,109.013,,,"LINESTRING (140.2484555 35.2834308, 140.2484343 35.2838113, 140.2482738 35.2842612, 140.2481892 35.2843724)",,,
370784808,residential,False,False,72.816,,,"LINESTRING (140.2484555 35.2834308, 140.2486257 35.2834205, 140.2489547 35.2833613, 140.2492389 35.2832978)",,,
"[126482747, 126484286]",tertiary,False,False,218.42199999999997,,,"LINESTRING (140.241812 35.2846306, 140.2423968 35.2847197, 140.242693 35.2848293, 140.2428066 35.28486, 140.242898 35.2848832, 140.2430489 35.2848965, 140.2431829 35.2848926, 140.2434906 35.2848594, 140.2436172 35.2848609, 140.2436556 35.284994, 140.2437441 35.2852961)",,,
