osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge,tunnel
146324290,unclassified,False,True,94.957,"LINESTRING (138.421768 36.3309487, 138.4216582 36.3306549, 138.4213218 36.3301796)",,,,,,
146325896,unclassified,False,False,116.228,"LINESTRING (138.421768 36.3309487, 138.421786 36.3310081, 138.4221752 36.3311622, 138.4225646 36.3313067, 138.4229227 36.3313292)",,,,,,
497133895,trunk,False,False,62.446,"LINESTRING (138.421768 36.3309487, 138.4217158 36.3310312, 138.4214718 36.331457)",2,141,国道141号,40,,
497133895,trunk,False,True,28.473,"LINESTRING (138.421768 36.3309487, 138.4217986 36.3308758, 138.4218848 36.3307107)",2,141,国道141号,40,,
146324474,unclassified,False,True,57.730000000000004,"LINESTRING (138.4248692 36.3246117, 138.4247224 36.3246166, 138.4242441 36.3247268)",,,,,,
497133887,trunk,False,False,60.874,"LINESTRING (138.4248692 36.3246117, 138.4247692 36.3247583, 138.4245838 36.3251079)",2,141,国道141号,40,,
497133887,trunk,False,True,96.855,"LINESTRING (138.4248692 36.3246117, 138.4249491 36.324544, 138.4257065 36.324062)",2,141,国道141号,40,,
146325660,unclassified,False,True,38.641,"LINESTRING (138.4260046 36.3238669, 138.4263731 36.3240475)",,,,,,
497133887,trunk,False,False,34.407,"LINESTRING (138.4260046 36.3238669, 138.4257065 36.324062)",2,141,国道141号,40,,
497133887,trunk,False,True,15.419,"LINESTRING (138.4260046 36.3238669, 138.4261369 36.3237782)",2,141,国道141号,40,,
146324116,primary,False,False,60.747,"LINESTRING (138.4217467 36.3260199, 138.4211339 36.3262538)",2,40;131,諏訪白樺湖小諸線,50,,
146325325,unclassified,False,False,92.792,"LINESTRING (138.4217467 36.3260199, 138.4216313 36.3251906)",,,,,,
146324116,primary,False,True,123.768,"LINESTRING (138.4217467 36.3260199, 138.4226597 36.3255121, 138.4228607 36.3253643)",2,40;131,諏訪白樺湖小諸線,50,,
146324116,primary,False,True,60.747,"LINESTRING (138.4211339 36.3262538, 138.4217467 36.3260199)",2,40;131,諏訪白樺湖小諸線,50,,
146322209,primary,False,False,95.675,"LINESTRING (138.4211339 36.3262538, 138.420756 36.3265782, 138.4206589 36.3267665, 138.4206146 36.3269751)",2,40,諏訪白樺湖小諸線,50,,
146322210,secondary,False,True,63.29899999999999,"LINESTRING (138.4211339 36.3262538, 138.4210869 36.3259053, 138.4210303 36.3256914)",,142,八幡小諸線,,,
146326795,tertiary,False,False,30.643,"LINESTRING (138.4297047 36.3250652, 138.4299435 36.3248679)",,,,,,
146324321,secondary,False,False,104.059,"LINESTRING (138.4297047 36.3250652, 138.4300211 36.3253353, 138.4302757 36.3255689, 138.4304921 36.325753)",,131,峰ノ茶屋小諸線,,,
146324321,secondary,False,True,127.867,"LINESTRING (138.4297047 36.3250652, 138.4294126 36.3248481, 138.4292133 36.3246999, 138.4285982 36.3243421)",,131,峰ノ茶屋小諸線,,,
"[146322345, 146326795]",tertiary,False,True,116.691,"LINESTRING (138.4297047 36.3250652, 138.4291014 36.3255396, 138.4289584 36.3256681, 138.4287804 36.3258041)",,,,,,
43759018,secondary,False,False,100.47800000000001,"LINESTRING (138.4304921 36.325753, 138.4306724 36.325865, 138.4308926 36.3260019, 138.4314066 36.3262751)",,131,峰ノ茶屋小諸線,,,
146322283,secondary,False,True,38.959,"LINESTRING (138.4304921 36.325753, 138.4303502 36.3258483, 138.4301059 36.3258916)",,131,峰ノ茶屋小諸線,,,
146324321,secondary,False,True,104.059,"LINESTRING (138.4304921 36.325753, 138.4302757 36.3255689, 138.4300211 36.3253353, 138.4297047 36.3250652)",,131,峰ノ茶屋小諸線,,,
146326265,unclassified,False,False,137.553,"LINESTRING (138.4304921 36.325753, 138.4306273 36.3256482, 138.4306271 36.3253325, 138.4305632 36.3252809, 138.430468 36.325194, 138.430499 36.325145, 138.4299435 36.3248679)",,,,,,
96153589,secondary,False,False,15.661,"LINESTRING (138.4232552 36.3274551, 138.4231273 36.3274028, 138.4230996 36.3273909)",2,130,菱野筒井線,,,
146326774,secondary,False,True,115.95400000000001,"LINESTRING (138.4232552 36.3274551, 138.4233306 36.3274858, 138.4234026 36.3275114, 138.4240668 36.3277553, 138.4244287 36.3278949)",2,130,菱野筒井線,,,
497133887,trunk,False,False,92.767,"LINESTRING (138.4232552 36.3274551, 138.4232261 36.3275137, 138.4231612 36.3276194, 138.4230405 36.3278333, 138.4228326 36.3281596, 138.4228039 36.3282056)",2,141,国道141号,40,,
497133887,trunk,False,True,18.797,"LINESTRING (138.4232552 36.3274551, 138.4232964 36.32738, 138.4233409 36.3273008)",2,141,国道141号,40,,
146322315,secondary,False,True,79.872,"LINESTRING (138.4283301 36.3290147, 138.4291735 36.3292477)",2,130,菱野筒井線,,,
